Time,GPS_ts,fGPS_ts,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,estGravityX,estGravityY,estGravityZ,estGravity:valid,flag
1778778376763,  3043.411,  3043.411, 0.000827, 0.140431,-0.997013, 0.000049, 0.001365,-0.010024, 0.003118, 0.075380,-0.057491,1,-0.016305, 0.003980,-0.001402,1,-0.005106,-1.302278, 9.719796,1,0
1778778376763,  3043.436,  3043.431, 0.003681, 0.128600,-0.989197, 0.000032, 0.001285,-0.009862,-0.050334, 0.044732, 0.212363,1, 0.003700,-0.006225, 0.000359,1,-0.005544,-1.303481, 9.719634,1,0
1778778376763,  3043.456,  3043.456,-0.005756, 0.132687,-0.987382,-0.000033, 0.001289,-0.009912,-0.060999,-0.001053, 0.036883,1,-0.005278, 0.007699,-0.001076,1,-0.004787,-1.302431, 9.719775,1,0
1778778376763,  3043.481,  3043.481,-0.002064, 0.133641,-0.988846,-0.000040, 0.001344,-0.009855,-0.025885, 0.008637, 0.022569,1, 0.008840,-0.000475, 0.000853,1,-0.005635,-1.301664, 9.719878,1,0
1778778376763,  3043.506,  3043.501, 0.006482, 0.133095,-0.976640, 0.000087, 0.001312,-0.009775, 0.151048,-0.103588,-0.004890,1,-0.002540, 0.004083,-0.001184,1,-0.005974,-1.301363, 9.719918,1,0
1778778376763,  3043.531,  3043.531,-0.011960, 0.135986,-0.975521,-0.000133, 0.001369,-0.009728,-0.122961, 0.031729, 0.153261,1, 0.004265,-0.006617,-0.000485,1,-0.005465,-1.301701, 9.719872,1,0
1778778376763,  3043.556,  3043.551, 0.003893, 0.134216,-1.006597, 0.000045, 0.001325,-0.010101, 0.030194,-0.083619,-0.273031,1,-0.000357,-0.005451,-0.000905,1,-0.003565,-1.300809, 9.719994,1,0
1778778376763,  3043.581,  3043.576,-0.003155, 0.137445,-0.969939,-0.000040, 0.001390,-0.009693,-0.035649, 0.045192, 0.207891,1, 0.004328, 0.002642, 0.001217,1,-0.004689,-1.302529, 9.719763,1,0
1778778376763,  3043.606,  3043.601, 0.001602, 0.128087,-0.985423, 0.000043, 0.001259,-0.009883, 0.104851,-0.114788,-0.005064,1, 0.008194, 0.002893,-0.000588,1,-0.004775,-1.300253, 9.720067,1,0
1778778376763,  3043.626,  3043.621,-0.011999, 0.138308,-0.980989,-0.000130, 0.001388,-0.009781,-0.126302, 0.058553, 0.179567,1,-0.005485, 0.005299, 0.000108,1,-0.006137,-1.301354, 9.719919,1,0
1778778376764,  3043.646,  3043.641, 0.013213, 0.123575,-1.014815, 0.000128, 0.001234,-0.010167, 0.014691,-0.016904,-0.153832,1, 0.009912,-0.014277,-0.000327,1,-0.004150,-1.299970, 9.720105,1,0
1778778376774,  3070.506,  3070.501,-0.006517, 0.138066,-0.977270,-0.000080, 0.001387,-0.009745, 0.125949,-0.088054,-0.231822,1,-0.003211,-0.005330,-0.000931,1,-0.003453,-1.300008, 9.720100,1,0
1778778376797,  3070.531,  3070.526, 0.014752, 0.123401,-1.003644, 0.000155, 0.001224,-0.010065, 0.135123,-0.093310,-0.122754,1,-0.003501, 0.001649,-0.000517,1,-0.009596,-1.303567, 9.719620,1,0
1778778376823,  3070.551,  3070.551,-0.008947, 0.141167,-0.966104,-0.000081, 0.001411,-0.009672,-0.098460, 0.079140, 0.245154,1,-0.001730, 0.003057, 0.000183,1,-0.010819,-1.305287, 9.719387,1,0
1778778376844,  3070.576,  3070.571, 0.009494, 0.122375,-1.008711, 0.000092, 0.001212,-0.010100, 0.040031,-0.065513,-0.123238,1, 0.011273,-0.008085,-0.000308,1,-0.009303,-1.303144, 9.719677,1,0
1778778376867,  3070.601,  3070.596,-0.006864, 0.141385,-0.971218,-0.000070, 0.001410,-0.009715,-0.077907, 0.081226, 0.194992,1,-0.003679, 0.003543, 0.000786,1,-0.010710,-1.305401, 9.719372,1,0
1778778376893,  3070.621,  3070.621, 0.008654, 0.127124,-0.996965, 0.000075, 0.001291,-0.009946, 0.075003,-0.057272,-0.057313,1, 0.009266,-0.004882,-0.000275,1,-0.009707,-1.303647, 9.719608,1,0
1778778376915,  3070.646,  3070.641,-0.010314, 0.139843,-0.970438,-0.000100, 0.001401,-0.009707,-0.027820, 0.024866, 0.083011,1,-0.010124, 0.007377, 0.000216,1,-0.010555,-1.304834, 9.719449,1,0
1778778376937,  3070.671,  3070.666, 0.005915, 0.125505,-1.004632, 0.000050, 0.001268,-0.010031, 0.048240,-0.072596,-0.132431,1, 0.008907,-0.006102,-0.000145,1,-0.009579,-1.303104, 9.719682,1,0
1778778376963,  3070.691,  3070.691, 0.000759, 0.137342,-0.981427, 0.000031, 0.001354,-0.009853,-0.002690, 0.042441, 0.094992,1,-0.012409, 0.006375,-0.000111,1,-0.010329,-1.304803, 9.719453,1,0
1778778376985,  3070.716,  3070.711, 0.007279, 0.124909,-0.997598, 0.000072, 0.001246,-0.009957,-0.028736, 0.032596, 0.140336,1, 0.009752,-0.004900, 0.000535,1,-0.010336,-1.304454, 9.719500,1,0
1778778377007,  3070.741,  3070.736,-0.001490, 0.135983,-0.986109,-0.000004, 0.001345,-0.009884,-0.024724, 0.029268, 0.049101,1,-0.009134, 0.006832,-0.000237,1,-0.010319,-1.304556, 9.719486,1,0
1778778377033,  3070.761,  3070.761,-0.000381, 0.135281,-0.985170,-0.000026, 0.001361,-0.009822,-0.014021, 0.022339, 0.058304,1, 0.007718,-0.005400, 0.000049,1,-0.010120,-1.304079, 9.719550,1,0
1778778377055,  3070.786,  3070.781, 0.001444, 0.135199,-0.978496, 0.000031, 0.001346,-0.009799, 0.103757,-0.066314,-0.048411,1,-0.005806, 0.004601,-0.000835,1,-0.009896,-1.303754, 9.719594,1,0
1778778377082,  3070.811,  3070.811,-0.006222, 0.132567,-0.984451,-0.000075, 0.001341,-0.009809,-0.071520,-0.004017, 0.065381,1, 0.010701,-0.005876,-0.000239,1,-0.010321,-1.303727, 9.719598,1,0
1778778377103,  3070.831,  3070.831, 0.008695, 0.125588,-1.007180, 0.000095, 0.001242,-0.010093, 0.075727,-0.071401,-0.157363,1,-0.006851, 0.001503,-0.000398,1,-0.009587,-1.303205, 9.719668,1,0
1778778377125,  3070.856,  3070.851,-0.003766, 0.135210,-0.975708,-0.000046, 0.001367,-0.009726,-0.079315, 0.081275, 0.247710,1,-0.003956, 0.002997, 0.001096,1,-0.010826,-1.305291, 9.719387,1,0
1778778377152,  3070.881,  3070.881, 0.008959, 0.124645,-1.004091, 0.000096, 0.001226,-0.010065, 0.078538,-0.080656,-0.127070,1,-0.003029, 0.002793,-0.000836,1,-0.009402,-1.303101, 9.719683,1,0
1778778377173,  3070.906,  3070.901,-0.002788, 0.136225,-0.981266,-0.000047, 0.001371,-0.009778,-0.093705, 0.083762, 0.203316,1,-0.004046, 0.004094, 0.000158,1,-0.010806,-1.305010, 9.719424,1,0
1778778377195,  3070.926,  3070.921, 0.011698, 0.125202,-1.001928, 0.000121, 0.001235,-0.010042, 0.085772,-0.069861,-0.103661,1, 0.010329,-0.007886,-0.000674,1,-0.009512,-1.303074, 9.719686,1,0
1778778377222,  3070.951,  3070.951,-0.009123, 0.140784,-0.967696,-0.000095, 0.001409,-0.009669,-0.100155, 0.075801, 0.229592,1,-0.001444, 0.003146, 0.000594,1,-0.010792,-1.304868, 9.719444,1,0
1778778377243,  3070.976,  3070.971, 0.011206, 0.124457,-1.003937, 0.000118, 0.001234,-0.010065, 0.069264,-0.074347,-0.133621,1, 0.009119,-0.006033,-0.000851,1,-0.009621,-1.302806, 9.719722,1,0
1778778377265,  3070.996,  3070.991,-0.007981, 0.140018,-0.968027,-0.000077, 0.001404,-0.009679,-0.011834, 0.025321, 0.083643,1,-0.011434, 0.007964, 0.000472,1,-0.010596,-1.304410, 9.719505,1,0
