Time,t,dt,q0,q1,q2,q3,acx,acy,acz,q0_rel,q1_rel,q2_rel,q3_rel
1778882052707902976,8.379932672,0.010008832000000467,0.984453,-0.008012,-0.167017,0.053791,-0.3265252709388733,0.03360440954566,-0.9397048354148864,0.9999999516114065,0.00012479345711001455,-2.5845086704240447e-05,0.0002837883176706349
1778882052717892096,8.389921792,0.009989120000000185,0.984453,-0.008016,-0.167018,0.05379,-0.3261930346488953,0.0335826613008976,-0.939454197883606,0.9999999521937704,0.0001206350625532742,-2.6607503202460655e-05,0.00028346371826531514
1778882052727861504,8.3998912,0.009969407999999902,0.984453,-0.008013,-0.167017,0.053791,-0.3259198665618896,0.0336108356714248,-0.9392751455307008,0.9999999516877527,0.00012380898463417583,-2.579159592891667e-05,0.0002839553159219978
1778882052737810944,8.40984064,0.009949439999999754,0.984452,-0.008011,-0.16702,0.053794,-0.3258050978183746,0.0336854644119739,-0.939574897289276,0.9999999505553845,0.000126110411242511,-2.904326837191906e-05,0.00028660405021671683
1778882052747740928,8.419770624,0.009929983999999337,0.984452,-0.008016,-0.16702,0.053792,-0.3257070183753967,0.0337506793439388,-0.9392820596694946,0.9999999515369914,0.00012085405919544205,-2.8759639686163415e-05,0.00028547012878213244
1778882052757651200,8.429680896,0.00991027200000083,0.984452,-0.008016,-0.16702,0.053795,-0.3260090351104736,0.0336272157728672,-0.9390783309936525,0.9999999506281623,0.00012135504138991762,-2.8783901586397555e-05,0.0002884234978617624
1778882052767541760,8.439571456,0.009890559999998771,0.984452,-0.008015,-0.167019,0.053795,-0.3263466656208038,0.0336146131157875,-0.9391109347343444,0.9999999505738294,0.0001223930251106377,-2.7852925326627963e-05,0.00028826463659934956
1778882052777412352,8.449442048,0.0098705920000004,0.984453,-0.008018,-0.167017,0.053797,-0.3263710737228394,0.0335297286510467,-0.9392879605293274,0.9999999502339965,0.00011988858690525733,-2.5572666879916654e-05,0.0002906970419267114
1778882052787263488,8.459293184,0.009851135999999983,0.984452,-0.008018,-0.167018,0.053797,-0.326520711183548,0.0333816036581993,-0.939399778842926,0.9999999501979875,0.00011982710546498342,-2.67241603085208e-05,0.0002907426812964792
1778882052797096192,8.469125888,0.009832704000000803,0.984452,-0.008015,-0.16702,0.053798,-0.3263640403747559,0.0333002842962741,-0.939268946647644,0.999999949637014,0.0001228404959636685,-2.886165428255097e-05,0.00029120986778067583
1778882052807098112,8.479127808,0.010001919999998776,0.984452,-0.008013,-0.167023,0.053799,-0.3264627158641815,0.0336469374597072,-0.9390776753425598,0.9999999491166274,0.00012481590066017872,-3.1930121765642167e-05,0.00029183591447612335
1778882052817267968,8.489297664,0.010169856000000976,0.984451,-0.008012,-0.167025,0.0538,-0.3263947069644928,0.0335255786776542,-0.9393619894981384,0.9999999486642652,0.0001258523783076483,-3.4127664305750607e-05,0.00029269087488737714
1778882052827417344,8.49944704,0.010149375999999322,0.98445,-0.008015,-0.167029,0.053802,-0.3261843323707581,0.0336744263768196,-0.93947035074234,0.9999999481425863,0.00012301093608723182,-3.808826437533855e-05,0.00029518200951260854
1778882052837546496,8.509576192,0.010129152000001085,0.98445,-0.008017,-0.167031,0.053801,-0.3258912265300751,0.0337181314826011,-0.9396143555641174,0.9999999485402368,0.00012076797492572428,-3.9942126143722426e-05,0.00029451527390709424
1778882052847655936,8.519685632,0.010109439999999026,0.98445,-0.008014,-0.167033,0.053803,-0.3256911337375641,0.0336257703602314,-0.9394399523735046,0.9999999476345065,0.00012394835764704262,-4.208770101055966e-05,0.00029596691405614294
1778882052857745408,8.529775104,0.010089472000000654,0.98445,-0.008015,-0.167032,0.053803,-0.3259173929691315,0.0336744450032711,-0.939550518989563,0.999999947740761,0.00012301739664824334,-4.104974588080431e-05,0.0002961420504531793
1778882052867814912,8.539844608,0.01006950399999873,0.98445,-0.008012,-0.167034,0.053802,-0.3260529041290283,0.0335804633796215,-0.939258635044098,0.9999999477618258,0.00012569679663556807,-4.317106017770559e-05,0.0002946403245384279
1778882052877864704,8.5498944,0.010049792000000224,0.98445,-0.008013,-0.167031,0.053806,-0.3262394368648529,0.0335427224636077,-0.939780056476593,0.9999999466802433,0.00012554083392244363,-4.019652312933569e-05,0.00029876955858165353
1778882052887894528,8.559924224,0.010029824000000076,0.98445,-0.008018,-0.167031,0.053806,-0.3260388672351837,0.0336496718227863,-0.9395317435264589,0.9999999470469825,0.00012061847265359625,-3.992906873908335e-05,0.0002996045490400372
1778882052897904384,8.56993408,0.010009855999999928,0.98445,-0.008018,-0.167031,0.053807,-0.3260530233383179,0.0335598438978195,-0.939521312713623,0.9999999467310713,0.00012078546664102095,-3.993715543349169e-05,0.0003005890041138956
1778882052907894272,8.579923968,0.00998988799999978,0.98445,-0.008019,-0.167032,0.053806,-0.3260651826858521,0.033366359770298,-0.9394975900650024,0.9999999470864299,0.00011958048991769603,-4.086004227815823e-05,0.00029976340820963817
1778882052917864448,8.589894144,0.009970176000001274,0.984449,-0.008018,-0.167034,0.053806,-0.3258973658084869,0.0337653495371341,-0.9395945072174072,0.9999999469290287,0.00012044997036245177,-4.3049503776040666e-05,0.00029963391789457734
1778882052927814912,8.599844608,0.009950463999999215,0.98445,-0.00802,-0.167033,0.053804,-0.32607102394104,0.0336884036660194,-0.9394385814666748,0.9999999477527013,0.00011820851940937648,-4.1774842305647604e-05,0.0002979533575800954
