time(ms),VPWR(V),VSS(km/h)
1779393187994,13.50,11.0
1779393188010,13.50,11.0
1779393188025,13.50,11.0
1779393188042,13.49,11.0
1779393188058,13.48,11.0
1779393188074,13.48,11.0
1779393188089,13.48,11.0
1779393188105,13.49,11.0
1779393188123,13.50,11.0
1779393188136,13.50,11.0
1779393188153,13.50,11.0
1779393188168,13.50,11.0
1779393188187,13.50,11.0
1779393188200,13.50,11.0
1779393188219,13.50,11.0
1779393188235,13.50,11.0
1779393188248,13.50,11.0
1779393188265,13.50,11.0
1779393188283,13.50,11.0
1779393188298,13.50,11.0
1779393188313,13.50,12.0
1779393188330,13.50,13.0
1779393188345,13.50,13.0
1779393188361,13.49,13.0
1779393188378,13.48,13.0
1779393188394,13.49,13.0
1779393188410,13.50,13.0
1779393188425,13.50,13.0
1779393188442,13.50,13.0
1779393188457,13.50,13.0
1779393188474,13.50,13.0
1779393188490,13.51,13.0
1779393188507,13.52,13.0
1779393188521,13.51,13.0
1779393188538,13.50,13.0
1779393188555,13.50,13.0
1779393188570,13.50,13.0
1779393188585,13.50,13.0
1779393188602,13.50,13.0
1779393188618,13.51,13.0
1779393188634,13.52,13.0
1779393188651,13.52,13.0
1779393188666,13.52,13.0
1779393188683,13.52,13.0
1779393188699,13.52,13.0
1779393188715,13.53,13.0
1779393188730,13.54,13.0
1779393188746,13.54,13.0
1779393188761,13.54,13.0
1779393188779,13.53,13.0
1779393188793,13.52,14.0
1779393188810,13.52,15.0
1779393188827,13.52,15.0
1779393188842,13.53,15.0
1779393188857,13.54,15.0
1779393188874,13.54,15.0
1779393188889,13.54,15.0
1779393188906,13.54,15.0
1779393188921,13.54,15.0
1779393188938,13.53,15.0
1779393188954,13.52,15.0
1779393188971,13.53,15.0
1779393188987,13.54,15.0
1779393189002,13.54,15.0
1779393189018,13.54,15.0
1779393189035,13.54,15.0
1779393189049,13.54,15.0
1779393189066,13.54,15.0
1779393189082,13.54,15.0
1779393189097,13.54,15.0
1779393189114,13.54,15.0
1779393189129,13.54,15.0
1779393189146,13.54,15.0
1779393189161,13.54,15.0
1779393189179,13.54,15.0
1779393189194,13.54,15.0
1779393189209,13.54,15.0
1779393189226,13.53,15.0
1779393189241,13.52,16.0
1779393189264,13.52,17.0
1779393189273,13.52,17.0
1779393189290,13.52,17.0
1779393189307,13.52,17.0
1779393189322,13.52,17.0
1779393189339,13.52,17.0
1779393189353,13.52,17.0
1779393189369,13.52,17.0
1779393189388,13.52,17.0
1779393189401,13.52,17.0
1779393189418,13.52,17.0
1779393189433,13.52,17.0
