time(ms),VPWR(V),VSS(km/h)
1779392883908,13.52,13.0
1779392883925,13.52,13.0
1779392883942,13.53,13.0
1779392883957,13.54,13.0
1779392883972,13.53,13.0
1779392883990,13.52,13.0
1779392884006,13.52,13.0
1779392884022,13.52,13.0
1779392884036,13.52,13.0
1779392884053,13.52,13.0
1779392884067,13.53,13.0
1779392884083,13.54,13.0
1779392884102,13.54,13.0
1779392884117,13.54,13.0
1779392884134,13.53,13.0
1779392884148,13.52,13.0
1779392884164,13.52,13.0
1779392884179,13.52,13.0
1779392884197,13.52,13.0
1779392884212,13.52,13.0
1779392884228,13.53,13.0
1779392884245,13.54,13.0
1779392884260,13.53,13.0
1779392884278,13.52,13.0
1779392884293,13.52,13.0
1779392884308,13.52,13.0
1779392884325,13.52,13.0
1779392884342,13.52,13.0
1779392884357,13.53,13.0
1779392884374,13.54,13.0
1779392884389,13.53,13.0
1779392884406,13.52,13.0
1779392884421,13.53,13.0
1779392884436,13.54,13.0
1779392884454,13.53,13.0
1779392884468,13.52,13.0
1779392884484,13.53,13.0
1779392884501,13.54,13.0
1779392884517,13.55,13.0
1779392884534,13.55,13.0
1779392884549,13.55,13.0
1779392884566,13.54,13.0
1779392884581,13.54,13.0
1779392884597,13.54,13.0
1779392884613,13.54,13.0
1779392884630,13.54,13.0
1779392884646,13.55,13.0
1779392884660,13.55,13.0
1779392884678,13.55,13.0
1779392884694,13.54,13.0
1779392884710,13.53,13.0
1779392884724,13.52,13.0
1779392884741,13.51,13.0
1779392884756,13.50,13.0
1779392884772,13.51,13.0
1779392884789,13.52,14.0
1779392884804,13.53,15.0
1779392884821,13.54,15.0
1779392884837,13.53,15.0
1779392884852,13.52,15.0
1779392884870,13.52,15.0
1779392884885,13.52,15.0
1779392884901,13.51,15.0
1779392884919,13.50,15.0
1779392884934,13.51,15.0
1779392884949,13.52,15.0
1779392884964,13.53,15.0
1779392884981,13.54,15.0
1779392884998,13.53,15.0
1779392885013,13.52,15.0
1779392885029,13.52,15.0
1779392885045,13.52,15.0
1779392885062,13.52,15.0
1779392885077,13.52,15.0
1779392885092,13.54,15.0
1779392885110,13.55,15.0
1779392885124,13.55,15.0
1779392885142,13.54,15.0
1779392885156,13.53,15.0
1779392885175,13.52,15.0
1779392885190,13.51,15.0
1779392885205,13.50,15.0
1779392885221,13.51,15.0
1779392885236,13.52,15.0
1779392885255,13.53,15.0
1779392885269,13.54,16.0
1779392885286,13.54,17.0
1779392885300,13.54,17.0
1779392885318,13.54,17.0
1779392885333,13.54,17.0
1779392885348,13.54,17.0
1779392885367,13.54,17.0
1779392885382,13.55,17.0
1779392885397,13.55,17.0
1779392885412,13.55,17.0
1779392885431,13.54,17.0
1779392885446,13.54,17.0
1779392885461,13.54,17.0
1779392885479,13.54,17.0
1779392885494,13.54,17.0
1779392885509,13.55,17.0
1779392885524,13.55,17.0
1779392885542,13.55,17.0
1779392885557,13.55,17.0
1779392885577,13.55,17.0
1779392885589,13.55,17.0
1779392885606,13.55,17.0
1779392885621,13.54,17.0
1779392885636,13.54,17.0
1779392885653,13.54,17.0
1779392885668,13.54,17.0
1779392885687,13.54,17.0
1779392885701,13.55,17.0
1779392885719,13.55,17.0
1779392885734,13.55,16.0
1779392885749,13.54,16.0
1779392885767,13.54,16.0
1779392885781,13.54,16.0
1779392885796,13.54,16.0
1779392885813,13.54,16.0
1779392885828,13.55,16.0
1779392885846,13.55,16.0
1779392885861,13.55,16.0
1779392885879,13.55,16.0
1779392885894,13.55,16.0
1779392885909,13.54,16.0
1779392885927,13.54,16.0
1779392885942,13.54,16.0
1779392885957,13.55,16.0
1779392885974,13.55,16.0
1779392885989,13.56,16.0
1779392886007,13.57,16.0
1779392886022,13.56,16.0
1779392886037,13.55,16.0
1779392886055,13.55,16.0
1779392886070,13.55,16.0
1779392886085,13.55,16.0
1779392886102,13.54,16.0
1779392886117,13.55,16.0
1779392886132,13.55,16.0
1779392886151,13.55,16.0
1779392886165,13.54,16.0
1779392886183,13.54,16.0
1779392886198,13.54,16.0
1779392886213,13.53,15.0
1779392886229,13.52,15.0
1779392886247,13.53,15.0
1779392886262,13.54,15.0
1779392886277,13.53,15.0
1779392886295,13.52,15.0
1779392886310,13.52,15.0
1779392886327,13.52,15.0
1779392886342,13.52,15.0
1779392886359,13.52,15.0
1779392886374,13.52,15.0
1779392886389,13.52,15.0
1779392886406,13.52,15.0
1779392886421,13.52,15.0
1779392886438,13.52,15.0
1779392886453,13.52,15.0
1779392886469,13.53,15.0
1779392886487,13.54,15.0
1779392886503,13.54,15.0
1779392886519,13.54,15.0
1779392886533,13.54,15.0
1779392886549,13.54,15.0
1779392886567,13.55,15.0
1779392886582,13.55,15.0
1779392886598,13.55,15.0
1779392886614,13.55,15.0
1779392886629,13.55,15.0
1779392886647,13.54,15.0
1779392886663,13.53,15.0
1779392886678,13.52,16.0
1779392886694,13.52,17.0
1779392886709,13.52,17.0
1779392886727,13.52,17.0
1779392886742,13.52,17.0
1779392886757,13.52,17.0
1779392886773,13.52,17.0
1779392886790,13.53,17.0
1779392886806,13.54,17.0
1779392886822,13.53,17.0
1779392886839,13.52,17.0
1779392886854,13.53,17.0
1779392886869,13.54,17.0
1779392886887,13.54,17.0
1779392886902,13.54,17.0
1779392886920,13.53,17.0
1779392886935,13.52,17.0
1779392886952,13.52,17.0
1779392886966,13.52,17.0
1779392886982,13.52,17.0
1779392886998,13.52,17.0
1779392887015,13.54,17.0
1779392887030,13.55,17.0
1779392887048,13.55,17.0
1779392887062,13.54,17.0
1779392887078,13.54,17.0
1779392887096,13.54,17.0
1779392887111,13.54,17.0
1779392887126,13.54,17.0
1779392887142,13.54,17.0
1779392887160,13.54,17.0
1779392887174,13.54,16.0
1779392887192,13.54,16.0
1779392887206,13.54,16.0
1779392887222,13.54,16.0
1779392887237,13.54,16.0
1779392887256,13.54,16.0
1779392887270,13.53,16.0
1779392887288,13.52,16.0
1779392887302,13.53,16.0
1779392887317,13.54,16.0
1779392887335,13.54,16.0
1779392887350,13.54,16.0
1779392887367,13.53,16.0
1779392887381,13.52,16.0
1779392887399,13.52,16.0
1779392887414,13.52,16.0
1779392887429,13.53,16.0
1779392887448,13.54,16.0
1779392887462,13.54,16.0
1779392887477,13.54,16.0
1779392887494,13.53,16.0
1779392887511,13.52,16.0
1779392887526,13.53,16.0
1779392887544,13.54,16.0
1779392887558,13.53,16.0
1779392887576,13.52,16.0
1779392887591,13.53,16.0
1779392887606,13.54,16.0
1779392887622,13.54,16.0
1779392887638,13.54,16.0
1779392887656,13.54,16.0
1779392887671,13.54,16.0
1779392887686,13.53,16.0
1779392887702,13.52,16.0
1779392887718,13.53,16.0
1779392887735,13.54,16.0
1779392887749,13.54,16.0
1779392887767,13.54,16.0
1779392887784,13.54,16.0
1779392887799,13.54,16.0
1779392887815,13.54,16.0
1779392887830,13.54,16.0
1779392887847,13.55,16.0
1779392887862,13.55,16.0
1779392887878,13.55,16.0
1779392887895,13.55,16.0
1779392887911,13.55,16.0
1779392887926,13.54,16.0
1779392887944,13.54,16.0
1779392887958,13.54,16.0
1779392887976,13.53,16.0
1779392887991,13.52,16.0
1779392888007,13.53,16.0
1779392888022,13.54,16.0
1779392888038,13.54,16.0
1779392888055,13.54,16.0
1779392888070,13.54,16.0
1779392888088,13.54,18.0
1779392888103,13.54,19.0
1779392888118,13.54,19.0
1779392888135,13.54,19.0
1779392888150,13.54,19.0
1779392888167,13.55,19.0
1779392888182,13.55,19.0
1779392888200,13.55,19.0
1779392888215,13.55,19.0
1779392888230,13.55,19.0
1779392888248,13.54,19.0
1779392888262,13.54,19.0
1779392888280,13.54,19.0
1779392888295,13.54,19.0
1779392888312,13.54,19.0
1779392888327,13.55,19.0
1779392888343,13.55,19.0
1779392888358,13.55,19.0
1779392888375,13.55,19.0
1779392888390,13.55,19.0
1779392888407,13.55,19.0
1779392888422,13.55,19.0
1779392888440,13.54,19.0
1779392888456,13.55,19.0
1779392888471,13.55,19.0
1779392888486,13.55,19.0
1779392888504,13.55,19.0
