time(ms),VPWR(V),VSS(km/h)
1779393663717,13.54,16.0
1779393663733,13.54,16.0
1779393663750,13.54,16.0
1779393663766,13.54,16.0
1779393663782,13.54,16.0
1779393663797,13.54,16.0
1779393663814,13.54,16.0
1779393663830,13.54,16.0
1779393663845,13.54,16.0
1779393663862,13.53,16.0
1779393663884,13.52,16.0
1779393663893,13.52,16.0
1779393663909,13.52,16.0
1779393663926,13.53,16.0
1779393663943,13.54,16.0
1779393663958,13.54,16.0
1779393663975,13.54,16.0
1779393663989,13.54,16.0
1779393664007,13.54,16.0
1779393664023,13.53,16.0
1779393664038,13.52,16.0
1779393664055,13.53,16.0
1779393664069,13.54,16.0
1779393664086,13.54,16.0
1779393664103,13.54,16.0
1779393664120,13.54,16.0
1779393664134,13.54,16.0
1779393664150,13.54,16.0
1779393664166,13.54,16.0
1779393664183,13.53,16.0
1779393664198,13.52,16.0
1779393664215,13.53,16.0
1779393664231,13.54,16.0
1779393664247,13.54,16.0
1779393664263,13.54,16.0
1779393664278,13.54,16.0
1779393664296,13.54,16.0
1779393664310,13.54,16.0
1779393664325,13.54,17.0
1779393664342,13.54,18.0
1779393664359,13.54,18.0
1779393664375,13.55,18.0
1779393664391,13.55,18.0
1779393664406,13.55,18.0
1779393664422,13.55,18.0
1779393664437,13.55,18.0
1779393664455,13.55,18.0
1779393664471,13.55,18.0
1779393664487,13.54,18.0
1779393664502,13.55,18.0
1779393664519,13.55,18.0
1779393664534,13.55,18.0
1779393664549,13.55,18.0
1779393664568,13.55,18.0
1779393664583,13.55,18.0
1779393664599,13.55,18.0
1779393664615,13.55,18.0
1779393664631,13.55,18.0
1779393664647,13.54,18.0
1779393664664,13.56,18.0
1779393664679,13.57,18.0
1779393664693,13.56,18.0
1779393664710,13.55,18.0
1779393664728,13.55,18.0
1779393664742,13.55,18.0
1779393664758,13.55,18.0
1779393664775,13.54,18.0
1779393664790,13.54,18.0
1779393664805,13.54,18.0
1779393664822,13.55,18.0
1779393664838,13.55,18.0
1779393664855,13.55,18.0
1779393664871,13.54,18.0
1779393664885,13.55,18.0
1779393664902,13.55,18.0
1779393664919,13.55,18.0
1779393664934,13.54,18.0
1779393664952,13.55,18.0
1779393664966,13.55,18.0
1779393664983,13.55,18.0
1779393664997,13.54,18.0
1779393665014,13.55,18.0
1779393665031,13.55,18.0
1779393665047,13.55,18.0
1779393665062,13.54,18.0
1779393665079,13.54,18.0
1779393665096,13.54,18.0
1779393665110,13.54,18.0
1779393665126,13.54,18.0
1779393665142,13.55,18.0
1779393665159,13.55,18.0
