time(ms),VPWR(V),VSS(km/h),timestamp_gmt,t_s
1779393749072,13.57,20.0,2026-05-21 20:02:29.072000+00:00,92.061
1779393749089,13.57,20.0,2026-05-21 20:02:29.089000+00:00,92.078
1779393749106,13.57,20.0,2026-05-21 20:02:29.106000+00:00,92.095
1779393749121,13.57,20.0,2026-05-21 20:02:29.121000+00:00,92.11
1779393749139,13.57,20.0,2026-05-21 20:02:29.139000+00:00,92.128
1779393749154,13.57,19.0,2026-05-21 20:02:29.154000+00:00,92.143
1779393749168,13.57,19.0,2026-05-21 20:02:29.168000+00:00,92.157
1779393749185,13.57,19.0,2026-05-21 20:02:29.185000+00:00,92.174
1779393749200,13.57,19.0,2026-05-21 20:02:29.200000+00:00,92.189
1779393749218,13.57,19.0,2026-05-21 20:02:29.218000+00:00,92.207
1779393749233,13.57,19.0,2026-05-21 20:02:29.233000+00:00,92.222
1779393749249,13.57,19.0,2026-05-21 20:02:29.249000+00:00,92.238
1779393749267,13.57,19.0,2026-05-21 20:02:29.267000+00:00,92.256
1779393749281,13.56,19.0,2026-05-21 20:02:29.281000+00:00,92.27
1779393749297,13.55,19.0,2026-05-21 20:02:29.297000+00:00,92.286
1779393749313,13.55,19.0,2026-05-21 20:02:29.313000+00:00,92.302
1779393749330,13.55,19.0,2026-05-21 20:02:29.330000+00:00,92.319
1779393749345,13.55,19.0,2026-05-21 20:02:29.345000+00:00,92.334
1779393749362,13.55,19.0,2026-05-21 20:02:29.362000+00:00,92.351
1779393749377,13.55,19.0,2026-05-21 20:02:29.377000+00:00,92.366
1779393749392,13.54,19.0,2026-05-21 20:02:29.392000+00:00,92.381
1779393749410,13.55,19.0,2026-05-21 20:02:29.410000+00:00,92.399
1779393749424,13.55,19.0,2026-05-21 20:02:29.424000+00:00,92.413
1779393749441,13.55,19.0,2026-05-21 20:02:29.441000+00:00,92.43
1779393749457,13.54,19.0,2026-05-21 20:02:29.457000+00:00,92.446
1779393749472,13.54,19.0,2026-05-21 20:02:29.472000+00:00,92.461
1779393749488,13.54,19.0,2026-05-21 20:02:29.488000+00:00,92.477
1779393749507,13.52,19.0,2026-05-21 20:02:29.507000+00:00,92.496
1779393749520,13.5,19.0,2026-05-21 20:02:29.520000+00:00,92.509
1779393749538,13.48,19.0,2026-05-21 20:02:29.538000+00:00,92.527
1779393749554,13.46,19.0,2026-05-21 20:02:29.554000+00:00,92.543
1779393749568,13.44,19.0,2026-05-21 20:02:29.568000+00:00,92.557
1779393749585,13.42,19.0,2026-05-21 20:02:29.585000+00:00,92.574
1779393749600,13.4,18.0,2026-05-21 20:02:29.600000+00:00,92.589
1779393749618,13.38,18.0,2026-05-21 20:02:29.618000+00:00,92.607
1779393749633,13.37,18.0,2026-05-21 20:02:29.633000+00:00,92.622
1779393749648,13.36,18.0,2026-05-21 20:02:29.648000+00:00,92.637
1779393749666,13.36,18.0,2026-05-21 20:02:29.666000+00:00,92.655
1779393749681,13.36,18.0,2026-05-21 20:02:29.681000+00:00,92.67
1779393749696,13.37,18.0,2026-05-21 20:02:29.696000+00:00,92.685
1779393749714,13.38,18.0,2026-05-21 20:02:29.714000+00:00,92.703
1779393749728,13.38,18.0,2026-05-21 20:02:29.728000+00:00,92.717
1779393749745,13.38,18.0,2026-05-21 20:02:29.745000+00:00,92.734
1779393749763,13.38,18.0,2026-05-21 20:02:29.763000+00:00,92.752
1779393749778,13.38,18.0,2026-05-21 20:02:29.778000+00:00,92.767
1779393749793,13.37,18.0,2026-05-21 20:02:29.793000+00:00,92.782
1779393749809,13.36,18.0,2026-05-21 20:02:29.809000+00:00,92.798
1779393749825,13.36,18.0,2026-05-21 20:02:29.825000+00:00,92.814
1779393749842,13.36,18.0,2026-05-21 20:02:29.842000+00:00,92.831
1779393749857,13.35,18.0,2026-05-21 20:02:29.857000+00:00,92.846
1779393749873,13.34,18.0,2026-05-21 20:02:29.873000+00:00,92.862
1779393749890,13.32,18.0,2026-05-21 20:02:29.890000+00:00,92.879
1779393749905,13.3,18.0,2026-05-21 20:02:29.905000+00:00,92.894
1779393749923,13.28,18.0,2026-05-21 20:02:29.923000+00:00,92.912
1779393749937,13.26,18.0,2026-05-21 20:02:29.937000+00:00,92.926
1779393749953,13.24,18.0,2026-05-21 20:02:29.953000+00:00,92.942
1779393749970,13.22,18.0,2026-05-21 20:02:29.970000+00:00,92.959
1779393749986,13.21,18.0,2026-05-21 20:02:29.986000+00:00,92.975
1779393750000,13.2,18.0,2026-05-21 20:02:30+00:00,92.989
1779393750018,13.17,18.0,2026-05-21 20:02:30.018000+00:00,93.007
1779393750033,13.14,18.0,2026-05-21 20:02:30.033000+00:00,93.022
1779393750049,13.13,18.0,2026-05-21 20:02:30.049000+00:00,93.038
1779393750064,13.11,18.0,2026-05-21 20:02:30.064000+00:00,93.053
1779393750082,13.1,18.0,2026-05-21 20:02:30.082000+00:00,93.071
1779393750097,13.09,18.0,2026-05-21 20:02:30.097000+00:00,93.086
1779393750113,13.09,18.0,2026-05-21 20:02:30.113000+00:00,93.102
1779393750130,13.09,18.0,2026-05-21 20:02:30.130000+00:00,93.119
1779393750145,13.08,18.0,2026-05-21 20:02:30.145000+00:00,93.134
1779393750161,13.07,18.0,2026-05-21 20:02:30.161000+00:00,93.15
1779393750179,13.07,18.0,2026-05-21 20:02:30.179000+00:00,93.168
1779393750193,13.07,18.0,2026-05-21 20:02:30.193000+00:00,93.182
1779393750211,13.06,18.0,2026-05-21 20:02:30.211000+00:00,93.2
1779393750227,13.05,18.0,2026-05-21 20:02:30.227000+00:00,93.216
1779393750241,13.05,18.0,2026-05-21 20:02:30.241000+00:00,93.23
1779393750258,13.05,18.0,2026-05-21 20:02:30.258000+00:00,93.247
1779393750305,13.04,18.0,2026-05-21 20:02:30.305000+00:00,93.294
1779393750320,13.03,18.0,2026-05-21 20:02:30.320000+00:00,93.309
1779393750370,13.03,18.0,2026-05-21 20:02:30.370000+00:00,93.359
1779393750386,13.03,18.0,2026-05-21 20:02:30.386000+00:00,93.375
1779393750434,13.03,18.0,2026-05-21 20:02:30.434000+00:00,93.423
1779393750450,13.03,18.0,2026-05-21 20:02:30.450000+00:00,93.439
1779393750465,13.03,18.0,2026-05-21 20:02:30.465000+00:00,93.454
1779393750483,13.03,18.0,2026-05-21 20:02:30.483000+00:00,93.472
1779393750498,13.02,18.0,2026-05-21 20:02:30.498000+00:00,93.487
1779393750515,13.01,18.0,2026-05-21 20:02:30.515000+00:00,93.504
1779393750530,13.0,18.0,2026-05-21 20:02:30.530000+00:00,93.519
1779393750545,12.99,18.0,2026-05-21 20:02:30.545000+00:00,93.534
1779393750561,13.0,17.0,2026-05-21 20:02:30.561000+00:00,93.55
1779393750579,13.01,17.0,2026-05-21 20:02:30.579000+00:00,93.568
1779393750593,13.01,17.0,2026-05-21 20:02:30.593000+00:00,93.582
1779393750610,13.01,17.0,2026-05-21 20:02:30.610000+00:00,93.599
1779393750625,13.01,17.0,2026-05-21 20:02:30.625000+00:00,93.614
1779393750642,13.01,17.0,2026-05-21 20:02:30.642000+00:00,93.631
1779393750657,13.0,17.0,2026-05-21 20:02:30.657000+00:00,93.646
1779393750673,12.99,17.0,2026-05-21 20:02:30.673000+00:00,93.662
1779393750689,12.99,17.0,2026-05-21 20:02:30.689000+00:00,93.678
1779393750705,12.99,17.0,2026-05-21 20:02:30.705000+00:00,93.694
1779393750723,12.99,17.0,2026-05-21 20:02:30.723000+00:00,93.712
1779393750738,12.99,17.0,2026-05-21 20:02:30.738000+00:00,93.727
1779393750755,12.99,17.0,2026-05-21 20:02:30.755000+00:00,93.744
1779393750771,12.99,17.0,2026-05-21 20:02:30.771000+00:00,93.76
1779393750786,12.99,17.0,2026-05-21 20:02:30.786000+00:00,93.775
1779393750803,12.99,17.0,2026-05-21 20:02:30.803000+00:00,93.792
1779393750819,12.98,17.0,2026-05-21 20:02:30.819000+00:00,93.808
1779393750834,12.97,17.0,2026-05-21 20:02:30.834000+00:00,93.823
1779393750851,12.97,17.0,2026-05-21 20:02:30.851000+00:00,93.84
1779393750866,12.97,17.0,2026-05-21 20:02:30.866000+00:00,93.855
1779393750883,12.97,17.0,2026-05-21 20:02:30.883000+00:00,93.872
1779393750897,12.97,17.0,2026-05-21 20:02:30.897000+00:00,93.886
1779393750913,12.97,17.0,2026-05-21 20:02:30.913000+00:00,93.902
1779393750931,12.97,17.0,2026-05-21 20:02:30.931000+00:00,93.92
1779393750946,12.96,17.0,2026-05-21 20:02:30.946000+00:00,93.935
1779393750961,12.95,17.0,2026-05-21 20:02:30.961000+00:00,93.95
1779393750977,12.96,17.0,2026-05-21 20:02:30.977000+00:00,93.966
1779393750993,12.97,16.0,2026-05-21 20:02:30.993000+00:00,93.982
1779393751011,12.97,15.0,2026-05-21 20:02:31.011000+00:00,94.0
1779393751027,12.97,15.0,2026-05-21 20:02:31.027000+00:00,94.016
1779393751043,12.97,15.0,2026-05-21 20:02:31.043000+00:00,94.032
1779393751058,12.97,15.0,2026-05-21 20:02:31.058000+00:00,94.047
1779393751073,12.96,15.0,2026-05-21 20:02:31.073000+00:00,94.062
1779393751090,12.95,15.0,2026-05-21 20:02:31.090000+00:00,94.079
1779393751107,12.94,15.0,2026-05-21 20:02:31.107000+00:00,94.096
1779393751126,12.93,15.0,2026-05-21 20:02:31.126000+00:00,94.115
1779393751139,12.93,15.0,2026-05-21 20:02:31.139000+00:00,94.128
1779393751154,12.93,15.0,2026-05-21 20:02:31.154000+00:00,94.143
1779393751169,12.94,15.0,2026-05-21 20:02:31.169000+00:00,94.158
1779393751185,12.95,15.0,2026-05-21 20:02:31.185000+00:00,94.174
1779393751203,12.95,15.0,2026-05-21 20:02:31.203000+00:00,94.192
1779393751218,12.95,15.0,2026-05-21 20:02:31.218000+00:00,94.207
1779393751235,12.94,15.0,2026-05-21 20:02:31.235000+00:00,94.224
1779393751250,12.93,15.0,2026-05-21 20:02:31.250000+00:00,94.239
1779393751265,12.94,15.0,2026-05-21 20:02:31.265000+00:00,94.254
1779393751283,12.95,15.0,2026-05-21 20:02:31.283000+00:00,94.272
1779393751298,12.95,15.0,2026-05-21 20:02:31.298000+00:00,94.287
1779393751316,12.95,15.0,2026-05-21 20:02:31.316000+00:00,94.305
1779393751329,12.95,15.0,2026-05-21 20:02:31.329000+00:00,94.318
1779393751345,12.95,15.0,2026-05-21 20:02:31.345000+00:00,94.334
1779393751361,12.94,15.0,2026-05-21 20:02:31.361000+00:00,94.35
1779393751378,12.93,15.0,2026-05-21 20:02:31.378000+00:00,94.367
1779393751394,12.92,15.0,2026-05-21 20:02:31.394000+00:00,94.383
1779393751410,12.91,15.0,2026-05-21 20:02:31.410000+00:00,94.399
1779393751425,12.92,15.0,2026-05-21 20:02:31.425000+00:00,94.414
1779393751443,12.93,15.0,2026-05-21 20:02:31.443000+00:00,94.432
1779393751457,12.93,15.0,2026-05-21 20:02:31.457000+00:00,94.446
1779393751474,12.93,15.0,2026-05-21 20:02:31.474000+00:00,94.463
1779393751489,12.93,14.0,2026-05-21 20:02:31.489000+00:00,94.478
1779393751506,12.93,14.0,2026-05-21 20:02:31.506000+00:00,94.495
1779393751523,12.93,14.0,2026-05-21 20:02:31.523000+00:00,94.512
1779393751540,12.93,14.0,2026-05-21 20:02:31.540000+00:00,94.529
1779393751555,12.93,14.0,2026-05-21 20:02:31.555000+00:00,94.544
1779393751571,12.93,14.0,2026-05-21 20:02:31.571000+00:00,94.56
1779393751586,12.93,14.0,2026-05-21 20:02:31.586000+00:00,94.575
1779393751604,12.93,14.0,2026-05-21 20:02:31.604000+00:00,94.593
1779393751619,12.93,14.0,2026-05-21 20:02:31.619000+00:00,94.608
1779393751633,12.93,14.0,2026-05-21 20:02:31.633000+00:00,94.622
1779393751650,12.92,14.0,2026-05-21 20:02:31.650000+00:00,94.639
1779393751668,12.91,14.0,2026-05-21 20:02:31.668000+00:00,94.657
1779393751683,12.91,14.0,2026-05-21 20:02:31.683000+00:00,94.672
1779393751698,12.91,14.0,2026-05-21 20:02:31.698000+00:00,94.687
1779393751716,12.91,14.0,2026-05-21 20:02:31.716000+00:00,94.705
1779393751730,12.91,14.0,2026-05-21 20:02:31.730000+00:00,94.719
1779393751748,12.91,14.0,2026-05-21 20:02:31.748000+00:00,94.737
1779393751762,12.91,14.0,2026-05-21 20:02:31.762000+00:00,94.751
1779393751779,12.91,14.0,2026-05-21 20:02:31.779000+00:00,94.768
1779393751794,12.91,14.0,2026-05-21 20:02:31.794000+00:00,94.783
1779393751811,12.9,14.0,2026-05-21 20:02:31.811000+00:00,94.8
1779393751826,12.89,14.0,2026-05-21 20:02:31.826000+00:00,94.815
1779393751843,12.9,14.0,2026-05-21 20:02:31.843000+00:00,94.832
1779393751858,12.91,14.0,2026-05-21 20:02:31.858000+00:00,94.847
1779393751873,12.91,14.0,2026-05-21 20:02:31.873000+00:00,94.862
1779393751890,12.91,14.0,2026-05-21 20:02:31.890000+00:00,94.879
1779393751906,12.93,14.0,2026-05-21 20:02:31.906000+00:00,94.895
1779393751922,12.95,14.0,2026-05-21 20:02:31.922000+00:00,94.911
1779393751938,12.94,14.0,2026-05-21 20:02:31.938000+00:00,94.927
1779393751969,12.94,13.0,2026-05-21 20:02:31.969000+00:00,94.958
1779393751986,12.93,13.0,2026-05-21 20:02:31.986000+00:00,94.975
1779393752004,12.92,13.0,2026-05-21 20:02:32.004000+00:00,94.993
1779393752021,12.91,13.0,2026-05-21 20:02:32.021000+00:00,95.01
1779393752034,12.91,13.0,2026-05-21 20:02:32.034000+00:00,95.023
1779393752051,12.91,13.0,2026-05-21 20:02:32.051000+00:00,95.04
1779393752066,12.91,13.0,2026-05-21 20:02:32.066000+00:00,95.055
1779393752082,12.91,13.0,2026-05-21 20:02:32.082000+00:00,95.071
1779393752099,12.9,13.0,2026-05-21 20:02:32.099000+00:00,95.088
1779393752114,12.89,13.0,2026-05-21 20:02:32.114000+00:00,95.103
1779393752132,12.9,13.0,2026-05-21 20:02:32.132000+00:00,95.121
1779393752147,12.91,13.0,2026-05-21 20:02:32.147000+00:00,95.136
1779393752162,12.9,13.0,2026-05-21 20:02:32.162000+00:00,95.151
1779393752180,12.89,13.0,2026-05-21 20:02:32.180000+00:00,95.169
1779393752194,12.91,13.0,2026-05-21 20:02:32.194000+00:00,95.183
1779393752211,12.93,13.0,2026-05-21 20:02:32.211000+00:00,95.2
1779393752226,12.92,13.0,2026-05-21 20:02:32.226000+00:00,95.215
1779393752243,12.91,13.0,2026-05-21 20:02:32.243000+00:00,95.232
1779393752259,12.93,13.0,2026-05-21 20:02:32.259000+00:00,95.248
1779393752276,12.95,13.0,2026-05-21 20:02:32.276000+00:00,95.265
1779393752291,12.99,13.0,2026-05-21 20:02:32.291000+00:00,95.28
1779393752307,13.03,13.0,2026-05-21 20:02:32.307000+00:00,95.296
1779393752322,13.06,13.0,2026-05-21 20:02:32.322000+00:00,95.311
1779393752339,13.09,13.0,2026-05-21 20:02:32.339000+00:00,95.328
1779393752354,13.14,13.0,2026-05-21 20:02:32.354000+00:00,95.343
1779393752370,13.2,13.0,2026-05-21 20:02:32.370000+00:00,95.359
1779393752386,13.25,13.0,2026-05-21 20:02:32.386000+00:00,95.375
1779393752403,13.3,13.0,2026-05-21 20:02:32.403000+00:00,95.392
1779393752419,13.33,13.0,2026-05-21 20:02:32.419000+00:00,95.408
1779393752435,13.36,13.0,2026-05-21 20:02:32.435000+00:00,95.424
1779393752452,13.37,12.0,2026-05-21 20:02:32.452000+00:00,95.441
1779393752467,13.38,12.0,2026-05-21 20:02:32.467000+00:00,95.456
1779393752492,13.39,12.0,2026-05-21 20:02:32.492000+00:00,95.481
1779393752498,13.4,12.0,2026-05-21 20:02:32.498000+00:00,95.487
1779393752514,13.41,12.0,2026-05-21 20:02:32.514000+00:00,95.503
1779393752531,13.42,12.0,2026-05-21 20:02:32.531000+00:00,95.52
1779393752547,13.42,12.0,2026-05-21 20:02:32.547000+00:00,95.536
1779393752564,13.42,12.0,2026-05-21 20:02:32.564000+00:00,95.553
1779393752578,13.4,12.0,2026-05-21 20:02:32.578000+00:00,95.567
1779393752596,13.38,12.0,2026-05-21 20:02:32.596000+00:00,95.585
1779393752612,13.38,12.0,2026-05-21 20:02:32.612000+00:00,95.601
1779393752627,13.38,12.0,2026-05-21 20:02:32.627000+00:00,95.616
1779393752642,13.38,12.0,2026-05-21 20:02:32.642000+00:00,95.631
1779393752660,13.38,12.0,2026-05-21 20:02:32.660000+00:00,95.649
1779393752676,13.38,12.0,2026-05-21 20:02:32.676000+00:00,95.665
1779393752691,13.38,12.0,2026-05-21 20:02:32.691000+00:00,95.68
1779393752707,13.37,12.0,2026-05-21 20:02:32.707000+00:00,95.696
1779393752723,13.36,12.0,2026-05-21 20:02:32.723000+00:00,95.712
1779393752738,13.36,12.0,2026-05-21 20:02:32.738000+00:00,95.727
1779393752756,13.36,12.0,2026-05-21 20:02:32.756000+00:00,95.745
1779393752771,13.37,12.0,2026-05-21 20:02:32.771000+00:00,95.76
1779393752786,13.38,12.0,2026-05-21 20:02:32.786000+00:00,95.775
1779393752802,13.37,12.0,2026-05-21 20:02:32.802000+00:00,95.791
1779393752820,13.36,12.0,2026-05-21 20:02:32.820000+00:00,95.809
1779393752836,13.35,12.0,2026-05-21 20:02:32.836000+00:00,95.825
1779393752851,13.34,12.0,2026-05-21 20:02:32.851000+00:00,95.84
1779393752866,13.34,12.0,2026-05-21 20:02:32.866000+00:00,95.855
1779393752883,13.34,12.0,2026-05-21 20:02:32.883000+00:00,95.872
1779393752898,13.35,12.0,2026-05-21 20:02:32.898000+00:00,95.887
1779393752915,13.36,12.0,2026-05-21 20:02:32.915000+00:00,95.904
1779393752932,13.37,12.0,2026-05-21 20:02:32.932000+00:00,95.921
1779393752947,13.38,12.0,2026-05-21 20:02:32.947000+00:00,95.936
1779393752964,13.39,12.0,2026-05-21 20:02:32.964000+00:00,95.953
1779393752979,13.4,12.0,2026-05-21 20:02:32.979000+00:00,95.968
1779393752996,13.41,12.0,2026-05-21 20:02:32.996000+00:00,95.985
1779393753012,13.42,12.0,2026-05-21 20:02:33.012000+00:00,96.001
1779393753026,13.43,12.0,2026-05-21 20:02:33.026000+00:00,96.015
1779393753044,13.44,12.0,2026-05-21 20:02:33.044000+00:00,96.033
1779393753060,13.44,12.0,2026-05-21 20:02:33.060000+00:00,96.049
1779393753076,13.44,12.0,2026-05-21 20:02:33.076000+00:00,96.065
1779393753092,13.44,12.0,2026-05-21 20:02:33.092000+00:00,96.081
1779393753107,13.44,12.0,2026-05-21 20:02:33.107000+00:00,96.096
1779393753123,13.44,12.0,2026-05-21 20:02:33.123000+00:00,96.112
1779393753140,13.44,12.0,2026-05-21 20:02:33.140000+00:00,96.129
1779393753155,13.43,12.0,2026-05-21 20:02:33.155000+00:00,96.144
1779393753172,13.42,12.0,2026-05-21 20:02:33.172000+00:00,96.161
1779393753187,13.42,12.0,2026-05-21 20:02:33.187000+00:00,96.176
1779393753203,13.42,12.0,2026-05-21 20:02:33.203000+00:00,96.192
1779393753219,13.42,12.0,2026-05-21 20:02:33.219000+00:00,96.208
1779393753236,13.42,12.0,2026-05-21 20:02:33.236000+00:00,96.225
1779393753251,13.42,12.0,2026-05-21 20:02:33.251000+00:00,96.24
1779393753268,13.42,12.0,2026-05-21 20:02:33.268000+00:00,96.257
1779393753282,13.42,12.0,2026-05-21 20:02:33.282000+00:00,96.271
1779393753298,13.42,12.0,2026-05-21 20:02:33.298000+00:00,96.287
1779393753316,13.42,12.0,2026-05-21 20:02:33.316000+00:00,96.305
1779393753332,13.42,12.0,2026-05-21 20:02:33.332000+00:00,96.321
1779393753348,13.43,12.0,2026-05-21 20:02:33.348000+00:00,96.337
1779393753364,13.44,12.0,2026-05-21 20:02:33.364000+00:00,96.353
1779393753379,13.45,12.0,2026-05-21 20:02:33.379000+00:00,96.368
1779393753395,13.46,12.0,2026-05-21 20:02:33.395000+00:00,96.384
1779393753410,13.45,12.0,2026-05-21 20:02:33.410000+00:00,96.399
1779393753427,13.44,12.0,2026-05-21 20:02:33.427000+00:00,96.416
1779393753445,13.44,12.0,2026-05-21 20:02:33.445000+00:00,96.434
1779393753459,13.44,12.0,2026-05-21 20:02:33.459000+00:00,96.448
1779393753476,13.44,12.0,2026-05-21 20:02:33.476000+00:00,96.465
1779393753491,13.44,12.0,2026-05-21 20:02:33.491000+00:00,96.48
1779393753507,13.44,12.0,2026-05-21 20:02:33.507000+00:00,96.496
1779393753524,13.44,12.0,2026-05-21 20:02:33.524000+00:00,96.513
1779393753572,13.43,12.0,2026-05-21 20:02:33.572000+00:00,96.561
1779393753586,13.42,12.0,2026-05-21 20:02:33.586000+00:00,96.575
1779393753634,13.42,12.0,2026-05-21 20:02:33.634000+00:00,96.623
1779393753667,13.42,12.0,2026-05-21 20:02:33.667000+00:00,96.656
1779393753684,13.42,12.0,2026-05-21 20:02:33.684000+00:00,96.673
1779393753698,13.42,12.0,2026-05-21 20:02:33.698000+00:00,96.687
1779393753715,13.42,12.0,2026-05-21 20:02:33.715000+00:00,96.704
1779393753731,13.42,12.0,2026-05-21 20:02:33.731000+00:00,96.72
1779393753747,13.42,12.0,2026-05-21 20:02:33.747000+00:00,96.736
1779393753764,13.42,12.0,2026-05-21 20:02:33.764000+00:00,96.753
1779393753779,13.42,12.0,2026-05-21 20:02:33.779000+00:00,96.768
1779393753795,13.43,12.0,2026-05-21 20:02:33.795000+00:00,96.784
1779393753813,13.44,12.0,2026-05-21 20:02:33.813000+00:00,96.802
1779393753829,13.44,12.0,2026-05-21 20:02:33.829000+00:00,96.818
1779393753844,13.44,12.0,2026-05-21 20:02:33.844000+00:00,96.833
1779393753860,13.44,12.0,2026-05-21 20:02:33.860000+00:00,96.849
1779393753875,13.44,12.0,2026-05-21 20:02:33.875000+00:00,96.864
1779393753893,13.44,12.0,2026-05-21 20:02:33.893000+00:00,96.882
1779393753909,13.44,12.0,2026-05-21 20:02:33.909000+00:00,96.898
1779393753924,13.44,12.0,2026-05-21 20:02:33.924000+00:00,96.913
1779393753939,13.44,12.0,2026-05-21 20:02:33.939000+00:00,96.928
1779393753955,13.43,12.0,2026-05-21 20:02:33.955000+00:00,96.944
1779393753972,13.42,12.0,2026-05-21 20:02:33.972000+00:00,96.961
1779393753986,13.42,12.0,2026-05-21 20:02:33.986000+00:00,96.975
1779393754005,13.42,12.0,2026-05-21 20:02:34.005000+00:00,96.994
1779393754020,13.42,12.0,2026-05-21 20:02:34.020000+00:00,97.009
1779393754036,13.42,12.0,2026-05-21 20:02:34.036000+00:00,97.025
1779393754052,13.42,12.0,2026-05-21 20:02:34.052000+00:00,97.041
1779393754069,13.42,12.0,2026-05-21 20:02:34.069000+00:00,97.058
1779393754084,13.42,12.0,2026-05-21 20:02:34.084000+00:00,97.073
1779393754100,13.42,12.0,2026-05-21 20:02:34.100000+00:00,97.089
1779393754117,13.43,12.0,2026-05-21 20:02:34.117000+00:00,97.106
1779393754131,13.44,12.0,2026-05-21 20:02:34.131000+00:00,97.12
1779393754147,13.44,12.0,2026-05-21 20:02:34.147000+00:00,97.136
1779393754163,13.44,12.0,2026-05-21 20:02:34.163000+00:00,97.152
1779393754180,13.44,12.0,2026-05-21 20:02:34.180000+00:00,97.169
1779393754195,13.44,12.0,2026-05-21 20:02:34.195000+00:00,97.184
1779393754210,13.43,12.0,2026-05-21 20:02:34.210000+00:00,97.199
1779393754227,13.42,12.0,2026-05-21 20:02:34.227000+00:00,97.216
1779393754242,13.42,12.0,2026-05-21 20:02:34.242000+00:00,97.231
1779393754259,13.42,12.0,2026-05-21 20:02:34.259000+00:00,97.248
1779393754276,13.43,12.0,2026-05-21 20:02:34.276000+00:00,97.265
1779393754293,13.44,12.0,2026-05-21 20:02:34.293000+00:00,97.282
1779393754307,13.44,12.0,2026-05-21 20:02:34.307000+00:00,97.296
1779393754325,13.44,13.0,2026-05-21 20:02:34.325000+00:00,97.314
1779393754339,13.44,14.0,2026-05-21 20:02:34.339000+00:00,97.328
1779393754357,13.44,14.0,2026-05-21 20:02:34.357000+00:00,97.346
1779393754372,13.45,14.0,2026-05-21 20:02:34.372000+00:00,97.361
1779393754387,13.46,14.0,2026-05-21 20:02:34.387000+00:00,97.376
1779393754403,13.46,14.0,2026-05-21 20:02:34.403000+00:00,97.392
1779393754420,13.46,14.0,2026-05-21 20:02:34.420000+00:00,97.409
1779393754435,13.46,14.0,2026-05-21 20:02:34.435000+00:00,97.424
1779393754451,13.46,14.0,2026-05-21 20:02:34.451000+00:00,97.44
1779393754467,13.46,14.0,2026-05-21 20:02:34.467000+00:00,97.456
1779393754485,13.46,14.0,2026-05-21 20:02:34.485000+00:00,97.474
1779393754499,13.46,14.0,2026-05-21 20:02:34.499000+00:00,97.488
1779393754515,13.46,14.0,2026-05-21 20:02:34.515000+00:00,97.504
1779393754533,13.46,14.0,2026-05-21 20:02:34.533000+00:00,97.522
1779393754547,13.46,14.0,2026-05-21 20:02:34.547000+00:00,97.536
1779393754565,13.46,14.0,2026-05-21 20:02:34.565000+00:00,97.554
1779393754579,13.46,14.0,2026-05-21 20:02:34.579000+00:00,97.568
1779393754596,13.46,14.0,2026-05-21 20:02:34.596000+00:00,97.585
1779393754611,13.46,14.0,2026-05-21 20:02:34.611000+00:00,97.6
1779393754627,13.46,14.0,2026-05-21 20:02:34.627000+00:00,97.616
1779393754645,13.46,14.0,2026-05-21 20:02:34.645000+00:00,97.634
1779393754661,13.46,14.0,2026-05-21 20:02:34.661000+00:00,97.65
1779393754676,13.46,14.0,2026-05-21 20:02:34.676000+00:00,97.665
1779393754691,13.46,14.0,2026-05-21 20:02:34.691000+00:00,97.68
1779393754707,13.46,14.0,2026-05-21 20:02:34.707000+00:00,97.696
1779393754723,13.46,14.0,2026-05-21 20:02:34.723000+00:00,97.712
1779393754739,13.46,14.0,2026-05-21 20:02:34.739000+00:00,97.728
1779393754755,13.46,14.0,2026-05-21 20:02:34.755000+00:00,97.744
1779393754771,13.46,14.0,2026-05-21 20:02:34.771000+00:00,97.76
1779393754788,13.46,13.0,2026-05-21 20:02:34.788000+00:00,97.777
1779393754803,13.46,13.0,2026-05-21 20:02:34.803000+00:00,97.792
1779393754821,13.48,13.0,2026-05-21 20:02:34.821000+00:00,97.81
1779393754836,13.5,13.0,2026-05-21 20:02:34.836000+00:00,97.825
1779393754851,13.49,13.0,2026-05-21 20:02:34.851000+00:00,97.84
1779393754868,13.48,13.0,2026-05-21 20:02:34.868000+00:00,97.857
1779393754884,13.48,13.0,2026-05-21 20:02:34.884000+00:00,97.873
1779393754900,13.48,13.0,2026-05-21 20:02:34.900000+00:00,97.889
1779393754915,13.47,13.0,2026-05-21 20:02:34.915000+00:00,97.904
1779393754933,13.46,13.0,2026-05-21 20:02:34.933000+00:00,97.922
1779393754948,13.47,13.0,2026-05-21 20:02:34.948000+00:00,97.937
1779393754964,13.48,13.0,2026-05-21 20:02:34.964000+00:00,97.953
1779393754979,13.48,13.0,2026-05-21 20:02:34.979000+00:00,97.968
1779393754996,13.48,13.0,2026-05-21 20:02:34.996000+00:00,97.985
1779393755012,13.49,13.0,2026-05-21 20:02:35.012000+00:00,98.001
1779393755029,13.5,13.0,2026-05-21 20:02:35.029000+00:00,98.018
1779393755043,13.5,13.0,2026-05-21 20:02:35.043000+00:00,98.032
1779393755060,13.5,13.0,2026-05-21 20:02:35.060000+00:00,98.049
1779393755075,13.5,13.0,2026-05-21 20:02:35.075000+00:00,98.064
1779393755093,13.5,13.0,2026-05-21 20:02:35.093000+00:00,98.082
1779393755109,13.5,13.0,2026-05-21 20:02:35.109000+00:00,98.098
1779393755124,13.5,13.0,2026-05-21 20:02:35.124000+00:00,98.113
