Time,fGPS_ts,estOrientQuaternion[0],estOrientQuaternion[1],estOrientQuaternion[2],estOrientQuaternion[3],estOrientQuaternion:valid,flag
1778254547361,   339.712, 0.972203,-0.010375, 0.014336,-0.233471,1,0
1778254547362,   339.732, 0.971529,-0.010979, 0.014568,-0.236218,1,0
1778254547362,   339.757, 0.970550,-0.011980, 0.014947,-0.240139,1,0
1778254547362,   339.782, 0.969906,-0.012652, 0.015256,-0.242673,1,0
1778254547362,   339.802, 0.969268,-0.013275, 0.015564,-0.245154,1,0
1778254547362,   339.832, 0.968317,-0.014123, 0.015965,-0.248814,1,0
1778254547362,   339.852, 0.967681,-0.014675, 0.016199,-0.251230,1,0
1778254547362,   339.877, 0.966711,-0.015578, 0.016535,-0.254860,1,0
1778254547362,   339.902, 0.966059,-0.016009, 0.016744,-0.257280,1,0
1778254547362,   339.922, 0.965411,-0.016371, 0.016932,-0.259666,1,0
1778254547362,   339.942, 0.964759,-0.016659, 0.017096,-0.262049,1,0
1778254547376,   412.562, 0.002737,-0.013252, 0.012479, 0.999831,1,0
1778254547397,   412.582, 0.002732,-0.013251, 0.012510, 0.999830,1,0
1778254547419,   412.602, 0.002725,-0.013244, 0.012547, 0.999830,1,0
1778254547446,   412.632, 0.002720,-0.013231, 0.012594, 0.999829,1,0
1778254547468,   412.652, 0.002714,-0.013227, 0.012615, 0.999829,1,0
1778254547490,   412.677, 0.002707,-0.013211, 0.012637, 0.999829,1,0
1778254547516,   412.702, 0.002700,-0.013210, 0.012642, 0.999829,1,0
1778254547538,   412.722, 0.002698,-0.013209, 0.012648, 0.999829,1,0
1778254547560,   412.747, 0.002691,-0.013201, 0.012640, 0.999829,1,0
1778254547586,   412.772, 0.002688,-0.013200, 0.012622, 0.999830,1,0
1778254547608,   412.792, 0.002688,-0.013199, 0.012596, 0.999830,1,0
1778254547631,   412.817, 0.002680,-0.013202, 0.012549, 0.999830,1,0
1778254547656,   412.842, 0.002674,-0.013206, 0.012515, 0.999831,1,0
1778254547678,   412.862, 0.002673,-0.013209, 0.012476, 0.999831,1,0
1778254547701,   412.887, 0.002669,-0.013194, 0.012436, 0.999832,1,0
