unix_time_ms,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag
1779393177435,417195.435000000,3,0.999303222,0.012432409,0.035147220,-0.001798680,1,0
1779393177445,417195.445000000,3,0.999303520,0.012470341,0.035124902,-0.001799298,1,0
1779393177465,417195.465000000,3,0.999303281,0.012535260,0.035108414,-0.001807230,1,0
1779393177475,417195.475000000,3,0.999302804,0.012462595,0.035148080,-0.001800347,1,0
1779393177495,417195.495000000,3,0.999303281,0.012461632,0.035134427,-0.001802246,1,0
1779393177505,417195.505000000,3,0.999303639,0.012535485,0.035096806,-0.001811726,1,0
1779393177525,417195.525000000,3,0.999303401,0.012480454,0.035123814,-0.001808512,1,0
1779393177535,417195.535000000,3,0.999303341,0.012439112,0.035140213,-0.001806056,1,0
1779393177555,417195.555000000,3,0.999303699,0.012550692,0.035090096,-0.001817976,1,0
1779393177565,417195.565000000,3,0.999303579,0.012562439,0.035088457,-0.001821347,1,0
1779393177575,417195.575000000,3,0.999303281,0.012503332,0.035118803,-0.001817312,1,0
1779393177595,417195.595000000,3,0.999303818,0.012494100,0.035107378,-0.001818583,1,0
1779393177605,417195.605000000,3,0.999303818,0.012546362,0.035088379,-0.001824905,1,0
1779393177625,417195.625000000,3,0.999302983,0.012451508,0.035145823,-0.001815226,1,0
1779393177635,417195.635000000,3,0.999302864,0.012417136,0.035161220,-0.001808456,1,0
1779393177655,417195.655000000,3,0.999303579,0.012535809,0.035097662,-0.001818302,1,0
1779393177665,417195.665000000,3,0.999303460,0.012519950,0.035107818,-0.001820410,1,0
1779393177685,417195.685000000,3,0.999303281,0.012384415,0.035161782,-0.001812239,1,0
1779393177695,417195.695000000,3,0.999303460,0.012433617,0.035137918,-0.001813822,1,0
1779393177705,417195.705000000,3,0.999303639,0.012503288,0.035108827,-0.001820164,1,0
1779393177725,417195.725000000,3,0.999303222,0.012457126,0.035136294,-0.001812129,1,0
1779393177735,417195.735000000,3,0.999303520,0.012428869,0.035139252,-0.001809345,1,0
1779393177755,417195.755000000,3,0.999304116,0.012542839,0.035080977,-0.001826012,1,0
1779393177765,417195.765000000,3,0.999303579,0.012534020,0.035098806,-0.001830373,1,0
1779393177785,417195.785000000,3,0.999303043,0.012428797,0.035151001,-0.001823674,1,0
1779393177795,417195.795000000,3,0.999303460,0.012486129,0.035119046,-0.001830045,1,0
1779393177815,417195.815000000,3,0.999303997,0.012549226,0.035081189,-0.001839337,1,0
1779393177825,417195.825000000,3,0.999303997,0.012470700,0.035109639,-0.001834088,1,0
1779393177845,417195.845000000,3,0.999304712,0.012470143,0.035088733,-0.001837474,1,0
1779393177855,417195.855000000,3,0.999304652,0.012534908,0.035066385,-0.001842290,1,0
1779393177865,417195.865000000,3,0.999304175,0.012524775,0.035084270,-0.001841066,1,0
1779393177885,417195.885000000,3,0.999304056,0.012417568,0.035126310,-0.001831552,1,0
1779393177895,417195.895000000,3,0.999304414,0.012476685,0.035094716,-0.001838843,1,0
1779393177915,417195.915000000,3,0.999304593,0.012511847,0.035077266,-0.001851913,1,0
1779393177925,417195.925000000,3,0.999304116,0.012423961,0.035121143,-0.001845181,1,0
1779393177945,417195.945000000,3,0.999304295,0.012456002,0.035105493,-0.001842652,1,0
1779393177955,417195.955000000,3,0.999304235,0.012549115,0.035073999,-0.001850786,1,0
1779393177975,417195.975000000,3,0.999303222,0.012477441,0.035128783,-0.001846841,1,0
1779393177985,417195.985000000,3,0.999303460,0.012425345,0.035139352,-0.001845762,1,0
1779393177995,417195.995000000,3,0.999304295,0.012472160,0.035098761,-0.001851827,1,0
1779393178015,417196.015000000,3,0.999304175,0.012531908,0.035080925,-0.001861531,1,0
1779393178025,417196.025000000,3,0.999303639,0.012448990,0.035125650,-0.001854684,1,0
1779393178045,417196.045000000,3,0.999303758,0.012462485,0.035117220,-0.001857769,1,0
1779393178055,417196.055000000,3,0.999304056,0.012546612,0.035078019,-0.001867751,1,0
1779393178075,417196.075000000,3,0.999303699,0.012457299,0.035120215,-0.001867293,1,0
1779393178085,417196.085000000,3,0.999303937,0.012395365,0.035136335,-0.001865660,1,0
1779393178105,417196.105000000,3,0.999304175,0.012497484,0.035092298,-0.001884135,1,0
1779393178115,417196.115000000,3,0.999303460,0.012501275,0.035110161,-0.001885807,1,0
1779393178135,417196.135000000,3,0.999302626,0.012423370,0.035162751,-0.001876820,1,0
1779393178145,417196.145000000,3,0.999303102,0.012486619,0.035126250,-0.001881972,1,0
1779393178155,417196.155000000,3,0.999303579,0.012554304,0.035088781,-0.001891100,1,0
1779393178175,417196.175000000,3,0.999302626,0.012430533,0.035159584,-0.001888043,1,0
1779393178185,417196.185000000,3,0.999302328,0.012353126,0.035194777,-0.001883670,1,0
1779393178205,417196.205000000,3,0.999302089,0.012440193,0.035171516,-0.001886850,1,0
1779393178215,417196.215000000,3,0.999301672,0.012441273,0.035182893,-0.001886358,1,0
1779393178235,417196.235000000,3,0.999302149,0.012352251,0.035201505,-0.001878947,1,0
1779393178245,417196.245000000,3,0.999302864,0.012396863,0.035165355,-0.001886307,1,0
1779393178265,417196.265000000,3,0.999303043,0.012447255,0.035140760,-0.001894049,1,0
1779393178275,417196.275000000,3,0.999302804,0.012398236,0.035166241,-0.001886145,1,0
1779393178285,417196.285000000,3,0.999302804,0.012398888,0.035164867,-0.001884026,1,0
1779393178295,417196.295000000,3,0.999303460,0.012474599,0.035120420,-0.001888877,1,0
1779393178305,417196.305000000,3,0.999303937,0.012544420,0.035081632,-0.001898214,1,0
1779393178315,417196.315000000,3,0.999303877,0.012530738,0.035087846,-0.001904312,1,0
1779393178335,417196.335000000,3,0.999303758,0.012402270,0.035136260,-0.001904535,1,0
