unix_time_ms,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag
1779389613450,413631.450000000,3,0.578444362,0.011400431,0.014093935,-0.815520465,0
1779389613460,413631.460000000,3,0.580283701,0.011357911,0.014070526,-0.814213634,0
1779389613480,413631.480000000,3,0.582966983,0.011313858,0.014100118,-0.812294722,0
1779389613490,413631.490000000,3,0.581072211,0.011348569,0.014115248,-0.813650548,0
1779389613500,413631.500000000,3,0.586025834,0.011241609,0.014185839,-0.810090184,0
1779389613520,413631.520000000,3,0.588504791,0.011193698,0.014176879,-0.808291972,0
1779389613530,413631.530000000,3,0.584576964,0.011291664,0.014158376,-0.811136186,0
1779389613550,413631.550000000,3,0.578027964,0.011414074,0.014097267,-0.815815389,0
1779389613560,413631.560000000,3,0.581956804,0.011332226,0.014113688,-0.813018322,0
1779389613580,413631.580000000,3,0.580655396,0.011358806,0.014099368,-0.813948154,0
1779389613590,413631.590000000,3,0.583324432,0.011309127,0.014167143,-0.812037051,0
1779389613610,413631.610000000,3,0.577471852,0.011384019,0.014033541,-0.816210687,0
1779389613620,413631.620000000,3,0.578711689,0.011381175,0.014038503,-0.815331936,0
1779389613640,413631.640000000,3,0.580865085,0.011382464,0.014123579,-0.813797772,0
1779389613650,413631.650000000,3,0.580648124,0.011368071,0.014081726,-0.813953519,0
1779389613660,413631.660000000,3,0.583272934,0.011307951,0.014061277,-0.812075853,0
1779389613680,413631.680000000,3,0.583620787,0.011308183,0.014102045,-0.811825156,0
1779389613690,413631.690000000,3,0.580681443,0.011355096,0.014103986,-0.813929498,0
1779389613710,413631.710000000,3,0.581578195,0.011324963,0.014073665,-0.813290000,0
1779389613720,413631.720000000,3,0.582568467,0.011321057,0.014083965,-0.812580764,0
1779389613740,413631.740000000,3,0.587936103,0.011236871,0.014227979,-0.808704257,0
1779389613750,413631.750000000,3,0.577854753,0.011391805,0.014074663,-0.815938830,0
1779389613770,413631.770000000,3,0.580551088,0.011332495,0.014076181,-0.814023316,0
1779389613780,413631.780000000,3,0.579891324,0.011356886,0.014095507,-0.814492762,0
1779389613790,413631.790000000,3,0.580007970,0.011360356,0.014113086,-0.814409316,0
1779389613810,413631.810000000,3,0.580911756,0.011337012,0.014076335,-0.813765824,0
1779389613820,413631.820000000,3,0.585034013,0.011281957,0.014136767,-0.810807049,0
1779389613840,413631.840000000,3,0.586391926,0.011266560,0.014204226,-0.809824526,0
1779389613850,413631.850000000,3,0.585480392,0.011264319,0.014157090,-0.810484707,0
1779389613870,413631.870000000,3,0.579896867,0.011354560,0.014065330,-0.814489305,0
1779389613880,413631.880000000,3,0.583154082,0.011311231,0.014165330,-0.812159359,0
1779389613900,413631.900000000,3,0.581390619,0.011326061,0.014135222,-0.813423038,0
1779389613910,413631.910000000,3,0.582467258,0.011296346,0.014103689,-0.812653363,0
1779389613930,413631.930000000,3,0.588108063,0.011205790,0.014226406,-0.808579683,0
