unix_time_ms,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag
1779389613450,413631.450000000,3,0.999822855,-0.005950636,0.017513370,0.003475017,1,0
1779389613460,413631.460000000,3,0.999823749,-0.005917876,0.017477153,0.003470417,1,0
1779389613480,413631.480000000,3,0.999823749,-0.005914236,0.017478237,0.003471733,1,0
1779389613490,413631.490000000,3,0.999823093,-0.005945300,0.017505655,0.003470816,1,0
1779389613500,413631.500000000,3,0.999823272,-0.005956945,0.017490817,0.003468344,1,0
1779389613520,413631.520000000,3,0.999823987,-0.005928901,0.017456351,0.003473313,1,0
1779389613530,413631.530000000,3,0.999823153,-0.005941113,0.017502761,0.003473850,1,0
1779389613550,413631.550000000,3,0.999822617,-0.005956354,0.017528411,0.003464721,1,0
1779389613560,413631.560000000,3,0.999823332,-0.005933771,0.017494414,0.003465040,1,0
1779389613580,413631.580000000,3,0.999823213,-0.005936328,0.017500095,0.003472971,1,0
1779389613590,413631.590000000,3,0.999822795,-0.005960531,0.017515453,0.003476073,1,0
1779389613610,413631.610000000,3,0.999823928,-0.005932614,0.017460637,0.003477107,1,0
1779389613620,413631.620000000,3,0.999823928,-0.005913745,0.017466590,0.003478587,1,0
1779389613640,413631.640000000,3,0.999822676,-0.005931654,0.017531162,0.003473797,1,0
1779389613650,413631.650000000,3,0.999823451,-0.005910167,0.017495889,0.003470066,1,0
1779389613660,413631.660000000,3,0.999824405,-0.005874678,0.017451590,0.003470056,1,0
1779389613680,413631.680000000,3,0.999823749,-0.005902058,0.017478980,0.003475169,1,0
1779389613690,413631.690000000,3,0.999823213,-0.005936647,0.017500570,0.003472736,1,0
1779389613710,413631.710000000,3,0.999824047,-0.005910730,0.017461533,0.003474531,1,0
1779389613720,413631.720000000,3,0.999823928,-0.005902998,0.017469350,0.003476742,1,0
1779389613740,413631.740000000,3,0.999822676,-0.005954851,0.017524047,0.003475527,1,0
1779389613750,413631.750000000,3,0.999823093,-0.005955877,0.017500864,0.003472244,1,0
1779389613770,413631.770000000,3,0.999823749,-0.005936423,0.017468480,0.003476854,1,0
