unix_time_ms,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag
1779390687260,414705.260000000,3,0.561125815,0.020334430,0.019058807,-0.827261209,0
1779390687270,414705.270000000,3,0.560709000,0.020319063,0.019046811,-0.827544451,0
1779390687290,414705.290000000,3,0.560478151,0.020341236,0.018978227,-0.827701867,0
1779390687300,414705.300000000,3,0.559553981,0.020355884,0.018986234,-0.828326285,0
1779390687320,414705.320000000,3,0.559400618,0.020318437,0.019044375,-0.828429520,0
1779390687330,414705.330000000,3,0.556665063,0.020403277,0.018935651,-0.830270588,0
1779390687350,414705.350000000,3,0.552591681,0.020525217,0.018814512,-0.832986891,0
1779390687360,414705.360000000,3,0.560241103,0.020311614,0.019049425,-0.827861428,0
1779390687370,414705.370000000,3,0.555053353,0.020397071,0.018939687,-0.831348956,0
1779390687390,414705.390000000,3,0.549658358,0.020548249,0.018756611,-0.834926188,0
1779390687400,414705.400000000,3,0.557641208,0.020374903,0.018976387,-0.829614997,0
1779390687420,414705.420000000,3,0.561049938,0.020260096,0.019131552,-0.827312887,0
1779390687430,414705.430000000,3,0.554952919,0.020410772,0.018957451,-0.831415236,0
1779390687450,414705.450000000,3,0.553359687,0.020462027,0.018901881,-0.832476497,0
1779390687460,414705.460000000,3,0.558738887,0.020313779,0.019078614,-0.828875303,0
1779390687480,414705.480000000,3,0.554780304,0.020390332,0.018971227,-0.831530631,0
1779390687490,414705.490000000,3,0.560593486,0.020285245,0.019089339,-0.827622652,0
1779390687510,414705.510000000,3,0.546378791,0.020603377,0.018799026,-0.837073684,0
1779390687520,414705.520000000,3,0.555866659,0.020366380,0.019041551,-0.830803812,0
1779390687530,414705.530000000,3,0.552818239,0.020442871,0.018929472,-0.832836032,0
1779390687550,414705.550000000,3,0.557068646,0.020359695,0.019014679,-0.829999089,0
1779390687570,414705.570000000,3,0.555502295,0.020350317,0.019045422,-0.831047773,0
1779390687580,414705.580000000,3,0.557542741,0.020316359,0.019073643,-0.829680443,0
1779390687590,414705.590000000,3,0.553305507,0.020434849,0.018936913,-0.832512319,0
1779390687610,414705.610000000,3,0.557266235,0.020331837,0.019087614,-0.829865456,0
1779390687620,414705.620000000,3,0.565769970,0.020113191,0.019305000,-0.824091673,0
1779390687640,414705.640000000,3,0.559206367,0.020293949,0.019090693,-0.828560174,0
1779390687650,414705.650000000,3,0.555579901,0.020379575,0.019024920,-0.830995619,0
1779390687660,414705.660000000,3,0.555472493,0.020360807,0.019067138,-0.831066966,0
1779390687680,414705.680000000,3,0.556302667,0.020347549,0.019030631,-0.830512583,0
1779390687690,414705.690000000,3,0.554088175,0.020436903,0.018956250,-0.831991196,0
1779390687710,414705.710000000,3,0.561151266,0.020255759,0.019214850,-0.827242315,0
1779390687720,414705.720000000,3,0.554011643,0.020407336,0.019062428,-0.832040429,0
1779390687740,414705.740000000,3,0.552410185,0.020480214,0.018977666,-0.833104670,0
1779390687750,414705.750000000,3,0.555540323,0.020413268,0.019093547,-0.831019640,0
1779390687770,414705.770000000,3,0.552337766,0.020465866,0.019125978,-0.833149672,0
1779390687780,414705.780000000,3,0.555221617,0.020417929,0.019197790,-0.831230164,0
1779390687800,414705.800000000,3,0.555865705,0.020423952,0.019211672,-0.830799103,0
1779390687810,414705.810000000,3,0.554030240,0.020438803,0.019192725,-0.832024276,0
1779390687820,414705.820000000,3,0.550668061,0.020480491,0.019107608,-0.834254324,0
1779390687840,414705.840000000,3,0.554962635,0.020386970,0.019203775,-0.831403732,0
1779390687870,414705.870000000,3,0.564107060,0.020129124,0.019530505,-0.825225174,0
1779390687880,414705.880000000,3,0.542838752,0.020633331,0.018963646,-0.839369297,0
1779390687900,414705.900000000,3,0.555129886,0.020364771,0.019233897,-0.831291914,0
1779390687910,414705.910000000,3,0.560088754,0.020209465,0.019383369,-0.827959299,0
1779390687930,414705.930000000,3,0.555271149,0.020319177,0.019215301,-0.831199110,0
