Time,reference_time,estOrientQuaternion[0-0],estOrientQuaternion[0-1],estOrientQuaternion[0-2],estOrientQuaternion[0-3],estOrientQuaternion:valid,flagStop
1777588226453,  5763.320, 0.999945, 0.008163,-0.006626, 0.000053,1,0
1777588226464,  5763.750, 0.999944, 0.008177,-0.006646, 0.000046,1,0
1777588226474,  5763.750, 0.999944, 0.008177,-0.006646, 0.000046,1,0
1777588226484,  5766.440, 0.999944, 0.008181,-0.006691, 0.000011,1,0
1777588226494,  5766.440, 0.999944, 0.008181,-0.006691, 0.000011,1,0
1777588226504,  5766.440, 0.999944, 0.008181,-0.006691, 0.000011,1,0
1777588226514,  5766.440, 0.999944, 0.008181,-0.006691, 0.000011,1,0
1777588226525,  5766.480, 0.999944, 0.008177,-0.006689, 0.000011,1,0
1777588226535,  5766.480, 0.999944, 0.008177,-0.006689, 0.000011,1,0
1777588226545,  5766.480, 0.999944, 0.008177,-0.006689, 0.000011,1,0
1777588226555,  5766.480, 0.999944, 0.008177,-0.006689, 0.000011,1,0
1777588226573,  5766.530, 0.999944, 0.008180,-0.006681, 0.000011,1,0
1777588226583,  5766.530, 0.999944, 0.008180,-0.006681, 0.000011,1,0
1777588226593,  5766.530, 0.999944, 0.008180,-0.006681, 0.000011,1,0
1777588226603,  5766.530, 0.999944, 0.008180,-0.006681, 0.000011,1,0
1777588226613,  5766.570, 0.999944, 0.008178,-0.006674, 0.000012,1,0
1777588226624,  5766.570, 0.999944, 0.008178,-0.006674, 0.000012,1,0
1777588226634,  5766.570, 0.999944, 0.008178,-0.006674, 0.000012,1,0
1777588226644,  5766.570, 0.999944, 0.008178,-0.006674, 0.000012,1,0
1777588226654,  5766.610, 0.999944, 0.008179,-0.006676, 0.000007,1,0
1777588226664,  5766.610, 0.999944, 0.008179,-0.006676, 0.000007,1,0
1777588226674,  5766.610, 0.999944, 0.008179,-0.006676, 0.000007,1,0
1777588226684,  5766.610, 0.999944, 0.008179,-0.006676, 0.000007,1,0
1777588226702,  5766.660, 0.999944, 0.008178,-0.006674, 0.000000,1,0
1777588226712,  5766.660, 0.999944, 0.008178,-0.006674, 0.000000,1,0
1777588226722,  5766.660, 0.999944, 0.008178,-0.006674, 0.000000,1,0
1777588226733,  5766.660, 0.999944, 0.008178,-0.006674, 0.000000,1,0
1777588226743,  5766.700, 0.999944, 0.008168,-0.006678, 0.000001,1,0
1777588226753,  5766.700, 0.999944, 0.008168,-0.006678, 0.000001,1,0
1777588226763,  5766.700, 0.999944, 0.008168,-0.006678, 0.000001,1,0
1777588226773,  5766.700, 0.999944, 0.008168,-0.006678, 0.000001,1,0
1777588226784,  5766.740, 0.999944, 0.008177,-0.006675, 0.000007,1,0
1777588226794,  5766.740, 0.999944, 0.008177,-0.006675, 0.000007,1,0
1777588226804,  5766.740, 0.999944, 0.008177,-0.006675, 0.000007,1,0
1777588226814,  5766.740, 0.999944, 0.008177,-0.006675, 0.000007,1,0
1777588226824,  5766.780, 0.999944, 0.008186,-0.006680, 0.000007,1,0
1777588226834,  5766.780, 0.999944, 0.008186,-0.006680, 0.000007,1,0
1777588226845,  5766.780, 0.999944, 0.008186,-0.006680, 0.000007,1,0
1777588226855,  5766.780, 0.999944, 0.008186,-0.006680, 0.000007,1,0
1777588226873,  5766.830, 0.999944, 0.008182,-0.006683, 0.000005,1,0
1777588226883,  5766.830, 0.999944, 0.008182,-0.006683, 0.000005,1,0
1777588226893,  5766.830, 0.999944, 0.008182,-0.006683, 0.000005,1,0
1777588226903,  5766.830, 0.999944, 0.008182,-0.006683, 0.000005,1,0
1777588226913,  5766.870, 0.999944, 0.008178,-0.006684, 0.000005,1,0
1777588226923,  5766.870, 0.999944, 0.008178,-0.006684, 0.000005,1,0
1777588226933,  5766.870, 0.999944, 0.008178,-0.006684, 0.000005,1,0
1777588226944,  5766.870, 0.999944, 0.008178,-0.006684, 0.000005,1,0
1777588226954,  5766.910, 0.999944, 0.008174,-0.006685,-0.000001,1,0
1777588226964,  5766.910, 0.999944, 0.008174,-0.006685,-0.000001,1,0
1777588226974,  5766.910, 0.999944, 0.008174,-0.006685,-0.000001,1,0
1777588226984,  5766.910, 0.999944, 0.008174,-0.006685,-0.000001,1,0
1777588226995,  5766.950, 0.999944, 0.008173,-0.006684,-0.000011,1,0
1777588227005,  5766.950, 0.999944, 0.008173,-0.006684,-0.000011,1,0
1777588227015,  5766.950, 0.999944, 0.008173,-0.006684,-0.000011,1,0
1777588227025,  5766.950, 0.999944, 0.008173,-0.006684,-0.000011,1,0
1777588227043,  5767.000, 0.999944, 0.008173,-0.006685,-0.000009,1,0
1777588227053,  5767.000, 0.999944, 0.008173,-0.006685,-0.000009,1,0
1777588227063,  5767.000, 0.999944, 0.008173,-0.006685,-0.000009,1,0
1777588227073,  5767.000, 0.999944, 0.008173,-0.006685,-0.000009,1,0
1777588227084,  5767.040, 0.999944, 0.008173,-0.006683,-0.000010,1,0
1777588227094,  5767.040, 0.999944, 0.008173,-0.006683,-0.000010,1,0
1777588227104,  5767.040, 0.999944, 0.008173,-0.006683,-0.000010,1,0
1777588227114,  5767.040, 0.999944, 0.008173,-0.006683,-0.000010,1,0
1777588227124,  5767.080, 0.999944, 0.008183,-0.006677,-0.000008,1,0
1777588227134,  5767.080, 0.999944, 0.008183,-0.006677,-0.000008,1,0
1777588227144,  5767.080, 0.999944, 0.008183,-0.006677,-0.000008,1,0
1777588227154,  5767.080, 0.999944, 0.008183,-0.006677,-0.000008,1,0
1777588227172,  5767.130, 0.999944, 0.008192,-0.006674,-0.000006,1,0
1777588227182,  5767.130, 0.999944, 0.008192,-0.006674,-0.000006,1,0
1777588227193,  5767.130, 0.999944, 0.008192,-0.006674,-0.000006,1,0
1777588227203,  5767.130, 0.999944, 0.008192,-0.006674,-0.000006,1,0
1777588227213,  5767.170, 0.999944, 0.008195,-0.006671,-0.000007,1,0
1777588227223,  5767.170, 0.999944, 0.008195,-0.006671,-0.000007,1,0
1777588227233,  5767.170, 0.999944, 0.008195,-0.006671,-0.000007,1,0
1777588227243,  5767.170, 0.999944, 0.008195,-0.006671,-0.000007,1,0
1777588227254,  5767.210, 0.999944, 0.008198,-0.006672,-0.000009,1,0
1777588227264,  5767.210, 0.999944, 0.008198,-0.006672,-0.000009,1,0
1777588227274,  5767.210, 0.999944, 0.008198,-0.006672,-0.000009,1,0
1777588227284,  5767.210, 0.999944, 0.008198,-0.006672,-0.000009,1,0
1777588227294,  5767.250, 0.999944, 0.008200,-0.006673,-0.000010,1,0
1777588227305,  5767.250, 0.999944, 0.008200,-0.006673,-0.000010,1,0
1777588227315,  5767.250, 0.999944, 0.008200,-0.006673,-0.000010,1,0
1777588227325,  5767.250, 0.999944, 0.008200,-0.006673,-0.000010,1,0
1777588227343,  5767.300, 0.999944, 0.008197,-0.006653,-0.000007,1,0
1777588227353,  5767.300, 0.999944, 0.008197,-0.006653,-0.000007,1,0
1777588227363,  5767.300, 0.999944, 0.008197,-0.006653,-0.000007,1,0
1777588227373,  5767.300, 0.999944, 0.008197,-0.006653,-0.000007,1,0
1777588227383,  5767.340, 0.999944, 0.008197,-0.006656,-0.000006,1,0
1777588227393,  5767.340, 0.999944, 0.008197,-0.006656,-0.000006,1,0
1777588227403,  5767.340, 0.999944, 0.008197,-0.006656,-0.000006,1,0
1777588227414,  5767.340, 0.999944, 0.008197,-0.006656,-0.000006,1,0
1777588227424,  5767.380, 0.999944, 0.008194,-0.006655,-0.000005,1,0
1777588227434,  5767.380, 0.999944, 0.008194,-0.006655,-0.000005,1,0
1777588227444,  5767.380, 0.999944, 0.008194,-0.006655,-0.000005,1,0
1777588227454,  5767.380, 0.999944, 0.008194,-0.006655,-0.000005,1,0
1777588227465,  5767.420, 0.999944, 0.008195,-0.006655,-0.000004,1,0
1777588227475,  5767.420, 0.999944, 0.008195,-0.006655,-0.000004,1,0
1777588227485,  5767.420, 0.999944, 0.008195,-0.006655,-0.000004,1,0
1777588227495,  5767.420, 0.999944, 0.008195,-0.006655,-0.000004,1,0
1777588227513,  5767.470, 0.999944, 0.008202,-0.006653,-0.000004,1,0
1777588227523,  5767.470, 0.999944, 0.008202,-0.006653,-0.000004,1,0
1777588227533,  5767.470, 0.999944, 0.008202,-0.006653,-0.000004,1,0
1777588227543,  5767.470, 0.999944, 0.008202,-0.006653,-0.000004,1,0
1777588227554,  5767.510, 0.999944, 0.008201,-0.006659,-0.000002,1,0
1777588227564,  5767.510, 0.999944, 0.008201,-0.006659,-0.000002,1,0
1777588227574,  5767.510, 0.999944, 0.008201,-0.006659,-0.000002,1,0
1777588227584,  5767.510, 0.999944, 0.008201,-0.006659,-0.000002,1,0
1777588227594,  5767.550, 0.999944, 0.008204,-0.006658,-0.000003,1,0
1777588227604,  5767.550, 0.999944, 0.008204,-0.006658,-0.000003,1,0
1777588227615,  5767.550, 0.999944, 0.008204,-0.006658,-0.000003,1,0
1777588227625,  5767.550, 0.999944, 0.008204,-0.006658,-0.000003,1,0
1777588227642,  5767.600, 0.999944, 0.008197,-0.006661,-0.000003,1,0
1777588227653,  5767.600, 0.999944, 0.008197,-0.006661,-0.000003,1,0
1777588227663,  5767.600, 0.999944, 0.008197,-0.006661,-0.000003,1,0
1777588227673,  5767.600, 0.999944, 0.008197,-0.006661,-0.000003,1,0
1777588227683,  5767.640, 0.999944, 0.008200,-0.006661,-0.000006,1,0
1777588227693,  5767.640, 0.999944, 0.008200,-0.006661,-0.000006,1,0
1777588227703,  5767.640, 0.999944, 0.008200,-0.006661,-0.000006,1,0
1777588227714,  5767.640, 0.999944, 0.008200,-0.006661,-0.000006,1,0
1777588227724,  5767.680, 0.999944, 0.008198,-0.006663,-0.000007,1,0
1777588227734,  5767.680, 0.999944, 0.008198,-0.006663,-0.000007,1,0
1777588227744,  5767.680, 0.999944, 0.008198,-0.006663,-0.000007,1,0
1777588227754,  5767.680, 0.999944, 0.008198,-0.006663,-0.000007,1,0
1777588227765,  5767.720, 0.999944, 0.008198,-0.006660,-0.000007,1,0
1777588227775,  5767.720, 0.999944, 0.008198,-0.006660,-0.000007,1,0
1777588227785,  5767.720, 0.999944, 0.008198,-0.006660,-0.000007,1,0
1777588227795,  5767.720, 0.999944, 0.008198,-0.006660,-0.000007,1,0
1777588227813,  5767.770, 0.999944, 0.008198,-0.006668,-0.000009,1,0
1777588227823,  5767.770, 0.999944, 0.008198,-0.006668,-0.000009,1,0
1777588227833,  5767.770, 0.999944, 0.008198,-0.006668,-0.000009,1,0
1777588227843,  5767.770, 0.999944, 0.008198,-0.006668,-0.000009,1,0
1777588227853,  5767.810, 0.999944, 0.008203,-0.006667,-0.000006,1,0
1777588227864,  5767.810, 0.999944, 0.008203,-0.006667,-0.000006,1,0
1777588227874,  5767.810, 0.999944, 0.008203,-0.006667,-0.000006,1,0
1777588227884,  5767.810, 0.999944, 0.008203,-0.006667,-0.000006,1,0
1777588227894,  5767.850, 0.999944, 0.008202,-0.006665,-0.000005,1,0
1777588227904,  5767.850, 0.999944, 0.008202,-0.006665,-0.000005,1,0
1777588227914,  5767.850, 0.999944, 0.008202,-0.006665,-0.000005,1,0
1777588227924,  5767.850, 0.999944, 0.008202,-0.006665,-0.000005,1,0
1777588227942,  5767.900, 0.999944, 0.008212,-0.006662,-0.000007,1,0
1777588227952,  5767.900, 0.999944, 0.008212,-0.006662,-0.000007,1,0
1777588227962,  5767.900, 0.999944, 0.008212,-0.006662,-0.000007,1,0
1777588227973,  5767.900, 0.999944, 0.008212,-0.006662,-0.000007,1,0
1777588227983,  5767.940, 0.999944, 0.008207,-0.006661,-0.000010,1,0
1777588227993,  5767.940, 0.999944, 0.008207,-0.006661,-0.000010,1,0
1777588228003,  5767.940, 0.999944, 0.008207,-0.006661,-0.000010,1,0
1777588228013,  5767.940, 0.999944, 0.008207,-0.006661,-0.000010,1,0
1777588228024,  5767.980, 0.999944, 0.008208,-0.006667,-0.000009,1,0
1777588228034,  5767.980, 0.999944, 0.008208,-0.006667,-0.000009,1,0
1777588228044,  5767.980, 0.999944, 0.008208,-0.006667,-0.000009,1,0
1777588228054,  5767.980, 0.999944, 0.008208,-0.006667,-0.000009,1,0
1777588228064,  5768.020, 0.999944, 0.008204,-0.006660,-0.000009,1,0
1777588228074,  5768.020, 0.999944, 0.008204,-0.006660,-0.000009,1,0
1777588228085,  5768.020, 0.999944, 0.008204,-0.006660,-0.000009,1,0
1777588228095,  5768.020, 0.999944, 0.008204,-0.006660,-0.000009,1,0
1777588228113,  5768.070, 0.999944, 0.008203,-0.006654,-0.000010,1,0
1777588228123,  5768.070, 0.999944, 0.008203,-0.006654,-0.000010,1,0
1777588228133,  5768.070, 0.999944, 0.008203,-0.006654,-0.000010,1,0
1777588228143,  5768.070, 0.999944, 0.008203,-0.006654,-0.000010,1,0
1777588228153,  5768.110, 0.999944, 0.008203,-0.006649,-0.000011,1,0
1777588228163,  5768.110, 0.999944, 0.008203,-0.006649,-0.000011,1,0
1777588228173,  5768.110, 0.999944, 0.008203,-0.006649,-0.000011,1,0
1777588228183,  5768.110, 0.999944, 0.008203,-0.006649,-0.000011,1,0
1777588228194,  5768.150, 0.999944, 0.008201,-0.006653,-0.000013,1,0
1777588228204,  5768.150, 0.999944, 0.008201,-0.006653,-0.000013,1,0
1777588228214,  5768.150, 0.999944, 0.008201,-0.006653,-0.000013,1,0
1777588228224,  5768.150, 0.999944, 0.008201,-0.006653,-0.000013,1,0
1777588228235,  5768.190, 0.999944, 0.008202,-0.006650,-0.000020,1,0
1777588228245,  5768.190, 0.999944, 0.008202,-0.006650,-0.000020,1,0
1777588228255,  5768.190, 0.999944, 0.008202,-0.006650,-0.000020,1,0
1777588228265,  5768.190, 0.999944, 0.008202,-0.006650,-0.000020,1,0
1777588228283,  5768.240, 0.999944, 0.008195,-0.006654,-0.000019,1,0
1777588228293,  5768.240, 0.999944, 0.008195,-0.006654,-0.000019,1,0
1777588228303,  5768.240, 0.999944, 0.008195,-0.006654,-0.000019,1,0
1777588228313,  5768.240, 0.999944, 0.008195,-0.006654,-0.000019,1,0
1777588228324,  5768.280, 0.999944, 0.008190,-0.006651,-0.000023,1,0
1777588228334,  5768.280, 0.999944, 0.008190,-0.006651,-0.000023,1,0
1777588228344,  5768.280, 0.999944, 0.008190,-0.006651,-0.000023,1,0
1777588228354,  5768.280, 0.999944, 0.008190,-0.006651,-0.000023,1,0
1777588228364,  5768.320, 0.999944, 0.008190,-0.006650,-0.000018,1,0
1777588228374,  5768.320, 0.999944, 0.008190,-0.006650,-0.000018,1,0
1777588228384,  5768.320, 0.999944, 0.008190,-0.006650,-0.000018,1,0
1777588228394,  5768.320, 0.999944, 0.008190,-0.006650,-0.000018,1,0
1777588228412,  5768.370, 0.999944, 0.008187,-0.006653,-0.000021,1,0
1777588228422,  5768.370, 0.999944, 0.008187,-0.006653,-0.000021,1,0
1777588228433,  5768.370, 0.999944, 0.008187,-0.006653,-0.000021,1,0
1777588228443,  5768.370, 0.999944, 0.008187,-0.006653,-0.000021,1,0
1777588228453,  5768.410, 0.999944, 0.008184,-0.006647,-0.000021,1,0
1777588228463,  5768.410, 0.999944, 0.008184,-0.006647,-0.000021,1,0
1777588228473,  5768.410, 0.999944, 0.008184,-0.006647,-0.000021,1,0
1777588228483,  5768.410, 0.999944, 0.008184,-0.006647,-0.000021,1,0
1777588228494,  5768.450, 0.999944, 0.008189,-0.006642,-0.000020,1,0
1777588228504,  5768.450, 0.999944, 0.008189,-0.006642,-0.000020,1,0
1777588228514,  5768.450, 0.999944, 0.008189,-0.006642,-0.000020,1,0
1777588228524,  5768.450, 0.999944, 0.008189,-0.006642,-0.000020,1,0
1777588228534,  5768.490, 0.999944, 0.008192,-0.006638,-0.000025,1,0
1777588228545,  5768.490, 0.999944, 0.008192,-0.006638,-0.000025,1,0
1777588228555,  5768.490, 0.999944, 0.008192,-0.006638,-0.000025,1,0
1777588228565,  5768.490, 0.999944, 0.008192,-0.006638,-0.000025,1,0
1777588228583,  5768.540, 0.999944, 0.008195,-0.006642,-0.000020,1,0
1777588228593,  5768.540, 0.999944, 0.008195,-0.006642,-0.000020,1,0
1777588228603,  5768.540, 0.999944, 0.008195,-0.006642,-0.000020,1,0
1777588228613,  5768.540, 0.999944, 0.008195,-0.006642,-0.000020,1,0
1777588228623,  5768.580, 0.999944, 0.008196,-0.006641,-0.000027,1,0
1777588228633,  5768.580, 0.999944, 0.008196,-0.006641,-0.000027,1,0
1777588228644,  5768.580, 0.999944, 0.008196,-0.006641,-0.000027,1,0
1777588228654,  5768.580, 0.999944, 0.008196,-0.006641,-0.000027,1,0
1777588228664,  5768.620, 0.999944, 0.008199,-0.006639,-0.000030,1,0
1777588228674,  5768.620, 0.999944, 0.008199,-0.006639,-0.000030,1,0
1777588228684,  5768.620, 0.999944, 0.008199,-0.006639,-0.000030,1,0
1777588228694,  5768.620, 0.999944, 0.008199,-0.006639,-0.000030,1,0
1777588228705,  5768.660, 0.999944, 0.008200,-0.006640,-0.000033,1,0
1777588228715,  5768.660, 0.999944, 0.008200,-0.006640,-0.000033,1,0
1777588228725,  5768.660, 0.999944, 0.008200,-0.006640,-0.000033,1,0
1777588228735,  5768.660, 0.999944, 0.008200,-0.006640,-0.000033,1,0
1777588228753,  5768.710, 0.999944, 0.008192,-0.006638,-0.000029,1,0
1777588228763,  5768.710, 0.999944, 0.008192,-0.006638,-0.000029,1,0
1777588228773,  5768.710, 0.999944, 0.008192,-0.006638,-0.000029,1,0
1777588228783,  5768.710, 0.999944, 0.008192,-0.006638,-0.000029,1,0
1777588228794,  5768.750, 0.999944, 0.008190,-0.006639,-0.000032,1,0
1777588228804,  5768.750, 0.999944, 0.008190,-0.006639,-0.000032,1,0
1777588228814,  5768.750, 0.999944, 0.008190,-0.006639,-0.000032,1,0
1777588228824,  5768.750, 0.999944, 0.008190,-0.006639,-0.000032,1,0
1777588228834,  5768.790, 0.999944, 0.008196,-0.006643,-0.000028,1,0
1777588228844,  5768.790, 0.999944, 0.008196,-0.006643,-0.000028,1,0
1777588228854,  5768.790, 0.999944, 0.008196,-0.006643,-0.000028,1,0
1777588228865,  5768.790, 0.999944, 0.008196,-0.006643,-0.000028,1,0
1777588228882,  5768.840, 0.999944, 0.008195,-0.006633,-0.000023,1,0
1777588228893,  5768.840, 0.999944, 0.008195,-0.006633,-0.000023,1,0
1777588228903,  5768.840, 0.999944, 0.008195,-0.006633,-0.000023,1,0
1777588228913,  5768.840, 0.999944, 0.008195,-0.006633,-0.000023,1,0
1777588228923,  5768.880, 0.999944, 0.008198,-0.006622,-0.000022,1,0
1777588228933,  5768.880, 0.999944, 0.008198,-0.006622,-0.000022,1,0
1777588228943,  5768.880, 0.999944, 0.008198,-0.006622,-0.000022,1,0
1777588228953,  5768.880, 0.999944, 0.008198,-0.006622,-0.000022,1,0
1777588228964,  5768.920, 0.999944, 0.008201,-0.006622,-0.000022,1,0
1777588228974,  5768.920, 0.999944, 0.008201,-0.006622,-0.000022,1,0
1777588228984,  5768.920, 0.999944, 0.008201,-0.006622,-0.000022,1,0
1777588228994,  5768.920, 0.999944, 0.008201,-0.006622,-0.000022,1,0
1777588229005,  5768.960, 0.999945, 0.008190,-0.006625,-0.000018,1,0
1777588229015,  5768.960, 0.999945, 0.008190,-0.006625,-0.000018,1,0
1777588229025,  5768.960, 0.999945, 0.008190,-0.006625,-0.000018,1,0
1777588229035,  5768.960, 0.999945, 0.008190,-0.006625,-0.000018,1,0
1777588229053,  5769.010, 0.999944, 0.008190,-0.006631,-0.000015,1,0
1777588229063,  5769.010, 0.999944, 0.008190,-0.006631,-0.000015,1,0
1777588229073,  5769.010, 0.999944, 0.008190,-0.006631,-0.000015,1,0
1777588229083,  5769.010, 0.999944, 0.008190,-0.006631,-0.000015,1,0
1777588229093,  5769.050, 0.999944, 0.008193,-0.006629,-0.000019,1,0
1777588229104,  5769.050, 0.999944, 0.008193,-0.006629,-0.000019,1,0
1777588229114,  5769.050, 0.999944, 0.008193,-0.006629,-0.000019,1,0
1777588229124,  5769.050, 0.999944, 0.008193,-0.006629,-0.000019,1,0
1777588229134,  5769.090, 0.999945, 0.008194,-0.006622,-0.000020,1,0
1777588229144,  5769.090, 0.999945, 0.008194,-0.006622,-0.000020,1,0
1777588229154,  5769.090, 0.999945, 0.008194,-0.006622,-0.000020,1,0
1777588229164,  5769.090, 0.999945, 0.008194,-0.006622,-0.000020,1,0
1777588229182,  5769.140, 0.999945, 0.008191,-0.006613,-0.000014,1,0
1777588229192,  5769.140, 0.999945, 0.008191,-0.006613,-0.000014,1,0
1777588229202,  5769.140, 0.999945, 0.008191,-0.006613,-0.000014,1,0
1777588229213,  5769.140, 0.999945, 0.008191,-0.006613,-0.000014,1,0
1777588229223,  5769.180, 0.999945, 0.008196,-0.006608,-0.000016,1,0
1777588229233,  5769.180, 0.999945, 0.008196,-0.006608,-0.000016,1,0
1777588229243,  5769.180, 0.999945, 0.008196,-0.006608,-0.000016,1,0
1777588229253,  5769.180, 0.999945, 0.008196,-0.006608,-0.000016,1,0
1777588229264,  5769.220, 0.999945, 0.008193,-0.006602,-0.000014,1,0
1777588229274,  5769.220, 0.999945, 0.008193,-0.006602,-0.000014,1,0
1777588229284,  5769.220, 0.999945, 0.008193,-0.006602,-0.000014,1,0
1777588229294,  5769.220, 0.999945, 0.008193,-0.006602,-0.000014,1,0
1777588229304,  5769.260, 0.999945, 0.008195,-0.006600,-0.000010,1,0
1777588229314,  5769.260, 0.999945, 0.008195,-0.006600,-0.000010,1,0
1777588229325,  5769.260, 0.999945, 0.008195,-0.006600,-0.000010,1,0
1777588229335,  5769.260, 0.999945, 0.008195,-0.006600,-0.000010,1,0
1777588229353,  5769.310, 0.999945, 0.008197,-0.006609,-0.000007,1,0
1777588229363,  5769.310, 0.999945, 0.008197,-0.006609,-0.000007,1,0
1777588229373,  5769.310, 0.999945, 0.008197,-0.006609,-0.000007,1,0
1777588229383,  5769.310, 0.999945, 0.008197,-0.006609,-0.000007,1,0
1777588229393,  5769.350, 0.999945, 0.008193,-0.006614,-0.000002,1,0
1777588229403,  5769.350, 0.999945, 0.008193,-0.006614,-0.000002,1,0
1777588229413,  5769.350, 0.999945, 0.008193,-0.006614,-0.000002,1,0
1777588229424,  5769.350, 0.999945, 0.008193,-0.006614,-0.000002,1,0
1777588229434,  5769.390, 0.999945, 0.008188,-0.006613,-0.000004,1,0
1777588229444,  5769.390, 0.999945, 0.008188,-0.006613,-0.000004,1,0
1777588229454,  5769.390, 0.999945, 0.008188,-0.006613,-0.000004,1,0
1777588229464,  5769.390, 0.999945, 0.008188,-0.006613,-0.000004,1,0
1777588229475,  5769.430, 0.999945, 0.008188,-0.006610,-0.000002,1,0
1777588229485,  5769.430, 0.999945, 0.008188,-0.006610,-0.000002,1,0
1777588229495,  5769.430, 0.999945, 0.008188,-0.006610,-0.000002,1,0
1777588229505,  5769.430, 0.999945, 0.008188,-0.006610,-0.000002,1,0
1777588229523,  5769.480, 0.999945, 0.008181,-0.006607,-0.000005,1,0
1777588229533,  5769.480, 0.999945, 0.008181,-0.006607,-0.000005,1,0
1777588229543,  5769.480, 0.999945, 0.008181,-0.006607,-0.000005,1,0
1777588229553,  5769.480, 0.999945, 0.008181,-0.006607,-0.000005,1,0
1777588229564,  5769.520, 0.999945, 0.008177,-0.006608,-0.000005,1,0
1777588229574,  5769.520, 0.999945, 0.008177,-0.006608,-0.000005,1,0
1777588229584,  5769.520, 0.999945, 0.008177,-0.006608,-0.000005,1,0
1777588229594,  5769.520, 0.999945, 0.008177,-0.006608,-0.000005,1,0
1777588229604,  5769.560, 0.999945, 0.008176,-0.006613,-0.000003,1,0
1777588229614,  5769.560, 0.999945, 0.008176,-0.006613,-0.000003,1,0
1777588229624,  5769.560, 0.999945, 0.008176,-0.006613,-0.000003,1,0
1777588229635,  5769.560, 0.999945, 0.008176,-0.006613,-0.000003,1,0
1777588229652,  5769.610, 0.999945, 0.008173,-0.006597,-0.000005,1,0
1777588229662,  5769.610, 0.999945, 0.008173,-0.006597,-0.000005,1,0
1777588229673,  5769.610, 0.999945, 0.008173,-0.006597,-0.000005,1,0
1777588229683,  5769.610, 0.999945, 0.008173,-0.006597,-0.000005,1,0
1777588229693,  5769.650, 0.999945, 0.008172,-0.006591,-0.000004,1,0
1777588229703,  5769.650, 0.999945, 0.008172,-0.006591,-0.000004,1,0
1777588229713,  5769.650, 0.999945, 0.008172,-0.006591,-0.000004,1,0
1777588229723,  5769.650, 0.999945, 0.008172,-0.006591,-0.000004,1,0
1777588229734,  5769.690, 0.999945, 0.008162,-0.006580,-0.000004,1,0
1777588229744,  5769.690, 0.999945, 0.008162,-0.006580,-0.000004,1,0
1777588229754,  5769.690, 0.999945, 0.008162,-0.006580,-0.000004,1,0
1777588229764,  5769.690, 0.999945, 0.008162,-0.006580,-0.000004,1,0
1777588229774,  5769.730, 0.999945, 0.008154,-0.006586,-0.000003,1,0
1777588229785,  5769.730, 0.999945, 0.008154,-0.006586,-0.000003,1,0
1777588229795,  5769.730, 0.999945, 0.008154,-0.006586,-0.000003,1,0
1777588229805,  5769.730, 0.999945, 0.008154,-0.006586,-0.000003,1,0
1777588229823,  5769.780, 0.999945, 0.008153,-0.006590,-0.000010,1,0
1777588229833,  5769.780, 0.999945, 0.008153,-0.006590,-0.000010,1,0
1777588229843,  5769.780, 0.999945, 0.008153,-0.006590,-0.000010,1,0
1777588229853,  5769.780, 0.999945, 0.008153,-0.006590,-0.000010,1,0
1777588229863,  5769.820, 0.999945, 0.008149,-0.006592,-0.000010,1,0
1777588229873,  5769.820, 0.999945, 0.008149,-0.006592,-0.000010,1,0
1777588229884,  5769.820, 0.999945, 0.008149,-0.006592,-0.000010,1,0
1777588229894,  5769.820, 0.999945, 0.008149,-0.006592,-0.000010,1,0
1777588229904,  5769.860, 0.999945, 0.008149,-0.006593,-0.000008,1,0
1777588229914,  5769.860, 0.999945, 0.008149,-0.006593,-0.000008,1,0
1777588229924,  5769.860, 0.999945, 0.008149,-0.006593,-0.000008,1,0
1777588229934,  5769.860, 0.999945, 0.008149,-0.006593,-0.000008,1,0
1777588229945,  5769.900, 0.999945, 0.008140,-0.006593,-0.000012,1,0
1777588229955,  5769.900, 0.999945, 0.008140,-0.006593,-0.000012,1,0
1777588229965,  5769.900, 0.999945, 0.008140,-0.006593,-0.000012,1,0
1777588229975,  5769.900, 0.999945, 0.008140,-0.006593,-0.000012,1,0
1777588229993,  5769.950, 0.999945, 0.008139,-0.006596,-0.000006,1,0
1777588230003,  5769.950, 0.999945, 0.008139,-0.006596,-0.000006,1,0
1777588230013,  5769.950, 0.999945, 0.008139,-0.006596,-0.000006,1,0
1777588230023,  5769.950, 0.999945, 0.008139,-0.006596,-0.000006,1,0
1777588230034,  5769.990, 0.999945, 0.008131,-0.006600,-0.000006,1,0
1777588230044,  5769.990, 0.999945, 0.008131,-0.006600,-0.000006,1,0
1777588230054,  5769.990, 0.999945, 0.008131,-0.006600,-0.000006,1,0
1777588230064,  5769.990, 0.999945, 0.008131,-0.006600,-0.000006,1,0
1777588230074,  5770.030, 0.999945, 0.008139,-0.006611,-0.000007,1,0
1777588230084,  5770.030, 0.999945, 0.008139,-0.006611,-0.000007,1,0
1777588230094,  5770.030, 0.999945, 0.008139,-0.006611,-0.000007,1,0
1777588230105,  5770.030, 0.999945, 0.008139,-0.006611,-0.000007,1,0
1777588230122,  5770.080, 0.999945, 0.008144,-0.006604,-0.000007,1,0
1777588230133,  5770.080, 0.999945, 0.008144,-0.006604,-0.000007,1,0
1777588230143,  5770.080, 0.999945, 0.008144,-0.006604,-0.000007,1,0
1777588230153,  5770.080, 0.999945, 0.008144,-0.006604,-0.000007,1,0
