Time,GPS_ts,fGPS_ts,s_roll,s_pitch,s_yaw,f_roll,f_pitch,f_yaw,flag
1777588240683,  5780.640,  5780.640, 0.958896,-0.715257,167.492995, 0.944054,-0.754671,-0.011276,1
1777588240693,  5780.640,  5780.640, 0.958896,-0.715257,167.492995, 0.944054,-0.754671,-0.011276,1
1777588240703,  5780.640,  5780.640, 0.958896,-0.715257,167.492995, 0.944054,-0.754671,-0.011276,1
1777588240713,  5780.640,  5780.640, 0.958896,-0.715257,167.492995, 0.944054,-0.754671,-0.011276,1
1777588240724,  5780.690,  5780.680, 0.958256,-0.715735,167.327254, 0.943938,-0.755047,-0.011341,1
1777588240734,  5780.690,  5780.680, 0.958256,-0.715735,167.327254, 0.943938,-0.755047,-0.011341,1
1777588240744,  5780.690,  5780.680, 0.958256,-0.715735,167.327254, 0.943938,-0.755047,-0.011341,1
1777588240754,  5780.690,  5780.680, 0.958256,-0.715735,167.327254, 0.943938,-0.755047,-0.011341,1
1777588240764,  5780.730,  5780.720, 0.958394,-0.715458,167.363954, 0.943487,-0.756061,-0.011246,1
1777588240775,  5780.730,  5780.720, 0.958394,-0.715458,167.363954, 0.943487,-0.756061,-0.011246,1
1777588240785,  5780.730,  5780.720, 0.958394,-0.715458,167.363954, 0.943487,-0.756061,-0.011246,1
1777588240795,  5780.730,  5780.720, 0.958394,-0.715458,167.363954, 0.943487,-0.756061,-0.011246,1
1777588240813,  5780.770,  5780.770, 0.958246,-0.715306,167.253796, 0.943271,-0.755213,-0.011356,1
1777588240823,  5780.770,  5780.770, 0.958246,-0.715306,167.253796, 0.943271,-0.755213,-0.011356,1
1777588240833,  5780.770,  5780.770, 0.958246,-0.715306,167.253796, 0.943271,-0.755213,-0.011356,1
1777588240843,  5780.770,  5780.770, 0.958246,-0.715306,167.253796, 0.943271,-0.755213,-0.011356,1
1777588240853,  5780.810,  5780.810, 0.958778,-0.715079,167.655569, 0.943805,-0.755001,-0.011364,1
1777588240863,  5780.810,  5780.810, 0.958778,-0.715079,167.655569, 0.943805,-0.755001,-0.011364,1
1777588240874,  5780.810,  5780.810, 0.958778,-0.715079,167.655569, 0.943805,-0.755001,-0.011364,1
1777588240884,  5780.810,  5780.810, 0.958778,-0.715079,167.655569, 0.943805,-0.755001,-0.011364,1
1777588240894,  5780.860,  5780.850, 0.960434,-0.714575,167.465310, 0.944848,-0.754811,-0.011439,1
1777588240904,  5780.860,  5780.850, 0.960434,-0.714575,167.465310, 0.944848,-0.754811,-0.011439,1
1777588240914,  5780.860,  5780.850, 0.960434,-0.714575,167.465310, 0.944848,-0.754811,-0.011439,1
1777588240924,  5780.860,  5780.850, 0.960434,-0.714575,167.465310, 0.944848,-0.754811,-0.011439,1
1777588240935,  5780.900,  5780.890, 0.960844,-0.714406,167.333005, 0.945587,-0.754145,-0.011443,1
1777588240945,  5780.900,  5780.890, 0.960844,-0.714406,167.333005, 0.945587,-0.754145,-0.011443,1
1777588240955,  5780.900,  5780.890, 0.960844,-0.714406,167.333005, 0.945587,-0.754145,-0.011443,1
1777588240965,  5780.900,  5780.890, 0.960844,-0.714406,167.333005, 0.945587,-0.754145,-0.011443,1
1777588240983,  5780.940,  5780.940, 0.961146,-0.713848,167.533056, 0.946055,-0.753897,-0.011139,1
1777588240993,  5780.940,  5780.940, 0.961146,-0.713848,167.533056, 0.946055,-0.753897,-0.011139,1
1777588241003,  5780.940,  5780.940, 0.961146,-0.713848,167.533056, 0.946055,-0.753897,-0.011139,1
1777588241013,  5780.940,  5780.940, 0.961146,-0.713848,167.533056, 0.946055,-0.753897,-0.011139,1
1777588241024,  5780.980,  5780.980, 0.961003,-0.713850,167.640008, 0.945914,-0.753913,-0.011443,1
1777588241034,  5780.980,  5780.980, 0.961003,-0.713850,167.640008, 0.945914,-0.753913,-0.011443,1
1777588241044,  5780.980,  5780.980, 0.961003,-0.713850,167.640008, 0.945914,-0.753913,-0.011443,1
1777588241054,  5780.980,  5780.980, 0.961003,-0.713850,167.640008, 0.945914,-0.753913,-0.011443,1
1777588241064,  5781.030,  5781.020, 0.961162,-0.714491,167.335977, 0.945977,-0.754312,-0.011497,1
1777588241074,  5781.030,  5781.020, 0.961162,-0.714491,167.335977, 0.945977,-0.754312,-0.011497,1
1777588241084,  5781.030,  5781.020, 0.961162,-0.714491,167.335977, 0.945977,-0.754312,-0.011497,1
1777588241095,  5781.030,  5781.020, 0.961162,-0.714491,167.335977, 0.945977,-0.754312,-0.011497,1
1777588241105,  5781.070,  5781.060, 0.961046,-0.715726,167.201865, 0.945851,-0.755333,-0.011267,1
1777588241115,  5781.070,  5781.060, 0.961046,-0.715726,167.201865, 0.945851,-0.755333,-0.011267,1
1777588241125,  5781.070,  5781.060, 0.961046,-0.715726,167.201865, 0.945851,-0.755333,-0.011267,1
1777588241135,  5781.070,  5781.060, 0.961046,-0.715726,167.201865, 0.945851,-0.755333,-0.011267,1
1777588241153,  5781.110,  5781.110, 0.960503,-0.715081,167.454761, 0.945030,-0.755480,-0.010930,1
1777588241163,  5781.110,  5781.110, 0.960503,-0.715081,167.454761, 0.945030,-0.755480,-0.010930,1
1777588241173,  5781.110,  5781.110, 0.960503,-0.715081,167.454761, 0.945030,-0.755480,-0.010930,1
1777588241184,  5781.110,  5781.110, 0.960503,-0.715081,167.454761, 0.945030,-0.755480,-0.010930,1
1777588241194,  5781.160,  5781.150, 0.960658,-0.714153,167.576419, 0.945015,-0.755281,-0.010950,1
1777588241204,  5781.160,  5781.150, 0.960658,-0.714153,167.576419, 0.945015,-0.755281,-0.010950,1
1777588241214,  5781.160,  5781.150, 0.960658,-0.714153,167.576419, 0.945015,-0.755281,-0.010950,1
1777588241224,  5781.160,  5781.150, 0.960658,-0.714153,167.576419, 0.945015,-0.755281,-0.010950,1
1777588241235,  5781.200,  5781.190, 0.961284,-0.714853,167.410173, 0.946255,-0.755790,-0.010634,1
1777588241245,  5781.200,  5781.190, 0.961284,-0.714853,167.410173, 0.946255,-0.755790,-0.010634,1
1777588241255,  5781.200,  5781.190, 0.961284,-0.714853,167.410173, 0.946255,-0.755790,-0.010634,1
1777588241265,  5781.200,  5781.190, 0.961284,-0.714853,167.410173, 0.946255,-0.755790,-0.010634,1
1777588241283,  5781.240,  5781.240, 0.961257,-0.715715,167.229473, 0.946027,-0.755776,-0.010596,1
1777588241293,  5781.240,  5781.240, 0.961257,-0.715715,167.229473, 0.946027,-0.755776,-0.010596,1
1777588241303,  5781.240,  5781.240, 0.961257,-0.715715,167.229473, 0.946027,-0.755776,-0.010596,1
1777588241313,  5781.240,  5781.240, 0.961257,-0.715715,167.229473, 0.946027,-0.755776,-0.010596,1
1777588241323,  5781.280,  5781.280, 0.960638,-0.716423,167.299472, 0.945323,-0.756383,-0.010941,1
1777588241334,  5781.280,  5781.280, 0.960638,-0.716423,167.299472, 0.945323,-0.756383,-0.010941,1
1777588241344,  5781.280,  5781.280, 0.960638,-0.716423,167.299472, 0.945323,-0.756383,-0.010941,1
1777588241354,  5781.280,  5781.280, 0.960638,-0.716423,167.299472, 0.945323,-0.756383,-0.010941,1
1777588241364,  5781.330,  5781.320, 0.962020,-0.716833,167.509354, 0.946223,-0.756753,-0.010470,1
1777588241374,  5781.330,  5781.320, 0.962020,-0.716833,167.509354, 0.946223,-0.756753,-0.010470,1
1777588241384,  5781.330,  5781.320, 0.962020,-0.716833,167.509354, 0.946223,-0.756753,-0.010470,1
1777588241394,  5781.330,  5781.320, 0.962020,-0.716833,167.509354, 0.946223,-0.756753,-0.010470,1
1777588241405,  5781.370,  5781.360, 0.961908,-0.717441,167.694737, 0.946697,-0.757141,-0.010721,1
1777588241415,  5781.370,  5781.360, 0.961908,-0.717441,167.694737, 0.946697,-0.757141,-0.010721,1
1777588241425,  5781.370,  5781.360, 0.961908,-0.717441,167.694737, 0.946697,-0.757141,-0.010721,1
1777588241435,  5781.370,  5781.360, 0.961908,-0.717441,167.694737, 0.946697,-0.757141,-0.010721,1
1777588241453,  5781.410,  5781.410, 0.961036,-0.717621,167.457519, 0.945748,-0.757560,-0.010884,1
1777588241463,  5781.410,  5781.410, 0.961036,-0.717621,167.457519, 0.945748,-0.757560,-0.010884,1
1777588241473,  5781.410,  5781.410, 0.961036,-0.717621,167.457519, 0.945748,-0.757560,-0.010884,1
1777588241483,  5781.410,  5781.410, 0.961036,-0.717621,167.457519, 0.945748,-0.757560,-0.010884,1
1777588241494,  5781.460,  5781.450, 0.960379,-0.716839,167.625786, 0.945035,-0.756730,-0.010594,1
1777588241504,  5781.460,  5781.450, 0.960379,-0.716839,167.625786, 0.945035,-0.756730,-0.010594,1
1777588241514,  5781.460,  5781.450, 0.960379,-0.716839,167.625786, 0.945035,-0.756730,-0.010594,1
1777588241524,  5781.460,  5781.450, 0.960379,-0.716839,167.625786, 0.945035,-0.756730,-0.010594,1
1777588241534,  5781.500,  5781.490, 0.960303,-0.716625,167.326613, 0.944855,-0.756294,-0.010339,1
1777588241544,  5781.500,  5781.490, 0.960303,-0.716625,167.326613, 0.944855,-0.756294,-0.010339,1
1777588241555,  5781.500,  5781.490, 0.960303,-0.716625,167.326613, 0.944855,-0.756294,-0.010339,1
1777588241565,  5781.500,  5781.490, 0.960303,-0.716625,167.326613, 0.944855,-0.756294,-0.010339,1
1777588241583,  5781.540,  5781.540, 0.960773,-0.717131,167.391250, 0.945241,-0.757385,-0.010169,1
1777588241593,  5781.540,  5781.540, 0.960773,-0.717131,167.391250, 0.945241,-0.757385,-0.010169,1
1777588241603,  5781.540,  5781.540, 0.960773,-0.717131,167.391250, 0.945241,-0.757385,-0.010169,1
1777588241613,  5781.540,  5781.540, 0.960773,-0.717131,167.391250, 0.945241,-0.757385,-0.010169,1
1777588241623,  5781.580,  5781.580, 0.961280,-0.716381,167.466573, 0.945748,-0.756653,-0.010033,1
1777588241633,  5781.580,  5781.580, 0.961280,-0.716381,167.466573, 0.945748,-0.756653,-0.010033,1
1777588241644,  5781.580,  5781.580, 0.961280,-0.716381,167.466573, 0.945748,-0.756653,-0.010033,1
1777588241654,  5781.580,  5781.580, 0.961280,-0.716381,167.466573, 0.945748,-0.756653,-0.010033,1
1777588241664,  5781.630,  5781.620, 0.961910,-0.715558,167.508887, 0.946437,-0.756124,-0.009735,1
1777588241674,  5781.630,  5781.620, 0.961910,-0.715558,167.508887, 0.946437,-0.756124,-0.009735,1
1777588241684,  5781.630,  5781.620, 0.961910,-0.715558,167.508887, 0.946437,-0.756124,-0.009735,1
1777588241694,  5781.630,  5781.620, 0.961910,-0.715558,167.508887, 0.946437,-0.756124,-0.009735,1
1777588241705,  5781.670,  5781.660, 0.961492,-0.715924,167.355891, 0.945835,-0.756433,-0.009768,1
1777588241715,  5781.670,  5781.660, 0.961492,-0.715924,167.355891, 0.945835,-0.756433,-0.009768,1
1777588241725,  5781.670,  5781.660, 0.961492,-0.715924,167.355891, 0.945835,-0.756433,-0.009768,1
1777588241735,  5781.670,  5781.660, 0.961492,-0.715924,167.355891, 0.945835,-0.756433,-0.009768,1
1777588241753,  5781.710,  5781.710, 0.961665,-0.715355,167.596547, 0.945724,-0.756065,-0.009770,1
1777588241763,  5781.710,  5781.710, 0.961665,-0.715355,167.596547, 0.945724,-0.756065,-0.009770,1
1777588241773,  5781.710,  5781.710, 0.961665,-0.715355,167.596547, 0.945724,-0.756065,-0.009770,1
1777588241783,  5781.710,  5781.710, 0.961665,-0.715355,167.596547, 0.945724,-0.756065,-0.009770,1
1777588241793,  5781.750,  5781.750, 0.962719,-0.716126,167.424142, 0.946776,-0.756855,-0.009668,1
1777588241804,  5781.750,  5781.750, 0.962719,-0.716126,167.424142, 0.946776,-0.756855,-0.009668,1
1777588241814,  5781.750,  5781.750, 0.962719,-0.716126,167.424142, 0.946776,-0.756855,-0.009668,1
1777588241824,  5781.750,  5781.750, 0.962719,-0.716126,167.424142, 0.946776,-0.756855,-0.009668,1
1777588241834,  5781.800,  5781.790, 0.963052,-0.715859,167.486448, 0.946774,-0.756709,-0.009791,1
1777588241844,  5781.800,  5781.790, 0.963052,-0.715859,167.486448, 0.946774,-0.756709,-0.009791,1
1777588241854,  5781.800,  5781.790, 0.963052,-0.715859,167.486448, 0.946774,-0.756709,-0.009791,1
1777588241865,  5781.800,  5781.790, 0.963052,-0.715859,167.486448, 0.946774,-0.756709,-0.009791,1
1777588241875,  5781.840,  5781.830, 0.963441,-0.716277,167.198213, 0.947378,-0.756673,-0.009445,1
1777588241885,  5781.840,  5781.830, 0.963441,-0.716277,167.198213, 0.947378,-0.756673,-0.009445,1
1777588241895,  5781.840,  5781.830, 0.963441,-0.716277,167.198213, 0.947378,-0.756673,-0.009445,1
1777588241905,  5781.840,  5781.830, 0.963441,-0.716277,167.198213, 0.947378,-0.756673,-0.009445,1
1777588241923,  5781.880,  5781.880, 0.963684,-0.715873,167.363332, 0.947737,-0.756664,-0.009510,1
1777588241933,  5781.880,  5781.880, 0.963684,-0.715873,167.363332, 0.947737,-0.756664,-0.009510,1
1777588241943,  5781.880,  5781.880, 0.963684,-0.715873,167.363332, 0.947737,-0.756664,-0.009510,1
1777588241953,  5781.880,  5781.880, 0.963684,-0.715873,167.363332, 0.947737,-0.756664,-0.009510,1
1777588241964,  5781.930,  5781.920, 0.963538,-0.715922,167.574146, 0.947708,-0.756761,-0.009723,1
1777588241974,  5781.930,  5781.920, 0.963538,-0.715922,167.574146, 0.947708,-0.756761,-0.009723,1
1777588241984,  5781.930,  5781.920, 0.963538,-0.715922,167.574146, 0.947708,-0.756761,-0.009723,1
1777588241994,  5781.930,  5781.920, 0.963538,-0.715922,167.574146, 0.947708,-0.756761,-0.009723,1
1777588242004,  5781.970,  5781.960, 0.963457,-0.715629,167.334520, 0.947094,-0.756655,-0.009434,1
1777588242015,  5781.970,  5781.960, 0.963457,-0.715629,167.334520, 0.947094,-0.756655,-0.009434,1
1777588242025,  5781.970,  5781.960, 0.963457,-0.715629,167.334520, 0.947094,-0.756655,-0.009434,1
1777588242035,  5781.970,  5781.960, 0.963457,-0.715629,167.334520, 0.947094,-0.756655,-0.009434,1
1777588242053,  5782.010,  5782.010, 0.963459,-0.715886,167.474480, 0.947239,-0.757033,-0.009352,1
1777588242063,  5782.010,  5782.010, 0.963459,-0.715886,167.474480, 0.947239,-0.757033,-0.009352,1
1777588242073,  5782.010,  5782.010, 0.963459,-0.715886,167.474480, 0.947239,-0.757033,-0.009352,1
1777588242083,  5782.010,  5782.010, 0.963459,-0.715886,167.474480, 0.947239,-0.757033,-0.009352,1
1777588242093,  5782.050,  5782.050, 0.963531,-0.715409,167.515435, 0.947309,-0.756575,-0.008983,1
1777588242103,  5782.050,  5782.050, 0.963531,-0.715409,167.515435, 0.947309,-0.756575,-0.008983,1
1777588242114,  5782.050,  5782.050, 0.963531,-0.715409,167.515435, 0.947309,-0.756575,-0.008983,1
1777588242124,  5782.050,  5782.050, 0.963531,-0.715409,167.515435, 0.947309,-0.756575,-0.008983,1
1777588242134,  5782.100,  5782.090, 0.964338,-0.715002,167.437683, 0.948342,-0.756573,-0.008829,1
1777588242144,  5782.100,  5782.090, 0.964338,-0.715002,167.437683, 0.948342,-0.756573,-0.008829,1
1777588242154,  5782.100,  5782.090, 0.964338,-0.715002,167.437683, 0.948342,-0.756573,-0.008829,1
1777588242164,  5782.100,  5782.090, 0.964338,-0.715002,167.437683, 0.948342,-0.756573,-0.008829,1
1777588242175,  5782.140,  5782.130, 0.963615,-0.715361,167.529209, 0.947382,-0.757130,-0.008459,1
1777588242185,  5782.140,  5782.130, 0.963615,-0.715361,167.529209, 0.947382,-0.757130,-0.008459,1
1777588242195,  5782.140,  5782.130, 0.963615,-0.715361,167.529209, 0.947382,-0.757130,-0.008459,1
1777588242205,  5782.140,  5782.130, 0.963615,-0.715361,167.529209, 0.947382,-0.757130,-0.008459,1
1777588242223,  5782.180,  5782.180, 0.963980,-0.715204,167.361486, 0.947731,-0.756649,-0.008357,1
1777588242233,  5782.180,  5782.180, 0.963980,-0.715204,167.361486, 0.947731,-0.756649,-0.008357,1
1777588242243,  5782.180,  5782.180, 0.963980,-0.715204,167.361486, 0.947731,-0.756649,-0.008357,0
1777588242253,  5782.180,  5782.180, 0.963980,-0.715204,167.361486, 0.947731,-0.756649,-0.008357,0
1777588242264,  5782.220,  5782.220, 0.963297,-0.714653,167.549939, 0.947067,-0.756043,-0.008500,0
1777588242274,  5782.220,  5782.220, 0.963297,-0.714653,167.549939, 0.947067,-0.756043,-0.008500,0
1777588242284,  5782.220,  5782.220, 0.963297,-0.714653,167.549939, 0.947067,-0.756043,-0.008500,0
1777588242294,  5782.220,  5782.220, 0.963297,-0.714653,167.549939, 0.947067,-0.756043,-0.008500,0
1777588242304,  5782.270,  5782.260, 0.963167,-0.714848,167.278256, 0.947385,-0.756249,-0.008433,0
1777588242314,  5782.270,  5782.260, 0.963167,-0.714848,167.278256, 0.947385,-0.756249,-0.008433,0
1777588242325,  5782.270,  5782.260, 0.963167,-0.714848,167.278256, 0.947385,-0.756249,-0.008433,0
1777588242335,  5782.270,  5782.260, 0.963167,-0.714848,167.278256, 0.947385,-0.756249,-0.008433,0
1777588242345,  5782.310,  5782.300, 0.963285,-0.715277,167.420898, 0.946609,-0.756729,-0.008492,0
1777588242355,  5782.310,  5782.300, 0.963285,-0.715277,167.420898, 0.946609,-0.756729,-0.008492,0
1777588242365,  5782.310,  5782.300, 0.963285,-0.715277,167.420898, 0.946609,-0.756729,-0.008492,0
1777588242375,  5782.310,  5782.300, 0.963285,-0.715277,167.420898, 0.946609,-0.756729,-0.008492,0
1777588242393,  5782.350,  5782.350, 0.963200,-0.714911,167.295314, 0.946891,-0.756553,-0.008276,0
1777588242403,  5782.350,  5782.350, 0.963200,-0.714911,167.295314, 0.946891,-0.756553,-0.008276,0
1777588242413,  5782.350,  5782.350, 0.963200,-0.714911,167.295314, 0.946891,-0.756553,-0.008276,0
1777588242424,  5782.350,  5782.350, 0.963200,-0.714911,167.295314, 0.946891,-0.756553,-0.008276,0
1777588242434,  5782.400,  5782.390, 0.963279,-0.715486,167.471139, 0.947500,-0.757192,-0.008515,0
1777588242444,  5782.400,  5782.390, 0.963279,-0.715486,167.471139, 0.947500,-0.757192,-0.008515,0
1777588242454,  5782.400,  5782.390, 0.963279,-0.715486,167.471139, 0.947500,-0.757192,-0.008515,0
1777588242464,  5782.400,  5782.390, 0.963279,-0.715486,167.471139, 0.947500,-0.757192,-0.008515,0
1777588242475,  5782.440,  5782.430, 0.963432,-0.715232,167.380273, 0.946960,-0.756917,-0.008648,0
1777588242485,  5782.440,  5782.430, 0.963432,-0.715232,167.380273, 0.946960,-0.756917,-0.008648,0
1777588242495,  5782.440,  5782.430, 0.963432,-0.715232,167.380273, 0.946960,-0.756917,-0.008648,0
1777588242505,  5782.440,  5782.430, 0.963432,-0.715232,167.380273, 0.946960,-0.756917,-0.008648,0
1777588242523,  5782.480,  5782.480, 0.964303,-0.714409,167.556350, 0.948047,-0.756077,-0.008606,0
1777588242533,  5782.480,  5782.480, 0.964303,-0.714409,167.556350, 0.948047,-0.756077,-0.008606,0
1777588242543,  5782.480,  5782.480, 0.964303,-0.714409,167.556350, 0.948047,-0.756077,-0.008606,0
1777588242553,  5782.480,  5782.480, 0.964303,-0.714409,167.556350, 0.948047,-0.756077,-0.008606,0
1777588242563,  5782.520,  5782.520, 0.964198,-0.714394,167.504555, 0.947428,-0.756320,-0.008309,0
1777588242574,  5782.520,  5782.520, 0.964198,-0.714394,167.504555, 0.947428,-0.756320,-0.008309,0
1777588242584,  5782.520,  5782.520, 0.964198,-0.714394,167.504555, 0.947428,-0.756320,-0.008309,0
1777588242594,  5782.520,  5782.520, 0.964198,-0.714394,167.504555, 0.947428,-0.756320,-0.008309,0
1777588242604,  5782.570,  5782.560, 0.963514,-0.713998,167.511840, 0.946882,-0.756100,-0.008793,0
1777588242614,  5782.570,  5782.560, 0.963514,-0.713998,167.511840, 0.946882,-0.756100,-0.008793,0
1777588242624,  5782.570,  5782.560, 0.963514,-0.713998,167.511840, 0.946882,-0.756100,-0.008793,0
1777588242635,  5782.570,  5782.560, 0.963514,-0.713998,167.511840, 0.946882,-0.756100,-0.008793,0
1777588242645,  5782.610,  5782.600, 0.963685,-0.712508,167.508130, 0.946856,-0.754471,-0.008852,0
1777588242655,  5782.610,  5782.600, 0.963685,-0.712508,167.508130, 0.946856,-0.754471,-0.008852,0
1777588242665,  5782.610,  5782.600, 0.963685,-0.712508,167.508130, 0.946856,-0.754471,-0.008852,0
1777588242675,  5782.610,  5782.600, 0.963685,-0.712508,167.508130, 0.946856,-0.754471,-0.008852,0
1777588242693,  5782.650,  5782.650, 0.961415,-0.712128,167.328672, 0.944647,-0.754098,-0.009251,0
1777588242703,  5782.650,  5782.650, 0.961415,-0.712128,167.328672, 0.944647,-0.754098,-0.009251,0
1777588242713,  5782.650,  5782.650, 0.961415,-0.712128,167.328672, 0.944647,-0.754098,-0.009251,0
1777588242723,  5782.650,  5782.650, 0.961415,-0.712128,167.328672, 0.944647,-0.754098,-0.009251,0
1777588242734,  5782.700,  5782.690, 0.960409,-0.710962,167.356921, 0.944052,-0.753348,-0.008954,0
1777588242744,  5782.700,  5782.690, 0.960409,-0.710962,167.356921, 0.944052,-0.753348,-0.008954,0
1777588242754,  5782.700,  5782.690, 0.960409,-0.710962,167.356921, 0.944052,-0.753348,-0.008954,0
1777588242764,  5782.700,  5782.690, 0.960409,-0.710962,167.356921, 0.944052,-0.753348,-0.008954,0
1777588242774,  5782.740,  5782.730, 0.959524,-0.710555,167.331353, 0.943195,-0.752845,-0.008646,0
1777588242785,  5782.740,  5782.730, 0.959524,-0.710555,167.331353, 0.943195,-0.752845,-0.008646,0
1777588242795,  5782.740,  5782.730, 0.959524,-0.710555,167.331353, 0.943195,-0.752845,-0.008646,0
1777588242805,  5782.740,  5782.730, 0.959524,-0.710555,167.331353, 0.943195,-0.752845,-0.008646,0
1777588242823,  5782.780,  5782.780, 0.959449,-0.710335,167.426998, 0.942572,-0.752573,-0.008300,0
1777588242833,  5782.780,  5782.780, 0.959449,-0.710335,167.426998, 0.942572,-0.752573,-0.008300,0
1777588242843,  5782.780,  5782.780, 0.959449,-0.710335,167.426998, 0.942572,-0.752573,-0.008300,0
1777588242853,  5782.780,  5782.780, 0.959449,-0.710335,167.426998, 0.942572,-0.752573,-0.008300,0
1777588242863,  5782.820,  5782.820, 0.959437,-0.709785,167.453187, 0.942568,-0.752046,-0.008157,0
1777588242873,  5782.820,  5782.820, 0.959437,-0.709785,167.453187, 0.942568,-0.752046,-0.008157,0
1777588242883,  5782.820,  5782.820, 0.959437,-0.709785,167.453187, 0.942568,-0.752046,-0.008157,0
1777588242894,  5782.820,  5782.820, 0.959437,-0.709785,167.453187, 0.942568,-0.752046,-0.008157,0
1777588242904,  5782.870,  5782.860, 0.959860,-0.709670,167.421014, 0.942528,-0.752402,-0.007945,0
1777588242914,  5782.870,  5782.860, 0.959860,-0.709670,167.421014, 0.942528,-0.752402,-0.007945,0
1777588242924,  5782.870,  5782.860, 0.959860,-0.709670,167.421014, 0.942528,-0.752402,-0.007945,0
1777588242934,  5782.870,  5782.860, 0.959860,-0.709670,167.421014, 0.942528,-0.752402,-0.007945,0
1777588242945,  5782.910,  5782.900, 0.960510,-0.709737,167.490625, 0.943237,-0.752543,-0.008197,0
1777588242955,  5782.910,  5782.900, 0.960510,-0.709737,167.490625, 0.943237,-0.752543,-0.008197,0
1777588242965,  5782.910,  5782.900, 0.960510,-0.709737,167.490625, 0.943237,-0.752543,-0.008197,0
1777588242975,  5782.910,  5782.900, 0.960510,-0.709737,167.490625, 0.943237,-0.752543,-0.008197,0
1777588242993,  5782.950,  5782.950, 0.961101,-0.708542,167.371278, 0.943776,-0.751182,-0.007471,0
1777588243003,  5782.950,  5782.950, 0.961101,-0.708542,167.371278, 0.943776,-0.751182,-0.007471,0
1777588243013,  5782.950,  5782.950, 0.961101,-0.708542,167.371278, 0.943776,-0.751182,-0.007471,0
1777588243023,  5782.950,  5782.950, 0.961101,-0.708542,167.371278, 0.943776,-0.751182,-0.007471,0
1777588243033,  5782.990,  5782.990, 0.961406,-0.708366,167.468224, 0.944074,-0.751031,-0.007706,0
1777588243044,  5782.990,  5782.990, 0.961406,-0.708366,167.468224, 0.944074,-0.751031,-0.007706,0
1777588243054,  5782.990,  5782.990, 0.961406,-0.708366,167.468224, 0.944074,-0.751031,-0.007706,0
1777588243064,  5782.990,  5782.990, 0.961406,-0.708366,167.468224, 0.944074,-0.751031,-0.007706,0
1777588243074,  5783.040,  5783.030, 0.961810,-0.708554,167.625398, 0.944289,-0.751146,-0.007693,0
1777588243084,  5783.040,  5783.030, 0.961810,-0.708554,167.625398, 0.944289,-0.751146,-0.007693,0
1777588243094,  5783.040,  5783.030, 0.961810,-0.708554,167.625398, 0.944289,-0.751146,-0.007693,0
1777588243105,  5783.040,  5783.030, 0.961810,-0.708554,167.625398, 0.944289,-0.751146,-0.007693,0
1777588243115,  5783.080,  5783.070, 0.962209,-0.708436,167.462124, 0.944779,-0.750776,-0.007290,0
1777588243125,  5783.080,  5783.070, 0.962209,-0.708436,167.462124, 0.944779,-0.750776,-0.007290,0
1777588243135,  5783.080,  5783.070, 0.962209,-0.708436,167.462124, 0.944779,-0.750776,-0.007290,0
1777588243145,  5783.080,  5783.070, 0.962209,-0.708436,167.462124, 0.944779,-0.750776,-0.007290,0
1777588243163,  5783.120,  5783.120, 0.960969,-0.707740,167.554466, 0.943373,-0.750796,-0.007010,0
1777588243173,  5783.120,  5783.120, 0.960969,-0.707740,167.554466, 0.943373,-0.750796,-0.007010,0
1777588243183,  5783.120,  5783.120, 0.960969,-0.707740,167.554466, 0.943373,-0.750796,-0.007010,0
1777588243193,  5783.120,  5783.120, 0.960969,-0.707740,167.554466, 0.943373,-0.750796,-0.007010,0
1777588243204,  5783.170,  5783.160, 0.960376,-0.707338,167.392163, 0.942889,-0.750333,-0.007377,0
1777588243214,  5783.170,  5783.160, 0.960376,-0.707338,167.392163, 0.942889,-0.750333,-0.007377,0
1777588243224,  5783.170,  5783.160, 0.960376,-0.707338,167.392163, 0.942889,-0.750333,-0.007377,0
1777588243234,  5783.170,  5783.160, 0.960376,-0.707338,167.392163, 0.942889,-0.750333,-0.007377,0
1777588243244,  5783.210,  5783.200, 0.959909,-0.707618,167.533852, 0.942402,-0.751039,-0.007960,0
1777588243255,  5783.210,  5783.200, 0.959909,-0.707618,167.533852, 0.942402,-0.751039,-0.007960,0
1777588243265,  5783.210,  5783.200, 0.959909,-0.707618,167.533852, 0.942402,-0.751039,-0.007960,0
1777588243275,  5783.210,  5783.200, 0.959909,-0.707618,167.533852, 0.942402,-0.751039,-0.007960,0
1777588243293,  5783.250,  5783.250, 0.959359,-0.707566,167.534066, 0.941811,-0.750653,-0.007702,0
1777588243303,  5783.250,  5783.250, 0.959359,-0.707566,167.534066, 0.941811,-0.750653,-0.007702,0
1777588243313,  5783.250,  5783.250, 0.959359,-0.707566,167.534066, 0.941811,-0.750653,-0.007702,0
1777588243323,  5783.250,  5783.250, 0.959359,-0.707566,167.534066, 0.941811,-0.750653,-0.007702,0
1777588243333,  5783.290,  5783.290, 0.958925,-0.707924,167.486564, 0.941378,-0.751024,-0.008111,0
1777588243343,  5783.290,  5783.290, 0.958925,-0.707924,167.486564, 0.941378,-0.751024,-0.008111,0
1777588243354,  5783.290,  5783.290, 0.958925,-0.707924,167.486564, 0.941378,-0.751024,-0.008111,0
1777588243364,  5783.290,  5783.290, 0.958925,-0.707924,167.486564, 0.941378,-0.751024,-0.008111,0
1777588243374,  5783.340,  5783.330, 0.959675,-0.708392,167.422452, 0.941382,-0.751692,-0.008028,0
