Time,fGPS_ts,estOrientQuaternion[0],estOrientQuaternion[1],estOrientQuaternion[2],estOrientQuaternion[3],estOrientQuaternion:valid,flag
1778109209149,  1220.707, 0.999941, 0.008376, 0.006952,-0.000013,1,0
1778109209149,  1220.711, 0.999941, 0.008377, 0.006951,-0.000013,1,0
1778109209149,  1220.717, 0.999941, 0.008382, 0.006952,-0.000014,1,0
1778109209149,  1220.721, 0.999941, 0.008384, 0.006953,-0.000015,1,0
1778109209149,  1220.726, 0.999941, 0.008385, 0.006954,-0.000014,1,0
1778109209149,  1220.731, 0.999941, 0.008384, 0.006953,-0.000015,1,0
1778109209150,  1220.736, 0.999941, 0.008385, 0.006950,-0.000017,1,0
1778109209150,  1220.741, 0.999941, 0.008387, 0.006949,-0.000016,1,0
1778109209150,  1220.745, 0.999941, 0.008388, 0.006948,-0.000015,1,0
1778109209150,  1220.751, 0.999941, 0.008384, 0.006948,-0.000015,1,0
1778109209150,  1220.753, 0.999941, 0.008383, 0.006949,-0.000015,1,0
1778109209155,  1236.777, 0.999941, 0.008384, 0.006949,-0.000015,1,0
1778109209166,  1236.782, 0.999941, 0.008450, 0.006891,-0.000047,1,0
1778109209177,  1236.787, 0.999941, 0.008450, 0.006893,-0.000045,1,0
1778109209187,  1236.791, 0.999941, 0.008450, 0.006893,-0.000043,1,0
1778109209198,  1236.796, 0.999941, 0.008456, 0.006894,-0.000041,1,0
1778109209209,  1236.801, 0.999940, 0.008457, 0.006892,-0.000041,1,0
1778109209220,  1236.805, 0.999940, 0.008459, 0.006891,-0.000040,1,0
1778109209230,  1236.810, 0.999940, 0.008460, 0.006890,-0.000040,1,0
1778109209241,  1236.815, 0.999940, 0.008462, 0.006890,-0.000040,1,0
1778109209252,  1236.819, 0.999940, 0.008463, 0.006890,-0.000040,1,0
1778109209263,  1236.871, 0.999941, 0.008466, 0.006874,-0.000042,1,0
1778109209273,  1236.875, 0.999941, 0.008466, 0.006872,-0.000041,1,0
1778109209284,  1236.879, 0.999941, 0.008464, 0.006870,-0.000037,1,0
1778109209295,  1236.885, 0.999941, 0.008463, 0.006871,-0.000036,1,0
1778109209306,  1236.889, 0.999941, 0.008463, 0.006876,-0.000035,1,0
1778109209316,  1236.893, 0.999941, 0.008462, 0.006880,-0.000034,1,0
1778109209327,  1236.899, 0.999941, 0.008465, 0.006881,-0.000034,1,0
1778109209338,  1236.903, 0.999940, 0.008466, 0.006884,-0.000036,1,0
1778109209349,  1236.907, 0.999940, 0.008466, 0.006882,-0.000036,1,0
1778109209360,  1236.913, 0.999941, 0.008463, 0.006882,-0.000039,1,0
1778109209370,  1236.917, 0.999941, 0.008460, 0.006882,-0.000040,1,0
1778109209381,  1236.921, 0.999941, 0.008459, 0.006882,-0.000042,1,0
