FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,05/06/26 22:22:53.894965504
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:orientQuaternion,Matrix,100Hz[1x4],,,,,,

DATA_START
Time,inertial-6286.188861:orientQuaternion[0-0],inertial-6286.188861:orientQuaternion[0-1],inertial-6286.188861:orientQuaternion[0-2],inertial-6286.188861:orientQuaternion[0-3]
1778106173894965504,0.052309,-0.006890,-0.004349,-0.998598
1778106173904963584,0.052763,-0.006899,-0.004283,-0.998574
1778106173915123712,0.054891,-0.006896,-0.004224,-0.998460
1778106173925263872,0.055408,-0.006897,-0.004142,-0.998431
1778106173935383552,0.047508,-0.006936,-0.003991,-0.998839
1778106173945483264,0.050073,-0.006935,-0.003902,-0.998714
1778106173955563008,0.055256,-0.006928,-0.003822,-0.998441
1778106173965623040,0.052389,-0.006950,-0.003675,-0.998596
1778106173975663104,0.058124,-0.006940,-0.003585,-0.998279
1778106173985682944,0.055126,-0.006960,-0.003428,-0.998449
1778106173995682816,0.050102,-0.006988,-0.003250,-0.998714
1778106174005662720,0.048436,-0.007004,-0.003093,-0.998797
1778106174015622656,0.060398,-0.006974,-0.003026,-0.998145
1778106174025563392,0.054276,-0.007006,-0.002829,-0.998497
1778106174035484160,0.052587,-0.007024,-0.002660,-0.998588
1778106174045384960,0.052287,-0.007036,-0.002498,-0.998604
1778106174055266048,0.056590,-0.007040,-0.002368,-0.998370
1778106174065127936,0.052199,-0.007065,-0.002180,-0.998609
1778106174074970112,0.056159,-0.007071,-0.002047,-0.998395
1778106174084792576,0.057809,-0.007081,-0.001907,-0.998301
1778106174094970624,0.057101,-0.007093,-0.001755,-0.998342
1778106174105128704,0.051996,-0.007113,-0.001578,-0.998621
1778106174115266304,0.056041,-0.007120,-0.001478,-0.998402
1778106174125384448,0.055834,-0.007128,-0.001364,-0.998414
1778106174135482112,0.057517,-0.007141,-0.001281,-0.998318
1778106174145559808,0.057603,-0.007150,-0.001195,-0.998313
1778106174155617280,0.056479,-0.007157,-0.001115,-0.998378
1778106174165655040,0.061221,-0.007155,-0.001095,-0.998098
1778106174175672832,0.060266,-0.007163,-0.001046,-0.998156
1778106174185670656,0.051340,-0.007177,-0.000943,-0.998655
1778106174195648512,0.060503,-0.007174,-0.000979,-0.998142
1778106174205607168,0.057412,-0.007177,-0.000941,-0.998324
1778106174215546112,0.059692,-0.007180,-0.000951,-0.998191
1778106174225465600,0.054005,-0.007187,-0.000910,-0.998514
1778106174235365376,0.056023,-0.007181,-0.000927,-0.998403
1778106174245245440,0.059984,-0.007175,-0.000965,-0.998173
1778106174255105792,0.057429,-0.007179,-0.000954,-0.998323
1778106174264946688,0.049109,-0.007183,-0.000904,-0.998767
1778106174274768128,0.059019,-0.007174,-0.000980,-0.998231
1778106174284942592,0.053077,-0.007181,-0.000948,-0.998564
1778106174295096832,0.057811,-0.007177,-0.000998,-0.998301
1778106174305230848,0.056824,-0.007176,-0.001005,-0.998358
1778106174315344896,0.048958,-0.007184,-0.000969,-0.998775
1778106174325438464,0.060732,-0.007173,-0.001078,-0.998128
1778106174335512576,0.050862,-0.007181,-0.001036,-0.998679
1778106174345566464,0.059914,-0.007166,-0.001143,-0.998177
1778106174355600384,0.054740,-0.007170,-0.001151,-0.998474
1778106174365614592,0.058689,-0.007161,-0.001231,-0.998250
1778106174375609088,0.051613,-0.007165,-0.001234,-0.998641
1778106174385583872,0.058469,-0.007153,-0.001338,-0.998263
1778106174395538688,0.057435,-0.007147,-0.001386,-0.998323
1778106174405473536,0.054787,-0.007146,-0.001425,-0.998471
1778106174415388672,0.053531,-0.007145,-0.001470,-0.998540
1778106174425284096,0.054482,-0.007138,-0.001521,-0.998488
1778106174435160064,0.051699,-0.007140,-0.001544,-0.998636
1778106174445016320,0.055682,-0.007132,-0.001613,-0.998422
1778106174454852864,0.056325,-0.007131,-0.001658,-0.998386
1778106174464851968,0.053666,-0.007131,-0.001679,-0.998532
1778106174475012608,0.059006,-0.007118,-0.001759,-0.998231
1778106174485153024,0.052339,-0.007122,-0.001748,-0.998603
1778106174495273728,0.056216,-0.007111,-0.001813,-0.998392
1778106174505374208,0.060112,-0.007100,-0.001884,-0.998165
1778106174515454464,0.049526,-0.007118,-0.001855,-0.998746
1778106174525514496,0.060368,-0.007095,-0.001980,-0.998149
1778106174535554560,0.057923,-0.007093,-0.002012,-0.998294
1778106174545574912,0.054738,-0.007097,-0.002036,-0.998474
1778106174555575296,0.054559,-0.007090,-0.002083,-0.998483
1778106174565555712,0.058917,-0.007073,-0.002162,-0.998235
1778106174575516160,0.055735,-0.007078,-0.002191,-0.998418
1778106174585457152,0.057715,-0.007071,-0.002258,-0.998305
1778106174595378432,0.052128,-0.007082,-0.002269,-0.998613
1778106174605279744,0.057131,-0.007068,-0.002357,-0.998339
1778106174615161344,0.054516,-0.007069,-0.002395,-0.998485
1778106174625023232,0.055952,-0.007063,-0.002465,-0.998406
1778106174634865664,0.048769,-0.007073,-0.002476,-0.998782
1778106174644688640,0.058324,-0.007043,-0.002602,-0.998270
1778106174654866688,0.048401,-0.007064,-0.002589,-0.998800
1778106174665024768,0.053814,-0.007048,-0.002686,-0.998523
1778106174675162368,0.054819,-0.007044,-0.002749,-0.998468
1778106174685280256,0.062683,-0.007022,-0.002860,-0.998005
1778106174695377920,0.062988,-0.007017,-0.002916,-0.997985
1778106174705455616,0.053115,-0.007042,-0.002904,-0.998559
1778106174715513088,0.054852,-0.007030,-0.002971,-0.998465
1778106174725551104,0.053567,-0.007025,-0.003009,-0.998535
1778106174735569408,0.057025,-0.007007,-0.003078,-0.998343
1778106174745567744,0.067114,-0.006971,-0.003193,-0.997716
1778106174755546112,0.058554,-0.006993,-0.003168,-0.998255
1778106174765505024,0.052486,-0.007012,-0.003149,-0.998592
1778106174775443968,0.056569,-0.006999,-0.003191,-0.998369
1778106174785363200,0.053817,-0.007006,-0.003175,-0.998521
1778106174795262976,0.052953,-0.007007,-0.003166,-0.998567
1778106174805142784,0.054771,-0.007000,-0.003172,-0.998469
1778106174815003136,0.051305,-0.007008,-0.003139,-0.998654
1778106174824844032,0.059566,-0.006979,-0.003190,-0.998195
1778106174834665472,0.056790,-0.006990,-0.003171,-0.998357
1778106174844841472,0.057797,-0.006989,-0.003185,-0.998299
1778106174854996992,0.056803,-0.006988,-0.003181,-0.998356
1778106174865132032,0.055247,-0.006992,-0.003180,-0.998443
1778106174875247104,0.057697,-0.006985,-0.003204,-0.998305
1778106174885342208,0.055610,-0.006993,-0.003199,-0.998423
1778106174895417344,0.058285,-0.006976,-0.003215,-0.998270
1778106174905472256,0.053658,-0.006993,-0.003174,-0.998530
1778106174915507456,0.053334,-0.006999,-0.003168,-0.998547
1778106174925523200,0.061427,-0.006976,-0.003222,-0.998082
1778106174935520512,0.055835,-0.006999,-0.003157,-0.998411
1778106174945497856,0.055666,-0.007001,-0.003127,-0.998420
1778106174955455232,0.059184,-0.006986,-0.003132,-0.998218
1778106174965392640,0.058126,-0.006997,-0.003089,-0.998280
1778106174975310336,0.055422,-0.007008,-0.003032,-0.998434
1778106174985208576,0.050610,-0.007016,-0.002979,-0.998689
1778106174995086848,0.051677,-0.007010,-0.002981,-0.998635
1778106175004945664,0.047874,-0.007015,-0.002975,-0.998824
1778106175014784512,0.059606,-0.006979,-0.003128,-0.998193
1778106175024786688,0.058244,-0.006987,-0.003295,-0.998273
1778106175034950912,0.052381,-0.006927,-0.003549,-0.998597
1778106175045095168,0.053686,-0.006898,-0.003875,-0.998527
1778106175055219456,0.050543,-0.006892,-0.004333,-0.998689
1778106175065323264,0.051338,-0.006873,-0.004814,-0.998646
1778106175075407104,0.060983,-0.006785,-0.005301,-0.998102
1778106175085470976,0.057659,-0.006749,-0.005656,-0.998298
1778106175095514880,0.057005,-0.006750,-0.006013,-0.998333
1778106175105538816,0.054499,-0.006748,-0.006243,-0.998472
1778106175115542528,0.059082,-0.006660,-0.006470,-0.998210
1778106175125527296,0.053644,-0.006656,-0.006557,-0.998516
1778106175135492096,0.059740,-0.006620,-0.006743,-0.998169
1778106175145436928,0.058762,-0.006656,-0.006904,-0.998226
1778106175155362304,0.054144,-0.006690,-0.006940,-0.998487
1778106175165267968,0.056929,-0.006652,-0.006911,-0.998332
1778106175175153920,0.056955,-0.006643,-0.006772,-0.998332
1778106175185020160,0.052806,-0.006692,-0.006580,-0.998561
1778106175194867200,0.056890,-0.006679,-0.006458,-0.998337
1778106175204694528,0.056159,-0.006676,-0.006469,-0.998379
1778106175214687232,0.051972,-0.006628,-0.006687,-0.998604
1778106175224845312,0.059038,-0.006502,-0.007094,-0.998209
1778106175234983680,0.051232,-0.006581,-0.007556,-0.998637
1778106175245101824,0.054323,-0.006601,-0.008087,-0.998469
1778106175255199744,0.053945,-0.006554,-0.008484,-0.998486
1778106175265277440,0.055287,-0.006493,-0.008870,-0.998410
1778106175275335680,0.054052,-0.006515,-0.009305,-0.998474
1778106175285374208,0.049759,-0.006541,-0.009638,-0.998693
1778106175295392512,0.050912,-0.006451,-0.009850,-0.998634
1778106175305391616,0.048659,-0.006441,-0.009947,-0.998745
1778106175315371008,0.044315,-0.006527,-0.009988,-0.998946
1778106175325330432,0.052804,-0.006414,-0.010052,-0.998534
1778106175335269888,0.049090,-0.006393,-0.010010,-0.998724
1778106175345189632,0.054511,-0.006357,-0.010052,-0.998442
1778106175355089920,0.049664,-0.006418,-0.009989,-0.998695
1778106175364970496,0.046823,-0.006466,-0.009888,-0.998833
1778106175374831360,0.054078,-0.006389,-0.009818,-0.998468
1778106175384672512,0.055950,-0.006338,-0.009733,-0.998366
1778106175394493952,0.055801,-0.006338,-0.009747,-0.998374
1778106175404669952,0.052315,-0.006380,-0.009820,-0.998562
1778106175414825728,0.056725,-0.006315,-0.009931,-0.998321
1778106175424961280,0.058706,-0.006281,-0.010037,-0.998205
1778106175435077120,0.051057,-0.006346,-0.010120,-0.998624
1778106175445172736,0.054152,-0.006329,-0.010346,-0.998459
1778106175455248384,0.052973,-0.006343,-0.010635,-0.998519
1778106175465303808,0.052682,-0.006307,-0.010953,-0.998531
1778106175475339264,0.047889,-0.006320,-0.011262,-0.998769
1778106175485355008,0.048124,-0.006287,-0.011647,-0.998754
1778106175495350784,0.054970,-0.006179,-0.012091,-0.998396
1778106175505326592,0.051109,-0.006190,-0.012467,-0.998596
1778106175515283456,0.047682,-0.006200,-0.012874,-0.998760
1778106175525220608,0.056780,-0.006046,-0.013400,-0.998278
1778106175535138304,0.047029,-0.006149,-0.013835,-0.998779
1778106175545036032,0.051270,-0.006063,-0.014337,-0.998564
1778106175554914048,0.048374,-0.006059,-0.014757,-0.998702
1778106175564772352,0.050676,-0.005999,-0.015197,-0.998582
1778106175574611456,0.049752,-0.006000,-0.015616,-0.998622
1778106175584613376,0.049288,-0.005969,-0.016036,-0.998638
1778106175594778112,0.051512,-0.005890,-0.016471,-0.998519
1778106175604922624,0.048953,-0.005947,-0.016870,-0.998641
1778106175615046912,0.049007,-0.005932,-0.017250,-0.998632
1778106175625151232,0.051735,-0.005776,-0.017642,-0.998488
1778106175635235584,0.047751,-0.005751,-0.018079,-0.998679
1778106175645299968,0.051090,-0.005701,-0.018639,-0.998504
1778106175655344384,0.045135,-0.005840,-0.019029,-0.998783
1778106175665368832,0.054469,-0.005634,-0.019293,-0.998313
1778106175675373312,0.051543,-0.005643,-0.019355,-0.998467
1778106175685357824,0.046154,-0.005755,-0.019432,-0.998729
1778106175695322880,0.054416,-0.005590,-0.019634,-0.998310
1778106175705267968,0.046704,-0.005718,-0.019766,-0.998697
1778106175715193088,0.050032,-0.005605,-0.019924,-0.998533
1778106175725098496,0.047945,-0.005615,-0.020011,-0.998634
1778106175734984448,0.044799,-0.005674,-0.020137,-0.998777
1778106175744850688,0.056493,-0.005409,-0.020413,-0.998180
1778106175754698240,0.047492,-0.005581,-0.020694,-0.998642
1778106175764526080,0.049527,-0.005594,-0.021117,-0.998534
1778106175774520064,0.051866,-0.005551,-0.021437,-0.998409
1778106175784679680,0.052479,-0.005531,-0.021596,-0.998373
1778106175794819328,0.056848,-0.005406,-0.021652,-0.998133
1778106175804939008,0.050324,-0.005482,-0.021633,-0.998484
1778106175815038464,0.051182,-0.005428,-0.021737,-0.998438
1778106175825117696,0.054052,-0.005344,-0.021948,-0.998283
1778106175835176960,0.051193,-0.005380,-0.022135,-0.998429
1778106175845216256,0.050327,-0.005394,-0.022299,-0.998469
1778106175855236096,0.051893,-0.005369,-0.022474,-0.998385
1778106175865235968,0.051431,-0.005416,-0.022631,-0.998405
1778106175875215872,0.052300,-0.005399,-0.022783,-0.998357
1778106175885175808,0.050215,-0.005400,-0.022920,-0.998461
1778106175895116544,0.060867,-0.005165,-0.023124,-0.997865
1778106175905037312,0.047627,-0.005427,-0.023227,-0.998580
1778106175914938112,0.053815,-0.005268,-0.023443,-0.998262
1778106175924819200,0.054938,-0.005309,-0.023717,-0.998194
1778106175934681088,0.052036,-0.005350,-0.023963,-0.998343
1778106175944523264,0.054140,-0.005289,-0.024305,-0.998224
1778106175954345728,0.047093,-0.005401,-0.024715,-0.998570
1778106175964523264,0.055736,-0.005171,-0.025182,-0.998115
1778106175974680576,0.052322,-0.005204,-0.025549,-0.998290
1778106175984817920,0.046667,-0.005202,-0.025708,-0.998566
1778106175994935552,0.047510,-0.005057,-0.025796,-0.998525
1778106176005032960,0.050085,-0.004927,-0.025839,-0.998399
1778106176015110656,0.050832,-0.004852,-0.025782,-0.998363
1778106176025168128,0.051941,-0.004771,-0.025675,-0.998309
1778106176035205632,0.050620,-0.004824,-0.025559,-0.998379
1778106176045222912,0.050834,-0.004838,-0.025486,-0.998370
1778106176055220224,0.047786,-0.004956,-0.025372,-0.998523
1778106176065198080,0.054648,-0.004849,-0.025285,-0.998174
1778106176075156480,0.050341,-0.004912,-0.025056,-0.998406
1778106176085095424,0.044044,-0.005101,-0.024737,-0.998710
1778106176095014656,0.049367,-0.004932,-0.024415,-0.998470
1778106176104914176,0.043933,-0.005035,-0.024034,-0.998733
1778106176114794240,0.051591,-0.004839,-0.023801,-0.998373
1778106176124654592,0.054957,-0.004701,-0.023616,-0.998198
1778106176134495232,0.050222,-0.004819,-0.023458,-0.998451
1778106176144498176,0.037690,-0.005098,-0.023250,-0.999006
1778106176154662912,0.035500,-0.005135,-0.022968,-0.999093
1778106176164807168,0.045982,-0.004844,-0.022692,-0.998673
1778106176174933504,0.056468,-0.004634,-0.022410,-0.998142
1778106176185039360,0.057119,-0.004603,-0.022086,-0.998112
1778106176195125248,0.051060,-0.004749,-0.021791,-0.998447
1778106176205190912,0.050859,-0.004765,-0.021522,-0.998463
1778106176215236864,0.046273,-0.004832,-0.021185,-0.998693
1778106176225262848,0.058904,-0.004612,-0.020908,-0.998034
1778106176235269376,0.050769,-0.004798,-0.020493,-0.998489
1778106176245255680,0.051553,-0.004821,-0.020071,-0.998457
1778106176255222528,0.045672,-0.004933,-0.019696,-0.998750
1778106176265169408,0.052048,-0.004788,-0.019360,-0.998446
1778106176275096576,0.055498,-0.004637,-0.018982,-0.998268
1778106176285004032,0.045538,-0.004778,-0.018505,-0.998780
1778106176294891520,0.051464,-0.004589,-0.018000,-0.998502
1778106176304759808,0.054506,-0.004495,-0.017417,-0.998351
1778106176314608384,0.055446,-0.004474,-0.016834,-0.998310
1778106176324437248,0.052458,-0.004449,-0.016239,-0.998481
1778106176334432000,0.053509,-0.004392,-0.015748,-0.998434
1778106176344592128,0.059376,-0.004323,-0.015374,-0.998108
1778106176354732288,0.051968,-0.004484,-0.014873,-0.998528
1778106176364852480,0.054785,-0.004499,-0.014331,-0.998385
1778106176374952448,0.054174,-0.004532,-0.013732,-0.998427
1778106176385032192,0.055890,-0.004526,-0.013208,-0.998339
1778106176395091712,0.057063,-0.004555,-0.012761,-0.998279
1778106176405131776,0.061630,-0.004468,-0.012344,-0.998013
1778106176415151872,0.057648,-0.004447,-0.011798,-0.998257
1778106176425152256,0.067197,-0.004214,-0.011312,-0.997667
1778106176435132928,0.078156,-0.004017,-0.010902,-0.996873
1778106176445093888,0.064213,-0.004124,-0.010485,-0.997873
1778106176455034880,0.069933,-0.004081,-0.010178,-0.997491
1778106176464956160,0.063628,-0.004105,-0.009748,-0.997918
1778106176474857472,0.061244,-0.004125,-0.009330,-0.998071
1778106176484739584,0.071563,-0.004086,-0.009051,-0.997387
1778106176494601984,0.068171,-0.004221,-0.008778,-0.997626
1778106176504444416,0.059890,-0.004465,-0.008526,-0.998159
1778106176514267904,0.068960,-0.004461,-0.008400,-0.997574
1778106176524445952,0.065788,-0.004500,-0.008197,-0.997790
