FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,05/06/26 22:19:35.268706304
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:orientQuaternion,Matrix,100Hz[1x4],,,,,,

DATA_START
Time,inertial-6286.188861:orientQuaternion[0-0],inertial-6286.188861:orientQuaternion[0-1],inertial-6286.188861:orientQuaternion[0-2],inertial-6286.188861:orientQuaternion[0-3]
1778105975268706304,0.192476,-0.008882,0.001120,-0.981261
1778105975278708224,0.185657,-0.008869,0.001155,-0.982574
1778105975288872448,0.187117,-0.008859,0.001101,-0.982297
1778105975299016192,0.192780,-0.008852,0.000986,-0.981202
1778105975309140480,0.190759,-0.008832,0.000924,-0.981597
1778105975319244288,0.184598,-0.008805,0.000863,-0.982774
1778105975329328128,0.186421,-0.008786,0.000695,-0.982430
1778105975339391744,0.183993,-0.008758,0.000531,-0.982888
1778105975349435648,0.187459,-0.008732,0.000288,-0.982233
1778105975359459584,0.182259,-0.008698,0.000111,-0.983212
1778105975369463552,0.190392,-0.008656,-0.000197,-0.981670
1778105975379447296,0.185832,-0.008611,-0.000413,-0.982544
1778105975389412096,0.183553,-0.008569,-0.000685,-0.982972
1778105975399357440,0.193415,-0.008514,-0.001108,-0.981079
1778105975409283072,0.181858,-0.008487,-0.001391,-0.983287
1778105975419188992,0.186452,-0.008434,-0.001840,-0.982426
1778105975429074944,0.181543,-0.008399,-0.002212,-0.983345
1778105975438941184,0.183559,-0.008347,-0.002621,-0.982970
1778105975448788224,0.188054,-0.008284,-0.003014,-0.982119
1778105975458615552,0.185797,-0.008244,-0.003312,-0.982548
1778105975468794112,0.183811,-0.008206,-0.003576,-0.982921
1778105975478952960,0.185164,-0.008162,-0.003844,-0.982666
1778105975489091584,0.182683,-0.008132,-0.004072,-0.983130
1778105975499209728,0.187216,-0.008074,-0.004354,-0.982276
1778105975509308416,0.182693,-0.008056,-0.004560,-0.983126
1778105975519386880,0.183194,-0.008016,-0.004802,-0.983032
1778105975529445120,0.177347,-0.008001,-0.004988,-0.984103
1778105975539483648,0.173136,-0.007981,-0.005201,-0.984852
1778105975549502208,0.184315,-0.007881,-0.005577,-0.982820
1778105975559501312,0.184632,-0.007839,-0.005902,-0.982759
1778105975569480448,0.176632,-0.007846,-0.006190,-0.984226
1778105975579439616,0.173693,-0.007823,-0.006519,-0.984747
1778105975589378816,0.178520,-0.007752,-0.006898,-0.983882
1778105975599298048,0.183879,-0.007673,-0.007258,-0.982892
1778105975609198080,0.182501,-0.007645,-0.007534,-0.983147
1778105975619078400,0.181560,-0.007622,-0.007788,-0.983320
1778105975628938752,0.174455,-0.007648,-0.007964,-0.984603
1778105975638780160,0.178206,-0.007587,-0.008193,-0.983930
1778105975648601600,0.182517,-0.007523,-0.008386,-0.983138
1778105975658777856,0.169261,-0.007627,-0.008419,-0.985506
1778105975668934144,0.178221,-0.007542,-0.008590,-0.983924
1778105975679070208,0.177328,-0.007543,-0.008643,-0.984085
1778105975689186304,0.179914,-0.007522,-0.008671,-0.983615
1778105975699282432,0.181987,-0.007520,-0.008634,-0.983234
1778105975709358080,0.175868,-0.007593,-0.008487,-0.984348
1778105975719413760,0.174531,-0.007614,-0.008324,-0.984587
1778105975729449728,0.180431,-0.007566,-0.008181,-0.983525
1778105975739465984,0.178529,-0.007596,-0.007959,-0.983873
1778105975749462528,0.174088,-0.007661,-0.007720,-0.984670
1778105975759439104,0.178287,-0.007656,-0.007527,-0.983920
1778105975769395968,0.180702,-0.007659,-0.007317,-0.983481
1778105975779333120,0.181996,-0.007677,-0.007121,-0.983243
1778105975789250304,0.181948,-0.007708,-0.006949,-0.983253
1778105975799147776,0.182794,-0.007724,-0.006801,-0.983097
1778105975809025792,0.179346,-0.007765,-0.006624,-0.983733
1778105975818884096,0.180963,-0.007769,-0.006477,-0.983438
1778105975828722944,0.179535,-0.007806,-0.006303,-0.983700
1778105975838725376,0.177798,-0.007845,-0.006123,-0.984017
1778105975848890880,0.185861,-0.007816,-0.006026,-0.982527
1778105975859036672,0.180534,-0.007863,-0.005847,-0.983520
1778105975869161984,0.182952,-0.007873,-0.005750,-0.983074
1778105975879267328,0.178250,-0.007919,-0.005591,-0.983938
1778105975889352704,0.183752,-0.007895,-0.005501,-0.982926
1778105975899418112,0.180833,-0.007923,-0.005349,-0.983468
1778105975909463296,0.180689,-0.007942,-0.005232,-0.983494
1778105975919488512,0.179625,-0.007964,-0.005132,-0.983689
1778105975929493760,0.181072,-0.007975,-0.005084,-0.983424
1778105975939479296,0.180110,-0.007995,-0.005039,-0.983601
1778105975949444864,0.192033,-0.007946,-0.005100,-0.981343
1778105975959390720,0.173392,-0.008053,-0.004905,-0.984808
1778105975969316608,0.190261,-0.007980,-0.004993,-0.981688
1778105975979222528,0.184468,-0.008023,-0.004892,-0.982794
1778105975989109248,0.181015,-0.008053,-0.004802,-0.983436
1778105975998976256,0.185779,-0.008045,-0.004779,-0.982547
1778105976008823296,0.175337,-0.008113,-0.004625,-0.984464
1778105976018651392,0.180965,-0.008110,-0.004580,-0.983446
1778105976028645888,0.175499,-0.008161,-0.004404,-0.984436
1778105976038806528,0.185315,-0.008143,-0.004297,-0.982636
1778105976048947200,0.181713,-0.008183,-0.004035,-0.983309
1778105976059067392,0.181829,-0.008204,-0.003789,-0.983289
1778105976069168128,0.176199,-0.008253,-0.003517,-0.984314
1778105976079248640,0.179963,-0.008283,-0.003340,-0.983633
1778105976089308928,0.185927,-0.008309,-0.003164,-0.982523
1778105976099349248,0.183352,-0.008362,-0.002849,-0.983008
1778105976109369344,0.180703,-0.008414,-0.002461,-0.983499
1778105976119369984,0.181771,-0.008457,-0.002052,-0.983302
1778105976129350656,0.191883,-0.008488,-0.001710,-0.981380
1778105976139311360,0.175253,-0.008563,-0.001173,-0.984485
1778105976149252096,0.183041,-0.008601,-0.000897,-0.983067
1778105976159173376,0.182141,-0.008649,-0.000570,-0.983234
1778105976169074944,0.187312,-0.008691,-0.000297,-0.982262
1778105976178956800,0.180833,-0.008730,0.000090,-0.983475
1778105976188818688,0.175137,-0.008770,0.000455,-0.984505
1778105976198661120,0.190659,-0.008831,0.000591,-0.981616
1778105976208483584,0.180988,-0.008876,0.000917,-0.983445
1778105976218660096,0.182039,-0.008933,0.001143,-0.983250
1778105976228816640,0.190885,-0.009012,0.001335,-0.981570
1778105976238953216,0.195307,-0.009093,0.001645,-0.980699
1778105976249069312,0.194057,-0.009151,0.002117,-0.980945
1778105976259165440,0.186288,-0.009178,0.002741,-0.982449
1778105976269241344,0.189390,-0.009233,0.003303,-0.981853
1778105976279297536,0.190169,-0.009283,0.003876,-0.981700
1778105976289333504,0.181800,-0.009300,0.004473,-0.983281
1778105976299350016,0.186528,-0.009373,0.004868,-0.982393
1778105976309346560,0.186502,-0.009417,0.005204,-0.982396
1778105976319323648,0.194196,-0.009500,0.005343,-0.980902
1778105976329280768,0.191427,-0.009517,0.005455,-0.981446
1778105976339218432,0.185935,-0.009501,0.005480,-0.982501
1778105976349136128,0.194561,-0.009555,0.005282,-0.980830
1778105976359034624,0.187124,-0.009517,0.005214,-0.982276
1778105976368913408,0.189839,-0.009539,0.005066,-0.981756
1778105976378772224,0.188387,-0.009531,0.005019,-0.982036
1778105976388612096,0.181045,-0.009488,0.005093,-0.983416
1778105976398614784,0.190963,-0.009537,0.005044,-0.981538
1778105976408780288,0.190182,-0.009536,0.005094,-0.981689
1778105976418926080,0.201147,-0.009581,0.005002,-0.979501
1778105976429051392,0.195488,-0.009526,0.005020,-0.980647
1778105976439156480,0.190255,-0.009479,0.004983,-0.981676
1778105976449241856,0.188028,-0.009451,0.004865,-0.982106
1778105976459307264,0.191947,-0.009454,0.004666,-0.981349
1778105976469352448,0.189708,-0.009410,0.004506,-0.981785
1778105976479377920,0.189672,-0.009371,0.004289,-0.981793
1778105976489383936,0.185433,-0.009310,0.004051,-0.982605
1778105976499369984,0.197781,-0.009304,0.003587,-0.980196
1778105976509336064,0.196452,-0.009225,0.003177,-0.980465
1778105976519282176,0.190508,-0.009132,0.002730,-0.981639
1778105976529208576,0.190996,-0.009062,0.002155,-0.981547
1778105976539115520,0.189073,-0.008992,0.001556,-0.981921
1778105976549002752,0.187326,-0.008916,0.000929,-0.982257
1778105976558870272,0.182792,-0.008836,0.000321,-0.983112
1778105976568717824,0.187882,-0.008768,-0.000369,-0.982152
1778105976578546432,0.185413,-0.008706,-0.000961,-0.982622
1778105976588541184,0.187943,-0.008638,-0.001518,-0.982141
1778105976598701568,0.184353,-0.008576,-0.001918,-0.982821
1778105976608842240,0.182957,-0.008518,-0.002224,-0.983082
1778105976618962432,0.192537,-0.008442,-0.002537,-0.981250
1778105976629062656,0.191854,-0.008399,-0.002705,-0.981384
1778105976639142656,0.179131,-0.008394,-0.002753,-0.983786
1778105976649202944,0.189410,-0.008331,-0.003018,-0.981858
1778105976659243264,0.185817,-0.008317,-0.003193,-0.982544
1778105976669263872,0.191566,-0.008277,-0.003472,-0.981439
1778105976679264512,0.184079,-0.008283,-0.003637,-0.982870
1778105976689245184,0.187015,-0.008251,-0.003872,-0.982315
1778105976699206400,0.180305,-0.008257,-0.003985,-0.983568
1778105976709147648,0.182700,-0.008226,-0.004123,-0.983126
1778105976719068928,0.182516,-0.008203,-0.004188,-0.983160
1778105976728970496,0.185089,-0.008169,-0.004229,-0.982679
1778105976738852864,0.188374,-0.008135,-0.004249,-0.982054
1778105976748715264,0.185434,-0.008129,-0.004229,-0.982614
1778105976758558208,0.178773,-0.008136,-0.004215,-0.983848
1778105976768381184,0.185496,-0.008074,-0.004371,-0.982602
1778105976778559744,0.182401,-0.008047,-0.004516,-0.983181
1778105976788717824,0.172262,-0.008053,-0.004693,-0.985007
1778105976798855936,0.179419,-0.007977,-0.005094,-0.983727
1778105976808974080,0.183517,-0.007909,-0.005533,-0.982969
1778105976819072000,0.179998,-0.007886,-0.005951,-0.983617
1778105976829149696,0.181264,-0.007833,-0.006419,-0.983382
1778105976839207424,0.180023,-0.007795,-0.006853,-0.983608
1778105976849244928,0.180095,-0.007742,-0.007249,-0.983592
1778105976859262976,0.178127,-0.007702,-0.007586,-0.983948
1778105976869260800,0.180877,-0.007630,-0.007906,-0.983444
1778105976879238656,0.180389,-0.007584,-0.008154,-0.983532
1778105976889196544,0.176463,-0.007571,-0.008337,-0.984243
1778105976899134720,0.181511,-0.007488,-0.008568,-0.983323
1778105976909053440,0.182244,-0.007445,-0.008766,-0.983186
1778105976918952192,0.179804,-0.007431,-0.008961,-0.983634
1778105976928831488,0.177309,-0.007425,-0.009177,-0.984084
1778105976938691328,0.184197,-0.007334,-0.009469,-0.982816
1778105976948531456,0.183915,-0.007312,-0.009696,-0.982867
1778105976958351872,0.174955,-0.007382,-0.009830,-0.984500
1778105976968527360,0.179324,-0.007320,-0.010024,-0.983712
1778105976978682880,0.174684,-0.007347,-0.010109,-0.984545
1778105976988818176,0.183135,-0.007247,-0.010253,-0.983008
1778105976998933248,0.175410,-0.007313,-0.010243,-0.984415
1778105977009028352,0.177465,-0.007284,-0.010270,-0.984047
1778105977019103488,0.177706,-0.007271,-0.010255,-0.984003
1778105977029158656,0.179680,-0.007240,-0.010239,-0.983645
1778105977039193856,0.172520,-0.007314,-0.010166,-0.984926
1778105977049209344,0.183871,-0.007207,-0.010250,-0.982871
1778105977059204864,0.175451,-0.007301,-0.010188,-0.984408
