unix_time_ms,GPS_ts_week,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag_sensor,flag_filter
1779141264936.000000000,2419,165282.936000000,3,0.735932350,0.014306228,-0.004491551,-0.676889002,0,0
1779141264946.000000000,2419,165282.946000000,3,0.731680989,0.014276429,-0.004578681,-0.681482434,0,0
1779141264966.000000000,2419,165282.966000000,3,0.739423454,0.014332087,-0.004416189,-0.673073590,0,0
1779141264976.000000000,2419,165282.976000000,3,0.742140591,0.014353074,-0.004355494,-0.670076430,0,0
1779141264986.000000000,2419,165282.986000000,3,0.735096037,0.014307908,-0.004506310,-0.677796960,0,0
1779141265006.000000000,2419,165283.006000000,3,0.732716978,0.014291497,-0.004556994,-0.680368185,0,0
1779141265016.000000000,2419,165283.016000000,3,0.733557463,0.014298659,-0.004539756,-0.679461837,0,0
1779141265036.000000000,2419,165283.036000000,3,0.741443157,0.014354380,-0.004371183,-0.670847952,0,0
1779141265046.000000000,2419,165283.046000000,3,0.738660336,0.014337854,-0.004432133,-0.673910797,0,0
1779141265066.000000000,2419,165283.066000000,3,0.731630981,0.014288618,-0.004580709,-0.681535780,0,0
1779141265076.000000000,2419,165283.076000000,3,0.738982439,0.014340765,-0.004428487,-0.673557580,0,0
1779141265096.000000000,2419,165283.096000000,3,0.735391021,0.014316350,-0.004505795,-0.677476764,0,0
1779141265106.000000000,2419,165283.106000000,3,0.736324251,0.014317890,-0.004490216,-0.676462531,0,0
1779141265126.000000000,2419,165283.126000000,3,0.743885756,0.014366010,-0.004329323,-0.668138444,0,0
1779141265136.000000000,2419,165283.136000000,3,0.738577008,0.014331830,-0.004442467,-0.674002111,0,0
1779141265146.000000000,2419,165283.146000000,3,0.745420754,0.014375995,-0.004295130,-0.666425467,0,0
1779141265166.000000000,2419,165283.166000000,3,0.736850679,0.014321630,-0.004486683,-0.675889015,0,0
1779141265176.000000000,2419,165283.176000000,3,0.743683517,0.014363256,-0.004341992,-0.668363452,0,0
1779141265196.000000000,2419,165283.196000000,3,0.741892695,0.014346091,-0.004379799,-0.670350850,0,0
1779141265206.000000000,2419,165283.206000000,3,0.741181672,0.014343028,-0.004398358,-0.671136916,0,0
1779141265226.000000000,2419,165283.226000000,3,0.739519835,0.014333117,-0.004430365,-0.672967672,0,0
1779141265236.000000000,2419,165283.236000000,3,0.742734253,0.014355247,-0.004363305,-0.669418275,0,0
1779141265256.000000000,2419,165283.256000000,3,0.738572955,0.014331163,-0.004452750,-0.674006522,0,0
1779141265266.000000000,2419,165283.266000000,3,0.738591075,0.014330192,-0.004449435,-0.673986733,0,0
1779141265276.000000000,2419,165283.276000000,3,0.740306020,0.014343947,-0.004416292,-0.672102511,0,0
1779141265296.000000000,2419,165283.296000000,3,0.735552311,0.014316496,-0.004514257,-0.677301586,0,0
1779141265306.000000000,2419,165283.306000000,3,0.742454529,0.014360087,-0.004364832,-0.669728398,0,0
1779141265326.000000000,2419,165283.326000000,3,0.740180850,0.014348631,-0.004417208,-0.672240317,0,0
1779141265336.000000000,2419,165283.336000000,3,0.739378452,0.014346243,-0.004436660,-0.673122644,0,0
1779141265356.000000000,2419,165283.356000000,3,0.734142065,0.014309702,-0.004541851,-0.678829968,0,0
1779141265366.000000000,2419,165283.366000000,3,0.744882166,0.014380953,-0.004312914,-0.667027175,0,0
1779141265386.000000000,2419,165283.386000000,3,0.740697145,0.014347784,-0.004401930,-0.671671450,0,0
1779141265396.000000000,2419,165283.396000000,3,0.741069794,0.014351932,-0.004394867,-0.671260297,0,0
1779141265416.000000000,2419,165283.416000000,3,0.741845489,0.014352239,-0.004377215,-0.670403004,0,0
1779141265426.000000000,2419,165283.426000000,3,0.738190651,0.014329139,-0.004454704,-0.674425244,0,0
1779141265436.000000000,2419,165283.436000000,3,0.735924304,0.014317755,-0.004500934,-0.676897466,0,0
1779141265456.000000000,2419,165283.456000000,3,0.743684351,0.014373027,-0.004334421,-0.668362439,0,0
1779141265466.000000000,2419,165283.466000000,3,0.740321636,0.014350964,-0.004408308,-0.672085226,0,0
1779141265486.000000000,2419,165283.486000000,3,0.735946953,0.014320909,-0.004500529,-0.676872849,0,0
1779141265496.000000000,2419,165283.496000000,3,0.741094470,0.014359262,-0.004391373,-0.671232879,0,0
1779141265516.000000000,2419,165283.516000000,3,0.743307292,0.014375591,-0.004344292,-0.668781638,0,0
1779141265526.000000000,2419,165283.526000000,3,0.741113544,0.014357564,-0.004392691,-0.671211839,0,0
1779141265546.000000000,2419,165283.546000000,3,0.743037939,0.014371593,-0.004346135,-0.669080853,0,0
1779141265556.000000000,2419,165283.556000000,3,0.737252712,0.014331622,-0.004469826,-0.675450265,0,0
1779141265566.000000000,2419,165283.566000000,3,0.736032188,0.014325913,-0.004495810,-0.676780105,0,0
1779141265586.000000000,2419,165283.586000000,3,0.738640547,0.014339011,-0.004443741,-0.673932433,0,0
1779141265596.000000000,2419,165283.596000000,3,0.736707151,0.014325525,-0.004482599,-0.676045358,0,0
1779141265616.000000000,2419,165283.616000000,3,0.737938344,0.014333338,-0.004456127,-0.674701214,0,0
1779141265626.000000000,2419,165283.626000000,3,0.740316093,0.014345066,-0.004408166,-0.672091424,0,0
1779141265646.000000000,2419,165283.646000000,3,0.745891929,0.014382255,-0.004285858,-0.665898025,0,0
1779141265656.000000000,2419,165283.656000000,3,0.736557841,0.014325784,-0.004485927,-0.676207960,0,0
1779141265676.000000000,2419,165283.676000000,3,0.738571584,0.014327932,-0.004441945,-0.674008131,0,0
1779141265686.000000000,2419,165283.686000000,3,0.742499590,0.014356182,-0.004361988,-0.669678450,0,0
1779141265706.000000000,2419,165283.706000000,3,0.741171837,0.014348764,-0.004389422,-0.671147704,0,0
1779141265716.000000000,2419,165283.716000000,3,0.740247548,0.014344552,-0.004408906,-0.672166944,0,0
1779141265726.000000000,2419,165283.726000000,3,0.734497130,0.014307330,-0.004534116,-0.678445816,0,0
1779141265746.000000000,2419,165283.746000000,3,0.740614951,0.014350630,-0.004405989,-0.671761990,0,0
1779141265756.000000000,2419,165283.756000000,3,0.741168141,0.014353158,-0.004391257,-0.671151638,0,0
1779141265776.000000000,2419,165283.776000000,3,0.742500961,0.014365844,-0.004358664,-0.669676781,0,0
1779141265786.000000000,2419,165283.786000000,3,0.742011189,0.014361456,-0.004370919,-0.670219481,0,0
1779141265806.000000000,2419,165283.806000000,3,0.739700675,0.014346951,-0.004418037,-0.672768593,0,0
1779141265816.000000000,2419,165283.816000000,3,0.739497364,0.014345264,-0.004424064,-0.672992110,0,0
1779141265836.000000000,2419,165283.836000000,3,0.733227849,0.014303583,-0.004556699,-0.679817319,0,0
1779141265846.000000000,2419,165283.846000000,3,0.734453857,0.014308117,-0.004530475,-0.678492725,0,0
1779141265856.000000000,2419,165283.856000000,3,0.739077568,0.014334772,-0.004432375,-0.673453271,0,0
1779141265866.000000000,2419,165283.866000000,3,0.740588307,0.014345750,-0.004397024,-0.671791553,0,0
1779141265876.000000000,2419,165283.876000000,3,0.737459123,0.014324320,-0.004461956,-0.675225198,0,0
1779141265886.000000000,2419,165283.886000000,3,0.736831844,0.014315901,-0.004475157,-0.675909698,0,0
1779141265906.000000000,2419,165283.906000000,3,0.739400387,0.014338377,-0.004420748,-0.673098803,0,0
1779141265916.000000000,2419,165283.916000000,3,0.742402434,0.014355609,-0.004357595,-0.669786155,0,0
1779141265936.000000000,2419,165283.936000000,3,0.730669081,0.014280009,-0.004609876,-0.682566881,0,0
1779141265946.000000000,2419,165283.946000000,3,0.737144232,0.014323016,-0.004476046,-0.675568819,0,0
1779141265966.000000000,2419,165283.966000000,3,0.738055944,0.014326380,-0.004452161,-0.674572766,0,0
1779141265976.000000000,2419,165283.976000000,3,0.737425148,0.014320235,-0.004468172,-0.675262332,0,0
1779141265996.000000000,2419,165283.996000000,3,0.743953586,0.014361030,-0.004334697,-0.668062985,0,0
1779141266006.000000000,2419,165284.006000000,3,0.742316067,0.014347300,-0.004372966,-0.669882059,0,0
1779141266016.000000000,2419,165284.016000000,3,0.737667024,0.014315608,-0.004474572,-0.674998105,0,0
1779141266036.000000000,2419,165284.036000000,3,0.740945399,0.014338044,-0.004405743,-0.671397746,0,0
1779141266046.000000000,2419,165284.046000000,3,0.738973916,0.014328646,-0.004449062,-0.673566937,0,0
1779141266066.000000000,2419,165284.066000000,3,0.740300834,0.014339522,-0.004419779,-0.672108293,0,0
1779141266076.000000000,2419,165284.076000000,3,0.742453873,0.014350886,-0.004374049,-0.669729173,0,0
1779141266096.000000000,2419,165284.096000000,3,0.736071825,0.014308207,-0.004503689,-0.676737189,0,0
1779141266106.000000000,2419,165284.106000000,3,0.736491680,0.014313678,-0.004496564,-0.676280320,0,0
1779141266126.000000000,2419,165284.126000000,3,0.741255701,0.014343816,-0.004392292,-0.671055198,0,0
1779141266136.000000000,2419,165284.136000000,3,0.733600259,0.014295596,-0.004551448,-0.679415584,0,0
1779141266156.000000000,2419,165284.156000000,3,0.736236393,0.014309252,-0.004497023,-0.676558256,0,0
1779141266166.000000000,2419,165284.166000000,3,0.742925644,0.014351445,-0.004353927,-0.669205904,0,0
1779141266176.000000000,2419,165284.176000000,3,0.737183213,0.014312122,-0.004476122,-0.675526559,0,0
1779141266196.000000000,2419,165284.196000000,3,0.735428691,0.014304410,-0.004515707,-0.677436173,0,0
1779141266206.000000000,2419,165284.206000000,3,0.738304257,0.014322596,-0.004454935,-0.674301028,0,0
1779141266216.000000000,2419,165284.216000000,3,0.737369061,0.014311966,-0.004474047,-0.675323665,0,0
1779141266226.000000000,2419,165284.226000000,3,0.742005825,0.014342404,-0.004375706,-0.670225799,0,0
1779141266236.000000000,2419,165284.236000000,3,0.742610931,0.014347326,-0.004359535,-0.669555247,0,0
1779141266256.000000000,2419,165284.256000000,3,0.733520746,0.014287150,-0.004550604,-0.679501653,0,0
1779141266266.000000000,2419,165284.266000000,3,0.736579359,0.014309467,-0.004482147,-0.676184893,0,0
1779141266286.000000000,2419,165284.286000000,3,0.734609425,0.014302891,-0.004522719,-0.678324342,0,0
1779141266296.000000000,2419,165284.296000000,3,0.738240480,0.014327885,-0.004444829,-0.674370885,0,0
1779141266306.000000000,2419,165284.306000000,3,0.737847269,0.014327285,-0.004456860,-0.674800992,0,0
1779141266326.000000000,2419,165284.326000000,3,0.741878808,0.014364872,-0.004371550,-0.670365870,0,0
1779141266336.000000000,2419,165284.336000000,3,0.739371955,0.014347515,-0.004428854,-0.673129678,0,0
1779141266356.000000000,2419,165284.356000000,3,0.743106365,0.014370683,-0.004344273,-0.669004917,0,0
1779141266366.000000000,2419,165284.366000000,3,0.741475463,0.014354795,-0.004378878,-0.670812190,0,0
1779141266386.000000000,2419,165284.386000000,3,0.739595056,0.014342231,-0.004417469,-0.672884881,0,0
1779141266396.000000000,2419,165284.396000000,3,0.738477409,0.014333980,-0.004440763,-0.674111307,0,0
1779141266416.000000000,2419,165284.416000000,3,0.735299885,0.014311285,-0.004506874,-0.677575886,0,0
1779141266426.000000000,2419,165284.426000000,3,0.740759492,0.014345150,-0.004390138,-0.671602905,0,0
1779141266446.000000000,2419,165284.446000000,3,0.743164837,0.014352793,-0.004336664,-0.668940365,0,0
1779141266456.000000000,2419,165284.456000000,3,0.738039792,0.014319423,-0.004447218,-0.674590588,0,0
1779141266466.000000000,2419,165284.466000000,3,0.742965698,0.014353032,-0.004338492,-0.669161558,0,0
1779141266486.000000000,2419,165284.486000000,3,0.738475382,0.014328225,-0.004438289,-0.674113691,0,0
1779141266496.000000000,2419,165284.496000000,3,0.740569353,0.014341715,-0.004390541,-0.671812654,0,0
1779141266516.000000000,2419,165284.516000000,3,0.741003275,0.014343289,-0.004381278,-0.671333969,0,0
1779141266526.000000000,2419,165284.526000000,3,0.742978096,0.014356676,-0.004343173,-0.669147730,0,0
1779141266546.000000000,2419,165284.546000000,3,0.736139059,0.014312979,-0.004484434,-0.676664233,0,0
1779141266556.000000000,2419,165284.556000000,3,0.734335721,0.014303969,-0.004523010,-0.678620696,0,0
1779141266576.000000000,2419,165284.576000000,3,0.737849236,0.014324667,-0.004447975,-0.674798906,0,0
1779141266586.000000000,2419,165284.586000000,3,0.746467471,0.014375737,-0.004263961,-0.665252984,0,0
1779141266596.000000000,2419,165284.596000000,3,0.736030519,0.014312391,-0.004484588,-0.676782191,0,0
1779141266616.000000000,2419,165284.616000000,3,0.732353926,0.014290396,-0.004560846,-0.680759013,0,0
1779141266626.000000000,2419,165284.626000000,3,0.739177167,0.014333545,-0.004417127,-0.673344076,0,0
1779141266646.000000000,2419,165284.646000000,3,0.739928305,0.014339396,-0.004403980,-0.672518492,0,0
1779141266656.000000000,2419,165284.656000000,3,0.742422998,0.014352629,-0.004348760,-0.669763565,0,0
1779141266676.000000000,2419,165284.676000000,3,0.733896077,0.014295894,-0.004529834,-0.679096282,0,0
1779141266686.000000000,2419,165284.686000000,3,0.737862527,0.014328848,-0.004449029,-0.674784243,0,0
