unix_time_ms,fGPS_ts_week,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag_sensor,flag_filter
1779141264936.000000000,2419,165282.936000000,3,0.999884784,0.013700638,0.006534911,-0.000095020,1,0,0
1779141264946.000000000,2419,165282.946000000,3,0.999884784,0.013698753,0.006534802,-0.000096811,1,0,0
1779141264966.000000000,2419,165282.966000000,3,0.999884725,0.013703175,0.006537053,-0.000099283,1,0,0
1779141264976.000000000,2419,165282.976000000,3,0.999884725,0.013703754,0.006541337,-0.000102129,1,0,0
1779141264986.000000000,2419,165282.986000000,3,0.999884665,0.013704268,0.006541777,-0.000102393,1,0,0
1779141265006.000000000,2419,165283.006000000,3,0.999884784,0.013698883,0.006542162,-0.000097307,1,0,0
1779141265016.000000000,2419,165283.016000000,3,0.999884725,0.013700376,0.006543082,-0.000093886,1,0,0
1779141265036.000000000,2419,165283.036000000,3,0.999884665,0.013702458,0.006546710,-0.000090165,1,0,0
1779141265046.000000000,2419,165283.046000000,3,0.999884665,0.013704833,0.006546876,-0.000086363,1,0,0
1779141265066.000000000,2419,165283.066000000,3,0.999884665,0.013703231,0.006545507,-0.000082463,1,0,0
1779141265076.000000000,2419,165283.076000000,3,0.999884605,0.013707826,0.006545583,-0.000083247,1,0,0
1779141265096.000000000,2419,165283.096000000,3,0.999884605,0.013708287,0.006544557,-0.000085923,1,0,0
1779141265106.000000000,2419,165283.106000000,3,0.999884665,0.013707758,0.006538476,-0.000086850,1,0,0
1779141265126.000000000,2419,165283.126000000,3,0.999884665,0.013707130,0.006537449,-0.000088293,1,0,0
1779141265136.000000000,2419,165283.136000000,3,0.999884665,0.013707249,0.006538187,-0.000087468,1,0,0
1779141265146.000000000,2419,165283.146000000,3,0.999884665,0.013706503,0.006538578,-0.000089306,1,0,0
1779141265166.000000000,2419,165283.166000000,3,0.999884605,0.013713167,0.006533700,-0.000087851,1,0,0
1779141265176.000000000,2419,165283.176000000,3,0.999884665,0.013710766,0.006530587,-0.000085999,1,0,0
1779141265196.000000000,2419,165283.196000000,3,0.999884725,0.013709612,0.006527154,-0.000081120,1,0,0
1779141265206.000000000,2419,165283.206000000,3,0.999884665,0.013713121,0.006525891,-0.000080059,1,0,0
1779141265226.000000000,2419,165283.226000000,3,0.999884665,0.013711701,0.006529457,-0.000076528,1,0,0
1779141265236.000000000,2419,165283.236000000,3,0.999884665,0.013713774,0.006529071,-0.000078621,1,0,0
1779141265256.000000000,2419,165283.256000000,3,0.999884605,0.013716537,0.006530867,-0.000080875,1,0,0
1779141265266.000000000,2419,165283.266000000,3,0.999884605,0.013713870,0.006532392,-0.000084651,1,0,0
1779141265276.000000000,2419,165283.276000000,3,0.999884546,0.013718085,0.006531643,-0.000087940,1,0,0
1779141265296.000000000,2419,165283.296000000,3,0.999884546,0.013719185,0.006536887,-0.000085664,1,0,0
1779141265306.000000000,2419,165283.306000000,3,0.999884546,0.013716185,0.006537602,-0.000084746,1,0,0
1779141265326.000000000,2419,165283.326000000,3,0.999884486,0.013721392,0.006537465,-0.000081587,1,0,0
1779141265336.000000000,2419,165283.336000000,3,0.999884427,0.013725181,0.006537854,-0.000079546,1,0,0
1779141265356.000000000,2419,165283.356000000,3,0.999884486,0.013720125,0.006541272,-0.000076142,1,0,0
1779141265366.000000000,2419,165283.366000000,3,0.999884486,0.013720659,0.006541807,-0.000075767,1,0,0
1779141265386.000000000,2419,165283.386000000,3,0.999884546,0.013715900,0.006538730,-0.000075352,1,0,0
1779141265396.000000000,2419,165283.396000000,3,0.999884546,0.013714451,0.006541149,-0.000074283,1,0,0
1779141265416.000000000,2419,165283.416000000,3,0.999884605,0.013710408,0.006538973,-0.000078403,1,0,0
1779141265426.000000000,2419,165283.426000000,3,0.999884605,0.013710850,0.006540083,-0.000077248,1,0,0
1779141265436.000000000,2419,165283.436000000,3,0.999884546,0.013712404,0.006543984,-0.000079937,1,0,0
1779141265456.000000000,2419,165283.456000000,3,0.999884486,0.013715016,0.006547789,-0.000083498,1,0,0
1779141265466.000000000,2419,165283.466000000,3,0.999884486,0.013716234,0.006546485,-0.000083752,1,0,0
1779141265486.000000000,2419,165283.486000000,3,0.999884486,0.013715024,0.006546590,-0.000081255,1,0,0
1779141265496.000000000,2419,165283.496000000,3,0.999884427,0.013718605,0.006549438,-0.000081578,1,0,0
1779141265516.000000000,2419,165283.516000000,3,0.999884427,0.013720443,0.006550739,-0.000081103,1,0,0
1779141265526.000000000,2419,165283.526000000,3,0.999884427,0.013718674,0.006547397,-0.000080064,1,0,0
1779141265546.000000000,2419,165283.546000000,3,0.999884427,0.013716389,0.006552634,-0.000079291,1,0,0
1779141265556.000000000,2419,165283.556000000,3,0.999884486,0.013715094,0.006551258,-0.000079997,1,0,0
1779141265566.000000000,2419,165283.566000000,3,0.999884427,0.013717003,0.006552960,-0.000077769,1,0,0
1779141265586.000000000,2419,165283.586000000,3,0.999884486,0.013715871,0.006547968,-0.000069415,1,0,0
1779141265596.000000000,2419,165283.596000000,3,0.999884486,0.013715924,0.006550353,-0.000067477,1,0,0
1779141265616.000000000,2419,165283.616000000,3,0.999884486,0.013715617,0.006550681,-0.000067097,1,0,0
1779141265626.000000000,2419,165283.626000000,3,0.999884486,0.013714852,0.006546239,-0.000066180,1,0,0
1779141265646.000000000,2419,165283.646000000,3,0.999884486,0.013714010,0.006549094,-0.000066648,1,0,0
1779141265656.000000000,2419,165283.656000000,3,0.999884427,0.013716985,0.006551639,-0.000066964,1,0,0
1779141265676.000000000,2419,165283.676000000,3,0.999884605,0.013707448,0.006544814,-0.000066183,1,0,0
1779141265686.000000000,2419,165283.686000000,3,0.999884546,0.013712014,0.006543764,-0.000066193,1,0,0
1779141265706.000000000,2419,165283.706000000,3,0.999884546,0.013712423,0.006545684,-0.000062066,1,0,0
1779141265716.000000000,2419,165283.716000000,3,0.999884546,0.013713696,0.006547276,-0.000060672,1,0,0
1779141265726.000000000,2419,165283.726000000,3,0.999884486,0.013716575,0.006545657,-0.000058354,1,0,0
1779141265746.000000000,2419,165283.746000000,3,0.999884427,0.013719994,0.006546523,-0.000061510,1,0,0
1779141265756.000000000,2419,165283.756000000,3,0.999884486,0.013717315,0.006548105,-0.000060716,1,0,0
1779141265776.000000000,2419,165283.776000000,3,0.999884427,0.013717636,0.006554025,-0.000062672,1,0,0
1779141265786.000000000,2419,165283.786000000,3,0.999884427,0.013718007,0.006552080,-0.000062043,1,0,0
1779141265806.000000000,2419,165283.806000000,3,0.999884486,0.013712304,0.006554451,-0.000061027,1,0,0
1779141265816.000000000,2419,165283.816000000,3,0.999884486,0.013713006,0.006553059,-0.000059662,1,0,0
1779141265836.000000000,2419,165283.836000000,3,0.999884486,0.013713032,0.006553423,-0.000058628,1,0,0
1779141265846.000000000,2419,165283.846000000,3,0.999884546,0.013710157,0.006551362,-0.000059457,1,0,0
1779141265856.000000000,2419,165283.856000000,3,0.999884605,0.013707209,0.006548898,-0.000060449,1,0,0
1779141265866.000000000,2419,165283.866000000,3,0.999884605,0.013706031,0.006552008,-0.000061853,1,0,0
1779141265876.000000000,2419,165283.876000000,3,0.999884605,0.013704436,0.006552846,-0.000064925,1,0,0
1779141265886.000000000,2419,165283.886000000,3,0.999884665,0.013701317,0.006550163,-0.000066359,1,0,0
1779141265906.000000000,2419,165283.906000000,3,0.999884605,0.013705701,0.006554041,-0.000069520,1,0,0
1779141265916.000000000,2419,165283.916000000,3,0.999884605,0.013704688,0.006551828,-0.000070970,1,0,0
1779141265936.000000000,2419,165283.936000000,3,0.999884546,0.013708595,0.006550595,-0.000070100,1,0,0
1779141265946.000000000,2419,165283.946000000,3,0.999884546,0.013710158,0.006548686,-0.000068289,1,0,0
1779141265966.000000000,2419,165283.966000000,3,0.999884605,0.013705452,0.006550456,-0.000062223,1,0,0
1779141265976.000000000,2419,165283.976000000,3,0.999884605,0.013705846,0.006547344,-0.000061575,1,0,0
1779141265996.000000000,2419,165283.996000000,3,0.999884605,0.013708752,0.006543670,-0.000062778,1,0,0
1779141266006.000000000,2419,165284.006000000,3,0.999884665,0.013708659,0.006539408,-0.000064726,1,0,0
1779141266016.000000000,2419,165284.016000000,3,0.999884665,0.013709624,0.006536946,-0.000064854,1,0,0
1779141266036.000000000,2419,165284.036000000,3,0.999884605,0.013710904,0.006537003,-0.000063776,1,0,0
1779141266046.000000000,2419,165284.046000000,3,0.999884546,0.013714517,0.006538594,-0.000064113,1,0,0
1779141266066.000000000,2419,165284.066000000,3,0.999884546,0.013715559,0.006541181,-0.000063261,1,0,0
1779141266076.000000000,2419,165284.076000000,3,0.999884605,0.013713803,0.006539279,-0.000062093,1,0,0
1779141266096.000000000,2419,165284.096000000,3,0.999884605,0.013709367,0.006543711,-0.000065028,1,0,0
1779141266106.000000000,2419,165284.106000000,3,0.999884546,0.013712624,0.006544347,-0.000067168,1,0,0
1779141266126.000000000,2419,165284.126000000,3,0.999884605,0.013709854,0.006545946,-0.000067275,1,0,0
1779141266136.000000000,2419,165284.136000000,3,0.999884546,0.013709617,0.006550113,-0.000067879,1,0,0
1779141266156.000000000,2419,165284.156000000,3,0.999884605,0.013707697,0.006546878,-0.000067256,1,0,0
1779141266166.000000000,2419,165284.166000000,3,0.999884665,0.013706040,0.006546262,-0.000069214,1,0,0
1779141266176.000000000,2419,165284.176000000,3,0.999884665,0.013704784,0.006545488,-0.000068312,1,0,0
