unix_time_ms_sensor,GPS_ts_week,GPS_ts_tow,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,unix_time_ms_filter,fGPS_ts_week,fGPS_ts_tow,estLinAccelX,estLinAccelY,estLinAccelZ,estLinAccel_valid,estAngRateX,estAngRateY,estAngRateZ,estAngRate_valid,estGravityX,estGravityY,estGravityZ,estGravity_valid,flag_sensor,flag_filter
1779141264936.000000000,2419,165282.936000000,0.014285470,-0.026483303,-0.997014284,0.000136767,-0.000249696,-0.009936475,1779141264936.000000000,2419,165282.936000000,0.011965688,0.008930924,0.024761457,1,0.000898964,0.001769624,0.000250917,1,-0.128181934,0.268671572,9.802130699,1,0,0
1779141264946.000000000,2419,165282.946000000,0.015037466,-0.024332324,-0.995323718,0.000150449,-0.000253292,-0.009968239,1779141264946.000000000,2419,165282.946000000,0.019278545,0.030029323,0.041338995,1,-0.000427924,-0.000279332,-0.000421102,1,-0.128180280,0.268634409,9.802131653,1,0,0
1779141264966.000000000,2419,165282.966000000,0.013153698,-0.027853562,-0.996010125,0.000134419,-0.000276770,-0.009972524,1779141264966.000000000,2419,165282.966000000,0.000775984,-0.004416413,0.034605812,1,-0.000415928,0.000236541,0.000044704,1,-0.128225073,0.268720776,9.802128792,1,0,0
1779141264976.000000000,2419,165282.976000000,0.012311301,-0.028405732,-0.994816899,0.000124183,-0.000280098,-0.009946000,1779141264976.000000000,2419,165282.976000000,-0.007535951,-0.009839155,0.046306621,1,0.000193288,0.001308211,-0.000539927,1,-0.128309861,0.268731743,9.802127838,1,0,0
1779141264986.000000000,2419,165282.986000000,0.011581645,-0.029448051,-0.996624947,0.000120637,-0.000295739,-0.009967401,1779141264986.000000000,2419,165282.986000000,-0.014744562,-0.020047074,0.028574772,1,0.000068591,-0.000103007,-0.000077246,1,-0.128318563,0.268741786,9.802126884,1,0,0
1779141265006.000000000,2419,165283.006000000,0.012387141,-0.028636416,-0.996073782,0.000120797,-0.000296165,-0.009965680,1779141265006.000000000,2419,165283.006000000,-0.006843337,-0.012154222,0.033981737,1,-0.001147175,0.000185896,0.000867010,1,-0.128324732,0.268636853,9.802129745,1,0,0
1779141265016.000000000,2419,165283.016000000,0.013107063,-0.028272303,-0.996130764,0.000129396,-0.000280531,-0.009947928,1779141265016.000000000,2419,165283.016000000,0.000194492,-0.008600892,0.033422336,1,0.000339070,0.000021715,0.000833199,1,-0.128341869,0.268666565,9.802128792,1,0,0
1779141265036.000000000,2419,165283.036000000,0.014366911,-0.025890261,-0.995683491,0.000143412,-0.000259227,-0.009957314,1779141265036.000000000,2419,165283.036000000,0.012478928,0.014795152,0.037806828,1,0.000504756,0.000002408,0.000482453,1,-0.128412008,0.268707842,9.802126884,1,0,0
1779141265046.000000000,2419,165283.046000000,0.013635002,-0.026010955,-0.995915711,0.000139604,-0.000260013,-0.009958033,1779141265046.000000000,2419,165283.046000000,0.005288507,0.013658918,0.035528209,1,0.000487937,-0.000322882,0.001002856,1,-0.128414258,0.268754900,9.802125931,1,0,0
1779141265066.000000000,2419,165283.066000000,0.013225368,-0.025887679,-0.995602965,0.000133049,-0.000257295,-0.009951756,1779141265066.000000000,2419,165283.066000000,0.001315485,0.014852232,0.038596250,1,0.000007047,0.000177301,0.000299963,1,-0.128386348,0.268723994,9.802126884,1,0,0
