unix_time_ms_sensor,GPS_ts_week,GPS_ts_tow,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,unix_time_ms_filter,fGPS_ts_week,fGPS_ts_tow,estLinAccelX,estLinAccelY,estLinAccelZ,estLinAccel_valid,estAngRateX,estAngRateY,estAngRateZ,estAngRate_valid,estGravityX,estGravityY,estGravityZ,estGravity_valid,flag_sensor,flag_filter
1779139783020.000000000,2419,163801.020000000,0.029316539,0.030541103,-0.999113917,0.000296045,0.000309141,-0.009993181,1779139783020.000000000,2419,163801.020000000,0.005719597,0.006464425,0.000258858,1,-0.000009868,0.000328371,0.000419285,1,-0.281788111,-0.293041438,9.798219681,1,0,0
1779139783040.000000000,2419,163801.040000000,0.027807552,0.029739283,-0.998701036,0.000277762,0.000300534,-0.009989114,1779139783040.000000000,2419,163801.040000000,-0.009162194,-0.001356103,0.004306528,1,-0.000233224,0.000462198,-0.000155795,1,-0.281875402,-0.293006271,9.798217773,1,0,0
1779139783050.000000000,2419,163801.050000000,0.027458165,0.029861992,-0.998920977,0.000275154,0.000299447,-0.009993079,1779139783050.000000000,2419,163801.050000000,-0.012727375,-0.000201718,0.002143384,1,-0.000442945,-0.000295044,-0.000304156,1,-0.281998098,-0.293063819,9.798213005,1,0,0
1779139783070.000000000,2419,163801.070000000,0.028313076,0.029212065,-0.998248994,0.000279849,0.000294806,-0.009983691,1779139783070.000000000,2419,163801.070000000,-0.004325400,-0.006656423,0.008731957,1,0.000592570,0.000125800,-0.000071471,1,-0.281985730,-0.293110549,9.798212051,1,0,0
1779139783080.000000000,2419,163801.080000000,0.028921150,0.030755935,-0.999870241,0.000286102,0.000306213,-0.009998983,1779139783080.000000000,2419,163801.080000000,0.001651404,0.008499994,-0.007165833,1,0.000807812,0.000145432,0.000376729,1,-0.281973094,-0.293087184,9.798213005,1,0,0
1779139783100.000000000,2419,163801.100000000,0.029904021,0.030934010,-0.999572039,0.000298841,0.000311351,-0.009997065,1779139783100.000000000,2419,163801.100000000,0.011210571,0.010349573,-0.004240860,1,0.000266146,0.000097814,-0.000362948,1,-0.282050431,-0.293001503,9.798213005,1,0,0
1779139783110.000000000,2419,163801.110000000,0.030594416,0.029545490,-0.999148071,0.000304266,0.000298443,-0.009988573,1779139783110.000000000,2419,163801.110000000,0.017968340,-0.003214433,-0.000082402,1,0.000506210,0.000034639,-0.001227734,1,-0.282060355,-0.292942047,9.798214912,1,0,0
1779139783120.000000000,2419,163801.120000000,0.031054888,0.029724319,-0.999668121,0.000311853,0.000296570,-0.010001296,1779139783120.000000000,2419,163801.120000000,0.022477606,-0.001425020,-0.005181127,1,0.000285270,0.000101138,-0.000510812,1,-0.282069504,-0.292912602,9.798214912,1,0,0
1779139783140.000000000,2419,163801.140000000,0.029560616,0.029369082,-0.999212027,0.000298944,0.000295660,-0.009996060,1779139783140.000000000,2419,163801.140000000,0.007844713,-0.004988694,-0.000710025,1,-0.000620782,0.000218437,-0.000438024,1,-0.282052308,-0.293020785,9.798213005,1,0,0
1779139783150.000000000,2419,163801.150000000,0.028251905,0.029250827,-1.000311375,0.000283630,0.000292935,-0.009997502,1779139783150.000000000,2419,163801.150000000,-0.004984445,-0.006169899,-0.011490792,1,-0.000020765,-0.000210302,-0.000208392,1,-0.282034248,-0.293023378,9.798213005,1,0,0
1779139783170.000000000,2419,163801.170000000,0.026151372,0.029148666,-0.999084651,0.000261966,0.000292119,-0.009993470,1779139783170.000000000,2419,163801.170000000,-0.025639111,-0.007256397,0.000534188,1,-0.000133837,-0.000150187,-0.000246119,1,-0.282091588,-0.293111563,9.798209190,1,0,0
1779139783180.000000000,2419,163801.180000000,0.025598258,0.028437164,-0.998892307,0.000256189,0.000282895,-0.009986352,1779139783180.000000000,2419,163801.180000000,-0.031051811,-0.014226626,0.002421505,1,-0.000001458,0.000460495,0.000039426,1,-0.282099366,-0.293099970,9.798209190,1,0,0
1779139783200.000000000,2419,163801.200000000,0.027255379,0.030914651,-0.999123037,0.000271152,0.000305757,-0.009991166,1779139783200.000000000,2419,163801.200000000,-0.014911292,0.010057047,0.000155487,1,-0.000051522,0.000500573,0.000139448,1,-0.282211006,-0.293113619,9.798205376,1,0,0
1779139783210.000000000,2419,163801.210000000,0.028762760,0.030499348,-0.998910189,0.000288190,0.000311574,-0.009986976,1779139783210.000000000,2419,163801.210000000,-0.000131445,0.005998477,0.002242823,1,0.000288588,-0.000305037,-0.000326596,1,-0.282187968,-0.293089271,9.798206329,1,0,0
1779139783230.000000000,2419,163801.230000000,0.031137573,0.028764557,-0.998926699,0.000312820,0.000287600,-0.009986325,1779139783230.000000000,2419,163801.230000000,0.023167899,-0.011127666,0.002077830,1,-0.000173364,0.000547296,-0.000295141,1,-0.282204181,-0.293217301,9.798202515,1,0,0
1779139783240.000000000,2419,163801.240000000,0.031310964,0.029213818,-0.999094665,0.000313947,0.000290134,-0.009995520,1779139783240.000000000,2419,163801.240000000,0.024850810,-0.006770219,0.000428787,1,-0.000300197,-0.000201209,-0.000147326,1,-0.282198459,-0.293269426,9.798200607,1,0,0
1779139783250.000000000,2419,163801.250000000,0.031641968,0.030829541,-0.998839676,0.000315742,0.000306039,-0.009982172,1779139783250.000000000,2419,163801.250000000,0.028225852,0.009117479,0.002934456,1,0.000532549,-0.000010434,0.000081543,1,-0.282069564,-0.293196589,9.798207283,1,0,0
1779139783260.000000000,2419,163801.260000000,0.030318463,0.031748001,-0.998727262,0.000304322,0.000318141,-0.009986495,1779139783260.000000000,2419,163801.260000000,0.015175910,0.018191312,0.004036940,1,0.000376640,0.001333828,-0.000388269,1,-0.282187521,-0.293138593,9.798205376,1,0,0
1779139783270.000000000,2419,163801.270000000,0.029697105,0.031251207,-0.999290228,0.000296342,0.000312818,-0.009991504,1779139783270.000000000,2419,163801.270000000,0.009009656,0.013381726,-0.001484398,1,0.000668211,0.000692345,-0.000555557,1,-0.282240540,-0.293067575,9.798205376,1,0,0
1779139783280.000000000,2419,163801.280000000,0.028981626,0.029578520,-0.999444902,0.000288201,0.000296804,-0.009992758,1779139783280.000000000,2419,163801.280000000,0.001955150,-0.002980696,-0.003001076,1,0.000737629,0.000229171,-0.000357175,1,-0.282264352,-0.293024212,9.798206329,1,0,0
1779139783300.000000000,2419,163801.300000000,0.027438704,0.029325655,-0.999338508,0.000272512,0.000292343,-0.009988548,1779139783300.000000000,2419,163801.300000000,-0.013133096,-0.005418049,-0.001955713,1,-0.000619721,-0.000338974,-0.000508977,1,-0.282203823,-0.293024272,9.798208237,1,0,0
1779139783310.000000000,2419,163801.310000000,0.027277315,0.029119559,-0.999045610,0.000274449,0.000291130,-0.009993006,1779139783310.000000000,2419,163801.310000000,-0.014663708,-0.007415877,0.000919581,1,0.001282756,0.000174040,-0.000522034,1,-0.282167763,-0.292941660,9.798212051,1,0,0
1779139783330.000000000,2419,163801.330000000,0.027320785,0.030072154,-0.998006225,0.000274639,0.000299919,-0.009987310,1779139783330.000000000,2419,163801.330000000,-0.014290726,0.002003964,0.011113054,1,-0.000001497,0.000519095,0.000102326,1,-0.282232404,-0.292903095,9.798211098,1,0,0
1779139783340.000000000,2419,163801.340000000,0.027697312,0.030563908,-0.999008656,0.000278155,0.000304982,-0.009992851,1779139783340.000000000,2419,163801.340000000,-0.010656036,0.006860492,0.001281758,1,0.000419105,0.000681502,-0.000187411,1,-0.282294989,-0.292856187,9.798210144,1,0,0
1779139783360.000000000,2419,163801.360000000,0.029371640,0.029270703,-0.999291062,0.000293636,0.000298512,-0.009994495,1779139783360.000000000,2419,163801.360000000,0.005714222,-0.005848289,-0.001489817,1,0.000418189,-0.000370286,-0.000275803,1,-0.282311380,-0.292883068,9.798209190,1,0,0
1779139783370.000000000,2419,163801.370000000,0.030140514,0.028278170,-0.999628901,0.000302088,0.000281972,-0.009992591,1779139783370.000000000,2419,163801.370000000,0.013255234,-0.015552158,-0.004802593,1,0.000218987,0.000289245,-0.000551082,1,-0.282330751,-0.292859972,9.798209190,1,0,0
