unix_time_ms,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag
1779390365472,414383.472000000,3,0.554590821,0.031044936,0.000898215,-0.831543446,0
1779390365482,414383.482000000,3,0.551670551,0.031039441,0.000814045,-0.833484054,0
1779390365502,414383.502000000,3,0.554864883,0.031041369,0.000911645,-0.831360698,0
1779390365512,414383.512000000,3,0.549827874,0.031061685,0.000717493,-0.834699988,0
1779390365532,414383.532000000,3,0.553763151,0.031035965,0.000889340,-0.832095146,0
1779390365542,414383.542000000,3,0.552616298,0.031026265,0.000830217,-0.832857728,0
1779390365552,414383.552000000,3,0.548076928,0.031041043,0.000642286,-0.835851550,0
1779390365562,414383.562000000,3,0.544172823,0.031064179,0.000504994,-0.838397741,0
1779390365572,414383.572000000,3,0.549558938,0.031054130,0.000731108,-0.834877253,0
1779390365582,414383.582000000,3,0.548784018,0.031041060,0.000712300,-0.835387409,0
1779390365602,414383.602000000,3,0.553948522,0.031035300,0.000850539,-0.831971824,0
1779390365612,414383.612000000,3,0.555706561,0.031043949,0.000921411,-0.830798268,0
1779390365632,414383.632000000,3,0.548289657,0.031034550,0.000687338,-0.835712254,0
1779390365642,414383.642000000,3,0.549127221,0.031023206,0.000710167,-0.835162461,0
1779390365662,414383.662000000,3,0.553118169,0.031045355,0.000849198,-0.832523704,0
1779390365672,414383.672000000,3,0.547183454,0.031049067,0.000655519,-0.836436450,0
1779390365692,414383.692000000,3,0.549926162,0.031008352,0.000754282,-0.834637165,0
1779390365702,414383.702000000,3,0.555730522,0.031009071,0.000941222,-0.830783486,0
1779390365712,414383.712000000,3,0.555858552,0.031026892,0.000935778,-0.830697179,0
1779390365732,414383.732000000,3,0.553044677,0.031026712,0.000859199,-0.832573295,0
1779390365742,414383.742000000,3,0.547736764,0.031018188,0.000663804,-0.836075306,0
1779390365762,414383.762000000,3,0.554139376,0.031025333,0.000900376,-0.831845105,0
1779390365772,414383.772000000,3,0.546480000,0.031027429,0.000638487,-0.836896956,0
1779390365792,414383.792000000,3,0.557100236,0.030972967,0.001033095,-0.829866886,0
1779390365802,414383.802000000,3,0.555339634,0.030982330,0.000936526,-0.831045866,0
1779390365822,414383.822000000,3,0.546180725,0.031026844,0.000612673,-0.837092400,0
1779390365832,414383.832000000,3,0.550007999,0.031014500,0.000774483,-0.834583044,0
1779390365852,414383.852000000,3,0.559236825,0.030991998,0.001083488,-0.828427792,0
1779390365862,414383.862000000,3,0.552102685,0.031011771,0.000801926,-0.833198845,0
1779390365872,414383.872000000,3,0.547737122,0.031017572,0.000651066,-0.836075187,0
1779390365892,414383.892000000,3,0.554138303,0.030981237,0.000919877,-0.831847429,0
1779390365902,414383.902000000,3,0.550693870,0.030991768,0.000779473,-0.834131420,0
1779390365912,414383.912000000,3,0.547769248,0.031015618,0.000668183,-0.836054087,0
1779390365922,414383.922000000,3,0.550209463,0.031026632,0.000777415,-0.834449768,0
1779390365932,414383.932000000,3,0.549420953,0.031016642,0.000766280,-0.834969521,0
1779390365952,414383.952000000,3,0.552269340,0.030994574,0.000828060,-0.833088934,0
1779390365962,414383.962000000,3,0.548588037,0.031015441,0.000664386,-0.835517049,0
1779390365982,414383.982000000,3,0.545830369,0.031017765,0.000577860,-0.837321281,0
1779390365992,414383.992000000,3,0.549213469,0.031011822,0.000680723,-0.835106194,0
1779390366002,414384.002000000,3,0.552241802,0.031016182,0.000745324,-0.833106577,0
1779390366022,414384.022000000,3,0.549205065,0.031045308,0.000625361,-0.835110545,0
1779390366032,414384.032000000,3,0.551440239,0.031001825,0.000827401,-0.833637774,0
1779390366052,414384.052000000,3,0.548704624,0.030972620,0.000735772,-0.835442066,0
1779390366062,414384.062000000,3,0.553186834,0.031002389,0.000854263,-0.832479775,0
1779390366082,414384.082000000,3,0.548772097,0.031013558,0.000738770,-0.835396171,0
1779390366092,414384.092000000,3,0.553779542,0.030980552,0.000940572,-0.832086265,0
1779390366112,414384.112000000,3,0.546034873,0.031016825,0.000561911,-0.837187886,0
1779390366122,414384.122000000,3,0.550447226,0.031029794,0.000708605,-0.834292829,0
1779390366142,414384.142000000,3,0.548241794,0.030998010,0.000669518,-0.835744977,0
1779390366152,414384.152000000,3,0.548811078,0.030996375,0.000667733,-0.835371315,0
1779390366162,414384.162000000,3,0.555520833,0.031026613,0.000872216,-0.830923140,0
1779390366182,414384.182000000,3,0.550541878,0.031032549,0.000716515,-0.834230304,0
1779390366192,414384.192000000,3,0.553904295,0.031008502,0.000855243,-0.832002282,0
1779390366212,414384.212000000,3,0.553466856,0.031033933,0.000795477,-0.832292497,0
1779390366222,414384.222000000,3,0.550861001,0.031052364,0.000723972,-0.834018826,0
1779390366242,414384.242000000,3,0.549499631,0.031004308,0.000734934,-0.834918201,0
1779390366252,414384.252000000,3,0.554750144,0.031002417,0.000885798,-0.831438720,0
1779390366272,414384.272000000,3,0.550084293,0.031044155,0.000728934,-0.834531665,0
1779390366282,414384.282000000,3,0.554942250,0.031017002,0.000981581,-0.831309915,0
1779390366292,414384.292000000,3,0.552669406,0.030990254,0.000926286,-0.832823753,0
1779390366312,414384.312000000,3,0.548268914,0.031018553,0.000704829,-0.835726440,0
1779390366322,414384.322000000,3,0.550173044,0.031028435,0.000796796,-0.834473670,0
1779390366342,414384.342000000,3,0.551660717,0.030975815,0.000909066,-0.833492756,0
1779390366352,414384.352000000,3,0.550217211,0.030973433,0.000801730,-0.834446549,0
1779390366372,414384.372000000,3,0.546729922,0.031016549,0.000668278,-0.836734116,0
1779390366382,414384.382000000,3,0.553362608,0.030994115,0.000971369,-0.832363129,0
1779390366402,414384.402000000,3,0.546563864,0.030988254,0.000647394,-0.836843669,0
1779390366412,414384.412000000,3,0.553664207,0.031012855,0.000849111,-0.832161963,0
1779390366432,414384.432000000,3,0.549372435,0.030988660,0.000782979,-0.835002422,0
1779390366442,414384.442000000,3,0.555646241,0.030949902,0.001045820,-0.830841959,0
1779390366452,414384.452000000,3,0.549964607,0.030961648,0.000784982,-0.834613502,0
1779390366472,414384.472000000,3,0.548454285,0.031023672,0.000678921,-0.835604608,0
1779390366482,414384.482000000,3,0.551307261,0.030997058,0.000848168,-0.833725870,0
