unix_time_ms,GPS_ts_tow,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,estLinAccelX,estLinAccelY,estLinAccelZ,estLinAccel_valid,estAngRateX,estAngRateY,estAngRateZ,estAngRate_valid,estGravityX,estGravityY,estGravityZ,estGravity_valid,flag
1779390365742,414383.742000000,0.043176480,-0.027005585,-0.994584143,0.000438800,-0.000256008,-0.009924090,-0.084493600,0.045402549,0.035034202,1,-0.000812316,-0.001505118,-0.000042038,1,-0.507863462,0.310211509,9.788576126,1,0
1779390365762,414383.762000000,0.057248972,-0.038287036,-0.998595893,0.000568297,-0.000395520,-0.010019741,0.053409409,-0.065170810,-0.004315726,1,-0.000754160,0.001870328,-0.001001193,1,-0.508070529,0.310271680,9.788563728,1,0
1779390365772,414383.772000000,0.053938404,-0.029230112,-0.984863162,0.000554164,-0.000316845,-0.009868598,0.020781219,0.023344330,0.130357802,1,-0.004894923,0.000649309,-0.001364234,1,-0.508195400,0.309839129,9.788571358,1,0
1779390365792,414383.792000000,0.040496983,-0.027667485,-1.000677466,0.000392682,-0.000256618,-0.009988057,-0.110655196,0.038114868,-0.024689691,1,0.002533445,-0.004110597,0.000914116,1,-0.507665992,0.309520662,9.788608551,1,0
1779390365802,414383.802000000,0.052044887,-0.039323036,-1.010686159,0.000490669,-0.000380925,-0.010112451,0.002869880,-0.075754412,-0.122840755,1,0.005428361,-0.001116575,0.001242062,1,-0.507480085,0.310044020,9.788601875,1,0
1779390365822,414383.822000000,0.066752240,-0.031372603,-0.985008657,0.000672707,-0.000328303,-0.009854657,0.146753713,0.002484026,0.128942683,1,-0.003038557,0.002778379,-0.001104091,1,-0.507931113,0.310064137,9.788577080,1,0
1779390365832,414383.832000000,0.052338365,-0.021453584,-0.983780921,0.000545260,-0.000217213,-0.009819988,0.005306662,0.099436410,0.140988186,1,-0.002867613,0.000042389,-0.000619330,1,-0.507958114,0.309734911,9.788586617,1,0
1779390365852,414383.852000000,0.041611016,-0.036664579,-1.004040718,0.000403380,-0.000349224,-0.010032244,-0.099581294,-0.049500316,-0.057683758,1,0.004894797,-0.001166372,0.001150943,1,-0.507608473,0.310210764,9.788589478,1,0
1779390365862,414383.862000000,0.054292392,-0.041943666,-0.997280478,0.000530875,-0.000418451,-0.009984526,0.024828764,-0.100890428,0.008601807,1,0.001691990,0.000653054,-0.000541627,1,-0.507618666,0.310488313,9.788579941,1,0
1779390365872,414383.872000000,0.057481945,-0.034234866,-0.986585081,0.000586121,-0.000351249,-0.009868756,0.056039106,-0.025365256,0.113486148,1,-0.002452783,0.001078789,-0.000823635,1,-0.507700682,0.310286373,9.788582802,1,0
1779390365892,414383.892000000,0.043492537,-0.023865849,-0.998026490,0.000445561,-0.000225268,-0.009958019,-0.081089519,0.075613461,0.001309687,1,-0.000940288,-0.000681885,-0.000336134,1,-0.507584751,0.309627682,9.788609505,1,0
1779390365902,414383.902000000,0.050242268,-0.033429440,-1.007384300,0.000488559,-0.000315276,-0.010070353,-0.014876039,-0.018035326,-0.090463147,1,0.003593244,0.000463799,-0.000125838,1,-0.507598937,0.309907287,9.788599968,1,0
1779390365912,414383.912000000,0.061499946,-0.038317539,-0.999045491,0.000609142,-0.000386959,-0.010021498,0.095358916,-0.065716475,-0.008702717,1,0.002022491,0.002627598,0.000050373,1,-0.507831395,0.310113341,9.788580894,1,0
1779390365922,414383.922000000,0.062312316,-0.032760046,-0.982675016,0.000634728,-0.000349809,-0.009851724,0.103014201,-0.011278685,0.151822761,1,-0.002314886,0.001982734,-0.001627905,1,-0.508124292,0.309912860,9.788572311,1,0
1779390365932,414383.932000000,0.048751704,-0.022600746,-0.978727341,0.000511115,-0.000235670,-0.009788234,-0.030057212,0.088023029,0.190541834,1,-0.002731713,-0.000223701,-0.000991152,1,-0.508142114,0.309573948,9.788581848,1,0
1779390365952,414383.952000000,0.043597762,-0.036127381,-1.008056283,0.000409099,-0.000347261,-0.010074656,-0.080145806,-0.044309769,-0.097064130,1,0.004879195,-0.003259226,-0.000049208,1,-0.507592320,0.310130775,9.788593292,1,0
1779390365962,414383.962000000,0.056685869,-0.039528977,-1.004281998,0.000549290,-0.000399105,-0.010074931,0.048334263,-0.077131838,-0.060060926,1,0.005410817,-0.000040812,-0.000558776,1,-0.507563531,0.310682714,9.788577080,1,0
1779390365982,414383.982000000,0.053285316,-0.021280929,-0.986316204,0.000550952,-0.000218130,-0.009852995,0.014917449,0.101854697,0.116119169,1,-0.001628748,-0.001506949,0.000041801,1,-0.507586002,0.310498655,9.788581848,1,0
1779390365992,414383.992000000,0.044531409,-0.024071779,-0.993655980,0.000444527,-0.000214805,-0.009909196,-0.070733950,0.074704975,0.044143714,1,0.005198533,-0.002615114,0.000470048,1,-0.507355988,0.310931236,9.788579941,1,0
1779390366002,414384.002000000,0.047647670,-0.036588214,-1.005546570,0.000463174,-0.000349308,-0.010038205,-0.039838865,-0.047300138,-0.072469667,1,0.008114084,-0.003063740,0.000690279,1,-0.507006764,0.311761647,9.788571358,1,0
1779390366022,414384.022000000,0.054475129,-0.038064916,-0.992882431,0.000583532,-0.000382132,-0.009918367,0.026997313,-0.061195109,0.051698744,1,-0.005552995,0.002475079,-0.001406837,1,-0.507363200,0.311813712,9.788551331,1,0
1779390366032,414384.032000000,0.045637313,-0.019306779,-0.981282532,0.000485988,-0.000226405,-0.009903980,-0.060321867,0.120828614,0.165482283,1,-0.020790463,0.003835098,-0.000517671,1,-0.507995129,0.309507966,9.788591385,1,0
1779390366052,414384.052000000,0.045413058,-0.027895659,-1.008070350,0.000411842,-0.000233263,-0.010036248,-0.062516786,0.035265498,-0.097173549,1,0.009672937,-0.002084717,0.001130993,1,-0.507800698,0.309131682,9.788614273,1,0
1779390366062,414384.062000000,0.062323898,-0.040369518,-0.999849796,0.000618430,-0.000397130,-0.010034475,0.103437319,-0.086024776,-0.016585302,1,0.010924880,-0.000252799,0.001085748,1,-0.507742405,0.310207188,9.788582802,1,0
1779390366082,414384.082000000,0.054309230,-0.025715867,-0.978122652,0.000563524,-0.000276874,-0.009771764,0.024421472,0.057499707,0.196469486,1,-0.008797619,0.000366360,-0.000701899,1,-0.508182287,0.309410989,9.788584709,1,0
1779390366092,414384.092000000,0.042649679,-0.021236470,-0.989922881,0.000434252,-0.000210791,-0.009880297,-0.089810148,0.100763142,0.080776334,1,-0.002213012,-0.002828307,0.000167910,1,-0.507972360,0.308953106,9.788610458,1,0
1779390366112,414384.112000000,0.058015041,-0.039468795,-0.999342859,0.000555970,-0.000395603,-0.010019649,0.061380617,-0.076647535,-0.011620140,1,0.009915504,-0.001160127,0.000370505,1,-0.507516146,0.310718745,9.788578033,1,0
1779390366122,414384.122000000,0.059614085,-0.038331185,-0.989565074,0.000601048,-0.000402293,-0.009911106,0.077092461,-0.064866506,0.084248848,1,0.001789490,-0.000286297,-0.000927844,1,-0.507514060,0.311088264,9.788566589,1,0
1779390366142,414384.142000000,0.041244160,-0.023778584,-0.989533782,0.000424950,-0.000227296,-0.009872511,-0.103134751,0.076980270,0.084579103,1,-0.000894723,-0.003114942,-0.000393642,1,-0.507505178,0.310140014,9.788597107,1,0
1779390366152,414384.152000000,0.047801416,-0.026717911,-1.002339244,0.000444697,-0.000279770,-0.010041950,-0.038599011,0.048365522,-0.040993851,1,0.005166823,-0.001843897,0.000090548,1,-0.507313251,0.310539871,9.788594246,1,0
1779390366162,414384.162000000,0.060125079,-0.042161062,-1.002137899,0.000582565,-0.000399073,-0.010019727,0.082273722,-0.102146193,-0.039047956,1,0.009021563,0.000160827,0.000050671,1,-0.507356882,0.311593771,9.788558960,1,0
1779390366182,414384.182000000,0.048582789,-0.025113320,-0.985701203,0.000510738,-0.000257733,-0.009848326,-0.031148324,0.065070815,0.122127391,1,-0.007461369,0.001303920,-0.000489816,1,-0.507623911,0.311115086,9.788559914,1,0
1779390366192,414384.192000000,0.037746478,-0.024287274,-0.993504167,0.000390643,-0.000230603,-0.009906639,-0.137413934,0.072664224,0.045622334,1,-0.002910761,-0.000936590,0.000248904,1,-0.507551014,0.310750753,9.788575172,1,0
1779390366212,414384.212000000,0.059327677,-0.042537060,-1.003736258,0.000590953,-0.000418179,-0.010056902,0.074377358,-0.105653420,-0.054732136,1,0.004782045,0.002505709,-0.000121570,1,-0.507506669,0.311641455,9.788549423,1,0
1779390366222,414384.222000000,0.061168313,-0.036234070,-0.988187313,0.000635275,-0.000381766,-0.009898938,0.092110015,-0.043885157,0.097735256,1,-0.004308376,0.004080863,-0.001551461,1,-0.507804990,0.311286986,9.788545609,1,0
1779390366242,414384.242000000,0.041888390,-0.021528803,-0.994103193,0.000421692,-0.000215318,-0.009932166,-0.097013324,0.098870054,0.039764345,1,-0.002808625,-0.001915587,0.000585904,1,-0.507737577,0.309908807,9.788592339,1,0
1779390366252,414384.252000000,0.044341668,-0.035139073,-1.010130286,0.000415276,-0.000341329,-0.010075069,-0.072667643,-0.034172334,-0.117406704,1,0.007161734,-0.003131784,0.001103662,1,-0.507412255,0.310649216,9.788585663,1,0
1779390366272,414384.272000000,0.063996091,-0.037364282,-0.988911569,0.000642103,-0.000403811,-0.009922229,0.119666748,-0.055592269,0.090643041,1,-0.007433108,0.004013567,-0.001184516,1,-0.508046806,0.310592681,9.788555145,1,0
1779390366282,414384.282000000,0.054551702,-0.023387510,-0.981827497,0.000559219,-0.000263140,-0.009824270,0.026647747,0.080296114,0.160130888,1,-0.013347809,0.002858032,-0.001950718,1,-0.508412659,0.309230208,9.788578987,1,0
1779390366292,414384.292000000,0.044661824,-0.018671330,-0.990993619,0.000444670,-0.000178834,-0.009887870,-0.070376843,0.125623778,0.070269056,1,-0.005228578,-0.001241597,-0.000364330,1,-0.508321404,0.308563501,9.788604736,1,0
