FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,04/29/26 21:33:22.061428736
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:orientQuaternion,Matrix,100Hz[1x4],,,,,,

DATA_START
Time,inertial-6286.188861:orientQuaternion[0-0],inertial-6286.188861:orientQuaternion[0-1],inertial-6286.188861:orientQuaternion[0-2],inertial-6286.188861:orientQuaternion[0-3]
1777498402061428736,1.000000,0.000443,0.000023,-0.000227
1777498402071553792,1.000000,0.000441,0.000019,-0.000232
1777498402081658880,1.000000,0.000440,0.000017,-0.000235
1777498402091744512,1.000000,0.000436,0.000017,-0.000237
1777498402101810944,1.000000,0.000434,0.000019,-0.000237
1777498402111857152,1.000000,0.000435,0.000013,-0.000239
1777498402121883136,1.000000,0.000431,0.000017,-0.000237
1777498402131889664,1.000000,0.000432,0.000017,-0.000237
1777498402141876736,1.000000,0.000430,0.000017,-0.000238
1777498402151844352,1.000000,0.000430,0.000016,-0.000234
1777498402161792000,1.000000,0.000430,0.000018,-0.000233
1777498402171720448,1.000000,0.000431,0.000019,-0.000232
1777498402181628928,1.000000,0.000433,0.000019,-0.000230
1777498402191517440,1.000000,0.000434,0.000020,-0.000231
1777498402201387008,1.000000,0.000434,0.000019,-0.000233
1777498402211237120,1.000000,0.000436,0.000018,-0.000231
1777498402221073920,1.000000,0.000438,0.000022,-0.000230
1777498402230891264,1.000000,0.000438,0.000023,-0.000230
1777498402240689408,1.000000,0.000436,0.000024,-0.000230
1777498402250468352,1.000000,0.000436,0.000023,-0.000228
1777498402260465152,1.000000,0.000439,0.000022,-0.000228
1777498402270679296,1.000000,0.000440,0.000022,-0.000225
1777498402280873472,1.000000,0.000443,0.000021,-0.000225
1777498402291047424,1.000000,0.000445,0.000019,-0.000223
1777498402301201152,1.000000,0.000444,0.000019,-0.000224
1777498402311334912,1.000000,0.000446,0.000021,-0.000224
1777498402321448960,1.000000,0.000446,0.000019,-0.000222
1777498402331543808,1.000000,0.000446,0.000019,-0.000221
1777498402341618944,1.000000,0.000439,0.000020,-0.000224
1777498402351674112,1.000000,0.000436,0.000019,-0.000224
1777498402361709312,1.000000,0.000431,0.000021,-0.000227
1777498402371724800,1.000000,0.000430,0.000019,-0.000231
1777498402381720576,1.000000,0.000436,0.000018,-0.000232
1777498402391696384,1.000000,0.000438,0.000018,-0.000233
1777498402401652736,1.000000,0.000439,0.000022,-0.000233
1777498402411589376,1.000000,0.000439,0.000023,-0.000233
1777498402421506560,1.000000,0.000439,0.000022,-0.000233
1777498402431403776,1.000000,0.000436,0.000024,-0.000231
1777498402441281280,1.000000,0.000436,0.000022,-0.000231
1777498402451139584,1.000000,0.000434,0.000019,-0.000234
1777498402460978176,1.000000,0.000435,0.000021,-0.000237
1777498402470797568,1.000000,0.000433,0.000019,-0.000241
1777498402480597504,1.000000,0.000431,0.000020,-0.000243
1777498402490378496,1.000000,0.000434,0.000019,-0.000248
1777498402500376832,1.000000,0.000435,0.000020,-0.000251
1777498402510592256,1.000000,0.000433,0.000023,-0.000250
1777498402520787968,1.000000,0.000433,0.000018,-0.000248
1777498402530963712,1.000000,0.000432,0.000019,-0.000246
1777498402541119232,1.000000,0.000435,0.000017,-0.000246
1777498402551254784,1.000000,0.000436,0.000018,-0.000243
1777498402561372416,1.000000,0.000436,0.000017,-0.000238
1777498402571470080,1.000000,0.000440,0.000016,-0.000233
1777498402581548032,1.000000,0.000442,0.000015,-0.000233
1777498402591606016,1.000000,0.000443,0.000014,-0.000230
1777498402601644288,1.000000,0.000442,0.000017,-0.000230
1777498402611662592,1.000000,0.000441,0.000018,-0.000227
1777498402621660928,1.000000,0.000442,0.000016,-0.000229
1777498402631639808,1.000000,0.000441,0.000014,-0.000227
1777498402641599232,1.000000,0.000442,0.000006,-0.000227
1777498402651539200,1.000000,0.000441,0.000004,-0.000227
1777498402661459456,1.000000,0.000437,0.000003,-0.000226
1777498402671359744,1.000000,0.000437,0.000003,-0.000225
1777498402681240576,1.000000,0.000436,0.000001,-0.000223
1777498402691101952,1.000000,0.000433,0.000002,-0.000221
1777498402700943616,1.000000,0.000433,0.000002,-0.000218
1777498402710766080,1.000000,0.000432,0.000004,-0.000218
1777498402720569856,1.000000,0.000432,0.000005,-0.000217
1777498402730353920,1.000000,0.000431,0.000003,-0.000219
1777498402740354560,1.000000,0.000429,0.000002,-0.000223
1777498402750571520,1.000000,0.000426,0.000003,-0.000229
1777498402760768512,1.000000,0.000423,0.000001,-0.000232
1777498402770945024,1.000000,0.000420,0.000001,-0.000241
1777498402781101824,1.000000,0.000414,0.000001,-0.000252
1777498402791238400,1.000000,0.000407,-0.000002,-0.000261
1777498402801355520,1.000000,0.000406,-0.000004,-0.000270
1777498402811453184,1.000000,0.000404,-0.000002,-0.000276
1777498402821530624,1.000000,0.000404,-0.000001,-0.000277
1777498402831588352,1.000000,0.000409,-0.000003,-0.000277
1777498402841626112,1.000000,0.000416,0.000007,-0.000273
1777498402851644160,1.000000,0.000424,0.000011,-0.000262
1777498402861642240,1.000000,0.000428,0.000017,-0.000250
1777498402871620352,1.000000,0.000444,0.000018,-0.000236
1777498402881579008,1.000000,0.000458,0.000019,-0.000220
1777498402891518208,1.000000,0.000475,0.000017,-0.000203
1777498402901437440,1.000000,0.000492,0.000016,-0.000184
1777498402911337216,1.000000,0.000511,0.000019,-0.000162
1777498402921217536,1.000000,0.000537,0.000010,-0.000127
1777498402931077888,1.000000,0.000567,0.000004,-0.000085
1777498402940919296,1.000000,0.000600,0.000003,-0.000033
1777498402950740736,1.000000,0.000637,-0.000005,0.000028
1777498402960543232,1.000000,0.000677,0.000000,0.000105
1777498402970326784,1.000000,0.000709,0.000016,0.000177
1777498402980090880,1.000000,0.000734,0.000014,0.000249
1777498402990310400,1.000000,0.000773,0.000010,0.000322
1777498403000510208,1.000000,0.000813,0.000023,0.000405
1777498403010690560,1.000000,0.000856,0.000032,0.000500
1777498403020851712,0.999999,0.000888,0.000039,0.000606
1777498403030993152,0.999999,0.000915,0.000057,0.000716
1777498403041115392,0.999999,0.000948,0.000065,0.000823
1777498403051217664,0.999999,0.000983,0.000070,0.000929
1777498403061301504,0.999999,0.001014,0.000068,0.001030
1777498403071365632,0.999999,0.001044,0.000066,0.001120
1777498403081410048,0.999999,0.001056,0.000071,0.001196
1777498403091434752,0.999999,0.001066,0.000064,0.001257
1777498403101440000,0.999999,0.001077,0.000068,0.001298
1777498403111425792,0.999999,0.001084,0.000070,0.001327
1777498403121392128,0.999999,0.001089,0.000070,0.001350
1777498403131339008,0.999999,0.001098,0.000072,0.001363
1777498403141266688,0.999998,0.001101,0.000078,0.001376
1777498403151175168,0.999998,0.001102,0.000081,0.001386
1777498403161063680,0.999998,0.001108,0.000082,0.001398
1777498403170932992,0.999998,0.001114,0.000084,0.001411
