FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,01/01/70 00:00:00.000000000
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:estRoll,Timeseries,100Hz,,,,,,
inertial-6286.188861:estRoll:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estPitch,Timeseries,100Hz,,,,,,
inertial-6286.188861:estPitch:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estYaw,Timeseries,100Hz,,,,,,
inertial-6286.188861:estYaw:valid,ValidFlag,100Hz,,,,,,

DATA_START
Time,inertial-6286.188861:estRoll,inertial-6286.188861:estRoll:valid,inertial-6286.188861:estPitch,inertial-6286.188861:estPitch:valid,inertial-6286.188861:estYaw,inertial-6286.188861:estYaw:valid
1777497560269724928,0.002218721434473991,1,-0.003224461572244763,1,3.019310712814331,1
1777497560279914496,0.002222565235570073,1,-0.003221205668523908,1,3.019314765930176,1
1777497560290084096,0.002225586911663413,1,-0.003234304720535874,1,3.019315958023071,1
1777497560300233728,0.002229327335953712,1,-0.003245077794417739,1,3.019311189651489,1
1777497560310364160,0.002233992563560605,1,-0.0032496377825737,1,3.019311666488647,1
1777497560320474624,0.002233992330729961,1,-0.003252522554248571,1,3.019305944442749,1
1777497560330565632,0.002235020976513624,1,-0.003252306487411261,1,3.019309997558594,1
1777497560340636928,0.002240368397906423,1,-0.003252830123528838,1,3.019321918487549,1
1777497560350688512,0.002243733964860439,1,-0.003256174270063639,1,3.019334077835083,1
1777497560360725248,0.00225012912414968,1,-0.003252380527555943,1,3.019336938858032,1
1777497560370745088,0.002248438308015466,1,-0.003245777450501919,1,3.019345045089722,1
1777497560380745728,0.00224839779548347,1,-0.003251819405704737,1,3.019356727600098,1
1777497560390955264,0.002250942634418607,1,-0.003245055209845304,1,3.019376039505005,1
1777497560401373696,0.002254095626994967,1,-0.003243159735575318,1,3.019397974014282,1
1777497560411771904,0.002253699349239469,1,-0.003246064996346831,1,3.019412517547607,1
1777497560422149888,0.002210556296631694,1,-0.003283373080193996,1,3.019430637359619,1
1777497560432508416,0.002214854815974832,1,-0.003290774999186397,1,3.019433259963989,1
1777497560442847232,0.002214225241914392,1,-0.003289333079010248,1,3.019428491592407,1
1777497560453165824,0.002222058596089482,1,-0.003289008978754282,1,3.019422292709351,1
1777497560463464192,0.002223638584837317,1,-0.003283502766862512,1,3.019425392150879,1
1777497560473742848,0.002216671826317906,1,-0.003272519446909428,1,3.019427061080933,1
1777497560484001536,0.002221616450697184,1,-0.003275059862062335,1,3.019426107406616,1
1777497560494240256,0.002221876988187432,1,-0.00326890405267477,1,3.019424200057983,1
1777497560504459008,0.002218947978690267,1,-0.003265398321673274,1,3.01941704750061,1
1777497560514658304,0.002212373074144125,1,-0.003262442769482732,1,3.019411325454712,1
1777497560524837632,0.002208586549386382,1,-0.0032616863027215,1,3.019410133361816,1
1777497560534996992,0.002209608210250735,1,-0.003264883533120155,1,3.019404172897339,1
1777497560545136896,0.002213381230831146,1,-0.00325954589061439,1,3.019400358200073,1
1777497560555256832,0.002204818418249488,1,-0.003263819729909301,1,3.019394874572754,1
1777497560565357056,0.002202707109972835,1,-0.003270491026341915,1,3.019388914108276,1
1777497560575437824,0.002204430056735873,1,-0.003272201865911484,1,3.019385099411011,1
1777497560585502464,0.002205932978540659,1,-0.003281575161963701,1,3.019378900527954,1
1777497560595550208,0.002203933196142316,1,-0.003279759082943201,1,3.01938009262085,1
1777497560605578240,0.002199471462517977,1,-0.003283469704911113,1,3.019389152526855,1
1777497560615586816,0.002197128953412175,1,-0.003281685523688793,1,3.019403457641602,1
1777497560625576192,0.002196412533521652,1,-0.00326371006667614,1,3.019422292709351,1
1777497560635778816,0.002195261884480715,1,-0.003270034212619066,1,3.019431114196777,1
1777497560646194432,0.002195901470258832,1,-0.003270187880843878,1,3.019434928894043,1
1777497560656589824,0.002190018305554986,1,-0.003268679371103644,1,3.019439935684204,1
1777497560666965248,0.002191555453464389,1,-0.003269193461164832,1,3.019439458847046,1
1777497560677320448,0.002192323794588447,1,-0.003274196991696954,1,3.019438505172729,1
1777497560687655936,0.002191784791648388,1,-0.003275669412687421,1,3.019433975219727,1
1777497560697971200,0.002192088635638356,1,-0.003273359965533018,1,3.01943039894104,1
1777497560708268288,0.002185448072850704,1,-0.003270879853516817,1,3.019433975219727,1
1777497560718545664,0.002182504627853632,1,-0.00326954573392868,1,3.019433498382568,1
1777497560728803072,0.002187270671129227,1,-0.003273520153015852,1,3.019435882568359,1
1777497560739040768,0.002182671800255775,1,-0.003273918991908431,1,3.019439220428467,1
1777497560749258752,0.002180497860535979,1,-0.003277421928942204,1,3.019446611404419,1
1777497560759456768,0.002179619623348117,1,-0.003280123230069876,1,3.019454956054688,1
1777497560769635072,0.002179607748985291,1,-0.003279739059507847,1,3.019457101821899,1
1777497560779793152,0.002177156042307615,1,-0.003274927381426096,1,3.019456386566162,1
1777497560789932288,0.002173992805182934,1,-0.003278131131082773,1,3.01945161819458,1
1777497560800051712,0.002174948807805777,1,-0.003269439097493887,1,3.019444942474365,1
1777497560810151424,0.002171308966353536,1,-0.003260223427787423,1,3.019437789916992,1
1777497560820231424,0.002171784639358521,1,-0.003254201728850603,1,3.019436120986938,1
