FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,04/29/26 21:38:25.022139392
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:roll,Timeseries,100Hz,,,,,,
inertial-6286.188861:pitch,Timeseries,100Hz,,,,,,
inertial-6286.188861:yaw,Timeseries,100Hz,,,,,,

DATA_START
Time,inertial-6286.188861:roll,inertial-6286.188861:pitch,inertial-6286.188861:yaw
1777498705022139392,0.0003831830399576575,-0.0002708742977119982,-0.0007360795279964805
1777498705032243200,0.0003818257246166468,-0.0002719638287089765,-0.0007347121136263013
1777498705042327040,0.000383380422135815,-0.0002696651790756732,-0.0007352677057497203
1777498705052390912,0.0003837455587927252,-0.0002716747403610498,-0.0007327669882215559
1777498705062434816,0.000383044098271057,-0.0002707052626647055,-0.0007381670875474811
1777498705072459008,0.0003787469177041203,-0.0002737433824222535,-0.000739847426302731
1777498705082463488,0.0003711040189955384,-0.0002854587219189852,-0.0007439344772137702
1777498705092448256,0.0003683609538711607,-0.0002832806494552642,-0.0007440052577294409
1777498705102413056,0.0003622145741246641,-0.0002843688416760415,-0.000747096142731607
1777498705112358400,0.0003537019074428827,-0.0002847519936040044,-0.0007452731369994581
1777498705122284032,0.0003499185550026596,-0.0002871712786145508,-0.0007466563256457448
1777498705132190208,0.0003487428184598684,-0.0002824692055583,-0.0007462609792128205
1777498705142077184,0.0003492396208457649,-0.0002781382645480335,-0.0007396140717901289
1777498705151944192,0.0003492475370876491,-0.0002882048429455608,-0.0007349984371103346
1777498705161792512,0.0003494874981697649,-0.0002840450033545494,-0.0007342704921029508
1777498705171621632,0.0003476982819847763,-0.000277905201073736,-0.0007313295500352979
1777498705181431296,0.0003490221861284226,-0.0002807521377690136,-0.0007283348822966218
1777498705191221248,0.0003486209316179156,-0.0002795461914502084,-0.0007298162090592086
1777498705200992000,0.0003515194403007627,-0.0002854471968021244,-0.0007356832502409816
1777498705210984192,0.0003474082914181054,-0.0002830627199728042,-0.000740165647584945
1777498705221197312,0.0003380967536941171,-0.0002873048943001777,-0.0007446239469572902
1777498705231390464,0.000340383849106729,-0.0002832951431628317,-0.0007503098458983004
1777498705241563392,0.0003406523901503533,-0.0002862284891307354,-0.0007515815668739378
1777498705251716608,0.0003394361701793969,-0.0002822335518430918,-0.0007477433537133038
1777498705261849600,0.0003363314608577639,-0.0002837771025951952,-0.0007461885688826442
1777498705271962880,0.000343106483342126,-0.0002907738962676376,-0.0007438433240167797
1777498705282055936,0.0003485326305963099,-0.0002890598843805492,-0.0007296396652236581
1777498705292129024,0.0003503268526401371,-0.0002756254689302295,-0.0007210903568193316
1777498705302182144,0.0003497311263345182,-0.000264652248006314,-0.0007070234860293567
1777498705312216832,0.0003505622153170407,-0.0002528289041947573,-0.0006971099064685404
1777498705322232064,0.000352682953234762,-0.0002458019589539617,-0.0006850672652944922
1777498705332227328,0.000359972647856921,-0.000243086731643416,-0.0006800577393732965
1777498705342202880,0.000362490100087598,-0.000246794312261045,-0.0006822430295869708
1777498705352158464,0.0003614416054915637,-0.0002422811812721193,-0.0006867017364129424
1777498705362094848,0.0003553566348273307,-0.000236920895986259,-0.0006921557360328734
1777498705372011264,0.0003485252091195434,-0.0002363604871788993,-0.0007026619859971106
1777498705381907968,0.000339218502631411,-0.0002353638410568237,-0.0007115345797501504
1777498705391785472,0.0003246702253818512,-0.0002314519952051342,-0.0007163057452999055
1777498705401643776,0.0003095588472206146,-0.0002273771387990564,-0.0007209882605820894
1777498705411482112,0.0002938901598099619,-0.0002165923797292635,-0.0007223337888717651
1777498705421301504,0.0002825457777362317,-0.0002023034321609885,-0.0007250792696140707
1777498705431101184,0.0002688343520276248,-0.0001844379148678854,-0.000725561345461756
1777498705440881408,0.000248779688263312,-0.0001669035118538886,-0.0007274813833646476
1777498705450879232,0.0002233265986433253,-0.0001496070617577061,-0.0007324856705963612
1777498705461093888,0.0002032846969086677,-0.0001445982343284413,-0.0007474554004147649
1777498705471288832,0.0001869519910542294,-0.0001351725368294865,-0.0007720669964328408
