FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,01/01/70 00:00:00.000000000
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:estRoll,Timeseries,100Hz,,,,,,
inertial-6286.188861:estRoll:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estPitch,Timeseries,100Hz,,,,,,
inertial-6286.188861:estPitch:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estYaw,Timeseries,100Hz,,,,,,
inertial-6286.188861:estYaw:valid,ValidFlag,100Hz,,,,,,

DATA_START
Time,inertial-6286.188861:estRoll,inertial-6286.188861:estRoll:valid,inertial-6286.188861:estPitch,inertial-6286.188861:estPitch:valid,inertial-6286.188861:estYaw,inertial-6286.188861:estYaw:valid
1777498111089049856,0.003934948239475489,1,-0.008124034851789474,1,3.114887952804565,1
1777498111098727424,0.003935854882001877,1,-0.008121365681290627,1,3.114891290664673,1
1777498111108385792,0.003939067479223013,1,-0.008121917024254799,1,3.114897012710571,1
1777498111118024960,0.003940909169614315,1,-0.008124074898660183,1,3.114898681640625,1
1777498111127645696,0.003949285019189119,1,-0.008123083040118217,1,3.114899635314941,1
1777498111137246976,0.003944570198655128,1,-0.008128917776048183,1,3.114901542663574,1
1777498111146829824,0.003947140648961067,1,-0.008121673949062824,1,3.114894390106201,1
1777498111156393216,0.003949709702283144,1,-0.00811582338064909,1,3.114889144897461,1
1777498111166176000,0.003947334829717875,1,-0.008114087395370007,1,3.114885568618774,1
1777498111176177408,0.00394283514469862,1,-0.008112712763249874,1,3.114882230758667,1
1777498111186159360,0.003937130328267813,1,-0.008113479241728783,1,3.114881753921509,1
1777498111196121344,0.003940014634281397,1,-0.008115869946777821,1,3.114880323410034,1
1777498111206063872,0.003941004164516926,1,-0.008108531124889851,1,3.114873647689819,1
1777498111215986944,0.003931496758013964,1,-0.008108587935566902,1,3.11487078666687,1
1777498111225890816,0.00393615523353219,1,-0.008105579763650894,1,3.114868879318237,1
1777498111235774720,0.003938854206353426,1,-0.008104876615107059,1,3.114867210388184,1
1777498111245639168,0.003940398339182138,1,-0.008107514120638371,1,3.11486291885376,1
1777498111255484160,0.003942315466701984,1,-0.008112844079732895,1,3.114864110946655,1
1777498111265310208,0.003940402064472437,1,-0.008119368925690651,1,3.114863872528076,1
1777498111275116288,0.003942107781767845,1,-0.00811323057860136,1,3.114871263504028,1
1777498111284903168,0.0039463653229177,1,-0.008105939254164696,1,3.114875555038452,1
1777498111294670848,0.003945678472518921,1,-0.008105671033263206,1,3.114873886108398,1
1777498111304419584,0.003937887959182262,1,-0.008104193024337292,1,3.114879131317139,1
1777498111314148864,0.003938350360840559,1,-0.008105196990072727,1,3.11487889289856,1
1777498111323858688,0.003939087968319654,1,-0.008103685453534126,1,3.114874601364136,1
1777498111333549568,0.003946427255868912,1,-0.008101462386548519,1,3.114877462387085,1
1777498111343220992,0.003947484772652388,1,-0.008107566274702549,1,3.114881038665771,1
1777498111352874752,0.003943962045013905,1,-0.00810954999178648,1,3.114883899688721,1
1777498111362510592,0.003946127369999886,1,-0.00811510905623436,1,3.114879846572876,1
1777498111372127744,0.003946803975850344,1,-0.00811602920293808,1,3.114874839782715,1
1777498111381725696,0.003943602088838816,1,-0.00811440497636795,1,3.11487340927124,1
1777498111391304960,0.003942473791539669,1,-0.00811441894620657,1,3.114869832992554,1
1777498111400865024,0.003947424236685038,1,-0.008116765879094601,1,3.114869356155396,1
1777498111410886912,0.003954792395234108,1,-0.008118313737213612,1,3.114876747131348,1
1777498111420889600,0.0039568399079144,1,-0.008122057653963566,1,3.114878177642822,1
1777498111430873088,0.003959732595831156,1,-0.008122994564473629,1,3.114883899688721,1
1777498111440836608,0.003959414083510637,1,-0.008118313737213612,1,3.11488676071167,1
1777498111450780672,0.00396137498319149,1,-0.008123032748699188,1,3.11488676071167,1
1777498111460704768,0.00396037520840764,1,-0.008123721927404404,1,3.11488676071167,1
1777498111470609664,0.003956242930144072,1,-0.008126456290483475,1,3.114885330200195,1
1777498111480494592,0.003951631020754576,1,-0.008123323321342468,1,3.114887714385986,1
1777498111490361344,0.00394923472777009,1,-0.008118210360407829,1,3.11488676071167,1
1777498111500208384,0.003943681716918945,1,-0.008117855526506901,1,3.114889621734619,1
1777498111510036224,0.003945826552808285,1,-0.008123809471726418,1,3.114889144897461,1
1777498111519844352,0.003943610936403275,1,-0.008118811994791031,1,3.114885091781616,1
1777498111529633280,0.00395121006295085,1,-0.008118883706629276,1,3.114885568618774,1
1777498111539403008,0.003948262892663479,1,-0.008122147060930729,1,3.114879846572876,1
1777498111549153280,0.00395146431401372,1,-0.008126841858029366,1,3.114883184432983,1
1777498111558884352,0.003957512322813272,1,-0.008123256266117096,1,3.114884376525879,1
1777498111568596480,0.003957947716116905,1,-0.008120130747556686,1,3.114882707595825,1
1777498111578289408,0.003956968430429697,1,-0.008120395243167877,1,3.11488676071167,1
1777498111587962880,0.003954052925109863,1,-0.008118369616568089,1,3.114891529083252,1
1777498111597617152,0.003954486921429634,1,-0.008122294209897518,1,3.114894151687622,1
1777498111607252224,0.003952189348638058,1,-0.008117272518575191,1,3.114897727966309,1
1777498111616868352,0.003960980568081141,1,-0.008118881843984127,1,3.114894390106201,1
1777498111626465280,0.003966290038079023,1,-0.008120577782392502,1,3.114884376525879,1
1777498111636043520,0.003967061173170805,1,-0.008125265128910542,1,3.114880800247192,1
