FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,04/29/26 21:46:26.041620480
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:orientQuaternion,Matrix,100Hz[1x4],,,,,,

DATA_START
Time,inertial-6286.188861:orientQuaternion[0-0],inertial-6286.188861:orientQuaternion[0-1],inertial-6286.188861:orientQuaternion[0-2],inertial-6286.188861:orientQuaternion[0-3]
1777499186041620480,1.000000,-0.000075,0.000081,-0.000046
1777499186051834368,1.000000,-0.000070,0.000080,-0.000028
1777499186062028544,1.000000,-0.000064,0.000076,-0.000013
1777499186072203008,1.000000,-0.000060,0.000079,-0.000001
1777499186082357504,1.000000,-0.000061,0.000076,0.000007
1777499186092491520,1.000000,-0.000057,0.000077,0.000016
1777499186102606848,1.000000,-0.000059,0.000078,0.000028
1777499186112702976,1.000000,-0.000055,0.000079,0.000042
1777499186122779904,1.000000,-0.000047,0.000072,0.000055
1777499186132837120,1.000000,-0.000040,0.000072,0.000076
1777499186142874624,1.000000,-0.000032,0.000070,0.000100
1777499186152892928,1.000000,-0.000021,0.000072,0.000121
1777499186162891776,1.000000,-0.000017,0.000070,0.000145
1777499186172871168,1.000000,-0.000006,0.000066,0.000168
1777499186182831616,1.000000,0.000005,0.000058,0.000196
1777499186192772608,1.000000,0.000016,0.000053,0.000228
1777499186202694400,1.000000,0.000033,0.000052,0.000264
1777499186212596736,1.000000,0.000044,0.000044,0.000317
1777499186222479872,1.000000,0.000036,0.000071,0.000365
1777499186232343808,1.000000,0.000060,0.000067,0.000399
1777499186242188288,1.000000,0.000087,0.000052,0.000439
1777499186252013568,1.000000,0.000097,0.000049,0.000484
1777499186261820160,1.000000,0.000105,0.000055,0.000524
1777499186271608320,1.000000,0.000105,0.000046,0.000556
1777499186281610752,1.000000,0.000105,0.000053,0.000577
1777499186291826176,1.000000,0.000112,0.000053,0.000583
1777499186302021632,1.000000,0.000121,0.000052,0.000592
1777499186312196608,1.000000,0.000128,0.000051,0.000601
1777499186322352384,1.000000,0.000136,0.000055,0.000616
1777499186332487936,1.000000,0.000141,0.000059,0.000640
1777499186342603520,1.000000,0.000151,0.000069,0.000675
1777499186352699136,1.000000,0.000163,0.000073,0.000722
1777499186362775040,1.000000,0.000173,0.000079,0.000786
1777499186372830976,1.000000,0.000189,0.000083,0.000855
1777499186382867200,1.000000,0.000205,0.000086,0.000926
1777499186392883200,1.000000,0.000217,0.000079,0.001001
1777499186402879744,0.999999,0.000227,0.000073,0.001073
1777499186412856832,0.999999,0.000238,0.000070,0.001143
1777499186422813952,0.999999,0.000247,0.000066,0.001214
1777499186432751360,0.999999,0.000260,0.000060,0.001288
