FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,04/29/26 21:28:31.087873280
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:orientQuaternion,Matrix,100Hz[1x4],,,,,,

DATA_START
Time,inertial-6286.188861:orientQuaternion[0-0],inertial-6286.188861:orientQuaternion[0-1],inertial-6286.188861:orientQuaternion[0-2],inertial-6286.188861:orientQuaternion[0-3]
1777498111087873280,1.000000,-0.000296,0.000339,-0.000152
1777498111098032128,1.000000,-0.000296,0.000343,-0.000155
1777498111108171264,1.000000,-0.000300,0.000343,-0.000157
1777498111118290432,1.000000,-0.000298,0.000344,-0.000158
1777498111128389632,1.000000,-0.000297,0.000345,-0.000159
1777498111138468608,1.000000,-0.000297,0.000344,-0.000161
1777498111148527872,1.000000,-0.000296,0.000341,-0.000161
1777498111158567424,1.000000,-0.000297,0.000338,-0.000161
1777498111168587008,1.000000,-0.000296,0.000341,-0.000157
1777498111178586624,1.000000,-0.000294,0.000345,-0.000155
1777498111188566784,1.000000,-0.000294,0.000345,-0.000156
1777498111198527232,1.000000,-0.000298,0.000346,-0.000153
1777498111208467968,1.000000,-0.000298,0.000345,-0.000153
1777498111218388736,1.000000,-0.000297,0.000346,-0.000155
1777498111228290048,1.000000,-0.000294,0.000347,-0.000154
1777498111238171904,1.000000,-0.000293,0.000344,-0.000152
1777498111248035328,1.000000,-0.000295,0.000343,-0.000151
1777498111257880832,1.000000,-0.000294,0.000340,-0.000153
1777498111267706880,1.000000,-0.000293,0.000340,-0.000155
1777498111277513472,1.000000,-0.000295,0.000341,-0.000156
1777498111287301120,1.000000,-0.000296,0.000341,-0.000158
1777498111297068800,1.000000,-0.000293,0.000340,-0.000158
1777498111307297792,1.000000,-0.000289,0.000339,-0.000154
1777498111317507072,1.000000,-0.000288,0.000337,-0.000154
1777498111327696896,1.000000,-0.000287,0.000336,-0.000153
1777498111337866752,1.000000,-0.000287,0.000339,-0.000152
1777498111348016640,1.000000,-0.000286,0.000336,-0.000152
1777498111358146048,1.000000,-0.000286,0.000336,-0.000152
1777498111368255744,1.000000,-0.000288,0.000335,-0.000152
1777498111378345216,1.000000,-0.000291,0.000336,-0.000151
1777498111388415488,1.000000,-0.000292,0.000339,-0.000152
1777498111398466304,1.000000,-0.000295,0.000339,-0.000150
1777498111408497408,1.000000,-0.000294,0.000336,-0.000151
1777498111418508544,1.000000,-0.000295,0.000339,-0.000153
1777498111428499712,1.000000,-0.000291,0.000339,-0.000152
1777498111438471424,1.000000,-0.000292,0.000337,-0.000155
1777498111448423168,1.000000,-0.000291,0.000335,-0.000154
1777498111458355200,1.000000,-0.000288,0.000336,-0.000153
1777498111468267776,1.000000,-0.000288,0.000338,-0.000154
1777498111478161152,1.000000,-0.000288,0.000338,-0.000152
1777498111488034816,1.000000,-0.000290,0.000339,-0.000149
1777498111497888512,1.000000,-0.000289,0.000337,-0.000148
1777498111507723264,1.000000,-0.000290,0.000340,-0.000146
1777498111517538048,1.000000,-0.000286,0.000339,-0.000148
1777498111527333376,1.000000,-0.000284,0.000338,-0.000149
1777498111537109760,1.000000,-0.000283,0.000336,-0.000151
1777498111547103744,1.000000,-0.000286,0.000336,-0.000152
1777498111557315328,1.000000,-0.000288,0.000336,-0.000153
1777498111567507456,1.000000,-0.000286,0.000338,-0.000155
1777498111577679616,1.000000,-0.000287,0.000336,-0.000155
1777498111587832320,1.000000,-0.000285,0.000337,-0.000156
1777498111597965568,1.000000,-0.000289,0.000337,-0.000156
1777498111608079104,1.000000,-0.000289,0.000336,-0.000156
1777498111618172672,1.000000,-0.000288,0.000337,-0.000156
1777498111628246272,1.000000,-0.000288,0.000338,-0.000157
1777498111638300416,1.000000,-0.000290,0.000336,-0.000158
1777498111648334336,1.000000,-0.000291,0.000334,-0.000160
1777498111658348800,1.000000,-0.000288,0.000337,-0.000159
1777498111668343296,1.000000,-0.000288,0.000335,-0.000158
1777498111678318592,1.000000,-0.000287,0.000337,-0.000158
1777498111688274176,1.000000,-0.000284,0.000335,-0.000158
1777498111698210048,1.000000,-0.000287,0.000336,-0.000157
1777498111708126208,1.000000,-0.000287,0.000334,-0.000156
1777498111718022912,1.000000,-0.000289,0.000330,-0.000156
1777498111727900160,1.000000,-0.000289,0.000330,-0.000154
1777498111737760256,1.000000,-0.000289,0.000330,-0.000152
1777498111747603456,1.000000,-0.000287,0.000330,-0.000152
1777498111757427200,1.000000,-0.000290,0.000329,-0.000152
1777498111767231744,1.000000,-0.000291,0.000328,-0.000154
1777498111777017600,1.000000,-0.000292,0.000331,-0.000157
1777498111787016704,1.000000,-0.000294,0.000334,-0.000158
1777498111797228544,1.000000,-0.000294,0.000334,-0.000155
1777498111807420928,1.000000,-0.000293,0.000335,-0.000156
1777498111817592832,1.000000,-0.000294,0.000338,-0.000156
1777498111827745024,1.000000,-0.000294,0.000341,-0.000158
1777498111837877248,1.000000,-0.000293,0.000344,-0.000159
1777498111847989760,1.000000,-0.000291,0.000345,-0.000158
1777498111858082048,1.000000,-0.000293,0.000344,-0.000156
1777498111868154624,1.000000,-0.000294,0.000343,-0.000156
