unix_time_ms,fGPS_ts_week,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag_sensor,flag_filter
1779140671838.000000000,2419,164689.838000000,3,0.999929130,0.009367250,0.007310713,-0.000745434,1,0,0
1779140671848.000000000,2419,164689.848000000,3,0.999929249,0.009363627,0.007297941,-0.000741587,1,0,0
1779140671868.000000000,2419,164689.868000000,3,0.999929130,0.009377187,0.007301246,-0.000735953,1,0,0
1779140671878.000000000,2419,164689.878000000,3,0.999929070,0.009382120,0.007300594,-0.000736212,1,0,0
1779140671898.000000000,2419,164689.898000000,3,0.999929070,0.009376810,0.007309578,-0.000746322,1,0,0
1779140671908.000000000,2419,164689.908000000,3,0.999929130,0.009375679,0.007297635,-0.000747558,1,0,0
1779140671928.000000000,2419,164689.928000000,3,0.999929011,0.009376715,0.007309502,-0.000750907,1,0,0
1779140671938.000000000,2419,164689.938000000,3,0.999929011,0.009378743,0.007310976,-0.000752723,1,0,0
1779140671948.000000000,2419,164689.948000000,3,0.999929011,0.009374337,0.007316124,-0.000754677,1,0,0
1779140671968.000000000,2419,164689.968000000,3,0.999929011,0.009377684,0.007315100,-0.000756549,1,0,0
1779140671978.000000000,2419,164689.978000000,3,0.999929011,0.009376054,0.007317181,-0.000756987,1,0,0
1779140671988.000000000,2419,164689.988000000,3,0.999929011,0.009378082,0.007309948,-0.000755111,1,0,0
1779140671998.000000000,2419,164689.998000000,3,0.999929011,0.009376881,0.007314540,-0.000754254,1,0,0
1779140672008.000000000,2419,164690.008000000,3,0.999929070,0.009374375,0.007307775,-0.000751411,1,0,0
1779140672028.000000000,2419,164690.028000000,3,0.999929130,0.009369613,0.007307106,-0.000745660,1,0,0
1779140672038.000000000,2419,164690.038000000,3,0.999929070,0.009371256,0.007308726,-0.000746110,1,0,0
1779140672058.000000000,2419,164690.058000000,3,0.999929070,0.009368720,0.007313111,-0.000749608,1,0,0
1779140672068.000000000,2419,164690.068000000,3,0.999929130,0.009367669,0.007308723,-0.000752610,1,0,0
1779140672078.000000000,2419,164690.078000000,3,0.999929130,0.009368547,0.007309277,-0.000758625,1,0,0
1779140672098.000000000,2419,164690.098000000,3,0.999929130,0.009369816,0.007307305,-0.000764276,1,0,0
1779140672108.000000000,2419,164690.108000000,3,0.999929070,0.009369496,0.007309055,-0.000765226,1,0,0
1779140672128.000000000,2419,164690.128000000,3,0.999929070,0.009370695,0.007308015,-0.000766289,1,0,0
1779140672138.000000000,2419,164690.138000000,3,0.999929070,0.009369210,0.007309718,-0.000766225,1,0,0
1779140672158.000000000,2419,164690.158000000,3,0.999929130,0.009365398,0.007313673,-0.000765155,1,0,0
1779140672168.000000000,2419,164690.168000000,3,0.999929070,0.009364050,0.007316455,-0.000764908,1,0,0
1779140672188.000000000,2419,164690.188000000,3,0.999929070,0.009364916,0.007315174,-0.000765467,1,0,0
1779140672198.000000000,2419,164690.198000000,3,0.999929070,0.009365292,0.007315800,-0.000764027,1,0,0
1779140672218.000000000,2419,164690.218000000,3,0.999929130,0.009360828,0.007320113,-0.000761948,1,0,0
1779140672228.000000000,2419,164690.228000000,3,0.999929130,0.009358188,0.007317448,-0.000764122,1,0,0
1779140672238.000000000,2419,164690.238000000,3,0.999929130,0.009359999,0.007318183,-0.000765129,1,0,0
1779140672258.000000000,2419,164690.258000000,3,0.999929011,0.009365382,0.007325136,-0.000766804,1,0,0
1779140672268.000000000,2419,164690.268000000,3,0.999928951,0.009366078,0.007329144,-0.000770283,1,0,0
1779140672288.000000000,2419,164690.288000000,3,0.999928951,0.009368725,0.007331505,-0.000772765,1,0,0
1779140672298.000000000,2419,164690.298000000,3,0.999928892,0.009369333,0.007333191,-0.000774142,1,0,0
1779140672318.000000000,2419,164690.318000000,3,0.999928892,0.009374320,0.007333909,-0.000772415,1,0,0
1779140672328.000000000,2419,164690.328000000,3,0.999928832,0.009376476,0.007338782,-0.000773934,1,0,0
1779140672348.000000000,2419,164690.348000000,3,0.999928772,0.009380224,0.007338495,-0.000776372,1,0,0
1779140672358.000000000,2419,164690.358000000,3,0.999928832,0.009375405,0.007337392,-0.000775666,1,0,0
1779140672368.000000000,2419,164690.368000000,3,0.999928832,0.009379554,0.007332736,-0.000777218,1,0,0
1779140672388.000000000,2419,164690.388000000,3,0.999928832,0.009378603,0.007332110,-0.000775535,1,0,0
1779140672398.000000000,2419,164690.398000000,3,0.999928832,0.009379342,0.007332704,-0.000775893,1,0,0
1779140672418.000000000,2419,164690.418000000,3,0.999928832,0.009376231,0.007333614,-0.000778755,1,0,0
1779140672428.000000000,2419,164690.428000000,3,0.999928832,0.009372170,0.007336501,-0.000782691,1,0,0
1779140672448.000000000,2419,164690.448000000,3,0.999928892,0.009368601,0.007335151,-0.000791051,1,0,0
1779140672458.000000000,2419,164690.458000000,3,0.999928951,0.009367642,0.007331975,-0.000793670,1,0,0
1779140672478.000000000,2419,164690.478000000,3,0.999928892,0.009368083,0.007337547,-0.000797911,1,0,0
1779140672488.000000000,2419,164690.488000000,3,0.999928832,0.009369759,0.007339025,-0.000799650,1,0,0
1779140672508.000000000,2419,164690.508000000,3,0.999928832,0.009373477,0.007340026,-0.000802669,1,0,0
1779140672518.000000000,2419,164690.518000000,3,0.999928772,0.009375421,0.007339906,-0.000802921,1,0,0
1779140672528.000000000,2419,164690.528000000,3,0.999928772,0.009373384,0.007341644,-0.000802557,1,0,0
1779140672548.000000000,2419,164690.548000000,3,0.999928713,0.009378338,0.007346219,-0.000804234,1,0,0
1779140672558.000000000,2419,164690.558000000,3,0.999928713,0.009377034,0.007346673,-0.000807437,1,0,0
1779140672578.000000000,2419,164690.578000000,3,0.999928594,0.009383622,0.007350731,-0.000814057,1,0,0
1779140672588.000000000,2419,164690.588000000,3,0.999928653,0.009381157,0.007353137,-0.000816408,1,0,0
1779140672608.000000000,2419,164690.608000000,3,0.999928653,0.009377252,0.007354491,-0.000818549,1,0,0
1779140672618.000000000,2419,164690.618000000,3,0.999928653,0.009378194,0.007354354,-0.000817792,1,0,0
1779140672638.000000000,2419,164690.638000000,3,0.999928653,0.009374334,0.007357941,-0.000816821,1,0,0
1779140672648.000000000,2419,164690.648000000,3,0.999928713,0.009371691,0.007356068,-0.000818502,1,0,0
1779140672658.000000000,2419,164690.658000000,3,0.999928534,0.009383520,0.007364024,-0.000821107,1,0,0
1779140672678.000000000,2419,164690.678000000,3,0.999928474,0.009386500,0.007368347,-0.000822916,1,0,0
1779140672688.000000000,2419,164690.688000000,3,0.999928474,0.009385213,0.007368911,-0.000821544,1,0,0
1779140672708.000000000,2419,164690.708000000,3,0.999928474,0.009384527,0.007369455,-0.000815348,1,0,0
1779140672718.000000000,2419,164690.718000000,3,0.999928474,0.009382966,0.007370884,-0.000813470,1,0,0
1779140672738.000000000,2419,164690.738000000,3,0.999928415,0.009385688,0.007380032,-0.000809930,1,0,0
1779140672748.000000000,2419,164690.748000000,3,0.999928355,0.009386376,0.007381191,-0.000808940,1,0,0
1779140672768.000000000,2419,164690.768000000,3,0.999928415,0.009386626,0.007378693,-0.000810162,1,0,0
1779140672778.000000000,2419,164690.778000000,3,0.999928415,0.009384696,0.007379962,-0.000809408,1,0,0
1779140672798.000000000,2419,164690.798000000,3,0.999928415,0.009385201,0.007380628,-0.000806529,1,0,0
1779140672808.000000000,2419,164690.808000000,3,0.999928355,0.009387759,0.007381314,-0.000803522,1,0,0
1779140672818.000000000,2419,164690.818000000,3,0.999928415,0.009385468,0.007377997,-0.000802394,1,0,0
1779140672838.000000000,2419,164690.838000000,3,0.999928415,0.009387303,0.007377573,-0.000799001,1,0,0
1779140672848.000000000,2419,164690.848000000,3,0.999928355,0.009389821,0.007382181,-0.000798051,1,0,0
1779140672868.000000000,2419,164690.868000000,3,0.999928296,0.009391482,0.007386149,-0.000794811,1,0,0
1779140672878.000000000,2419,164690.878000000,3,0.999928296,0.009392207,0.007388101,-0.000795319,1,0,0
1779140672898.000000000,2419,164690.898000000,3,0.999928296,0.009387309,0.007393507,-0.000797967,1,0,0
1779140672908.000000000,2419,164690.908000000,3,0.999928296,0.009389557,0.007390705,-0.000799715,1,0,0
1779140672928.000000000,2419,164690.928000000,3,0.999928176,0.009394703,0.007399232,-0.000795455,1,0,0
1779140672938.000000000,2419,164690.938000000,3,0.999928236,0.009389920,0.007398552,-0.000794122,1,0,0
1779140672948.000000000,2419,164690.948000000,3,0.999928236,0.009387051,0.007398830,-0.000792987,1,0,0
1779140672968.000000000,2419,164690.968000000,3,0.999928236,0.009388182,0.007403507,-0.000786193,1,0,0
1779140672978.000000000,2419,164690.978000000,3,0.999928236,0.009385664,0.007402403,-0.000782961,1,0,0
1779140672998.000000000,2419,164690.998000000,3,0.999928236,0.009387369,0.007405097,-0.000781145,1,0,0
1779140673008.000000000,2419,164691.008000000,3,0.999928236,0.009386316,0.007405953,-0.000778758,1,0,0
1779140673028.000000000,2419,164691.028000000,3,0.999928176,0.009384181,0.007412666,-0.000777381,1,0,0
1779140673038.000000000,2419,164691.038000000,3,0.999928176,0.009384199,0.007415907,-0.000777348,1,0,0
1779140673058.000000000,2419,164691.058000000,3,0.999928117,0.009383988,0.007419296,-0.000778948,1,0,0
