unix_time_ms,GPS_ts_week,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag_sensor,flag_filter
1779140671838.000000000,2419,164689.838000000,3,0.780257940,0.011301193,-0.000647597,-0.625355422,0,0
1779140671848.000000000,2419,164689.848000000,3,0.785749197,0.011295498,-0.000553877,-0.618441880,0,0
1779140671868.000000000,2419,164689.868000000,3,0.785197556,0.011292024,-0.000563442,-0.619142175,0,0
1779140671878.000000000,2419,164689.878000000,3,0.782999218,0.011293093,-0.000605751,-0.621919990,0,0
1779140671898.000000000,2419,164689.898000000,3,0.788466632,0.011299756,-0.000495486,-0.614973605,0,0
1779140671908.000000000,2419,164689.908000000,3,0.786671460,0.011290188,-0.000537899,-0.617268443,0,0
1779140671928.000000000,2419,164689.928000000,3,0.784005940,0.011296322,-0.000578721,-0.620650291,0,0
1779140671938.000000000,2419,164689.938000000,3,0.784716547,0.011299834,-0.000565813,-0.619751573,0,0
1779140671948.000000000,2419,164689.948000000,3,0.790206254,0.011305512,-0.000457028,-0.612736583,0,0
1779140671968.000000000,2419,164689.968000000,3,0.790384829,0.011310680,-0.000453961,-0.612506151,0,0
1779140671978.000000000,2419,164689.978000000,3,0.786833465,0.011309548,-0.000515304,-0.617061615,0,0
1779140671988.000000000,2419,164689.988000000,3,0.787421882,0.011307726,-0.000510879,-0.616310537,0,0
1779140671998.000000000,2419,164689.998000000,3,0.785248041,0.011307603,-0.000546390,-0.619077981,0,0
1779140672008.000000000,2419,164690.008000000,3,0.783472061,0.011299670,-0.000582609,-0.621324003,0,0
1779140672028.000000000,2419,164690.028000000,3,0.785636544,0.011297229,-0.000540874,-0.618584991,0,0
1779140672038.000000000,2419,164690.038000000,3,0.780649245,0.011294712,-0.000631302,-0.624866962,0,0
1779140672058.000000000,2419,164690.058000000,3,0.780545056,0.011298787,-0.000629293,-0.624997139,0,0
1779140672068.000000000,2419,164690.068000000,3,0.791194022,0.011304376,-0.000436719,-0.611460567,0,0
1779140672078.000000000,2419,164690.078000000,3,0.788927972,0.011303576,-0.000478611,-0.614381492,0,0
1779140672098.000000000,2419,164690.098000000,3,0.786880195,0.011301472,-0.000518502,-0.617002130,0,0
1779140672108.000000000,2419,164690.108000000,3,0.790319443,0.011305095,-0.000453648,-0.612590611,0,0
1779140672128.000000000,2419,164690.128000000,3,0.785927296,0.011303040,-0.000535206,-0.618215442,0,0
1779140672138.000000000,2419,164690.138000000,3,0.783001065,0.011300961,-0.000585571,-0.621917427,0,0
1779140672158.000000000,2419,164690.158000000,3,0.785055459,0.011303028,-0.000542200,-0.619322121,0,0
1779140672168.000000000,2419,164690.168000000,3,0.785650849,0.011304022,-0.000528340,-0.618566692,0,0
1779140672188.000000000,2419,164690.188000000,3,0.788257182,0.011305819,-0.000481972,-0.615241945,0,0
1779140672198.000000000,2419,164690.198000000,3,0.788595974,0.011307007,-0.000475037,-0.614807487,0,0
1779140672218.000000000,2419,164690.218000000,3,0.786250412,0.011306169,-0.000511236,-0.617804408,0,0
1779140672228.000000000,2419,164690.228000000,3,0.790180624,0.011306277,-0.000439483,-0.612769663,0,0
1779140672238.000000000,2419,164690.238000000,3,0.788086772,0.011306450,-0.000478614,-0.615460217,0,0
1779140672258.000000000,2419,164690.258000000,3,0.783073485,0.011305387,-0.000570082,-0.621826291,0,0
1779140672268.000000000,2419,164690.268000000,3,0.789249957,0.011313379,-0.000454337,-0.613967717,0,0
1779140672288.000000000,2419,164690.288000000,3,0.789541364,0.011316932,-0.000448751,-0.613592863,0,0
1779140672298.000000000,2419,164690.298000000,3,0.787220657,0.011317034,-0.000490322,-0.616567433,0,0
1779140672318.000000000,2419,164690.318000000,3,0.789185286,0.011323527,-0.000456511,-0.614050746,0,0
1779140672328.000000000,2419,164690.328000000,3,0.786434293,0.011325986,-0.000504523,-0.617569923,0,0
1779140672348.000000000,2419,164690.348000000,3,0.787941515,0.011329715,-0.000479362,-0.615645707,0,0
1779140672358.000000000,2419,164690.358000000,3,0.790554404,0.011327011,-0.000429140,-0.612286925,0,0
1779140672368.000000000,2419,164690.368000000,3,0.783625662,0.011321690,-0.000562643,-0.621129930,0,0
1779140672388.000000000,2419,164690.388000000,3,0.787736714,0.011323974,-0.000487480,-0.615907788,0,0
1779140672398.000000000,2419,164690.398000000,3,0.789204538,0.011325901,-0.000460498,-0.614025831,0,0
1779140672418.000000000,2419,164690.418000000,3,0.785817444,0.011321010,-0.000520212,-0.618354738,0,0
1779140672428.000000000,2419,164690.428000000,3,0.787262082,0.011320627,-0.000488971,-0.616514504,0,0
1779140672448.000000000,2419,164690.448000000,3,0.780597091,0.011310792,-0.000609361,-0.624931931,0,0
1779140672458.000000000,2419,164690.458000000,3,0.783770382,0.011313600,-0.000551226,-0.620947421,0,0
1779140672478.000000000,2419,164690.478000000,3,0.787329376,0.011320558,-0.000481825,-0.616428494,0,0
1779140672488.000000000,2419,164690.488000000,3,0.781528413,0.011318416,-0.000587246,-0.623766780,0,0
1779140672508.000000000,2419,164690.508000000,3,0.785642028,0.011328545,-0.000513591,-0.618577421,0,0
1779140672518.000000000,2419,164690.518000000,3,0.794646919,0.011337602,-0.000347992,-0.606966019,0,0
1779140672528.000000000,2419,164690.528000000,3,0.794591069,0.011336849,-0.000346484,-0.607039034,0,0
1779140672548.000000000,2419,164690.548000000,3,0.780310452,0.011332198,-0.000608734,-0.625289440,0,0
1779140672558.000000000,2419,164690.558000000,3,0.787965953,0.011337950,-0.000467740,-0.615614295,0,0
1779140672578.000000000,2419,164690.578000000,3,0.789510369,0.011346619,-0.000440139,-0.613632321,0,0
1779140672588.000000000,2419,164690.588000000,3,0.784977317,0.011344243,-0.000520381,-0.619420528,0,0
1779140672608.000000000,2419,164690.608000000,3,0.788174510,0.011348335,-0.000457793,-0.615347028,0,0
1779140672618.000000000,2419,164690.618000000,3,0.783690453,0.011346185,-0.000540529,-0.621047676,0,0
1779140672638.000000000,2419,164690.638000000,3,0.788844883,0.011349154,-0.000440785,-0.614487469,0,0
1779140672648.000000000,2419,164690.648000000,3,0.784052670,0.011341918,-0.000528632,-0.620590448,0,0
1779140672658.000000000,2419,164690.658000000,3,0.784698486,0.011345854,-0.000515690,-0.619773626,0,0
1779140672678.000000000,2419,164690.678000000,3,0.789896667,0.011355711,-0.000417715,-0.613134742,0,0
1779140672688.000000000,2419,164690.688000000,3,0.785139322,0.011352791,-0.000503754,-0.619215012,0,0
1779140672708.000000000,2419,164690.708000000,3,0.785846055,0.011354308,-0.000490340,-0.618317783,0,0
1779140672718.000000000,2419,164690.718000000,3,0.786518753,0.011354368,-0.000475963,-0.617461920,0,0
1779140672738.000000000,2419,164690.738000000,3,0.791448236,0.011365240,-0.000379413,-0.611130536,0,0
1779140672748.000000000,2419,164690.748000000,3,0.787048399,0.011363715,-0.000459816,-0.616786361,0,0
1779140672768.000000000,2419,164690.768000000,3,0.787966490,0.011365295,-0.000442940,-0.615613163,0,0
1779140672778.000000000,2419,164690.778000000,3,0.786148429,0.011364080,-0.000473398,-0.617933154,0,0
1779140672798.000000000,2419,164690.798000000,3,0.786431909,0.011364916,-0.000467297,-0.617572308,0,0
1779140672808.000000000,2419,164690.808000000,3,0.782591462,0.011364069,-0.000538830,-0.622431636,0,0
1779140672818.000000000,2419,164690.818000000,3,0.788461983,0.011364661,-0.000432265,-0.614978373,0,0
1779140672838.000000000,2419,164690.838000000,3,0.787648618,0.011365063,-0.000448956,-0.616019785,0,0
1779140672848.000000000,2419,164690.848000000,3,0.792219281,0.011374132,-0.000362409,-0.610130429,0,0
1779140672868.000000000,2419,164690.868000000,3,0.785876811,0.011371250,-0.000476286,-0.618278384,0,0
1779140672878.000000000,2419,164690.878000000,3,0.786673367,0.011373468,-0.000460590,-0.617264569,0,0
1779140672898.000000000,2419,164690.898000000,3,0.783893585,0.011370467,-0.000504469,-0.620790899,0,0
1779140672908.000000000,2419,164690.908000000,3,0.788332582,0.011373685,-0.000426413,-0.615144074,0,0
1779140672928.000000000,2419,164690.928000000,3,0.784845293,0.011380623,-0.000486581,-0.619587064,0,0
1779140672938.000000000,2419,164690.938000000,3,0.789449334,0.011380708,-0.000398511,-0.613710105,0,0
1779140672948.000000000,2419,164690.948000000,3,0.784608781,0.011375995,-0.000485160,-0.619886637,0,0
1779140672968.000000000,2419,164690.968000000,3,0.785117567,0.011380368,-0.000472761,-0.619242013,0,0
1779140672978.000000000,2419,164690.978000000,3,0.777254760,0.011370674,-0.000615443,-0.629083097,0,0
1779140672998.000000000,2419,164690.998000000,3,0.779758453,0.011375823,-0.000569294,-0.625976920,0,0
1779140673008.000000000,2419,164691.008000000,3,0.789381802,0.011382902,-0.000391325,-0.613796949,0,0
1779140673028.000000000,2419,164691.028000000,3,0.778313220,0.011377715,-0.000587173,-0.627772927,0,0
1779140673038.000000000,2419,164691.038000000,3,0.780374765,0.011382154,-0.000546374,-0.625208318,0,0
1779140673058.000000000,2419,164691.058000000,3,0.776955009,0.011380579,-0.000604717,-0.629453063,0,0
1779140673068.000000000,2419,164691.068000000,3,0.783825457,0.011385464,-0.000478790,-0.620876670,0,0
1779140673088.000000000,2419,164691.088000000,3,0.786254644,0.011389191,-0.000431866,-0.617797554,0,0
1779140673098.000000000,2419,164691.098000000,3,0.788735628,0.011392424,-0.000386635,-0.614627004,0,0
1779140673108.000000000,2419,164691.108000000,3,0.794875741,0.011396077,-0.000271715,-0.606665254,0,0
1779140673128.000000000,2419,164691.128000000,3,0.786957800,0.011392246,-0.000414182,-0.616901517,0,0
1779140673138.000000000,2419,164691.138000000,3,0.787083507,0.011394175,-0.000413352,-0.616741121,0,0
1779140673158.000000000,2419,164691.158000000,3,0.795857787,0.011404329,-0.000248039,-0.605376124,0,0
1779140673168.000000000,2419,164691.168000000,3,0.787186921,0.011395178,-0.000412403,-0.616609156,0,0
1779140673188.000000000,2419,164691.188000000,3,0.784368396,0.011388187,-0.000464252,-0.620190501,0,0
1779140673198.000000000,2419,164691.198000000,3,0.785218716,0.011390756,-0.000446782,-0.619113624,0,0
1779140673218.000000000,2419,164691.218000000,3,0.781592429,0.011391701,-0.000512319,-0.623685300,0,0
1779140673228.000000000,2419,164691.228000000,3,0.785328507,0.011396533,-0.000443380,-0.618974268,0,0
1779140673238.000000000,2419,164691.238000000,3,0.791195989,0.011398075,-0.000334002,-0.611456335,0,0
