Time,GPS_ts,fGPS_ts,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,flag
1777905931869,   241.413,   241.408,-0.001830,-0.010872,-0.995537,-0.000019,-0.000108,-0.009953, 0.002794,-0.001018, 0.043172,1, 0.000290,-0.000152,-0.000091,1,1
1777905931880,   241.678,   241.673,-0.001951,-0.010810,-0.995787,-0.000020,-0.000112,-0.009960, 0.001475, 0.002797, 0.042255,1, 0.000169, 0.000111, 0.000325,1,1
1777905931893,   255.483,   255.483,-0.001849,-0.010689,-0.996360,-0.000018,-0.000107,-0.009941, 0.003154, 0.000085, 0.035116,1,-0.000018, 0.000663,-0.000134,1,1
1777905931903,   255.483,   255.483,-0.001849,-0.010689,-0.996360,-0.000018,-0.000107,-0.009941, 0.003154, 0.000085, 0.035116,1,-0.000018, 0.000663,-0.000134,1,1
1777905931918,   255.513,   255.508,-0.001932,-0.010099,-0.997330,-0.000023,-0.000100,-0.009998, 0.002228, 0.005855, 0.025604,1,-0.000013, 0.000327,-0.000177,1,1
1777905931928,   255.513,   255.508,-0.001932,-0.010099,-0.997330,-0.000023,-0.000100,-0.009998, 0.002228, 0.005855, 0.025604,1,-0.000013, 0.000327,-0.000177,1,1
1777905931944,   255.538,   255.533,-0.002232,-0.010652,-0.995733,-0.000028,-0.000114,-0.009965, 0.004386, 0.006327, 0.050249,1,-0.000393, 0.000101, 0.000081,1,1
1777905931955,   255.538,   255.533,-0.002232,-0.010652,-0.995733,-0.000028,-0.000114,-0.009965, 0.004386, 0.006327, 0.050249,1,-0.000393, 0.000101, 0.000081,1,1
1777905931973,   255.563,   255.563,-0.002076,-0.011431,-0.995372,-0.000019,-0.000119,-0.009946, 0.000832,-0.007314, 0.044805,1,-0.000159,-0.000396,-0.000022,1,1
1777905931983,   255.563,   255.563,-0.002076,-0.011431,-0.995372,-0.000019,-0.000119,-0.009946, 0.000832,-0.007314, 0.044805,1,-0.000159,-0.000396,-0.000022,1,1
1777905931998,   255.593,   255.588,-0.002256,-0.011032,-0.998227,-0.000022,-0.000110,-0.010007,-0.000786,-0.003400, 0.016804,1,-0.000293,-0.000243,-0.000273,1,1
1777905932008,   255.593,   255.588,-0.002256,-0.011032,-0.998227,-0.000022,-0.000110,-0.010007,-0.000786,-0.003400, 0.016804,1,-0.000293,-0.000243,-0.000273,1,1
1777905932024,   255.618,   255.613,-0.002302,-0.009639,-0.996702,-0.000022,-0.000092,-0.009986,-0.001110, 0.007368, 0.048814,1,-0.000057,-0.000004,-0.000039,1,1
1777905932035,   255.618,   255.613,-0.002302,-0.009639,-0.996702,-0.000022,-0.000092,-0.009986,-0.001110, 0.007368, 0.048814,1,-0.000057,-0.000004,-0.000039,1,1
1777905932053,   255.643,   255.643,-0.002005,-0.009868,-0.994343,-0.000016,-0.000097,-0.009908, 0.001747, 0.007990, 0.054893,1, 0.000396, 0.000172, 0.000298,1,1
1777905932063,   255.643,   255.643,-0.002005,-0.009868,-0.994343,-0.000016,-0.000097,-0.009908, 0.001747, 0.007990, 0.054893,1, 0.000396, 0.000172, 0.000298,1,1
1777905932078,   255.673,   255.668,-0.002282,-0.010896,-0.996574,-0.000024,-0.000110,-0.009969,-0.001050,-0.002064, 0.033018,1, 0.000151, 0.000651, 0.000243,1,1
1777905932088,   255.673,   255.668,-0.002282,-0.010896,-0.996574,-0.000024,-0.000110,-0.009969,-0.001050,-0.002064, 0.033018,1, 0.000151, 0.000651, 0.000243,1,1
1777905932104,   255.698,   255.693,-0.002413,-0.011250,-0.997007,-0.000031,-0.000117,-0.009991, 0.003237,-0.001684, 0.046830,1,-0.000335, 0.000154, 0.000031,1,1
1777905932114,   255.698,   255.693,-0.002413,-0.011250,-0.997007,-0.000031,-0.000117,-0.009991, 0.003237,-0.001684, 0.046830,1,-0.000335, 0.000154, 0.000031,1,1
1777905932133,   255.723,   255.723,-0.002117,-0.010874,-0.995627,-0.000022,-0.000106,-0.009950, 0.000423,-0.001996, 0.042303,1,-0.000281, 0.000042, 0.000265,1,1
1777905932143,   255.723,   255.723,-0.002117,-0.010874,-0.995627,-0.000022,-0.000106,-0.009950, 0.000423,-0.001996, 0.042303,1,-0.000281, 0.000042, 0.000265,1,1
1777905932158,   255.753,   255.748,-0.001902,-0.010681,-0.995965,-0.000017,-0.000105,-0.009953, 0.002504,-0.000146, 0.038990,1, 0.000085, 0.000161, 0.000149,1,1
1777905932168,   255.753,   255.748,-0.001902,-0.010681,-0.995965,-0.000017,-0.000105,-0.009953, 0.002504,-0.000146, 0.038990,1, 0.000085, 0.000161, 0.000149,1,1
1777905932184,   255.778,   255.773,-0.002004,-0.010229,-0.996583,-0.000020,-0.000101,-0.009971, 0.001508, 0.002741, 0.036706,1,-0.000142, 0.000062, 0.000011,1,1
1777905932195,   255.778,   255.773,-0.002004,-0.010229,-0.996583,-0.000020,-0.000101,-0.009971, 0.001508, 0.002741, 0.036706,1,-0.000142, 0.000062, 0.000011,1,1
1777905932213,   255.803,   255.803,-0.002142,-0.010015,-0.995259,-0.000020,-0.000097,-0.009942, 0.000154, 0.006303, 0.045915,1,-0.000099,-0.000157, 0.000255,1,1
1777905932223,   255.803,   255.803,-0.002142,-0.010015,-0.995259,-0.000020,-0.000097,-0.009942, 0.000154, 0.006303, 0.045915,1,-0.000099,-0.000157, 0.000255,1,1
1777905932238,   255.833,   255.828,-0.002213,-0.010839,-0.995355,-0.000021,-0.000113,-0.009947,-0.000497,-0.001840, 0.044976,1,-0.000094,-0.000112,-0.000031,1,1
1777905932248,   255.833,   255.828,-0.002213,-0.010839,-0.995355,-0.000021,-0.000113,-0.009947,-0.000497,-0.001840, 0.044976,1,-0.000094,-0.000112,-0.000031,1,1
1777905932264,   255.858,   255.853,-0.002156,-0.011130,-0.996367,-0.000021,-0.000115,-0.009968,-0.000695,-0.002141, 0.037707,1, 0.000000, 0.000101,-0.000160,1,1
1777905932275,   255.858,   255.853,-0.002156,-0.011130,-0.996367,-0.000021,-0.000115,-0.009968,-0.000695,-0.002141, 0.037707,1, 0.000000, 0.000101,-0.000160,1,1
1777905932293,   255.883,   255.883,-0.002007,-0.011128,-0.995994,-0.000018,-0.000111,-0.009961, 0.001553,-0.004700, 0.038710,1, 0.000212,-0.000286,-0.000036,1,1
1777905932303,   255.883,   255.883,-0.002007,-0.011128,-0.995994,-0.000018,-0.000111,-0.009961, 0.001553,-0.004700, 0.038710,1, 0.000212,-0.000286,-0.000036,1,1
1777905932318,   255.913,   255.908,-0.002052,-0.010431,-0.995715,-0.000021,-0.000103,-0.009957, 0.001189, 0.002191, 0.041440,1, 0.000196,-0.000384,-0.000095,1,1
1777905932328,   255.913,   255.908,-0.002052,-0.010431,-0.995715,-0.000021,-0.000103,-0.009957, 0.001189, 0.002191, 0.041440,1, 0.000196,-0.000384,-0.000095,1,1
1777905932344,   255.938,   255.933,-0.002205,-0.010223,-0.995820,-0.000020,-0.000102,-0.009955,-0.001953, 0.004133, 0.037655,1, 0.000362,-0.000025, 0.000022,1,1
1777905932354,   255.938,   255.933,-0.002205,-0.010223,-0.995820,-0.000020,-0.000102,-0.009955,-0.001953, 0.004133, 0.037655,1, 0.000362,-0.000025, 0.000022,1,1
1777905932373,   255.963,   255.963,-0.002207,-0.010568,-0.996346,-0.000023,-0.000111,-0.009969,-0.000241, 0.000994, 0.035253,1, 0.000010,-0.000210,-0.000087,1,1
1777905932383,   255.963,   255.963,-0.002207,-0.010568,-0.996346,-0.000023,-0.000111,-0.009969,-0.000241, 0.000994, 0.035253,1, 0.000010,-0.000210,-0.000087,1,1
1777905932398,   255.993,   255.988,-0.002131,-0.010835,-0.995508,-0.000021,-0.000108,-0.009951, 0.000500,-0.001672, 0.043469,1,-0.000415, 0.000036, 0.000169,1,1
1777905932408,   255.993,   255.988,-0.002131,-0.010835,-0.995508,-0.000021,-0.000108,-0.009951, 0.000500,-0.001672, 0.043469,1,-0.000415, 0.000036, 0.000169,1,1
1777905932424,   256.018,   256.013,-0.001847,-0.011028,-0.995606,-0.000016,-0.000107,-0.009955, 0.001464,-0.006128, 0.040196,1,-0.000663,-0.000155, 0.000034,1,1
1777905932435,   256.018,   256.013,-0.001847,-0.011028,-0.995606,-0.000016,-0.000107,-0.009955, 0.001464,-0.006128, 0.040196,1,-0.000663,-0.000155, 0.000034,1,1
1777905932453,   256.043,   256.043,-0.001892,-0.010747,-0.995625,-0.000020,-0.000106,-0.009956, 0.002878,-0.001036, 0.042325,1,-0.000330,-0.000361, 0.000224,1,1
1777905932463,   256.043,   256.043,-0.001892,-0.010747,-0.995625,-0.000020,-0.000106,-0.009956, 0.002878,-0.001036, 0.042325,1,-0.000330,-0.000361, 0.000224,1,1
1777905932478,   256.073,   256.068,-0.001875,-0.010304,-0.995941,-0.000018,-0.000102,-0.009961, 0.003182, 0.003240, 0.039224,1,-0.000212,-0.000360,-0.000094,1,1
1777905932488,   256.073,   256.068,-0.001875,-0.010304,-0.995941,-0.000018,-0.000102,-0.009961, 0.003182, 0.003240, 0.039224,1,-0.000212,-0.000360,-0.000094,1,1
1777905932504,   256.098,   256.093,-0.001902,-0.010826,-0.996040,-0.000020,-0.000112,-0.009961, 0.003185, 0.000956, 0.038996,1,-0.000079,-0.000853,-0.000067,1,1
1777905932515,   256.098,   256.093,-0.001902,-0.010826,-0.996040,-0.000020,-0.000112,-0.009961, 0.003185, 0.000956, 0.038996,1,-0.000079,-0.000853,-0.000067,1,1
1777905932533,   256.123,   256.123,-0.002039,-0.010717,-0.995952,-0.000021,-0.000107,-0.009960, 0.001860,-0.000788, 0.039123,1, 0.000332,-0.000518, 0.000061,1,1
1777905932543,   256.123,   256.123,-0.002039,-0.010717,-0.995952,-0.000021,-0.000107,-0.009960, 0.001860,-0.000788, 0.039123,1, 0.000332,-0.000518, 0.000061,1,1
1777905932558,   256.153,   256.148,-0.002155,-0.010665,-0.996037,-0.000024,-0.000106,-0.009961, 0.000782,-0.000315, 0.038285,1,-0.000085, 0.000156, 0.000246,1,1
1777905932568,   256.153,   256.148,-0.002155,-0.010665,-0.996037,-0.000024,-0.000106,-0.009961, 0.000782,-0.000315, 0.038285,1,-0.000085, 0.000156, 0.000246,1,1
1777905932584,   256.178,   256.173,-0.002360,-0.010468,-0.995820,-0.000025,-0.000102,-0.009954, 0.000522,-0.000603, 0.038383,1, 0.000035, 0.000429,-0.000091,1,1
1777905932595,   256.178,   256.173,-0.002360,-0.010468,-0.995820,-0.000025,-0.000102,-0.009954, 0.000522,-0.000603, 0.038383,1, 0.000035, 0.000429,-0.000091,1,1
1777905932613,   256.203,   256.203,-0.002281,-0.010761,-0.996142,-0.000024,-0.000110,-0.009962,-0.000604,-0.001205, 0.037249,1, 0.000454, 0.000136,-0.000023,1,1
1777905932623,   256.203,   256.203,-0.002281,-0.010761,-0.996142,-0.000024,-0.000110,-0.009962,-0.000604,-0.001205, 0.037249,1, 0.000454, 0.000136,-0.000023,1,1
1777905932638,   256.233,   256.228,-0.001997,-0.010427,-0.995785,-0.000017,-0.000104,-0.009955, 0.002188, 0.002115, 0.040758,1, 0.000047,-0.000004, 0.000068,1,1
1777905932648,   256.233,   256.228,-0.001997,-0.010427,-0.995785,-0.000017,-0.000104,-0.009955, 0.002188, 0.002115, 0.040758,1, 0.000047,-0.000004, 0.000068,1,1
1777905932664,   256.258,   256.253,-0.002183,-0.010431,-0.995640,-0.000022,-0.000108,-0.009958, 0.000081, 0.004697, 0.043089,1,-0.000286, 0.000248,-0.000082,1,1
1777905932675,   256.258,   256.253,-0.002183,-0.010431,-0.995640,-0.000022,-0.000108,-0.009958, 0.000081, 0.004697, 0.043089,1,-0.000286, 0.000248,-0.000082,1,1
1777905932693,   256.283,   256.283,-0.002015,-0.010889,-0.995569,-0.000019,-0.000113,-0.009955, 0.001990,-0.002566, 0.042873,1,-0.000138,-0.000173,-0.000023,1,1
1777905932703,   256.283,   256.283,-0.002015,-0.010889,-0.995569,-0.000019,-0.000113,-0.009955, 0.001990,-0.002566, 0.042873,1,-0.000138,-0.000173,-0.000023,1,1
1777905932718,   256.313,   256.308,-0.002076,-0.011448,-0.995977,-0.000023,-0.000112,-0.009962, 0.001422,-0.008091, 0.038875,1,-0.000009,-0.000377, 0.000077,1,1
1777905932728,   256.313,   256.308,-0.002076,-0.011448,-0.995977,-0.000023,-0.000112,-0.009962, 0.001422,-0.008091, 0.038875,1,-0.000009,-0.000377, 0.000077,1,1
1777905932744,   256.338,   256.333,-0.002297,-0.010709,-0.995547,-0.000025,-0.000105,-0.009955, 0.001376,-0.002546, 0.043955,1, 0.000223,-0.000497,-0.000368,1,1
1777905932755,   256.338,   256.333,-0.002297,-0.010709,-0.995547,-0.000025,-0.000105,-0.009955, 0.001376,-0.002546, 0.043955,1, 0.000223,-0.000497,-0.000368,1,1
1777905932773,   256.363,   256.363,-0.002240,-0.010325,-0.995975,-0.000020,-0.000101,-0.009966,-0.000089, 0.002996, 0.038892,1, 0.000286,-0.000025, 0.000094,1,1
1777905932783,   256.363,   256.363,-0.002240,-0.010325,-0.995975,-0.000020,-0.000101,-0.009966,-0.000089, 0.002996, 0.038892,1, 0.000286,-0.000025, 0.000094,1,1
1777905932797,   256.388,   256.388,-0.002266,-0.010169,-0.995799,-0.000024,-0.000101,-0.009955,-0.000292, 0.004535, 0.040614,1,-0.000003,-0.000061,-0.000108,1,1
1777905932807,   256.388,   256.388,-0.002266,-0.010169,-0.995799,-0.000024,-0.000101,-0.009955,-0.000292, 0.004535, 0.040614,1,-0.000003,-0.000061,-0.000108,1,1
1777905932824,   256.418,   256.413,-0.001997,-0.010994,-0.995980,-0.000018,-0.000112,-0.009957, 0.000584,-0.001867, 0.036982,1, 0.000151, 0.000163,-0.000046,1,1
1777905932834,   256.418,   256.413,-0.001997,-0.010994,-0.995980,-0.000018,-0.000112,-0.009957, 0.000584,-0.001867, 0.036982,1, 0.000151, 0.000163,-0.000046,1,1
1777905932853,   256.443,   256.443,-0.002094,-0.011159,-0.995246,-0.000022,-0.000111,-0.009945, 0.001417,-0.005132, 0.046039,1, 0.000270, 0.000078, 0.000141,1,1
1777905932863,   256.443,   256.443,-0.002094,-0.011159,-0.995246,-0.000022,-0.000111,-0.009945, 0.001417,-0.005132, 0.046039,1, 0.000270, 0.000078, 0.000141,1,1
1777905932877,   256.468,   256.468,-0.002250,-0.010704,-0.996021,-0.000024,-0.000108,-0.009964,-0.000046,-0.000628, 0.038440,1,-0.000262,-0.000497, 0.000097,1,1
1777905932887,   256.468,   256.468,-0.002250,-0.010704,-0.996021,-0.000024,-0.000108,-0.009964,-0.000046,-0.000628, 0.038440,1,-0.000262,-0.000497, 0.000097,1,1
1777905932904,   256.498,   256.493,-0.002192,-0.010494,-0.996050,-0.000022,-0.000102,-0.009966, 0.000667,-0.000975, 0.042776,1,-0.000219,-0.000082, 0.000189,1,1
1777905932914,   256.498,   256.493,-0.002192,-0.010494,-0.996050,-0.000022,-0.000102,-0.009966, 0.000667,-0.000975, 0.042776,1,-0.000219,-0.000082, 0.000189,1,1
1777905932933,   256.523,   256.523,-0.002124,-0.010581,-0.996168,-0.000018,-0.000106,-0.009962, 0.001263, 0.000494, 0.036998,1,-0.000445,-0.000221,-0.000023,1,1
1777905932943,   256.523,   256.523,-0.002124,-0.010581,-0.996168,-0.000018,-0.000106,-0.009962, 0.001263, 0.000494, 0.036998,1,-0.000445,-0.000221,-0.000023,1,1
1777905932957,   256.548,   256.548,-0.002182,-0.010643,-0.996399,-0.000024,-0.000109,-0.009973, 0.000735,-0.000189, 0.034730,1,-0.000111,-0.000020, 0.000090,1,1
1777905932967,   256.548,   256.548,-0.002182,-0.010643,-0.996399,-0.000024,-0.000109,-0.009973, 0.000735,-0.000189, 0.034730,1,-0.000111,-0.000020, 0.000090,1,1
1777905932984,   256.578,   256.573,-0.001947,-0.010908,-0.995724,-0.000021,-0.000111,-0.009955, 0.005112,-0.001327, 0.041205,1,-0.000209, 0.000048,-0.000326,1,1
1777905932994,   256.578,   256.573,-0.001947,-0.010908,-0.995724,-0.000021,-0.000111,-0.009955, 0.005112,-0.001327, 0.041205,1,-0.000209, 0.000048,-0.000326,1,1
1777905933013,   256.603,   256.603,-0.002187,-0.010763,-0.996059,-0.000025,-0.000107,-0.009961, 0.000702,-0.001453, 0.038071,1,-0.000512, 0.000022, 0.000148,1,1
1777905933023,   256.603,   256.603,-0.002187,-0.010763,-0.996059,-0.000025,-0.000107,-0.009961, 0.000702,-0.001453, 0.038071,1,-0.000512, 0.000022, 0.000148,1,1
1777905933037,   256.628,   256.628,-0.002218,-0.010859,-0.995644,-0.000023,-0.000110,-0.009954, 0.000341,-0.002401, 0.042143,1, 0.000544,-0.000041,-0.000082,1,1
1777905933047,   256.628,   256.628,-0.002218,-0.010859,-0.995644,-0.000023,-0.000110,-0.009954, 0.000341,-0.002401, 0.042143,1, 0.000544,-0.000041,-0.000082,1,1
1777905933064,   256.658,   256.653,-0.002372,-0.010346,-0.995890,-0.000022,-0.000101,-0.009959,-0.002894, 0.000299, 0.039401,1, 0.000426, 0.000275,-0.000114,1,1
1777905933074,   256.658,   256.653,-0.002372,-0.010346,-0.995890,-0.000022,-0.000101,-0.009959,-0.002894, 0.000299, 0.039401,1, 0.000426, 0.000275,-0.000114,1,1
1777905933093,   256.683,   256.683,-0.001915,-0.010475,-0.995806,-0.000016,-0.000106,-0.009956, 0.003217, 0.001492, 0.040550,1,-0.000081, 0.000275,-0.000099,1,1
1777905933103,   256.683,   256.683,-0.001915,-0.010475,-0.995806,-0.000016,-0.000106,-0.009956, 0.003217, 0.001492, 0.040550,1,-0.000081, 0.000275,-0.000099,1,1
1777905933117,   256.708,   256.708,-0.002222,-0.010887,-0.995521,-0.000025,-0.000109,-0.009953, 0.000133,-0.002539, 0.043347,1, 0.000104, 0.000008,-0.000107,1,1
1777905933127,   256.708,   256.708,-0.002222,-0.010887,-0.995521,-0.000025,-0.000109,-0.009953, 0.000133,-0.002539, 0.043347,1, 0.000104, 0.000008,-0.000107,1,1
1777905933144,   256.738,   256.733,-0.002189,-0.010729,-0.996175,-0.000023,-0.000107,-0.009964, 0.001124,-0.002135, 0.038755,1, 0.000021, 0.000108,-0.000029,1,1
1777905933154,   256.738,   256.733,-0.002189,-0.010729,-0.996175,-0.000023,-0.000107,-0.009964, 0.001124,-0.002135, 0.038755,1, 0.000021, 0.000108,-0.000029,1,1
1777905933173,   256.763,   256.763,-0.002277,-0.010594,-0.996136,-0.000024,-0.000104,-0.009967,-0.000463, 0.000349, 0.037317,1, 0.000041, 0.000008, 0.000062,1,1
1777905933183,   256.763,   256.763,-0.002277,-0.010594,-0.996136,-0.000024,-0.000104,-0.009967,-0.000463, 0.000349, 0.037317,1, 0.000041, 0.000008, 0.000062,1,1
1777905933197,   256.788,   256.788,-0.002100,-0.010583,-0.995828,-0.000022,-0.000107,-0.009957, 0.001254, 0.000435, 0.040333,1,-0.000601, 0.000101,-0.000125,1,1
1777905933207,   256.788,   256.788,-0.002100,-0.010583,-0.995828,-0.000022,-0.000107,-0.009957, 0.001254, 0.000435, 0.040333,1,-0.000601, 0.000101,-0.000125,1,1
1777905933224,   256.818,   256.813,-0.002203,-0.010396,-0.995708,-0.000023,-0.000103,-0.009951, 0.001315, 0.002286, 0.037345,1,-0.000032, 0.000064,-0.000155,1,1
1777905933234,   256.818,   256.813,-0.002203,-0.010396,-0.995708,-0.000023,-0.000103,-0.009951, 0.001315, 0.002286, 0.037345,1,-0.000032, 0.000064,-0.000155,1,1
1777905933253,   256.843,   256.843,-0.002099,-0.010829,-0.995649,-0.000022,-0.000113,-0.009955, 0.001344,-0.002020, 0.042090,1,-0.000127,-0.000487,-0.000242,1,1
1777905933263,   256.843,   256.843,-0.002099,-0.010829,-0.995649,-0.000022,-0.000113,-0.009955, 0.001344,-0.002020, 0.042090,1,-0.000127,-0.000487,-0.000242,1,1
1777905933277,   256.868,   256.868,-0.002158,-0.011206,-0.995334,-0.000021,-0.000112,-0.009942, 0.000874,-0.005745, 0.045183,1,-0.000290,-0.000386,-0.000071,1,1
1777905933287,   256.868,   256.868,-0.002158,-0.011206,-0.995334,-0.000021,-0.000112,-0.009942, 0.000874,-0.005745, 0.045183,1,-0.000290,-0.000386,-0.000071,1,1
1777905933304,   256.898,   256.893,-0.002112,-0.010416,-0.996078,-0.000021,-0.000100,-0.009968, 0.001349,-0.000451, 0.042820,1,-0.000313,-0.000072, 0.000015,1,1
1777905933314,   256.898,   256.893,-0.002112,-0.010416,-0.996078,-0.000021,-0.000100,-0.009968, 0.001349,-0.000451, 0.042820,1,-0.000313,-0.000072, 0.000015,1,1
1777905933333,   256.923,   256.923,-0.002212,-0.010148,-0.995408,-0.000021,-0.000100,-0.009948, 0.000316, 0.004525, 0.044456,1,-0.000128, 0.000229, 0.000073,1,1
1777905933343,   256.923,   256.923,-0.002212,-0.010148,-0.995408,-0.000021,-0.000100,-0.009948, 0.000316, 0.004525, 0.044456,1,-0.000128, 0.000229, 0.000073,1,1
1777905933357,   256.948,   256.948,-0.002262,-0.009882,-0.996002,-0.000022,-0.000097,-0.009963,-0.000192, 0.007152, 0.038624,1, 0.000041,-0.000306, 0.000070,1,1
1777905933367,   256.948,   256.948,-0.002262,-0.009882,-0.996002,-0.000022,-0.000097,-0.009963,-0.000192, 0.007152, 0.038624,1, 0.000041,-0.000306, 0.000070,1,1
1777905933384,   256.978,   256.973,-0.002060,-0.010399,-0.996211,-0.000020,-0.000106,-0.009961, 0.000871, 0.003732, 0.035812,1, 0.000085, 0.000092, 0.000089,1,1
1777905933394,   256.978,   256.973,-0.002060,-0.010399,-0.996211,-0.000020,-0.000106,-0.009961, 0.000871, 0.003732, 0.035812,1, 0.000085, 0.000092, 0.000089,1,1
1777905933413,   257.003,   257.003,-0.001930,-0.011176,-0.995538,-0.000019,-0.000117,-0.009956, 0.003062,-0.005498, 0.043182,1,-0.000165, 0.000040, 0.000031,1,1
1777905933423,   257.003,   257.003,-0.001930,-0.011176,-0.995538,-0.000019,-0.000117,-0.009956, 0.003062,-0.005498, 0.043182,1,-0.000165, 0.000040, 0.000031,1,1
1777905933437,   257.028,   257.028,-0.002192,-0.012102,-0.995779,-0.000021,-0.000124,-0.009955, 0.000508,-0.014593, 0.040812,1, 0.000048,-0.000018,-0.000199,1,1
1777905933447,   257.028,   257.028,-0.002192,-0.012102,-0.995779,-0.000021,-0.000124,-0.009955, 0.000508,-0.014593, 0.040812,1, 0.000048,-0.000018,-0.000199,1,1
1777905933464,   257.058,   257.053,-0.002099,-0.011081,-0.996052,-0.000019,-0.000107,-0.009960,-0.000190,-0.007963, 0.037622,1, 0.000022,-0.000272,-0.000185,1,1
1777905933474,   257.058,   257.053,-0.002099,-0.011081,-0.996052,-0.000019,-0.000107,-0.009960,-0.000190,-0.007963, 0.037622,1, 0.000022,-0.000272,-0.000185,1,1
1777905933493,   257.083,   257.083,-0.002070,-0.010052,-0.995985,-0.000021,-0.000092,-0.009958, 0.001736, 0.005511, 0.038793,1,-0.000242, 0.000244,-0.000086,1,1
1777905933503,   257.083,   257.083,-0.002070,-0.010052,-0.995985,-0.000021,-0.000092,-0.009958, 0.001736, 0.005511, 0.038793,1,-0.000242, 0.000244,-0.000086,1,1
1777905933517,   257.108,   257.108,-0.002208,-0.009739,-0.995637,-0.000020,-0.000096,-0.009950, 0.000469, 0.008585, 0.042204,1, 0.000103,-0.000630, 0.000103,1,1
1777905933527,   257.108,   257.108,-0.002208,-0.009739,-0.995637,-0.000020,-0.000096,-0.009950, 0.000469, 0.008585, 0.042204,1, 0.000103,-0.000630, 0.000103,1,1
1777905933544,   257.138,   257.133,-0.002080,-0.010390,-0.995847,-0.000021,-0.000107,-0.009962, 0.001505, 0.004274, 0.042395,1, 0.000182,-0.000421, 0.000208,1,1
1777905933554,   257.138,   257.133,-0.002080,-0.010390,-0.995847,-0.000021,-0.000107,-0.009962, 0.001505, 0.004274, 0.042395,1, 0.000182,-0.000421, 0.000208,1,1
1777905933573,   257.163,   257.163,-0.002104,-0.011016,-0.995796,-0.000021,-0.000111,-0.009958, 0.001669,-0.003917, 0.040645,1,-0.000037,-0.000147, 0.000133,1,1
1777905933583,   257.163,   257.163,-0.002104,-0.011016,-0.995796,-0.000021,-0.000111,-0.009958, 0.001669,-0.003917, 0.040645,1,-0.000037,-0.000147, 0.000133,1,1
1777905933597,   257.188,   257.188,-0.001986,-0.011050,-0.995963,-0.000019,-0.000112,-0.009964, 0.002817,-0.004249, 0.039015,1,-0.000131, 0.000301, 0.000190,1,1
1777905933607,   257.188,   257.188,-0.001986,-0.011050,-0.995963,-0.000019,-0.000112,-0.009964, 0.002817,-0.004249, 0.039015,1,-0.000131, 0.000301, 0.000190,1,1
1777905933624,   257.218,   257.213,-0.002082,-0.010586,-0.995677,-0.000021,-0.000102,-0.009952, 0.002061,-0.002732, 0.040036,1,-0.000244, 0.000278, 0.000108,1,1
1777905933634,   257.218,   257.213,-0.002082,-0.010586,-0.995677,-0.000021,-0.000102,-0.009952, 0.002061,-0.002732, 0.040036,1,-0.000244, 0.000278, 0.000108,1,1
1777905933653,   257.243,   257.243,-0.002262,-0.010202,-0.995962,-0.000023,-0.000100,-0.009965, 0.000030, 0.003989, 0.039018,1,-0.000254, 0.000342, 0.000270,1,1
1777905933663,   257.243,   257.243,-0.002262,-0.010202,-0.995962,-0.000023,-0.000100,-0.009965, 0.000030, 0.003989, 0.039018,1,-0.000254, 0.000342, 0.000270,1,1
1777905933677,   257.268,   257.268,-0.002077,-0.010133,-0.995633,-0.000020,-0.000103,-0.009955, 0.001855, 0.004672, 0.042249,1, 0.000403,-0.000214, 0.000080,1,1
1777905933687,   257.268,   257.268,-0.002077,-0.010133,-0.995633,-0.000020,-0.000103,-0.009955, 0.001855, 0.004672, 0.042249,1, 0.000403,-0.000214, 0.000080,1,1
1777905933704,   257.298,   257.293,-0.002148,-0.010993,-0.995434,-0.000020,-0.000114,-0.009953, 0.000192,-0.000026, 0.042258,1, 0.000142, 0.000172, 0.000334,1,1
1777905933714,   257.298,   257.293,-0.002148,-0.010993,-0.995434,-0.000020,-0.000114,-0.009953, 0.000192,-0.000026, 0.042258,1, 0.000142, 0.000172, 0.000334,1,1
1777905933733,   257.323,   257.323,-0.002206,-0.011221,-0.995537,-0.000024,-0.000112,-0.009951, 0.000533,-0.005894, 0.043190,1,-0.000044, 0.000096,-0.000172,1,1
1777905933743,   257.323,   257.323,-0.002206,-0.011221,-0.995537,-0.000024,-0.000112,-0.009951, 0.000533,-0.005894, 0.043190,1,-0.000044, 0.000096,-0.000172,1,1
1777905933755,   257.348,   257.348,-0.002263,-0.011163,-0.995498,-0.000024,-0.000110,-0.009957,-0.000008,-0.005359, 0.043570,1, 0.000075,-0.000448, 0.000125,1,1
1777905933765,   257.348,   257.348,-0.002263,-0.011163,-0.995498,-0.000024,-0.000110,-0.009957,-0.000008,-0.005359, 0.043570,1, 0.000075,-0.000448, 0.000125,1,1
1777905933784,   257.378,   257.373,-0.001960,-0.010214,-0.995558,-0.000020,-0.000099,-0.009959, 0.002835, 0.001344, 0.044722,1, 0.000297, 0.000002, 0.000218,1,1
1777905933794,   257.378,   257.373,-0.001960,-0.010214,-0.995558,-0.000020,-0.000099,-0.009959, 0.002835, 0.001344, 0.044722,1, 0.000297, 0.000002, 0.000218,1,1
1777905933812,   257.403,   257.403,-0.002057,-0.010318,-0.995943,-0.000019,-0.000104,-0.009965, 0.002022, 0.002981, 0.039202,1, 0.000048,-0.000124,-0.000183,1,1
