unix_time_ms,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag
1779389991668,414009.668000000,3,0.567024171,0.022529477,0.011058845,-0.823318779,0
1779389991678,414009.678000000,3,0.568417847,0.022481358,0.011139062,-0.822357476,0
1779389991688,414009.688000000,3,0.571791708,0.022467991,0.011200255,-0.820014596,0
1779389991708,414009.708000000,3,0.570864022,0.022516700,0.011110182,-0.820660651,0
1779389991718,414009.718000000,3,0.569939733,0.022494467,0.011144581,-0.821302950,0
1779389991738,414009.738000000,3,0.570869803,0.022472555,0.011173246,-0.820657015,0
1779389991748,414009.748000000,3,0.572156966,0.022474399,0.011139086,-0.819760501,0
1779389991768,414009.768000000,3,0.570871472,0.022490518,0.011153958,-0.820655584,0
1779389991778,414009.778000000,3,0.567944467,0.022522740,0.011118998,-0.822683573,0
1779389991798,414009.798000000,3,0.573125184,0.022477536,0.011160472,-0.819083452,0
1779389991808,414009.808000000,3,0.571990490,0.022509608,0.011138422,-0.819875777,0
1779389991818,414009.818000000,3,0.573049068,0.022447746,0.011227056,-0.819136620,0
1779389991838,414009.838000000,3,0.566720009,0.022534473,0.011024334,-0.823528469,0
1779389991848,414009.848000000,3,0.569712102,0.022533588,0.011048200,-0.821461141,0
1779389991868,414009.868000000,3,0.565461636,0.022549532,0.011021633,-0.824392676,0
1779389991878,414009.878000000,3,0.566799283,0.022522058,0.011091415,-0.823473394,0
1779389991898,414009.898000000,3,0.564295292,0.022590425,0.010919170,-0.825191736,0
1779389991908,414009.908000000,3,0.571229875,0.022500379,0.011124795,-0.820406258,0
1779389991928,414009.928000000,3,0.574749172,0.022430481,0.011320512,-0.817943871,0
1779389991938,414009.938000000,3,0.565089047,0.022557108,0.010990215,-0.824648261,0
1779389991958,414009.958000000,3,0.570790410,0.022509115,0.011109144,-0.820712030,0
1779389991968,414009.968000000,3,0.570131958,0.022487558,0.011165788,-0.821169436,0
1779389991978,414009.978000000,3,0.574439466,0.022419387,0.011316058,-0.818161786,0
1779389991998,414009.998000000,3,0.568389714,0.022556836,0.011031942,-0.822376192,0
1779389992008,414010.008000000,3,0.572590768,0.022490675,0.011145547,-0.819456995,0
1779389992028,414010.028000000,3,0.567956924,0.022512086,0.011118250,-0.822675288,0
1779389992038,414010.038000000,3,0.569801509,0.022480570,0.011120194,-0.821399510,0
1779389992058,414010.058000000,3,0.568324506,0.022522474,0.011028125,-0.822422266,0
1779389992068,414010.068000000,3,0.567468882,0.022526788,0.011068843,-0.823012233,0
1779389992088,414010.088000000,3,0.571609199,0.022472210,0.011171179,-0.820142210,0
1779389992098,414010.098000000,3,0.563250363,0.022614563,0.010890606,-0.825905025,0
1779389992108,414010.108000000,3,0.570209026,0.022512987,0.011093929,-0.821116209,0
1779389992128,414010.128000000,3,0.565471411,0.022515697,0.011054598,-0.824386418,0
1779389992138,414010.138000000,3,0.572535574,0.022449022,0.011201430,-0.819495976,0
1779389992158,414010.158000000,3,0.569856048,0.022527661,0.011072219,-0.821361125,0
1779389992168,414010.168000000,3,0.565481067,0.022563165,0.011020347,-0.824379027,0
1779389992188,414010.188000000,3,0.570154428,0.022486093,0.011144206,-0.821154177,0
1779389992198,414010.198000000,3,0.561883748,0.022599468,0.010853576,-0.826836228,0
1779389992218,414010.218000000,3,0.566109061,0.022510555,0.011044539,-0.823948920,0
1779389992228,414010.228000000,3,0.566792965,0.022490146,0.011107082,-0.823478401,0
1779389992248,414010.248000000,3,0.567603767,0.022526981,0.011008156,-0.822919965,0
1779389992258,414010.258000000,3,0.571096480,0.022503087,0.011102375,-0.820499361,0
1779389992268,414010.268000000,3,0.568150401,0.022509638,0.011086132,-0.822542131,0
