unix_time_ms,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag
1779389991668,414009.668000000,3,0.999687612,0.002866003,0.024813762,0.000839030,1,0
1779389991678,414009.678000000,3,0.999687672,0.002820173,0.024817435,0.000841463,1,0
1779389991688,414009.688000000,3,0.999687314,0.002866988,0.024825124,0.000844732,1,0
1779389991708,414009.708000000,3,0.999687374,0.002932808,0.024816044,0.000841833,1,0
1779389991718,414009.718000000,3,0.999687552,0.002862881,0.024818329,0.000839842,1,0
1779389991738,414009.738000000,3,0.999687612,0.002863252,0.024814665,0.000845803,1,0
1779389991748,414009.748000000,3,0.999687970,0.002929564,0.024792334,0.000846543,1,0
1779389991768,414009.768000000,3,0.999687552,0.002882900,0.024814397,0.000837907,1,0
1779389991778,414009.778000000,3,0.999687076,0.002846793,0.024837030,0.000842164,1,0
1779389991798,414009.798000000,3,0.999687672,0.002942261,0.024802810,0.000845193,1,0
1779389991808,414009.808000000,3,0.999687314,0.002939605,0.024817519,0.000841927,1,0
1779389991818,414009.818000000,3,0.999687612,0.002865387,0.024814505,0.000841036,1,0
1779389991838,414009.838000000,3,0.999687970,0.002896871,0.024797278,0.000851482,1,0
1779389991848,414009.848000000,3,0.999687672,0.002960172,0.024801202,0.000852280,1,0
1779389991868,414009.868000000,3,0.999687552,0.002858801,0.024817646,0.000842333,1,0
1779389991878,414009.878000000,3,0.999687314,0.002830704,0.024829958,0.000847506,1,0
1779389991898,414009.898000000,3,0.999687731,0.002933802,0.024801664,0.000849449,1,0
1779389991908,414009.908000000,3,0.999687672,0.002917540,0.024806317,0.000846023,1,0
1779389991928,414009.928000000,3,0.999686956,0.002830836,0.024844997,0.000847120,1,0
1779389991938,414009.938000000,3,0.999687731,0.002883523,0.024806930,0.000849490,1,0
1779389991958,414009.958000000,3,0.999687672,0.002921268,0.024805287,0.000842879,1,0
1779389991968,414009.968000000,3,0.999687374,0.002844805,0.024825525,0.000839269,1,0
1779389991978,414009.978000000,3,0.999687254,0.002818568,0.024834605,0.000841870,1,0
1779389991998,414009.998000000,3,0.999687433,0.002946336,0.024812914,0.000844537,1,0
1779389992008,414010.008000000,3,0.999687731,0.002937947,0.024800954,0.000840093,1,0
1779389992028,414010.028000000,3,0.999687433,0.002839144,0.024824586,0.000839927,1,0
1779389992038,414010.038000000,3,0.999688029,0.002878219,0.024796175,0.000843286,1,0
1779389992058,414010.058000000,3,0.999688268,0.002923939,0.024781073,0.000838299,1,0
1779389992068,414010.068000000,3,0.999687672,0.002868121,0.024811385,0.000837286,1,0
1779389992088,414010.088000000,3,0.999687672,0.002885127,0.024808588,0.000847814,1,0
1779389992098,414010.098000000,3,0.999687791,0.002939644,0.024799278,0.000849683,1,0
1779389992108,414010.108000000,3,0.999687791,0.002919857,0.024799747,0.000845642,1,0
1779389992128,414010.128000000,3,0.999688029,0.002816552,0.024803078,0.000845078,1,0
1779389992138,414010.138000000,3,0.999687910,0.002873294,0.024802247,0.000848062,1,0
1779389992158,414010.158000000,3,0.999687791,0.002934424,0.024798905,0.000847329,1,0
1779389992168,414010.168000000,3,0.999687612,0.002864854,0.024813168,0.000847751,1,0
1779389992188,414010.188000000,3,0.999687910,0.002868059,0.024802370,0.000853314,1,0
1779389992198,414010.198000000,3,0.999688506,0.002918366,0.024772078,0.000848836,1,0
1779389992218,414010.218000000,3,0.999688447,0.002833516,0.024784895,0.000839056,1,0
1779389992228,414010.228000000,3,0.999688089,0.002797836,0.024802243,0.000841976,1,0
1779389992248,414010.248000000,3,0.999688447,0.002926418,0.024773432,0.000846538,1,0
1779389992258,414010.258000000,3,0.999688148,0.002934847,0.024785357,0.000842208,1,0
1779389992268,414010.268000000,3,0.999688029,0.002863172,0.024799110,0.000840497,1,0
1779389992288,414010.288000000,3,0.999688208,0.002848649,0.024791788,0.000843948,1,0
1779389992298,414010.298000000,3,0.999687910,0.002914576,0.024796652,0.000848575,1,0
1779389992318,414010.318000000,3,0.999687493,0.002865288,0.024820229,0.000847564,1,0
1779389992328,414010.328000000,3,0.999687374,0.002828114,0.024827484,0.000849092,1,0
1779389992348,414010.348000000,3,0.999687731,0.002925649,0.024801407,0.000856187,1,0
1779389992358,414010.358000000,3,0.999688089,0.002927271,0.024788020,0.000851352,1,0
1779389992378,414010.378000000,3,0.999687910,0.002811495,0.024809442,0.000851886,1,0
1779389992388,414010.388000000,3,0.999687970,0.002854991,0.024801193,0.000854528,1,0
1779389992398,414010.398000000,3,0.999688029,0.002934790,0.024788808,0.000857629,1,0
1779389992418,414010.418000000,3,0.999687433,0.002893529,0.024818651,0.000854816,1,0
1779389992428,414010.428000000,3,0.999687731,0.002839123,0.024813302,0.000854449,1,0
1779389992448,414010.448000000,3,0.999688148,0.002933515,0.024785493,0.000856958,1,0
1779389992458,414010.458000000,3,0.999688029,0.002933865,0.024789970,0.000851673,1,0
1779389992478,414010.478000000,3,0.999687731,0.002816260,0.024814039,0.000847000,1,0
1779389992488,414010.488000000,3,0.999687612,0.002859826,0.024814086,0.000854808,1,0
1779389992508,414010.508000000,3,0.999687672,0.002949555,0.024802703,0.000859910,1,0
1779389992518,414010.518000000,3,0.999687552,0.002882526,0.024814805,0.000859527,1,0
1779389992538,414010.538000000,3,0.999687493,0.002847485,0.024819566,0.000860369,1,0
1779389992548,414010.548000000,3,0.999687731,0.002905489,0.024803292,0.000859126,1,0
1779389992558,414010.558000000,3,0.999687433,0.002923297,0.024814717,0.000857586,1,0
1779389992578,414010.578000000,3,0.999687016,0.002826702,0.024841225,0.000858236,1,0
1779389992588,414010.588000000,3,0.999687672,0.002857635,0.024811652,0.000861418,1,0
1779389992608,414010.608000000,3,0.999687493,0.002908088,0.024813447,0.000855776,1,0
