time,"Altitude (GPS) (m)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 1 Wide Range Voltage (V)","Power from MAF (hp)","Speed (GPS) (km/h)","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (km/h)",Latitude,Longtitude,
12:17:07.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.531023499999998,3.2394659999999997,,,,,,-12.100001786748267,-77.02429915834304,
12:17:08.280,,,,,,,10.123113370171748,,,,6.580200519749998,7.906461,7.906461,7.906461,,,,,,,,,,,,,,,,,,,,0,0,-12.100001786748267,-77.02429915834304,
12:17:08.412,,12.670677230167618,14.135641723901502,14.135641723901502,14.135641723901502,12.669218055830948,,,,0.07805689498351345,,,,,,,,,0.8337559689553342,1.117629,1.117629,1.117629,0.8420935286448875,1.1288052899999999,1.1288052899999999,1.1288052899999999,0.3053740207903975,0.23,,,0.276,,,,,-12.100001786748267,-77.02429915834304,
12:17:08.560,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,16.862745098039216,,,-12.100001786748267,-77.02429915834304,
12:17:08.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.531920199999998,3.2394659999999997,,,,,,-12.100001786748267,-77.02429915834304,
12:17:09.038,,,,,,,10.119837738946535,,,,6.580200519749998,7.906461,7.906461,7.906461,,,,,,,,,,,,,,,,,,,,0,0,-12.100001786748267,-77.02429915834304,
12:17:09.231,,12.670947032474503,14.135869385809906,14.135869385809906,14.135869385809906,12.669362137217911,,,,0.07805207844056741,,,,,,,,,0.8337737224881342,1.1176469999999998,1.1176469999999998,1.1176469999999998,0.8421114597130156,1.12882347,1.12882347,1.12882347,0.30535517752118907,0.23,,,0.276,,,,,-12.100001786748267,-77.02429915834304,
12:17:09.770,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,16.862745098039216,,,-12.100001786748267,-77.02429915834304,
12:17:09.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.531920199999998,3.2394659999999997,,,,,,-12.100001786748267,-77.02429915834304,
12:17:10.385,,,,,,,10.114017803498161,,,,6.580200519749998,7.906461,7.906461,7.906461,,,,,,,,,,,,,,,,,,,,0,0,-12.100001786748267,-77.02429915834304,
12:17:10.599,,12.67139767594934,14.13624882232392,14.13624882232392,14.13624882232392,12.669820234237413,,,,0.07805207844056741,,,,,,,,,0.8338033757324076,1.117677,1.117677,1.117677,0.8421414094897317,1.12885377,1.12885377,1.12885377,0.30535517752118907,0.23,,,0.276,,,,,-12.100001786748267,-77.02429915834304,
12:17:10.772,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,16.862745098039216,,,-12.100001786748267,-77.02429915834304,
12:17:10.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54492235,3.2443459999999997,,,,,,-12.100001786748267,-77.02429915834304,
12:17:11.192,,,,,,,10.110529071036293,,,,6.580200519749998,7.906461,7.906461,7.906461,,,,,,,,,,,,,,,,,,,,0,0,-12.100001786748267,-77.02429915834304,
12:17:11.328,,12.671637595744583,14.136451188464726,14.136451188464726,14.136451188464726,12.670121872321403,,,,0.07798230530549831,,,,,,,,,0.8338191629360213,1.117693,1.117693,1.117693,0.8421573545653815,1.12886993,1.12886993,1.12886993,0.30508221120855644,0.23,,,0.276,,,,,-12.100001786748267,-77.02429915834304,
12:17:11.523,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,16.862745098039216,,,-12.100001786748267,-77.02429915834304,
