time,Vehicle speed (km/h)
11:47:25.504,0.0
11:47:26.253,0.0
11:47:27.005,0.0
11:47:27.751,0.0
11:47:28.497,0.0
11:47:29.310,0.0
11:47:30.000,0.0
11:47:30.751,0.0
11:47:31.504,0.0
11:47:32.280,0.0
11:47:32.999,0.0
11:47:33.786,0.0
11:47:34.503,0.0
11:47:35.250,1.0
11:47:36.026,0.0
11:47:36.758,0.0
11:47:37.508,0.0
11:47:38.288,0.0
11:47:39.001,0.0
11:47:39.755,0.0
11:47:40.532,0.0
11:47:41.254,0.0
11:47:41.997,0.0
11:47:42.751,0.0
11:47:43.502,0.0
11:47:44.255,0.0
11:47:45.027,0.0
11:47:45.755,0.0
11:47:46.502,0.0
11:47:47.253,0.0
11:47:48.007,0.0
11:47:48.752,0.0
11:47:49.496,0.0
11:47:53.072,0.0
11:47:54.488,0.0
11:47:55.566,0.0
11:47:56.489,0.0
11:47:57.585,0.0
11:47:58.353,0.0
11:47:59.498,0.0
11:48:00.322,0.0
11:48:01.526,0.0
11:48:03.038,0.0
11:48:03.841,0.0
11:48:04.989,0.0
11:48:06.609,0.0
11:48:07.411,0.0
11:48:08.594,0.0
11:48:09.541,0.0
11:48:10.292,0.0
11:48:11.094,0.0
11:48:12.342,0.0
11:48:13.516,0.0
11:48:14.636,0.0
11:48:15.810,0.0
11:48:16.762,0.0
11:48:17.636,0.0
11:48:18.457,0.0
11:48:19.151,0.0
11:48:19.935,0.0
11:48:21.161,0.0
11:48:21.876,0.0
11:48:22.626,0.0
11:48:23.379,0.0
11:48:24.579,0.0
11:48:25.686,0.0
11:48:26.630,0.0
11:48:28.296,0.0
11:48:29.237,0.0
11:48:30.419,0.0
11:48:31.188,0.0
11:48:31.958,0.0
11:48:33.218,0.0
11:48:34.315,0.0
11:48:35.086,0.0
11:48:36.376,0.0
11:48:37.091,0.0
11:48:38.347,0.0
11:48:39.584,0.0
11:48:41.516,0.0
11:48:45.126,0.0
11:48:46.278,0.0
11:48:47.171,0.0
11:48:48.305,0.0
11:48:49.525,0.0
11:48:50.950,0.0
11:48:51.701,0.0
11:48:52.891,0.0
11:48:53.949,0.0
11:48:55.102,0.0
11:48:56.389,0.0
11:48:58.239,0.0
11:48:59.333,0.0
11:49:00.465,0.0
11:49:01.218,0.0
11:49:02.385,0.0
11:49:03.144,0.0
11:49:04.244,0.0
11:49:05.396,0.0
11:49:06.568,0.0
11:49:07.655,0.0
11:49:08.467,0.0
11:49:09.536,4.0
11:49:10.356,4.0
11:49:11.131,7.0
11:49:12.254,8.0
11:49:13.061,8.0
11:49:14.173,9.0
11:49:14.876,9.0
11:49:15.652,9.0
11:49:16.379,9.0
11:49:17.125,9.0
11:49:18.277,11.0
11:49:19.001,11.0
11:49:19.783,13.0
11:49:20.917,17.0
11:49:21.670,17.0
11:49:22.359,19.0
11:49:23.133,21.0
11:49:24.352,21.0
11:49:25.866,21.0
11:49:27.002,22.0
11:49:28.133,23.0
11:49:29.267,22.0
11:49:30.158,22.0
11:49:30.842,22.0
11:49:31.688,21.0
11:49:32.922,22.0
11:49:33.748,22.0
11:49:35.170,21.0
11:49:35.921,22.0
11:49:36.689,22.0
11:49:37.814,23.0
11:49:39.047,22.0
11:49:40.100,23.0
11:49:40.836,23.0
11:49:42.368,15.0
11:49:43.927,24.0
11:49:44.610,15.0
11:49:45.436,23.0
11:49:46.212,22.0
11:49:47.268,23.0
11:49:48.389,22.0
11:49:50.043,22.0
11:49:50.852,21.0
11:49:51.556,22.0
11:49:52.324,22.0
11:49:53.056,22.0
11:49:54.263,21.0
11:49:55.731,15.0
11:49:57.288,16.0
11:49:58.422,16.0
11:49:59.184,18.0
11:49:59.893,20.0
11:50:01.096,20.0
11:50:01.793,20.0
11:50:03.716,21.0
11:50:04.804,22.0
11:50:05.566,21.0
11:50:06.693,21.0
11:50:07.461,20.0
11:50:08.277,19.0
11:50:08.956,17.0
11:50:09.800,13.0
11:50:10.627,12.0
11:50:11.419,11.0
11:50:12.170,13.0
11:50:12.958,15.0
11:50:14.434,17.0
11:50:15.558,21.0
11:50:16.748,22.0
11:50:17.823,22.0
11:50:18.586,24.0
11:50:19.332,23.0
11:50:20.179,23.0
11:50:21.592,21.0
11:50:22.388,21.0
11:50:23.125,21.0
11:50:23.875,21.0
11:50:24.593,21.0
11:50:25.376,21.0
11:50:26.113,21.0
11:50:26.872,21.0
11:50:27.624,21.0
11:50:28.714,22.0
11:50:29.472,22.0
11:50:30.425,22.0
11:50:31.547,22.0
11:50:32.324,21.0
11:50:33.099,21.0
11:50:34.190,23.0
11:50:35.029,22.0
11:50:35.767,23.0
11:50:36.435,22.0
11:50:37.241,21.0
11:50:38.125,21.0
11:50:39.299,21.0
11:50:40.450,21.0
11:50:41.196,21.0
11:50:42.310,20.0
11:50:43.416,20.0
11:50:44.213,18.0
11:50:45.320,14.0
11:50:46.461,8.0
11:50:47.262,7.0
11:50:47.958,9.0
11:50:48.706,11.0
11:50:49.484,15.0
11:50:50.200,15.0
11:50:50.987,16.0
11:50:51.739,15.0
11:50:52.485,15.0
11:50:53.287,12.0
11:50:53.958,12.0
11:50:55.138,11.0
11:50:55.903,11.0
11:50:57.065,16.0
11:50:58.156,19.0
11:50:58.892,19.0
11:50:59.728,20.0
11:51:00.889,22.0
11:51:01.602,24.0
11:51:02.694,23.0
11:51:03.533,22.0
11:51:04.384,21.0
11:51:05.126,21.0
11:51:05.922,19.0
11:51:07.067,20.0
11:51:08.125,18.0
11:51:09.305,19.0
11:51:10.157,18.0
11:51:10.859,18.0
11:51:12.059,16.0
11:51:13.148,13.0
11:51:13.965,10.0
11:51:17.239,3.0
11:51:19.935,0.0
11:51:23.142,0.0
11:51:24.232,0.0
11:51:24.993,0.0
11:51:26.082,0.0
11:51:26.806,0.0
11:51:27.970,0.0
11:51:29.160,0.0
11:51:30.244,0.0
11:51:31.041,0.0
11:51:32.022,0.0
11:51:33.186,6.0
11:51:34.028,9.0
11:51:34.721,13.0
11:51:35.461,15.0
11:51:36.266,15.0
11:51:37.448,17.0
11:51:38.226,17.0
11:51:38.971,16.0
11:51:40.513,18.0
11:51:41.227,17.0
11:51:42.345,15.0
11:51:44.250,14.0
11:51:45.034,13.0
11:51:45.928,13.0
11:51:46.651,15.0
11:51:47.480,17.0
11:51:48.582,16.0
11:51:49.361,18.0
11:51:50.038,18.0
11:51:51.257,16.0
11:51:51.978,15.0
11:51:53.131,13.0
11:51:54.219,12.0
11:51:55.023,12.0
11:51:56.164,12.0
11:51:57.388,13.0
11:51:58.771,15.0
11:51:59.991,16.0
11:52:00.810,18.0
11:52:01.678,17.0
11:52:02.574,17.0
11:52:03.736,17.0
11:52:04.435,17.0
11:52:05.173,21.0
11:52:06.322,23.0
11:52:07.147,22.0
11:52:12.649,14.0
11:52:13.799,11.0
11:52:14.884,11.0
11:52:15.685,10.0
11:52:16.604,8.0
11:52:17.494,6.0
11:52:18.297,5.0
11:52:18.994,3.0
11:52:19.874,3.0
11:52:20.609,3.0
11:52:21.752,0.0
11:52:22.515,0.0
11:52:23.312,0.0
11:52:24.162,0.0
11:52:24.999,1.0
11:52:26.018,0.0
11:52:26.770,0.0
11:52:27.497,0.0
11:52:28.686,1.0
11:52:30.242,0.0
11:52:31.077,0.0
11:52:31.991,0.0
11:52:32.751,0.0
11:52:33.541,0.0
11:52:34.431,0.0
11:52:35.192,0.0
11:52:35.972,0.0
11:52:36.761,0.0
11:52:37.442,0.0
11:52:40.041,0.0
11:52:40.747,0.0
11:52:41.506,0.0
11:52:42.319,0.0
11:52:43.444,0.0
11:52:44.257,0.0
11:52:45.378,0.0
11:52:46.982,0.0
11:52:47.724,0.0
11:52:48.539,0.0
11:52:49.332,15.0
11:52:50.147,0.0
11:52:51.327,0.0
11:52:52.069,0.0
11:52:52.874,0.0
11:52:53.724,0.0
11:52:54.599,0.0
11:52:55.314,0.0
11:52:56.159,0.0
11:52:57.377,0.0
11:52:58.240,0.0
11:52:58.995,0.0
11:52:59.840,0.0
11:53:00.548,0.0
11:53:01.324,0.0
11:53:02.281,0.0
11:53:03.132,0.0
11:53:03.778,0.0
11:53:04.611,0.0
11:53:06.029,0.0
11:53:06.822,0.0
11:53:07.506,0.0
11:53:08.152,0.0
11:53:10.172,0.0
11:53:11.467,0.0
11:53:12.585,0.0
11:53:13.959,0.0
11:53:14.723,0.0
11:53:16.261,0.0
11:53:17.319,0.0
11:53:18.059,0.0
11:53:18.790,0.0
11:53:19.549,0.0
11:53:20.916,0.0
11:53:21.600,3.0
11:53:23.020,9.0
11:53:23.774,9.0
11:53:25.123,10.0
11:53:26.292,11.0
11:53:27.552,9.0
11:53:28.288,10.0
11:53:29.333,13.0
11:53:31.192,17.0
11:53:31.904,19.0
11:53:32.594,19.0
