Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777416742977415888,1557514000000,  1557.514, 0.643029, 0.018227,-0.249768,-0.723739,0
1777416742987628904,1557704000000,  1582.159, 0.644381, 0.017927,-0.249523,-0.722627,0
1777416742997720073,1557704000000,  1582.159, 0.644381, 0.017927,-0.249523,-0.722627,0
1777416743007370244,1582174000000,  1582.179, 0.800676,-0.021303,-0.211507,-0.560115,0
1777416743017455747,1582174000000,  1582.179, 0.800676,-0.021303,-0.211507,-0.560115,0
1777416743027067586,1582194000000,  1582.199, 0.800785,-0.021335,-0.211471,-0.559972,0
1777416743037153255,1582194000000,  1582.199, 0.800785,-0.021335,-0.211471,-0.559972,0
1777416743056886318,1582214000000,  1582.219, 0.800900,-0.021365,-0.211433,-0.559820,0
1777416743066629595,1582234000000,  1582.239, 0.801015,-0.021401,-0.211393,-0.559670,0
1777416743076714654,1582234000000,  1582.239, 0.801015,-0.021401,-0.211393,-0.559670,0
1777416743086303900,1582254000000,  1582.259, 0.801127,-0.021434,-0.211356,-0.559521,0
1777416743096389274,1582254000000,  1582.259, 0.801127,-0.021434,-0.211356,-0.559521,0
1777416743111947000,1582274000000,  1582.279, 0.801239,-0.021469,-0.211318,-0.559374,0
1777416743121655798,1582294000000,  1582.299, 0.801353,-0.021504,-0.211276,-0.559225,0
1777416743131742375,1582294000000,  1582.299, 0.801353,-0.021504,-0.211276,-0.559225,0
1777416743141376231,1582314000000,  1582.314, 0.801468,-0.021538,-0.211246,-0.559072,0
1777416743151461716,1582314000000,  1582.314, 0.801468,-0.021538,-0.211246,-0.559072,0
1777416743161082998,1582334000000,  1582.334, 0.801579,-0.021570,-0.211215,-0.558922,0
1777416743171166816,1582334000000,  1582.334, 0.801579,-0.021570,-0.211215,-0.558922,0
1777416743190569115,1582354000000,  1582.354, 0.801689,-0.021602,-0.211173,-0.558779,0
1777416743200255728,1582374000000,  1582.374, 0.801799,-0.021634,-0.211139,-0.558634,0
