Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777415753006350596,567211000000,   567.216, 0.999998,-0.000170, 0.000394, 0.001921,0
1777415753016559684,567411000000,   592.156, 0.999992,-0.000074, 0.000568, 0.003854,0
1777415753026651662,567411000000,   592.156, 0.999992,-0.000074, 0.000568, 0.003854,0
1777415753036301759,592171000000,   592.176, 0.976472,-0.014714, 0.040074, 0.211378,0
1777415753046387868,592171000000,   592.176, 0.976472,-0.014714, 0.040074, 0.211378,0
1777415753056052835,592191000000,   592.196, 0.976429,-0.014723, 0.040111, 0.211568,0
1777415753066139795,592191000000,   592.196, 0.976429,-0.014723, 0.040111, 0.211568,0
1777415753081690126,592211000000,   592.216, 0.976387,-0.014733, 0.040144, 0.211752,0
1777415753091363334,592231000000,   592.231, 0.976346,-0.014742, 0.040184, 0.211934,0
1777415753101448980,592231000000,   592.231, 0.976346,-0.014742, 0.040184, 0.211934,0
1777415753111055966,592251000000,   592.251, 0.976305,-0.014755, 0.040217, 0.212116,0
1777415753121142408,592251000000,   592.251, 0.976305,-0.014755, 0.040217, 0.212116,0
1777415753140633136,592271000000,   592.271, 0.976264,-0.014765, 0.040251, 0.212297,0
1777415753150238845,592291000000,   592.291, 0.976223,-0.014773, 0.040287, 0.212482,0
1777415753160325768,592291000000,   592.291, 0.976223,-0.014773, 0.040287, 0.212482,0
1777415753180013808,592311000000,   592.311, 0.976181,-0.014785, 0.040324, 0.212663,0
1777415753199765643,592331000000,   592.331, 0.976140,-0.014799, 0.040359, 0.212844,0
1777415753209444147,592351000000,   592.351, 0.976101,-0.014813, 0.040390, 0.213019,0
1777415753219529329,592351000000,   592.351, 0.976101,-0.014813, 0.040390, 0.213019,0
1777415753229192204,592371000000,   592.371, 0.976058,-0.014822, 0.040409, 0.213209,0
1777415753239277590,592371000000,   592.371, 0.976058,-0.014822, 0.040409, 0.213209,0
1777415753259014351,592391000000,   592.391, 0.976012,-0.014816, 0.040610, 0.213383,0
1777415753278712686,592411000000,   592.411, 0.975963,-0.014810, 0.040676, 0.213595,0
1777415753288441227,592421000000,   592.426, 0.975937,-0.014814, 0.040734, 0.213700,0
1777415753298525150,592421000000,   592.426, 0.975937,-0.014814, 0.040734, 0.213700,0
1777415753308140785,592441000000,   592.446, 0.975884,-0.014811, 0.040753, 0.213940,0
1777415753318224486,592441000000,   592.446, 0.975884,-0.014811, 0.040753, 0.213940,0
1777415753337969209,592461000000,   592.466, 0.975831,-0.014808, 0.040815, 0.214172,0
1777415753347659232,592481000000,   592.486, 0.975788,-0.014808, 0.040825, 0.214365,0
1777415753357743136,592481000000,   592.486, 0.975788,-0.014808, 0.040825, 0.214365,0
1777415753367399233,592501000000,   592.506, 0.975748,-0.014813, 0.040873, 0.214535,0
1777415753377483305,592501000000,   592.506, 0.975748,-0.014813, 0.040873, 0.214535,0
1777415753387094014,592521000000,   592.526, 0.975722,-0.014877, 0.040879, 0.214651,0
1777415753397177992,592521000000,   592.526, 0.975722,-0.014877, 0.040879, 0.214651,0
1777415753416911346,592541000000,   592.546, 0.975702,-0.014943, 0.040911, 0.214730,0
1777415753426610553,592561000000,   592.566, 0.975678,-0.014994, 0.040965, 0.214824,0
1777415753436694458,592561000000,   592.566, 0.975678,-0.014994, 0.040965, 0.214824,0
1777415753446342000,592581000000,   592.586, 0.975643,-0.015021, 0.040973, 0.214978,0
1777415753456425701,592581000000,   592.586, 0.975643,-0.015021, 0.040973, 0.214978,0
1777415753466047354,592601000000,   592.606, 0.975594,-0.015017, 0.041020, 0.215195,0
1777415753476132703,592601000000,   592.606, 0.975594,-0.015017, 0.041020, 0.215195,0
1777415753491682460,592621000000,   592.626, 0.975541,-0.015011, 0.041027, 0.215431,0
1777415753501415389,592641000000,   592.641, 0.975492,-0.015008, 0.041040, 0.215654,0
1777415753511499683,592641000000,   592.641, 0.975492,-0.015008, 0.041040, 0.215654,0
1777415753521120873,592661000000,   592.661, 0.975444,-0.014999, 0.041074, 0.215861,0
1777415753531227555,592661000000,   592.661, 0.975444,-0.014999, 0.041074, 0.215861,0
1777415753550685395,592681000000,   592.681, 0.975402,-0.015005, 0.041067, 0.216054,0
1777415753560299715,592701000000,   592.701, 0.975357,-0.015012, 0.041103, 0.216248,0
1777415753570383805,592701000000,   592.701, 0.975357,-0.015012, 0.041103, 0.216248,0
1777415753590058511,592721000000,   592.721, 0.975319,-0.015029, 0.041132, 0.216413,0
1777415753609819605,592741000000,   592.741, 0.975289,-0.015054, 0.041173, 0.216540,0
1777415753619496702,592761000000,   592.761, 0.975257,-0.015075, 0.041244, 0.216671,0
1777415753629581977,592761000000,   592.761, 0.975257,-0.015075, 0.041244, 0.216671,0
1777415753639249703,592781000000,   592.781, 0.975218,-0.015097, 0.041292, 0.216833,0
1777415753649346682,592781000000,   592.781, 0.975218,-0.015097, 0.041292, 0.216833,0
1777415753659010741,592801000000,   592.801, 0.975174,-0.015111, 0.041347, 0.217021,0
1777415753669101794,592801000000,   592.801, 0.975174,-0.015111, 0.041347, 0.217021,0
1777415753688767093,592821000000,   592.821, 0.975131,-0.015123, 0.041382, 0.217204,0
1777415753698512763,592831000000,   592.836, 0.975110,-0.015126, 0.041398, 0.217297,0
1777415753708598112,592831000000,   592.836, 0.975110,-0.015126, 0.041398, 0.217297,0
1777415753718206043,592851000000,   592.856, 0.975067,-0.015138, 0.041441, 0.217482,0
1777415753728291207,592851000000,   592.856, 0.975067,-0.015138, 0.041441, 0.217482,0
1777415753748025579,592871000000,   592.876, 0.975021,-0.015143, 0.041471, 0.217682,0
1777415753767714989,592891000000,   592.896, 0.974972,-0.015141, 0.041501, 0.217895,0
1777415753777387771,592911000000,   592.916, 0.974922,-0.015140, 0.041539, 0.218110,0
1777415753787472379,592911000000,   592.916, 0.974922,-0.015140, 0.041539, 0.218110,0
1777415753797144402,592931000000,   592.936, 0.974876,-0.015148, 0.041566, 0.218310,0
1777415753807229455,592931000000,   592.936, 0.974876,-0.015148, 0.041566, 0.218310,0
1777415753826961364,592951000000,   592.956, 0.974833,-0.015156, 0.041603, 0.218495,0
1777415753836657572,592971000000,   592.976, 0.974791,-0.015167, 0.041636, 0.218675,0
1777415753846755069,592971000000,   592.976, 0.974791,-0.015167, 0.041636, 0.218675,0
1777415753856443813,592991000000,   592.996, 0.974749,-0.015181, 0.041666, 0.218856,0
1777415753866536458,592991000000,   592.996, 0.974749,-0.015181, 0.041666, 0.218856,0
1777415753876109205,593011000000,   593.016, 0.974708,-0.015202, 0.041698, 0.219031,0
1777415753886194702,593011000000,   593.016, 0.974708,-0.015202, 0.041698, 0.219031,0
1777415753901727312,593031000000,   593.036, 0.974670,-0.015214, 0.041725, 0.219193,0
1777415753911098525,593051000000,   593.051, 0.974631,-0.015233, 0.041765, 0.219358,0
1777415753921184392,593051000000,   593.051, 0.974631,-0.015233, 0.041765, 0.219358,0
1777415753940474809,593071000000,   593.071, 0.974593,-0.015243, 0.041797, 0.219522,0
1777415753950166146,593091000000,   593.091, 0.974551,-0.015250, 0.041833, 0.219700,0
1777415753960251810,593091000000,   593.091, 0.974551,-0.015250, 0.041833, 0.219700,0
1777415753979934368,593111000000,   593.111, 0.974508,-0.015261, 0.041862, 0.219886,0
