Time,reference_time,gps_timestamp,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,scaledMagX,scaledMagY,scaledMagZ,estGyroBiasX,estGyroBiasY,estGyroBiasZ,estGyroBias:valid,flagStop
1777416007065223024,821241000000,   821.241, 0.000017,-0.000093,-0.009951,-0.000019, 0.000032, 0.000182,-0.079317,-0.022917, 0.036812,1,-0.001357, 0.003151, 0.018507,1, 0.001707,-0.009412,-0.995639,-0.001654, 0.003174, 0.018338, 0.118431, 0.246179,-0.114971,-0.000000, 0.000000, 0.000000,1,0
1777416007084515927,846231000000,   846.236, 0.000027,-0.000090,-0.009947,-0.000016, 0.000036, 0.000180,-0.517108,-0.035174, 0.028134,1,-0.001507, 0.003302, 0.018250,1, 0.002657,-0.009686,-0.995577,-0.001507, 0.003302, 0.018250, 0.118258, 0.245683,-0.115143,-0.000000, 0.000000,-0.000000,1,0
1777416007094225671,846251000000,   846.251, 0.000033,-0.000063,-0.009961,-0.000013, 0.000036, 0.000191,-0.512624,-0.013632, 0.026780,1,-0.001195, 0.003461, 0.018721,1, 0.003006,-0.007495,-0.995721,-0.001195, 0.003462, 0.018721, 0.119059, 0.246324,-0.114883,-0.000000, 0.000000,-0.000000,1,0
1777416007104317707,846251000000,   846.251, 0.000033,-0.000063,-0.009961,-0.000013, 0.000036, 0.000191,-0.512624,-0.013632, 0.026780,1,-0.001195, 0.003461, 0.018721,1, 0.003006,-0.007495,-0.995721,-0.001195, 0.003462, 0.018721, 0.119059, 0.246324,-0.114883,-0.000000, 0.000000,-0.000000,1,0
1777416007124017304,846271000000,   846.271, 0.000025,-0.000090,-0.009959,-0.000007, 0.000035, 0.000205,-0.515652,-0.020794, 0.025250,1,-0.000937, 0.003419, 0.019690,1, 0.002710,-0.008228,-0.995877,-0.000937, 0.003419, 0.019690, 0.118815, 0.246532,-0.114066,-0.000000, 0.000000,-0.000000,1,0
1777416007143449215,846291000000,   846.291, 0.000007,-0.000120,-0.009966,-0.000006, 0.000028, 0.000196,-0.522263,-0.027947, 0.028313,1,-0.000873, 0.003494, 0.019877,1, 0.001469,-0.010342,-0.995985,-0.000731, 0.003177, 0.019765, 0.119001, 0.246428,-0.113976,-0.000000, 0.000000,-0.000000,1,0
1777416007153069940,846311000000,   846.311, 0.000001,-0.000126,-0.009960,-0.000009, 0.000026, 0.000191,-0.532830,-0.052371, 0.025745,1,-0.000578, 0.003066, 0.019737,1, 0.000601,-0.011956,-0.995759,-0.000733, 0.002878, 0.019427, 0.119010, 0.246475,-0.113946,-0.000000, 0.000000,-0.000000,1,0
1777416007163153811,846311000000,   846.311, 0.000001,-0.000126,-0.009960,-0.000009, 0.000026, 0.000191,-0.532830,-0.052371, 0.025745,1,-0.000578, 0.003066, 0.019737,1, 0.000601,-0.011956,-0.995759,-0.000733, 0.002878, 0.019427, 0.119010, 0.246475,-0.113946,-0.000000, 0.000000,-0.000000,1,0
1777416007182885828,846331000000,   846.331, 0.000008,-0.000116,-0.009952,-0.000012, 0.000033, 0.000188,-0.538872,-0.059460, 0.021988,1,-0.000816, 0.002936, 0.019312,1, 0.000690,-0.011914,-0.995799,-0.000983, 0.003150, 0.019064, 0.118904, 0.246309,-0.114865,-0.000000, 0.000000,-0.000000,1,0
1777416007192557209,846351000000,   846.351, 0.000013,-0.000114,-0.009958,-0.000012, 0.000035, 0.000183,-0.533166,-0.056722, 0.026191,1,-0.001054, 0.002975, 0.019021,1, 0.001231,-0.011636,-0.995880,-0.001034, 0.003228, 0.018670, 0.118991, 0.246269,-0.114799,-0.000000, 0.000000,-0.000000,1,0
1777416007202640173,846351000000,   846.351, 0.000013,-0.000114,-0.009958,-0.000012, 0.000035, 0.000183,-0.533166,-0.056722, 0.026191,1,-0.001054, 0.002975, 0.019021,1, 0.001231,-0.011636,-0.995880,-0.001034, 0.003228, 0.018670, 0.118991, 0.246269,-0.114799,-0.000000, 0.000000,-0.000000,1,0
1777416007212321830,846371000000,   846.371, 0.000017,-0.000105,-0.009962,-0.000015, 0.000032, 0.000182,-0.530046,-0.049434, 0.027300,1,-0.001052, 0.003261, 0.018480,1, 0.001614,-0.010891,-0.995948,-0.001278, 0.003207, 0.018312, 0.118548, 0.246223,-0.114055,-0.000000, 0.000000,-0.000000,1,0
1777416007222405275,846371000000,   846.371, 0.000017,-0.000105,-0.009962,-0.000015, 0.000032, 0.000182,-0.530046,-0.049434, 0.027300,1,-0.001052, 0.003261, 0.018480,1, 0.001614,-0.010891,-0.995948,-0.001278, 0.003207, 0.018312, 0.118548, 0.246223,-0.114055,-0.000000, 0.000000,-0.000000,1,0
1777416007232015762,846391000000,   846.391, 0.000029,-0.000102,-0.009960,-0.000016, 0.000028, 0.000183,-0.525597,-0.047023, 0.027179,1,-0.001634, 0.003531, 0.018355,1, 0.002454,-0.010608,-0.995841,-0.001611, 0.003175, 0.018345, 0.118495, 0.246483,-0.113562,-0.000000, 0.000000,-0.000000,1,0
