Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777416176285068246,999983000000,   999.983, 0.585458,-0.052116, 0.137077, 0.797328,0
1777416176295296400,1000173000000,  1015.468, 0.584007,-0.052192, 0.137249, 0.798358,0
1777416176305388100,1000173000000,  1015.468, 0.584007,-0.052192, 0.137249, 0.798358,0
1777416176315010393,1015483000000,  1015.488, 0.460246,-0.056911, 0.150503, 0.873088,0
1777416176325098816,1015483000000,  1015.488, 0.460246,-0.056911, 0.150503, 0.873088,0
1777416176344779701,1015503000000,  1015.508, 0.460084,-0.056917, 0.150518, 0.873171,0
1777416176354470007,1015523000000,  1015.528, 0.459931,-0.056923, 0.150530, 0.873249,0
1777416176364554394,1015523000000,  1015.528, 0.459931,-0.056923, 0.150530, 0.873249,0
1777416176374274883,1015543000000,  1015.548, 0.459777,-0.056931, 0.150546, 0.873327,0
1777416176384360140,1015543000000,  1015.548, 0.459777,-0.056931, 0.150546, 0.873327,0
1777416176404036951,1015563000000,  1015.568, 0.459613,-0.056940, 0.150558, 0.873410,0
1777416176423751407,1015583000000,  1015.588, 0.459435,-0.056942, 0.150579, 0.873501,0
1777416176439345720,1015603000000,  1015.608, 0.459249,-0.056938, 0.150606, 0.873594,0
1777416176449036692,1015623000000,  1015.628, 0.459061,-0.056936, 0.150618, 0.873691,0
1777416176459122005,1015623000000,  1015.628, 0.459061,-0.056936, 0.150618, 0.873691,0
1777416176478817500,1015643000000,  1015.643, 0.458885,-0.056936, 0.150630, 0.873781,0
1777416176488478345,1015663000000,  1015.663, 0.458721,-0.056947, 0.150640, 0.873865,0
1777416176498562083,1015663000000,  1015.663, 0.458721,-0.056947, 0.150640, 0.873865,0
1777416176517967101,1015683000000,  1015.683, 0.458571,-0.056955, 0.150645, 0.873942,0
1777416176527661536,1015703000000,  1015.703, 0.458422,-0.056963, 0.150656, 0.874018,0
1777416176537745571,1015703000000,  1015.703, 0.458422,-0.056963, 0.150656, 0.874018,0
1777416176547355383,1015723000000,  1015.723, 0.458264,-0.056976, 0.150666, 0.874098,0
1777416176557438918,1015723000000,  1015.723, 0.458264,-0.056976, 0.150666, 0.874098,0
1777416176567085950,1015743000000,  1015.743, 0.458100,-0.056978, 0.150676, 0.874182,0
1777416176577169762,1015743000000,  1015.743, 0.458100,-0.056978, 0.150676, 0.874182,0
1777416176596917383,1015763000000,  1015.763, 0.457924,-0.056987, 0.150688, 0.874272,0
1777416176606607189,1015783000000,  1015.783, 0.457738,-0.056982, 0.150709, 0.874366,0
1777416176616720277,1015783000000,  1015.783, 0.457738,-0.056982, 0.150709, 0.874366,0
1777416176626299925,1015803000000,  1015.803, 0.457546,-0.056979, 0.150729, 0.874463,0
1777416176636384348,1015803000000,  1015.803, 0.457546,-0.056979, 0.150729, 0.874463,0
1777416176646028287,1015823000000,  1015.823, 0.457370,-0.056977, 0.150752, 0.874552,0
1777416176656112285,1015823000000,  1015.823, 0.457370,-0.056977, 0.150752, 0.874552,0
1777416176675844703,1015833000000,  1015.838, 0.457283,-0.056982, 0.150761, 0.874595,0
1777416176685540194,1015853000000,  1015.858, 0.457119,-0.056988, 0.150777, 0.874678,0
1777416176695624655,1015853000000,  1015.858, 0.457119,-0.056988, 0.150777, 0.874678,0
1777416176705303869,1015873000000,  1015.878, 0.456968,-0.056992, 0.150786, 0.874755,0
1777416176715388255,1015873000000,  1015.878, 0.456968,-0.056992, 0.150786, 0.874755,0
1777416176725036231,1015893000000,  1015.898, 0.456812,-0.057002, 0.150793, 0.874834,0
1777416176735120174,1015893000000,  1015.898, 0.456812,-0.057002, 0.150793, 0.874834,0
1777416176754803762,1015913000000,  1015.918, 0.456654,-0.057007, 0.150811, 0.874914,0
1777416176764480958,1015933000000,  1015.938, 0.456482,-0.057015, 0.150827, 0.875000,0
1777416176774581491,1015933000000,  1015.938, 0.456482,-0.057015, 0.150827, 0.875000,0
1777416176793853316,1015953000000,  1015.958, 0.456302,-0.057016, 0.150842, 0.875091,0
1777416176803542344,1015973000000,  1015.978, 0.456124,-0.057019, 0.150858, 0.875181,0
1777416176813625601,1015973000000,  1015.978, 0.456124,-0.057019, 0.150858, 0.875181,0
1777416176829148493,1015993000000,  1015.998, 0.455947,-0.057025, 0.150871, 0.875270,0
1777416176848925352,1016003000000,  1016.018, 0.455864,-0.057028, 0.150882, 0.875312,0
1777416176858662025,1016033000000,  1016.033, 0.455626,-0.057041, 0.150901, 0.875431,0
1777416176868749078,1016033000000,  1016.033, 0.455626,-0.057041, 0.150901, 0.875431,0
1777416176888053918,1016053000000,  1016.053, 0.455469,-0.057042, 0.150920, 0.875510,0
1777416176907809926,1016073000000,  1016.073, 0.455306,-0.057053, 0.150932, 0.875592,0
1777416176917508972,1016093000000,  1016.093, 0.455136,-0.057055, 0.150951, 0.875677,0
