Time,reference_time,gps_timestamp,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,scaledMagX,scaledMagY,scaledMagZ,estGyroBiasX,estGyroBiasY,estGyroBiasZ,estGyroBias:valid,flagStop
1777415839997363569,654097000000,   654.097, 0.000039, 0.000003,-0.009958,-0.000009, 0.000057, 0.000169,-0.098317,-0.025726, 0.032824,1,-0.001843, 0.004017, 0.017069,1, 0.001549,-0.004167,-0.995811,-0.001280, 0.004840, 0.017079, 0.117952, 0.245419,-0.112187,-0.000000, 0.000000, 0.000000,1,0
1777415840016820570,679147000000,   679.152, 0.000027,-0.000081,-0.009973,-0.000022, 0.000031, 0.000166,-0.512686,-0.041231, 0.021648,1,-0.001535, 0.003293, 0.017054,1, 0.001586,-0.008944,-0.996329,-0.001535, 0.003293, 0.017054, 0.117571, 0.245192,-0.111352,-0.000000, 0.000000,-0.000000,1,0
1777415840026560626,679167000000,   679.167, 0.000033,-0.000066,-0.009976,-0.000019, 0.000027, 0.000166,-0.501851,-0.028816, 0.020174,1,-0.001709, 0.003019, 0.016701,1, 0.002748,-0.007665,-0.996477,-0.001709, 0.003019, 0.016701, 0.117892, 0.244974,-0.111732,-0.000000, 0.000000,-0.000000,1,0
1777415840036647433,679167000000,   679.167, 0.000033,-0.000066,-0.009976,-0.000019, 0.000027, 0.000166,-0.501851,-0.028816, 0.020174,1,-0.001709, 0.003019, 0.016701,1, 0.002748,-0.007665,-0.996477,-0.001709, 0.003019, 0.016701, 0.117892, 0.244974,-0.111732,-0.000000, 0.000000,-0.000000,1,0
1777415840046242696,679187000000,   679.187, 0.000043,-0.000037,-0.009958,-0.000017, 0.000027, 0.000174,-0.494508,-0.003186, 0.028494,1,-0.001678, 0.003065, 0.017004,1, 0.003557,-0.005036,-0.995625,-0.001679, 0.003065, 0.017004, 0.118067, 0.244670,-0.112075,-0.000000, 0.000000,-0.000000,1,0
1777415840056328114,679187000000,   679.187, 0.000043,-0.000037,-0.009958,-0.000017, 0.000027, 0.000174,-0.494508,-0.003186, 0.028494,1,-0.001678, 0.003065, 0.017004,1, 0.003557,-0.005036,-0.995625,-0.001679, 0.003065, 0.017004, 0.118067, 0.244670,-0.112075,-0.000000, 0.000000,-0.000000,1,0
1777415840075745004,679207000000,   679.207, 0.000021,-0.000059,-0.009960,-0.000018, 0.000032, 0.000181,-0.495712,-0.004154, 0.030662,1,-0.001598, 0.002879, 0.017381,1, 0.002846,-0.005521,-0.995746,-0.001671, 0.003033, 0.017728, 0.118210, 0.244445,-0.111921,-0.000000, 0.000000,-0.000000,1,0
1777415840085419654,679227000000,   679.227, 0.000006,-0.000080,-0.009955,-0.000017, 0.000028, 0.000183,-0.509933,-0.013584, 0.028418,1,-0.001739, 0.003117, 0.018105,1, 0.001353,-0.006951,-0.995593,-0.001685, 0.002984, 0.018210, 0.118040, 0.244749,-0.110936,-0.000000, 0.000000,-0.000000,1,0
1777415840095505202,679227000000,   679.227, 0.000006,-0.000080,-0.009955,-0.000017, 0.000028, 0.000183,-0.509933,-0.013584, 0.028418,1,-0.001739, 0.003117, 0.018105,1, 0.001353,-0.006951,-0.995593,-0.001685, 0.002984, 0.018210, 0.118040, 0.244749,-0.110936,-0.000000, 0.000000,-0.000000,1,0
1777415840105165574,679247000000,   679.247,-0.000011,-0.000073,-0.009958,-0.000019, 0.000041, 0.000178,-0.522695,-0.028576, 0.028083,1,-0.001837, 0.003411, 0.018028,1,-0.000076,-0.007425,-0.995710,-0.001896, 0.003718, 0.017937, 0.117741, 0.244889,-0.111443,-0.000000, 0.000000,-0.000000,1,0
1777415840115250029,679247000000,   679.247,-0.000011,-0.000073,-0.009958,-0.000019, 0.000041, 0.000178,-0.522695,-0.028576, 0.028083,1,-0.001837, 0.003411, 0.018028,1,-0.000076,-0.007425,-0.995710,-0.001896, 0.003718, 0.017937, 0.117741, 0.244889,-0.111443,-0.000000, 0.000000,-0.000000,1,0
1777415840134933080,679267000000,   679.267,-0.000010,-0.000052,-0.009953,-0.000005, 0.000034, 0.000188,-0.537471,-0.022490, 0.024932,1,-0.001619, 0.003760, 0.017955,1,-0.000777,-0.006134,-0.995668,-0.001053, 0.003621, 0.018355, 0.117761, 0.244876,-0.111167,-0.000000, 0.000000,-0.000000,1,0
1777415840144624656,679287000000,   679.287, 0.000002,-0.000038,-0.009954,-0.000012, 0.000033, 0.000195,-0.531920,-0.007784, 0.029122,1,-0.000740, 0.004029, 0.018669,1,-0.000348,-0.004731,-0.995434,-0.000931, 0.003678, 0.019070, 0.118457, 0.245230,-0.111536,-0.000000, 0.000000,-0.000000,1,0
1777415840154759368,679287000000,   679.287, 0.000002,-0.000038,-0.009954,-0.000012, 0.000033, 0.000195,-0.531920,-0.007784, 0.029122,1,-0.000740, 0.004029, 0.018669,1,-0.000348,-0.004731,-0.995434,-0.000931, 0.003678, 0.019070, 0.118457, 0.245230,-0.111536,-0.000000, 0.000000,-0.000000,1,0
1777415840164363224,679307000000,   679.307, 0.000000,-0.000061,-0.009955,-0.000011, 0.000028, 0.000195,-0.520846,-0.001355, 0.030293,1,-0.000521, 0.003794, 0.019437,1,-0.000043,-0.005469,-0.995482,-0.000792, 0.003355, 0.019518, 0.117942, 0.245393,-0.111847,-0.000000, 0.000000,-0.000000,1,0
1777415840174447382,679307000000,   679.307, 0.000000,-0.000061,-0.009955,-0.000011, 0.000028, 0.000195,-0.520846,-0.001355, 0.030293,1,-0.000521, 0.003794, 0.019437,1,-0.000043,-0.005469,-0.995482,-0.000792, 0.003355, 0.019518, 0.117942, 0.245393,-0.111847,-0.000000, 0.000000,-0.000000,1,0
1777415840184128754,679327000000,   679.327, 0.000008,-0.000094,-0.009960,-0.000003, 0.000027, 0.000205,-0.516148,-0.017858, 0.027097,1,-0.000821, 0.003199, 0.019750,1, 0.000583,-0.007830,-0.995904,-0.000621, 0.002976, 0.020060, 0.117975, 0.245109,-0.111526,-0.000000, 0.000000,-0.000000,1,0
1777415840194212524,679327000000,   679.327, 0.000008,-0.000094,-0.009960,-0.000003, 0.000027, 0.000205,-0.516148,-0.017858, 0.027097,1,-0.000821, 0.003199, 0.019750,1, 0.000583,-0.007830,-0.995904,-0.000621, 0.002976, 0.020060, 0.117975, 0.245109,-0.111526,-0.000000, 0.000000,-0.000000,1,0
1777415840213942481,679347000000,   679.347, 0.000007,-0.000108,-0.009968,-0.000016, 0.000025, 0.000188,-0.514721,-0.040394, 0.027257,1,-0.001052, 0.003088, 0.020003,1, 0.000597,-0.009749,-0.996242,-0.001289, 0.002791, 0.019389, 0.118068, 0.245076,-0.110924,-0.000000, 0.000000,-0.000000,1,0
1777415840223564781,679357000000,   679.362, 0.000011,-0.000111,-0.009959,-0.000017, 0.000033, 0.000189,-0.512261,-0.054600, 0.024871,1,-0.001437, 0.002991, 0.019140,1, 0.000826,-0.010300,-0.996044,-0.001437, 0.002991, 0.019140, 0.118056, 0.244907,-0.110944,-0.000000, 0.000000,-0.000000,1,0
1777415840233648457,679357000000,   679.362, 0.000011,-0.000111,-0.009959,-0.000017, 0.000033, 0.000189,-0.512261,-0.054600, 0.024871,1,-0.001437, 0.002991, 0.019140,1, 0.000826,-0.010300,-0.996044,-0.001437, 0.002991, 0.019140, 0.118056, 0.244907,-0.110944,-0.000000, 0.000000,-0.000000,1,0
1777415840243328496,679377000000,   679.382, 0.000016,-0.000085,-0.009954,-0.000013, 0.000035, 0.000182,-0.507213,-0.044659, 0.027079,1,-0.001194, 0.003359, 0.018509,1, 0.001401,-0.009285,-0.995815,-0.001194, 0.003359, 0.018509, 0.118253, 0.244901,-0.110949,-0.000000, 0.000000,-0.000000,1,0
1777415840253415247,679377000000,   679.382, 0.000016,-0.000085,-0.009954,-0.000013, 0.000035, 0.000182,-0.507213,-0.044659, 0.027079,1,-0.001194, 0.003359, 0.018509,1, 0.001401,-0.009285,-0.995815,-0.001194, 0.003359, 0.018509, 0.118253, 0.244901,-0.110949,-0.000000, 0.000000,-0.000000,1,0
1777415840263063750,679397000000,   679.402, 0.000025,-0.000064,-0.009961,-0.000010, 0.000034, 0.000183,-0.499340,-0.027126, 0.025508,1,-0.001102, 0.003241, 0.018228,1, 0.002265,-0.007493,-0.995972,-0.001102, 0.003241, 0.018228, 0.118314, 0.244952,-0.111361,-0.000000, 0.000000,-0.000000,1,0
