Time,reference_time,gps_timestamp,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estLinearAccel:valid,estAngularRateX,estAngularRateY,estAngularRateZ,estAngularRate:valid,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,scaledMagX,scaledMagY,scaledMagZ,estGyroBiasX,estGyroBiasY,estGyroBiasZ,estGyroBias:valid,flagStop
1777416250135659197,1040789000000,  1040.789, 0.000058,-0.000030,-0.009957,-0.000018, 0.000025, 0.000187,-0.086849,-0.022824, 0.040644,1,-0.001850, 0.003059, 0.018672,1, 0.005529,-0.002808,-0.995759,-0.001786, 0.002782, 0.018668,-0.006436,-0.100694,-0.146985,-0.000000, 0.000000,-0.000000,1,0
1777416250155917786,1089319000000,  1089.319, 0.000089,-0.000037,-0.009936,-0.000020, 0.000018, 0.000192,-0.079199,-0.027526, 0.041354,1,-0.001131, 0.003378, 0.018840,1, 0.006703,-0.005606,-0.995048,-0.001677, 0.002606, 0.019607,-0.006623,-0.101397,-0.145720,-0.000000, 0.000000,-0.000000,1,0
1777416250165616972,1089339000000,  1089.339, 0.000121,-0.000000,-0.009949,-0.000003, 0.000026, 0.000213,-0.279265,-0.091857, 0.024564,1,-0.001720, 0.002731, 0.019686,1, 0.010139,-0.001607,-0.995805,-0.001069, 0.002628, 0.020456,-0.006534,-0.101232,-0.145898,-0.000001, 0.000002, 0.000006,1,0
1777416250175706022,1089339000000,  1089.339, 0.000121,-0.000000,-0.009949,-0.000003, 0.000026, 0.000213,-0.279265,-0.091857, 0.024564,1,-0.001720, 0.002731, 0.019686,1, 0.010139,-0.001607,-0.995805,-0.001069, 0.002628, 0.020456,-0.006534,-0.101232,-0.145898,-0.000001, 0.000002, 0.000006,1,0
1777416250185362649,1089359000000,  1089.359, 0.000106,-0.000061,-0.009961,-0.000010, 0.000039, 0.000221,-0.260162,-0.090006, 0.033117,1,-0.000974, 0.002644, 0.021233,1, 0.010593,-0.004268,-0.995899,-0.001032, 0.003231, 0.021622,-0.006033,-0.101421,-0.146067,-0.000001, 0.000002, 0.000006,1,0
1777416250195451125,1089359000000,  1089.359, 0.000106,-0.000061,-0.009961,-0.000010, 0.000039, 0.000221,-0.260162,-0.090006, 0.033117,1,-0.000974, 0.002644, 0.021233,1, 0.010593,-0.004268,-0.995899,-0.001032, 0.003231, 0.021622,-0.006033,-0.101421,-0.146067,-0.000001, 0.000002, 0.000006,1,0
1777416250205069694,1089379000000,  1089.379, 0.000091,-0.000094,-0.009947,-0.000005, 0.000035, 0.000208,-0.263719,-0.128592, 0.031743,1,-0.001258, 0.002904, 0.021623,1, 0.009483,-0.007698,-0.995419,-0.000995, 0.003196, 0.021203,-0.005889,-0.101440,-0.146070,-0.000001, 0.000002, 0.000006,1,0
1777416250215154781,1089379000000,  1089.379, 0.000091,-0.000094,-0.009947,-0.000005, 0.000035, 0.000208,-0.263719,-0.128592, 0.031743,1,-0.001258, 0.002904, 0.021623,1, 0.009483,-0.007698,-0.995419,-0.000995, 0.003196, 0.021203,-0.005889,-0.101440,-0.146070,-0.000001, 0.000002, 0.000006,1,0
1777416250234888513,1089399000000,  1089.399, 0.000095,-0.000069,-0.009938,-0.000006, 0.000052, 0.000211,-0.268838,-0.136693, 0.029600,1,-0.000928, 0.003113, 0.021140,1, 0.009591,-0.007063,-0.995002,-0.000851, 0.004076, 0.021098,-0.005967,-0.101585,-0.146330,-0.000001, 0.000002, 0.000006,1,0
1777416250244585477,1089419000000,  1089.419, 0.000097,-0.000047,-0.009975,-0.000015, 0.000038, 0.000210,-0.257957,-0.134089, 0.042351,1,-0.000901, 0.003684, 0.021176,1, 0.010279,-0.006065,-0.996099,-0.001232, 0.003793, 0.021095,-0.005865,-0.101307,-0.146374,-0.000001, 0.000002, 0.000006,1,0
1777416250254670212,1089419000000,  1089.419, 0.000097,-0.000047,-0.009975,-0.000015, 0.000038, 0.000210,-0.257957,-0.134089, 0.042351,1,-0.000901, 0.003684, 0.021176,1, 0.010279,-0.006065,-0.996099,-0.001232, 0.003793, 0.021095,-0.005865,-0.101307,-0.146374,-0.000001, 0.000002, 0.000006,1,0
1777416250264314135,1089429000000,  1089.434, 0.000133,-0.000025,-0.009969,-0.000009, 0.000028, 0.000215,-0.245768,-0.106268, 0.028399,1,-0.001128, 0.003356, 0.021247,1, 0.011744,-0.004349,-0.996406,-0.001129, 0.003358, 0.021254,-0.005971,-0.101354,-0.146266,-0.000001, 0.000002, 0.000006,1,0
1777416250274400296,1089429000000,  1089.434, 0.000133,-0.000025,-0.009969,-0.000009, 0.000028, 0.000215,-0.245768,-0.106268, 0.028399,1,-0.001128, 0.003356, 0.021247,1, 0.011744,-0.004349,-0.996406,-0.001129, 0.003358, 0.021254,-0.005971,-0.101354,-0.146266,-0.000001, 0.000002, 0.000006,1,0
1777416250284023087,1089449000000,  1089.454, 0.000030,-0.000211,-0.009888,-0.000052, 0.000088, 0.000207,-0.285292,-0.179520, 0.058244,1,-0.002853, 0.006116, 0.021142,1, 0.007808,-0.011810,-0.993359,-0.002854, 0.006118, 0.021148,-0.006319,-0.101319,-0.145623,-0.000001, 0.000002, 0.000006,1,0
1777416250294109285,1089449000000,  1089.454, 0.000030,-0.000211,-0.009888,-0.000052, 0.000088, 0.000207,-0.285292,-0.179520, 0.058244,1,-0.002853, 0.006116, 0.021142,1, 0.007808,-0.011810,-0.993359,-0.002854, 0.006118, 0.021148,-0.006319,-0.101319,-0.145623,-0.000001, 0.000002, 0.000006,1,0
1777416250313835943,1089469000000,  1089.474,-0.000118,-0.000173,-0.009904,-0.000052, 0.000036, 0.000132,-0.403502,-0.220508, 0.060790,1,-0.004692, 0.004396, 0.016459,1,-0.004143,-0.015926,-0.993095,-0.004692, 0.004398, 0.016466,-0.006524,-0.101145,-0.145485,-0.000001, 0.000002, 0.000006,1,0
1777416250323512775,1089489000000,  1089.494,-0.000123, 0.000075,-0.009964,-0.000051, 0.000079, 0.000118,-0.450334,-0.068479, 0.039511,1,-0.005460, 0.005852, 0.012919,1,-0.008824,-0.000327,-0.995260,-0.005461, 0.005854, 0.012925,-0.006547,-0.100820,-0.145819,-0.000001, 0.000002, 0.000006,1,0
1777416250333597492,1089489000000,  1089.494,-0.000123, 0.000075,-0.009964,-0.000051, 0.000079, 0.000118,-0.450334,-0.068479, 0.039511,1,-0.005460, 0.005852, 0.012919,1,-0.008824,-0.000327,-0.995260,-0.005461, 0.005854, 0.012925,-0.006547,-0.100820,-0.145819,-0.000001, 0.000002, 0.000006,1,0
1777416250343284640,1089509000000,  1089.514,-0.000065, 0.000021,-0.010064,-0.000038, 0.000041, 0.000113,-0.432811,-0.056493,-0.002912,1,-0.005029, 0.005931, 0.011571,1,-0.006898, 0.001002,-0.999580,-0.005029, 0.005933, 0.011578,-0.006380,-0.100866,-0.146104,-0.000001, 0.000002, 0.000006,1,0
1777416250353370172,1089509000000,  1089.514,-0.000065, 0.000021,-0.010064,-0.000038, 0.000041, 0.000113,-0.432811,-0.056493,-0.002912,1,-0.005029, 0.005931, 0.011571,1,-0.006898, 0.001002,-0.999580,-0.005029, 0.005933, 0.011578,-0.006380,-0.100866,-0.146104,-0.000001, 0.000002, 0.000006,1,0
1777416250363037837,1089529000000,  1089.534, 0.000045, 0.000034,-0.010074,-0.000041, 0.000020, 0.000098,-0.364828,-0.046444,-0.012559,1,-0.004049, 0.003830, 0.010216,1, 0.000140, 0.002105,-1.000560,-0.004049, 0.003832, 0.010222,-0.006649,-0.101208,-0.146270,-0.000001, 0.000002, 0.000006,1,0
1777416250373121942,1089529000000,  1089.534, 0.000045, 0.000034,-0.010074,-0.000041, 0.000020, 0.000098,-0.364828,-0.046444,-0.012559,1,-0.004049, 0.003830, 0.010216,1, 0.000140, 0.002105,-1.000560,-0.004049, 0.003832, 0.010222,-0.006649,-0.101208,-0.146270,-0.000001, 0.000002, 0.000006,1,0
