Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777416586476547348,1373748000000,  1373.748, 0.842430,-0.163892, 0.099752, 0.503488,0
1777416586486712875,1373938000000,  1425.653, 0.841486,-0.163980, 0.100248, 0.504938,0
1777416586496805701,1373938000000,  1425.653, 0.841486,-0.163980, 0.100248, 0.504938,0
1777416586506463506,1425668000000,  1425.673, 0.496521,-0.164226, 0.214824, 0.824831,0
1777416586516559498,1425668000000,  1425.673, 0.496521,-0.164226, 0.214824, 0.824831,0
1777416586526228822,1425688000000,  1425.693, 0.496364,-0.164219, 0.214858, 0.824919,0
1777416586539275241,1425688000000,  1425.693, 0.496364,-0.164219, 0.214858, 0.824919,0
1777416586556045076,1425708000000,  1425.713, 0.496199,-0.164215, 0.214894, 0.825010,0
1777416586575363390,1425728000000,  1425.733, 0.496031,-0.164209, 0.214930, 0.825102,0
1777416586595048838,1425748000000,  1425.753, 0.495865,-0.164202, 0.214965, 0.825195,0
1777416586614781118,1425768000000,  1425.773, 0.495701,-0.164196, 0.214999, 0.825285,0
1777416586630364072,1425788000000,  1425.793, 0.495537,-0.164189, 0.215037, 0.825375,0
1777416586640055487,1425808000000,  1425.813, 0.495373,-0.164184, 0.215077, 0.825464,0
1777416586650172071,1425808000000,  1425.813, 0.495373,-0.164184, 0.215077, 0.825464,0
1777416586669934813,1425828000000,  1425.828, 0.495210,-0.164176, 0.215114, 0.825554,0
1777416586679542157,1425848000000,  1425.848, 0.495046,-0.164171, 0.215149, 0.825644,0
1777416586689626409,1425848000000,  1425.848, 0.495046,-0.164171, 0.215149, 0.825644,0
1777416586708994370,1425868000000,  1425.868, 0.494886,-0.164162, 0.215189, 0.825732,0
1777416586718690359,1425888000000,  1425.888, 0.494722,-0.164154, 0.215227, 0.825821,0
1777416586728775148,1425888000000,  1425.888, 0.494722,-0.164154, 0.215227, 0.825821,0
1777416586738439064,1425908000000,  1425.908, 0.494557,-0.164147, 0.215263, 0.825913,0
1777416586748523075,1425908000000,  1425.908, 0.494557,-0.164147, 0.215263, 0.825913,0
1777416586758145752,1425928000000,  1425.928, 0.494396,-0.164134, 0.215293, 0.826003,0
1777416586768230245,1425928000000,  1425.928, 0.494396,-0.164134, 0.215293, 0.826003,0
1777416586787951137,1425948000000,  1425.948, 0.494243,-0.164127, 0.215315, 0.826091,0
1777416586797636274,1425968000000,  1425.968, 0.494089,-0.164123, 0.215341, 0.826177,0
1777416586807721619,1425968000000,  1425.968, 0.494089,-0.164123, 0.215341, 0.826177,0
1777416586817372702,1425988000000,  1425.988, 0.493929,-0.164118, 0.215370, 0.826266,0
1777416586827458047,1425988000000,  1425.988, 0.493929,-0.164118, 0.215370, 0.826266,0
1777416586837128759,1426008000000,  1426.008, 0.493765,-0.164105, 0.215404, 0.826358,0
1777416586847225677,1426008000000,  1426.008, 0.493765,-0.164105, 0.215404, 0.826358,0
1777416586866989752,1426018000000,  1426.023, 0.493684,-0.164098, 0.215421, 0.826403,0
1777416586876623577,1426038000000,  1426.043, 0.493517,-0.164097, 0.215457, 0.826493,0
1777416586886709051,1426038000000,  1426.043, 0.493517,-0.164097, 0.215457, 0.826493,0
1777416586896333172,1426058000000,  1426.063, 0.493352,-0.164092, 0.215500, 0.826582,0
1777416586906418999,1426058000000,  1426.063, 0.493352,-0.164092, 0.215500, 0.826582,0
1777416586916086026,1426078000000,  1426.083, 0.493189,-0.164083, 0.215535, 0.826671,0
1777416586926171074,1426078000000,  1426.083, 0.493189,-0.164083, 0.215535, 0.826671,0
1777416586945956426,1426078000000,  1426.103, 0.493189,-0.164083, 0.215535, 0.826671,0
1777416586955571992,1426118000000,  1426.123, 0.492873,-0.164071, 0.215611, 0.826843,0
1777416586965657855,1426118000000,  1426.123, 0.492873,-0.164071, 0.215611, 0.826843,0
1777416586975276440,1426138000000,  1426.143, 0.492710,-0.164059, 0.215645, 0.826933,0
1777416586985362322,1426138000000,  1426.143, 0.492710,-0.164059, 0.215645, 0.826933,0
1777416586995029793,1426158000000,  1426.163, 0.492549,-0.164050, 0.215682, 0.827022,0
1777416587005115193,1426158000000,  1426.163, 0.492549,-0.164050, 0.215682, 0.827022,0
1777416587024826362,1426158000000,  1426.183, 0.492549,-0.164050, 0.215682, 0.827022,0
1777416587034516313,1426198000000,  1426.203, 0.492218,-0.164039, 0.215752, 0.827202,0
1777416587044601620,1426198000000,  1426.203, 0.492218,-0.164039, 0.215752, 0.827202,0
1777416587060155759,1426218000000,  1426.223, 0.492055,-0.164028, 0.215788, 0.827292,0
1777416587079976553,1426238000000,  1426.238, 0.491890,-0.164016, 0.215828, 0.827382,0
1777416587089534954,1426258000000,  1426.258, 0.491725,-0.164007, 0.215868, 0.827471,0
1777416587099619612,1426258000000,  1426.258, 0.491725,-0.164007, 0.215868, 0.827471,0
1777416587119039903,1426268000000,  1426.273, 0.491643,-0.163998, 0.215884, 0.827518,0
1777416587138774089,1426298000000,  1426.298, 0.491400,-0.163986, 0.215940, 0.827650,0
1777416587148466910,1426318000000,  1426.318, 0.491242,-0.163975, 0.215974, 0.827738,0
1777416587158567309,1426318000000,  1426.318, 0.491242,-0.163975, 0.215974, 0.827738,0
1777416587168162690,1426338000000,  1426.338, 0.491079,-0.163966, 0.216010, 0.827826,0
1777416587178246516,1426338000000,  1426.338, 0.491079,-0.163966, 0.216010, 0.827826,0
1777416587197986683,1426358000000,  1426.358, 0.490917,-0.163962, 0.216044, 0.827915,0
1777416587207657080,1426378000000,  1426.378, 0.490754,-0.163957, 0.216080, 0.828003,0
1777416587217741016,1426378000000,  1426.378, 0.490754,-0.163957, 0.216080, 0.828003,0
1777416587227422042,1426398000000,  1426.398, 0.490589,-0.163954, 0.216118, 0.828091,0
1777416587237505831,1426398000000,  1426.398, 0.490589,-0.163954, 0.216118, 0.828091,0
1777416587247117526,1426418000000,  1426.418, 0.490427,-0.163948, 0.216152, 0.828179,0
1777416587257201814,1426418000000,  1426.418, 0.490427,-0.163948, 0.216152, 0.828179,0
1777416587276994924,1426428000000,  1426.433, 0.490347,-0.163942, 0.216171, 0.828223,0
1777416587286607230,1426448000000,  1426.453, 0.490187,-0.163936, 0.216212, 0.828308,0
1777416587296692204,1426448000000,  1426.453, 0.490187,-0.163936, 0.216212, 0.828308,0
1777416587306370563,1426468000000,  1426.473, 0.490023,-0.163929, 0.216246, 0.828398,0
1777416587316472888,1426468000000,  1426.473, 0.490023,-0.163929, 0.216246, 0.828398,0
1777416587326124859,1426488000000,  1426.493, 0.489862,-0.163918, 0.216285, 0.828485,0
1777416587336208963,1426488000000,  1426.493, 0.489862,-0.163918, 0.216285, 0.828485,0
1777416587356001943,1426508000000,  1426.513, 0.489701,-0.163906, 0.216319, 0.828573,0
1777416587375620707,1426528000000,  1426.533, 0.489540,-0.163898, 0.216353, 0.828661,0
1777416587385317010,1426548000000,  1426.553, 0.489380,-0.163890, 0.216387, 0.828749,0
