Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777416075841836857,900807000000,   900.807, 0.999802, 0.001013,-0.003933, 0.019505,0
1777416075860969028,915017000000,   915.022, 0.988259,-0.008232, 0.018637, 0.151423,0
1777416075870616344,915037000000,   915.037, 0.988231,-0.008247, 0.018663, 0.151603,0
1777416075880701648,915037000000,   915.037, 0.988231,-0.008247, 0.018663, 0.151603,0
1777416075890340428,915057000000,   915.057, 0.988203,-0.008263, 0.018689, 0.151779,0
1777416075900425009,915057000000,   915.057, 0.988203,-0.008263, 0.018689, 0.151779,0
1777416075919802096,915077000000,   915.077, 0.988175,-0.008283, 0.018720, 0.151956,0
1777416075929544846,915097000000,   915.097, 0.988148,-0.008303, 0.018749, 0.152129,0
1777416075939630094,915097000000,   915.097, 0.988148,-0.008303, 0.018749, 0.152129,0
1777416075949219288,915117000000,   915.117, 0.988120,-0.008320, 0.018782, 0.152307,0
1777416075959304017,915117000000,   915.117, 0.988120,-0.008320, 0.018782, 0.152307,0
1777416075979043210,915137000000,   915.137, 0.988090,-0.008333, 0.018810, 0.152499,0
1777416075998732076,915157000000,   915.157, 0.988059,-0.008345, 0.018838, 0.152693,0
1777416076008407042,915177000000,   915.177, 0.988028,-0.008360, 0.018874, 0.152887,0
1777416076018491964,915177000000,   915.177, 0.988028,-0.008360, 0.018874, 0.152887,0
1777416076028163396,915197000000,   915.197, 0.987998,-0.008374, 0.018904, 0.153074,0
1777416076038247485,915197000000,   915.197, 0.987998,-0.008374, 0.018904, 0.153074,0
1777416076057979508,915217000000,   915.217, 0.987970,-0.008389, 0.018935, 0.153253,0
1777416076067668475,915227000000,   915.232, 0.987956,-0.008394, 0.018954, 0.153342,0
1777416076077752120,915227000000,   915.232, 0.987956,-0.008394, 0.018954, 0.153342,0
1777416076087405202,915247000000,   915.252, 0.987928,-0.008410, 0.018985, 0.153518,0
1777416076097488976,915247000000,   915.252, 0.987928,-0.008410, 0.018985, 0.153518,0
1777416076107093823,915267000000,   915.272, 0.987899,-0.008424, 0.019014, 0.153696,0
1777416076117178023,915267000000,   915.272, 0.987899,-0.008424, 0.019014, 0.153696,0
1777416076136921064,915287000000,   915.292, 0.987870,-0.008435, 0.019047, 0.153877,0
1777416076146592440,915307000000,   915.312, 0.987841,-0.008452, 0.019077, 0.154062,0
1777416076156675344,915307000000,   915.312, 0.987841,-0.008452, 0.019077, 0.154062,0
1777416076166310021,915327000000,   915.332, 0.987811,-0.008461, 0.019107, 0.154251,0
1777416076176393406,915327000000,   915.332, 0.987811,-0.008461, 0.019107, 0.154251,0
1777416076186061783,915347000000,   915.352, 0.987781,-0.008475, 0.019139, 0.154435,0
1777416076196145427,915347000000,   915.352, 0.987781,-0.008475, 0.019139, 0.154435,0
1777416076215870100,915367000000,   915.372, 0.987752,-0.008488, 0.019169, 0.154617,0
1777416076225553716,915387000000,   915.392, 0.987723,-0.008505, 0.019195, 0.154800,0
1777416076235637286,915387000000,   915.392, 0.987723,-0.008505, 0.019195, 0.154800,0
1777416076251174307,915407000000,   915.412, 0.987693,-0.008522, 0.019229, 0.154987,0
1777416076270906516,915427000000,   915.432, 0.987663,-0.008536, 0.019259, 0.155171,0
1777416076280588891,915447000000,   915.447, 0.987634,-0.008546, 0.019296, 0.155353,0
1777416076290671943,915447000000,   915.447, 0.987634,-0.008546, 0.019296, 0.155353,0
1777416076300310064,915467000000,   915.467, 0.987604,-0.008561, 0.019324, 0.155534,0
1777416076310392986,915467000000,   915.467, 0.987604,-0.008561, 0.019324, 0.155534,0
1777416076329803176,915487000000,   915.487, 0.987574,-0.008575, 0.019355, 0.155720,0
1777416076339462239,915507000000,   915.507, 0.987545,-0.008588, 0.019387, 0.155904,0
1777416076349545995,915507000000,   915.507, 0.987545,-0.008588, 0.019387, 0.155904,0
1777416076359220260,915527000000,   915.527, 0.987515,-0.008603, 0.019420, 0.156087,0
1777416076369303589,915527000000,   915.527, 0.987515,-0.008603, 0.019420, 0.156087,0
1777416076388994988,915547000000,   915.547, 0.987485,-0.008617, 0.019455, 0.156271,0
1777416076398689936,915567000000,   915.567, 0.987455,-0.008627, 0.019485, 0.156453,0
1777416076408791504,915567000000,   915.567, 0.987455,-0.008627, 0.019485, 0.156453,0
1777416076418406757,915587000000,   915.587, 0.987425,-0.008638, 0.019513, 0.156639,0
1777416076428489365,915587000000,   915.587, 0.987425,-0.008638, 0.019513, 0.156639,0
1777416076438186220,915607000000,   915.607, 0.987396,-0.008658, 0.019550, 0.156822,0
1777416076448269697,915607000000,   915.607, 0.987396,-0.008658, 0.019550, 0.156822,0
1777416076467957633,915627000000,   915.627, 0.987366,-0.008669, 0.019586, 0.157004,0
1777416076477621918,915637000000,   915.642, 0.987350,-0.008677, 0.019599, 0.157098,0
1777416076487705470,915637000000,   915.642, 0.987350,-0.008677, 0.019599, 0.157098,0
1777416076497360108,915657000000,   915.662, 0.987321,-0.008694, 0.019622, 0.157282,0
1777416076507444326,915657000000,   915.662, 0.987321,-0.008694, 0.019622, 0.157282,0
1777416076517125312,915677000000,   915.682, 0.987290,-0.008708, 0.019653, 0.157467,0
1777416076527207790,915677000000,   915.682, 0.987290,-0.008708, 0.019653, 0.157467,0
1777416076546903744,915697000000,   915.702, 0.987261,-0.008720, 0.019684, 0.157647,0
1777416076556563381,915717000000,   915.722, 0.987231,-0.008736, 0.019716, 0.157828,0
1777416076566645822,915717000000,   915.722, 0.987231,-0.008736, 0.019716, 0.157828,0
1777416076576319716,915737000000,   915.742, 0.987202,-0.008744, 0.019747, 0.158009,0
1777416076586402268,915737000000,   915.742, 0.987202,-0.008744, 0.019747, 0.158009,0
1777416076596062887,915757000000,   915.762, 0.987171,-0.008756, 0.019777, 0.158194,0
1777416076606146383,915757000000,   915.762, 0.987171,-0.008756, 0.019777, 0.158194,0
1777416076625411941,915777000000,   915.782, 0.987141,-0.008770, 0.019811, 0.158379,0
1777416076640989180,915797000000,   915.802, 0.987111,-0.008781, 0.019837, 0.158561,0
