Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777416456062585372,1264291000000,  1264.291, 0.881436,-0.056811,-0.174433,-0.435220,0
1777416456072787004,1295241000000,  1295.241, 0.974275,-0.099614,-0.100094,-0.175632,0
1777416456082877323,1295241000000,  1295.241, 0.974275,-0.099614,-0.100094,-0.175632,0
1777416456092552559,1295261000000,  1295.261, 0.974309,-0.099639,-0.100044,-0.175456,0
1777416456102651211,1295261000000,  1295.261, 0.974309,-0.099639,-0.100044,-0.175456,0
1777416456121923555,1295271000000,  1295.276, 0.974327,-0.099651,-0.100018,-0.175367,0
1777416456131540588,1295291000000,  1295.296, 0.974360,-0.099682,-0.099969,-0.175193,0
1777416456141628666,1295291000000,  1295.296, 0.974360,-0.099682,-0.099969,-0.175193,0
1777416456151291606,1295311000000,  1295.316, 0.974393,-0.099708,-0.099922,-0.175018,0
1777416456161377963,1295311000000,  1295.316, 0.974393,-0.099708,-0.099922,-0.175018,0
1777416456171030328,1295331000000,  1295.336, 0.974428,-0.099733,-0.099872,-0.174843,0
1777416456181115000,1295331000000,  1295.336, 0.974428,-0.099733,-0.099872,-0.174843,0
1777416456200848333,1295351000000,  1295.356, 0.974461,-0.099761,-0.099823,-0.174670,0
1777416456210550179,1295371000000,  1295.376, 0.974494,-0.099789,-0.099774,-0.174494,0
1777416456220635758,1295371000000,  1295.376, 0.974494,-0.099789,-0.099774,-0.174494,0
1777416456230280291,1295391000000,  1295.396, 0.974530,-0.099812,-0.099724,-0.174313,0
1777416456240365036,1295391000000,  1295.396, 0.974530,-0.099812,-0.099724,-0.174313,0
1777416456260055056,1295411000000,  1295.416, 0.974564,-0.099834,-0.099674,-0.174137,0
1777416456275616979,1295431000000,  1295.436, 0.974598,-0.099860,-0.099618,-0.173961,0
1777416456285291863,1295451000000,  1295.456, 0.974633,-0.099882,-0.099568,-0.173782,0
1777416456295376979,1295451000000,  1295.456, 0.974633,-0.099882,-0.099568,-0.173782,0
1777416456305054622,1295471000000,  1295.471, 0.974668,-0.099909,-0.099516,-0.173602,0
1777416456315138404,1295471000000,  1295.471, 0.974668,-0.099909,-0.099516,-0.173602,0
1777416456334629910,1295491000000,  1295.491, 0.974703,-0.099929,-0.099462,-0.173423,0
1777416456344175648,1295511000000,  1295.511, 0.974738,-0.099950,-0.099405,-0.173245,0
1777416456354260227,1295511000000,  1295.511, 0.974738,-0.099950,-0.099405,-0.173245,0
1777416456374005449,1295531000000,  1295.531, 0.974773,-0.099978,-0.099348,-0.173066,0
1777416456393756597,1295551000000,  1295.551, 0.974807,-0.100005,-0.099294,-0.172890,0
1777416456403433814,1295571000000,  1295.571, 0.974841,-0.100032,-0.099242,-0.172715,0
1777416456413517671,1295571000000,  1295.571, 0.974841,-0.100032,-0.099242,-0.172715,0
1777416456423183444,1295591000000,  1295.591, 0.974874,-0.100055,-0.099193,-0.172540,0
1777416456433267319,1295591000000,  1295.591, 0.974874,-0.100055,-0.099193,-0.172540,0
1777416456452954690,1295611000000,  1295.611, 0.974908,-0.100092,-0.099139,-0.172361,0
1777416456462644129,1295631000000,  1295.631, 0.974943,-0.100116,-0.099086,-0.172179,0
1777416456472727893,1295631000000,  1295.631, 0.974943,-0.100116,-0.099086,-0.172179,0
1777416456482398703,1295651000000,  1295.651, 0.974977,-0.100144,-0.099031,-0.171998,0
1777416456492481819,1295651000000,  1295.651, 0.974977,-0.100144,-0.099031,-0.171998,0
1777416456502133925,1295661000000,  1295.666, 0.974994,-0.100155,-0.099006,-0.171909,0
1777416456512218800,1295661000000,  1295.666, 0.974994,-0.100155,-0.099006,-0.171909,0
1777416456531890802,1295681000000,  1295.686, 0.975030,-0.100172,-0.098954,-0.171729,0
1777416456541588648,1295681000000,  1295.706, 0.975030,-0.100172,-0.098954,-0.171729,0
1777416456551692115,1295681000000,  1295.706, 0.975030,-0.100172,-0.098954,-0.171729,0
1777416456561333204,1295721000000,  1295.726, 0.975103,-0.100211,-0.098832,-0.171359,0
1777416456571418338,1295721000000,  1295.726, 0.975103,-0.100211,-0.098832,-0.171359,0
1777416456581166683,1295741000000,  1295.746, 0.975138,-0.100233,-0.098779,-0.171177,0
1777416456591272891,1295741000000,  1295.746, 0.975138,-0.100233,-0.098779,-0.171177,0
1777416456610903745,1295761000000,  1295.766, 0.975174,-0.100250,-0.098722,-0.170995,0
1777416456620602554,1295781000000,  1295.786, 0.975209,-0.100274,-0.098668,-0.170813,0
1777416456630687411,1295781000000,  1295.786, 0.975209,-0.100274,-0.098668,-0.170813,0
1777416456640273278,1295801000000,  1295.806, 0.975243,-0.100299,-0.098614,-0.170635,0
1777416456650357801,1295801000000,  1295.806, 0.975243,-0.100299,-0.098614,-0.170635,0
1777416456660043889,1295821000000,  1295.826, 0.975276,-0.100325,-0.098567,-0.170461,0
1777416456670127801,1295821000000,  1295.826, 0.975276,-0.100325,-0.098567,-0.170461,0
1777416456685669317,1295841000000,  1295.846, 0.975306,-0.100355,-0.098521,-0.170295,0
1777416456695351756,1295861000000,  1295.866, 0.975335,-0.100387,-0.098483,-0.170131,0
1777416456705454576,1295861000000,  1295.866, 0.975335,-0.100387,-0.098483,-0.170131,0
1777416456715103812,1295881000000,  1295.881, 0.975365,-0.100419,-0.098442,-0.169968,0
1777416456725188335,1295881000000,  1295.881, 0.975365,-0.100419,-0.098442,-0.169968,0
1777416456744867096,1295901000000,  1295.901, 0.975396,-0.100445,-0.098398,-0.169799,0
1777416456754231597,1295921000000,  1295.921, 0.975428,-0.100477,-0.098350,-0.169622,0
1777416456764316546,1295921000000,  1295.921, 0.975428,-0.100477,-0.098350,-0.169622,0
1777416456784053565,1295941000000,  1295.941, 0.975462,-0.100502,-0.098300,-0.169442,0
1777416456803807972,1295961000000,  1295.961, 0.975495,-0.100526,-0.098251,-0.169263,0
1777416456813481948,1295981000000,  1295.981, 0.975529,-0.100545,-0.098196,-0.169090,0
1777416456823567009,1295981000000,  1295.981, 0.975529,-0.100545,-0.098196,-0.169090,0
1777416456833187764,1296001000000,  1296.001, 0.975563,-0.100570,-0.098141,-0.168913,0
1777416456843272269,1296001000000,  1296.001, 0.975563,-0.100570,-0.098141,-0.168913,0
1777416456863052897,1296021000000,  1296.021, 0.975596,-0.100597,-0.098087,-0.168735,0
1777416456882763787,1296041000000,  1296.041, 0.975629,-0.100625,-0.098029,-0.168560,0
1777416456892453522,1296061000000,  1296.061, 0.975662,-0.100654,-0.097981,-0.168380,0
1777416456902539249,1296061000000,  1296.061, 0.975662,-0.100654,-0.097981,-0.168380,0
1777416456912211522,1296071000000,  1296.076, 0.975679,-0.100668,-0.097952,-0.168292,0
1777416456922301971,1296071000000,  1296.076, 0.975679,-0.100668,-0.097952,-0.168292,0
1777416456941955084,1296091000000,  1296.096, 0.975716,-0.100707,-0.097880,-0.168096,0
1777416456951643968,1296111000000,  1296.116, 0.975757,-0.100688,-0.097773,-0.167928,0
1777416456961729917,1296111000000,  1296.116, 0.975757,-0.100688,-0.097773,-0.167928,0
1777416456971377301,1296131000000,  1296.136, 0.975807,-0.100700,-0.097719,-0.167665,0
1777416456981461824,1296131000000,  1296.136, 0.975807,-0.100700,-0.097719,-0.167665,0
1777416456991132523,1296151000000,  1296.156, 0.975857,-0.100731,-0.097672,-0.167382,0
1777416457001216750,1296151000000,  1296.156, 0.975857,-0.100731,-0.097672,-0.167382,0
1777416457020900786,1296171000000,  1296.176, 0.975912,-0.100738,-0.097608,-0.167096,0
1777416457030650110,1296191000000,  1296.196, 0.975953,-0.100766,-0.097555,-0.166871,0
1777416457040734483,1296191000000,  1296.196, 0.975953,-0.100766,-0.097555,-0.166871,0
1777416457050329478,1296211000000,  1296.216, 0.975991,-0.100788,-0.097498,-0.166668,0
1777416457060414296,1296211000000,  1296.216, 0.975991,-0.100788,-0.097498,-0.166668,0
1777416457070079956,1296231000000,  1296.236, 0.976021,-0.100829,-0.097487,-0.166473,0
1777416457080163903,1296231000000,  1296.236, 0.976021,-0.100829,-0.097487,-0.166473,0
1777416457095720249,1296251000000,  1296.256, 0.976046,-0.100863,-0.097450,-0.166328,0
1777416457115038255,1296271000000,  1296.271, 0.976067,-0.100901,-0.097410,-0.166205,0
1777416457134474943,1296291000000,  1296.291, 0.976085,-0.100938,-0.097361,-0.166103,0
1777416457144103530,1296311000000,  1296.311, 0.976117,-0.100950,-0.097276,-0.165960,0
1777416457154210458,1296311000000,  1296.311, 0.976117,-0.100950,-0.097276,-0.165960,0
1777416457173921121,1296331000000,  1296.331, 0.976153,-0.100964,-0.097206,-0.165778,0
1777416457183675224,1296351000000,  1296.351, 0.976202,-0.100973,-0.097129,-0.165527,0
1777416457193758856,1296351000000,  1296.351, 0.976202,-0.100973,-0.097129,-0.165527,0
1777416457203360665,1296371000000,  1296.371, 0.976253,-0.100986,-0.097052,-0.165265,0
1777416457213444668,1296371000000,  1296.371, 0.976253,-0.100986,-0.097052,-0.165265,0
1777416457223044292,1296391000000,  1296.391, 0.976301,-0.100994,-0.096987,-0.165016,0
1777416457233128554,1296391000000,  1296.391, 0.976301,-0.100994,-0.096987,-0.165016,0
1777416457252864051,1296411000000,  1296.411, 0.976352,-0.101008,-0.096927,-0.164743,0
1777416457262542747,1296431000000,  1296.431, 0.976400,-0.101038,-0.096911,-0.164448,0
1777416457272626565,1296431000000,  1296.431, 0.976400,-0.101038,-0.096911,-0.164448,0
1777416457282296743,1296441000000,  1296.446, 0.976422,-0.101055,-0.096898,-0.164314,0
1777416457292379820,1296441000000,  1296.446, 0.976422,-0.101055,-0.096898,-0.164314,0
1777416457302050221,1296461000000,  1296.466, 0.976457,-0.101090,-0.096875,-0.164095,0
1777416457312134353,1296461000000,  1296.466, 0.976457,-0.101090,-0.096875,-0.164095,0
1777416457331820332,1296481000000,  1296.486, 0.976482,-0.101134,-0.096847,-0.163940,0
1777416457341507603,1296501000000,  1296.506, 0.976505,-0.101177,-0.096807,-0.163797,0
1777416457351592253,1296501000000,  1296.506, 0.976505,-0.101177,-0.096807,-0.163797,0
1777416457361254191,1296521000000,  1296.526, 0.976530,-0.101211,-0.096769,-0.163647,0
1777416457371337712,1296521000000,  1296.526, 0.976530,-0.101211,-0.096769,-0.163647,0
1777416457381010946,1296541000000,  1296.546, 0.976559,-0.101239,-0.096735,-0.163478,0
1777416457391095486,1296541000000,  1296.546, 0.976559,-0.101239,-0.096735,-0.163478,0
1777416457410761984,1296561000000,  1296.566, 0.976593,-0.101261,-0.096696,-0.163284,0
1777416457420441866,1296581000000,  1296.586, 0.976633,-0.101275,-0.096641,-0.163073,0
1777416457430525350,1296581000000,  1296.586, 0.976633,-0.101275,-0.096641,-0.163073,0
1777416457440193343,1296601000000,  1296.606, 0.976672,-0.101290,-0.096583,-0.162859,0
1777416457450276994,1296601000000,  1296.606, 0.976672,-0.101290,-0.096583,-0.162859,0
1777416457470014620,1296621000000,  1296.626, 0.976713,-0.101311,-0.096541,-0.162629,0
1777416457485586447,1296641000000,  1296.646, 0.976753,-0.101329,-0.096515,-0.162393,0
1777416457495296940,1296661000000,  1296.666, 0.976789,-0.101357,-0.096496,-0.162166,0
1777416457505382109,1296661000000,  1296.666, 0.976789,-0.101357,-0.096496,-0.162166,0
1777416457525023182,1296681000000,  1296.681, 0.976823,-0.101385,-0.096478,-0.161956,0
1777416457544462277,1296701000000,  1296.701, 0.976852,-0.101420,-0.096461,-0.161769,0
1777416457554153955,1296721000000,  1296.721, 0.976875,-0.101451,-0.096436,-0.161626,0
1777416457564256161,1296721000000,  1296.721, 0.976875,-0.101451,-0.096436,-0.161626,0
1777416457583971769,1296741000000,  1296.741, 0.976896,-0.101492,-0.096429,-0.161477,0
1777416457593726279,1296761000000,  1296.761, 0.976923,-0.101532,-0.096346,-0.161340,0
1777416457603809318,1296761000000,  1296.761, 0.976923,-0.101532,-0.096346,-0.161340,0
