Time,reference_time,gps_timestamp,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777415925181850257,740403000000,   740.403, 0.053694, 0.059639,-0.173288,-0.981596,0
1777415925201720431,764333000000,   764.338, 0.276611, 0.057142,-0.166026,-0.944805,0
1777415925211391229,764353000000,   764.353, 0.276777, 0.057141,-0.166007,-0.944760,0
1777415925221477275,764353000000,   764.353, 0.276777, 0.057141,-0.166007,-0.944760,0
1777415925240891312,764373000000,   764.373, 0.276951, 0.057137,-0.165992,-0.944712,0
1777415925250153639,764393000000,   764.393, 0.277131, 0.057131,-0.165982,-0.944661,0
1777415925260239444,764393000000,   764.393, 0.277131, 0.057131,-0.165982,-0.944661,0
1777415925280026528,764413000000,   764.413, 0.277316, 0.057129,-0.165981,-0.944607,0
1777415925299716206,764433000000,   764.433, 0.277503, 0.057128,-0.165977,-0.944553,0
1777415925309344709,764453000000,   764.453, 0.277689, 0.057123,-0.165967,-0.944500,0
1777415925319429421,764453000000,   764.453, 0.277689, 0.057123,-0.165967,-0.944500,0
1777415925329094848,764473000000,   764.473, 0.277879, 0.057120,-0.165967,-0.944445,0
1777415925339178950,764473000000,   764.473, 0.277879, 0.057120,-0.165967,-0.944445,0
1777415925358896961,764493000000,   764.493, 0.278070, 0.057118,-0.165961,-0.944390,0
1777415925368584147,764503000000,   764.508, 0.278166, 0.057118,-0.165959,-0.944362,0
1777415925378667619,764503000000,   764.508, 0.278166, 0.057118,-0.165959,-0.944362,0
1777415925388290362,764523000000,   764.528, 0.278348, 0.057109,-0.165947,-0.944311,0
1777415925398374723,764523000000,   764.528, 0.278348, 0.057109,-0.165947,-0.944311,0
1777415925408048742,764543000000,   764.548, 0.278526, 0.057109,-0.165932,-0.944261,0
1777415925418133047,764543000000,   764.548, 0.278526, 0.057109,-0.165932,-0.944261,0
1777415925437838670,764563000000,   764.568, 0.278697, 0.057102,-0.165916,-0.944214,0
1777415925447532541,764583000000,   764.588, 0.278869, 0.057096,-0.165900,-0.944166,0
1777415925457616772,764583000000,   764.588, 0.278869, 0.057096,-0.165900,-0.944166,0
1777415925467302310,764603000000,   764.608, 0.279053, 0.057093,-0.165892,-0.944113,0
1777415925477386560,764603000000,   764.608, 0.279053, 0.057093,-0.165892,-0.944113,0
1777415925497051109,764623000000,   764.628, 0.279245, 0.057092,-0.165885,-0.944058,0
1777415925516793305,764643000000,   764.648, 0.279447, 0.057086,-0.165883,-0.943999,0
1777415925526485268,764663000000,   764.668, 0.279645, 0.057087,-0.165882,-0.943940,0
1777415925536569555,764663000000,   764.668, 0.279645, 0.057087,-0.165882,-0.943940,0
1777415925546246908,764683000000,   764.688, 0.279833, 0.057081,-0.165878,-0.943886,0
1777415925556330880,764683000000,   764.688, 0.279833, 0.057081,-0.165878,-0.943886,0
1777415925571856577,764703000000,   764.708, 0.280008, 0.057074,-0.165868,-0.943836,0
1777415925581554762,764723000000,   764.723, 0.280174, 0.057070,-0.165847,-0.943790,0
1777415925591640160,764723000000,   764.723, 0.280174, 0.057070,-0.165847,-0.943790,0
1777415925601253459,764743000000,   764.743, 0.280337, 0.057068,-0.165824,-0.943746,0
1777415925611337598,764743000000,   764.743, 0.280337, 0.057068,-0.165824,-0.943746,0
1777415925630756950,764763000000,   764.763, 0.280506, 0.057071,-0.165812,-0.943698,0
1777415925640445692,764783000000,   764.783, 0.280683, 0.057068,-0.165801,-0.943647,0
1777415925650530812,764783000000,   764.783, 0.280683, 0.057068,-0.165801,-0.943647,0
1777415925660204405,764803000000,   764.803, 0.280871, 0.057066,-0.165796,-0.943592,0
1777415925670288636,764803000000,   764.803, 0.280871, 0.057066,-0.165796,-0.943592,0
1777415925680019062,764823000000,   764.823, 0.281065, 0.057060,-0.165797,-0.943535,0
1777415925690104904,764823000000,   764.823, 0.281065, 0.057060,-0.165797,-0.943535,0
1777415925709748362,764843000000,   764.843, 0.281259, 0.057051,-0.165794,-0.943478,0
1777415925719389771,764863000000,   764.863, 0.281447, 0.057043,-0.165787,-0.943424,0
1777415925729500242,764863000000,   764.863, 0.281447, 0.057043,-0.165787,-0.943424,0
1777415925739145800,764883000000,   764.883, 0.281626, 0.057034,-0.165770,-0.943374,0
1777415925749249586,764883000000,   764.883, 0.281626, 0.057034,-0.165770,-0.943374,0
1777415925768948560,764903000000,   764.903, 0.281799, 0.057038,-0.165754,-0.943325,0
1777415925778633691,764913000000,   764.918, 0.281884, 0.057035,-0.165747,-0.943301,0
1777415925788716959,764913000000,   764.918, 0.281884, 0.057035,-0.165747,-0.943301,0
1777415925798338184,764933000000,   764.938, 0.282056, 0.057031,-0.165733,-0.943252,0
1777415925808421859,764933000000,   764.938, 0.282056, 0.057031,-0.165733,-0.943252,0
1777415925818092749,764953000000,   764.958, 0.282236, 0.057030,-0.165722,-0.943200,0
1777415925828176851,764953000000,   764.958, 0.282236, 0.057030,-0.165722,-0.943200,0
1777415925847905510,764973000000,   764.978, 0.282418, 0.057026,-0.165715,-0.943147,0
1777415925857631010,764993000000,   764.998, 0.282609, 0.057023,-0.165705,-0.943092,0
1777415925867719740,764993000000,   764.998, 0.282609, 0.057023,-0.165705,-0.943092,0
1777415925877291059,765013000000,   765.018, 0.282790, 0.057021,-0.165700,-0.943039,0
1777415925887375735,765013000000,   765.018, 0.282790, 0.057021,-0.165700,-0.943039,0
1777415925897041421,765033000000,   765.038, 0.282974, 0.057016,-0.165698,-0.942984,0
1777415925907124708,765033000000,   765.038, 0.282974, 0.057016,-0.165698,-0.942984,0
