Time,reference_time,gps_timestamp,estOrientQuaternion[0-0],estOrientQuaternion[0-1],estOrientQuaternion[0-2],estOrientQuaternion[0-3],estOrientQuaternion:valid,flagStop
1777415839997363569,654097000000,   654.092, 0.998944, 0.002410, 0.004991, 0.045600,1,0
1777415840016820570,679147000000,   679.147, 0.960893,-0.005159, 0.026571, 0.275593,1,0
1777415840026560626,679167000000,   679.167, 0.960847,-0.005180, 0.026596, 0.275752,1,0
1777415840036647433,679167000000,   679.167, 0.960847,-0.005180, 0.026596, 0.275752,1,0
1777415840046242696,679187000000,   679.187, 0.960799,-0.005200, 0.026624, 0.275915,1,0
1777415840056328114,679187000000,   679.187, 0.960799,-0.005200, 0.026624, 0.275915,1,0
1777415840075745004,679207000000,   679.202, 0.960774,-0.005208, 0.026635, 0.276001,1,0
1777415840085419654,679227000000,   679.222, 0.960723,-0.005229, 0.026662, 0.276178,1,0
1777415840095505202,679227000000,   679.222, 0.960723,-0.005229, 0.026662, 0.276178,1,0
1777415840105165574,679247000000,   679.242, 0.960672,-0.005251, 0.026690, 0.276352,1,0
1777415840115250029,679247000000,   679.242, 0.960672,-0.005251, 0.026690, 0.276352,1,0
1777415840134933080,679267000000,   679.262, 0.960621,-0.005273, 0.026725, 0.276523,1,0
1777415840144624656,679287000000,   679.282, 0.960586,-0.005048, 0.026063, 0.276713,1,0
1777415840154759368,679287000000,   679.282, 0.960586,-0.005048, 0.026063, 0.276713,1,0
1777415840164363224,679307000000,   679.302, 0.960530,-0.005059, 0.026097, 0.276902,1,0
1777415840174447382,679307000000,   679.302, 0.960530,-0.005059, 0.026097, 0.276902,1,0
1777415840184128754,679327000000,   679.322, 0.960475,-0.005071, 0.026123, 0.277092,1,0
1777415840194212524,679327000000,   679.322, 0.960475,-0.005071, 0.026123, 0.277092,1,0
1777415840213942481,679347000000,   679.342, 0.960418,-0.005083, 0.026150, 0.277286,1,0
1777415840223564781,679357000000,   679.362, 0.960365,-0.005102, 0.026174, 0.277467,1,0
1777415840233648457,679357000000,   679.362, 0.960365,-0.005102, 0.026174, 0.277467,1,0
1777415840243328496,679377000000,   679.382, 0.960314,-0.005115, 0.026206, 0.277642,1,0
1777415840253415247,679377000000,   679.382, 0.960314,-0.005115, 0.026206, 0.277642,1,0
1777415840263063750,679397000000,   679.402, 0.960263,-0.005129, 0.026234, 0.277815,1,0
1777415840273147593,679397000000,   679.402, 0.960263,-0.005129, 0.026234, 0.277815,1,0
1777415840292885310,679417000000,   679.422, 0.960211,-0.005146, 0.026262, 0.277991,1,0
1777415840302574589,679437000000,   679.442, 0.960158,-0.005161, 0.026287, 0.278170,1,0
1777415840312680191,679437000000,   679.442, 0.960158,-0.005161, 0.026287, 0.278170,1,0
1777415840322269084,679457000000,   679.462, 0.960105,-0.005175, 0.026316, 0.278350,1,0
1777415840332353669,679457000000,   679.462, 0.960105,-0.005175, 0.026316, 0.278350,1,0
1777415840342043855,679477000000,   679.482, 0.960070,-0.004946, 0.025631, 0.278539,1,0
1777415840352127569,679477000000,   679.482, 0.960070,-0.004946, 0.025631, 0.278539,1,0
1777415840371819157,679497000000,   679.502, 0.960017,-0.004959, 0.025661, 0.278719,1,0
1777415840381498029,679517000000,   679.522, 0.959963,-0.004977, 0.025694, 0.278901,1,0
1777415840391583465,679517000000,   679.522, 0.959963,-0.004977, 0.025694, 0.278901,1,0
1777415840407106008,679537000000,   679.537, 0.959910,-0.004992, 0.025726, 0.279080,1,0
1777415840426849317,679557000000,   679.557, 0.959857,-0.005010, 0.025756, 0.279260,1,0
1777415840436597539,679577000000,   679.577, 0.959804,-0.005026, 0.025784, 0.279440,1,0
1777415840446682679,679577000000,   679.577, 0.959804,-0.005026, 0.025784, 0.279440,1,0
1777415840456276646,679597000000,   679.597, 0.959752,-0.005042, 0.025803, 0.279617,1,0
1777415840466360730,679597000000,   679.597, 0.959752,-0.005042, 0.025803, 0.279617,1,0
1777415840485796454,679617000000,   679.612, 0.959726,-0.005047, 0.025813, 0.279703,1,0
1777415840495467289,679637000000,   679.632, 0.959675,-0.005069, 0.025847, 0.279874,1,0
1777415840505553744,679637000000,   679.632, 0.959675,-0.005069, 0.025847, 0.279874,1,0
1777415840515156155,679657000000,   679.652, 0.959626,-0.005083, 0.025886, 0.280040,1,0
1777415840525267165,679657000000,   679.652, 0.959626,-0.005083, 0.025886, 0.280040,1,0
1777415840544986215,679677000000,   679.672, 0.959589,-0.004856, 0.025186, 0.280233,1,0
1777415840554678549,679697000000,   679.692, 0.959533,-0.004873, 0.025215, 0.280422,1,0
1777415840564764004,679697000000,   679.692, 0.959533,-0.004873, 0.025215, 0.280422,1,0
1777415840574410470,679717000000,   679.712, 0.959480,-0.004888, 0.025247, 0.280602,1,0
1777415840584495035,679717000000,   679.712, 0.959480,-0.004888, 0.025247, 0.280602,1,0
1777415840594165815,679737000000,   679.732, 0.959421,-0.004908, 0.025281, 0.280799,1,0
1777415840604250807,679737000000,   679.732, 0.959421,-0.004908, 0.025281, 0.280799,1,0
1777415840623924599,679757000000,   679.752, 0.959364,-0.004923, 0.025315, 0.280990,1,0
1777415840633618693,679767000000,   679.772, 0.959308,-0.004935, 0.025349, 0.281179,1,0
1777415840643716666,679767000000,   679.772, 0.959308,-0.004935, 0.025349, 0.281179,1,0
1777415840653353465,679787000000,   679.792, 0.959253,-0.004947, 0.025377, 0.281362,1,0
1777415840663438660,679787000000,   679.792, 0.959253,-0.004947, 0.025377, 0.281362,1,0
1777415840673115681,679807000000,   679.812, 0.959200,-0.004964, 0.025402, 0.281543,1,0
1777415840683199709,679807000000,   679.812, 0.959200,-0.004964, 0.025402, 0.281543,1,0
1777415840702875890,679827000000,   679.832, 0.959151,-0.004980, 0.025421, 0.281705,1,0
1777415840712631038,679847000000,   679.852, 0.959105,-0.005003, 0.025437, 0.281862,1,0
1777415840722714493,679847000000,   679.852, 0.959105,-0.005003, 0.025437, 0.281862,1,0
1777415840732318552,679867000000,   679.872, 0.959076,-0.004791, 0.024710, 0.282026,1,0
1777415840742402007,679867000000,   679.872, 0.959076,-0.004791, 0.024710, 0.282026,1,0
1777415840752070157,679887000000,   679.892, 0.959027,-0.004813, 0.024733, 0.282193,1,0
1777415840762153445,679887000000,   679.892, 0.959027,-0.004813, 0.024733, 0.282193,1,0
1777415840781890847,679907000000,   679.912, 0.958975,-0.004829, 0.024754, 0.282366,1,0
1777415840791638106,679927000000,   679.932, 0.958917,-0.004840, 0.024780, 0.282562,1,0
1777415840801738283,679927000000,   679.932, 0.958917,-0.004840, 0.024780, 0.282562,1,0
1777415840811256455,679947000000,   679.952, 0.958851,-0.004850, 0.024828, 0.282782,1,0
1777415840821360057,679947000000,   679.952, 0.958851,-0.004850, 0.024828, 0.282782,1,0
1777415840836897489,679967000000,   679.967, 0.958774,-0.004852, 0.024851, 0.283040,1,0
1777415840846703080,679987000000,   679.987, 0.958688,-0.004850, 0.024836, 0.283331,1,0
1777415840856807275,679987000000,   679.987, 0.958688,-0.004850, 0.024836, 0.283331,1,0
1777415840866362280,680007000000,   680.007, 0.958632,-0.004871, 0.024861, 0.283519,1,0
1777415840876448012,680007000000,   680.007, 0.958632,-0.004871, 0.024861, 0.283519,1,0
1777415840895842441,680027000000,   680.022, 0.958619,-0.004883, 0.024898, 0.283558,1,0
1777415840905536757,680047000000,   680.042, 0.958599,-0.004945, 0.024979, 0.283618,1,0
1777415840915620489,680047000000,   680.042, 0.958599,-0.004945, 0.024979, 0.283618,1,0
1777415840925210308,680067000000,   680.062, 0.958569,-0.005001, 0.024995, 0.283717,1,0
1777415840935294485,680067000000,   680.062, 0.958569,-0.005001, 0.024995, 0.283717,1,0
1777415840954587101,680087000000,   680.082, 0.958546,-0.004796, 0.024171, 0.283870,1,0
