Time,orientQuaternion[0-0],orientQuaternion[0-1],orientQuaternion[0-2],orientQuaternion[0-3],flagStop
1777503175184626828, 0.999561, 0.000297,-0.000149,-0.029611,0
1777503175194999724, 0.999521, 0.000267,-0.000179,-0.030952,0
1777503175205077216, 0.999521, 0.000267,-0.000179,-0.030952,0
1777503175222984823, 0.962615, 0.036404,-0.011914,-0.268150,0
1777503175233059242, 0.962615, 0.036404,-0.011914,-0.268150,0
1777503175243157789, 0.962615, 0.036404,-0.011914,-0.268150,0
1777503175253255207, 0.962615, 0.036404,-0.011914,-0.268150,0
1777503175263339254, 0.962615, 0.036404,-0.011914,-0.268150,0
1777503175282057018, 0.962585, 0.036394,-0.011908,-0.268260,0
1777503175292133047, 0.962585, 0.036394,-0.011908,-0.268260,0
1777503175302205650, 0.962585, 0.036394,-0.011908,-0.268260,0
1777503175312279068, 0.962585, 0.036394,-0.011908,-0.268260,0
1777503175322350949, 0.962585, 0.036394,-0.011908,-0.268260,0
1777503175333041026, 0.962563, 0.036065,-0.011710,-0.268393,0
1777503175343113166, 0.962563, 0.036065,-0.011710,-0.268393,0
1777503175353185862, 0.962563, 0.036065,-0.011710,-0.268393,0
1777503175363259891, 0.962563, 0.036065,-0.011710,-0.268393,0
1777503175373332328, 0.962563, 0.036065,-0.011710,-0.268393,0
1777503175392057369, 0.962533, 0.036055,-0.011703,-0.268503,0
1777503175402129250, 0.962533, 0.036055,-0.011703,-0.268503,0
1777503175412202020, 0.962533, 0.036055,-0.011703,-0.268503,0
1777503175422274678, 0.962533, 0.036055,-0.011703,-0.268503,0
1777503175432347078, 0.962533, 0.036055,-0.011703,-0.268503,0
1777503175443056932, 0.962498, 0.036015,-0.011678,-0.268634,0
1777503175453130795, 0.962498, 0.036015,-0.011678,-0.268634,0
1777503175463203583, 0.962498, 0.036015,-0.011678,-0.268634,0
1777503175473276168, 0.962498, 0.036015,-0.011678,-0.268634,0
1777503175483353753, 0.962498, 0.036015,-0.011678,-0.268634,0
1777503175502133478, 0.962468, 0.036040,-0.011683,-0.268738,0
1777503175512208137, 0.962468, 0.036040,-0.011683,-0.268738,0
1777503175522280740, 0.962468, 0.036040,-0.011683,-0.268738,0
1777503175532355084, 0.962468, 0.036040,-0.011683,-0.268738,0
1777503175542427891, 0.962468, 0.036040,-0.011683,-0.268738,0
1777503175553136282, 0.962431, 0.036061,-0.011688,-0.268867,0
1777503175563210756, 0.962431, 0.036061,-0.011688,-0.268867,0
1777503175573283303, 0.962431, 0.036061,-0.011688,-0.268867,0
1777503175583357592, 0.962431, 0.036061,-0.011688,-0.268867,0
1777503175593430306, 0.962431, 0.036061,-0.011688,-0.268867,0
1777503175612142532, 0.962401, 0.036033,-0.011664,-0.268980,0
1777503175622215284, 0.962401, 0.036033,-0.011664,-0.268980,0
1777503175632287721, 0.962401, 0.036033,-0.011664,-0.268980,0
1777503175642359787, 0.962401, 0.036033,-0.011664,-0.268980,0
1777503175652432594, 0.962401, 0.036033,-0.011664,-0.268980,0
1777503175663143744, 0.962363, 0.036061,-0.011673,-0.269110,0
1777503175673216792, 0.962363, 0.036061,-0.011673,-0.269110,0
1777503175683290173, 0.962363, 0.036061,-0.011673,-0.269110,0
1777503175693362832, 0.962363, 0.036061,-0.011673,-0.269110,0
1777503175703435768, 0.962363, 0.036061,-0.011673,-0.269110,0
1777503175722275882, 0.962330, 0.036112,-0.011702,-0.269220,0
1777503175732348855, 0.962330, 0.036112,-0.011702,-0.269220,0
1777503175742421107, 0.962330, 0.036112,-0.011702,-0.269220,0
1777503175752494043, 0.962330, 0.036112,-0.011702,-0.269220,0
1777503175762566517, 0.962330, 0.036112,-0.011702,-0.269220,0
1777503175773218483, 0.962292, 0.036163,-0.011726,-0.269350,0
1777503175783291771, 0.962292, 0.036163,-0.011726,-0.269350,0
1777503175793364004, 0.962292, 0.036163,-0.011726,-0.269350,0
1777503175803436867, 0.962292, 0.036163,-0.011726,-0.269350,0
1777503175813509637, 0.962292, 0.036163,-0.011726,-0.269350,0
1777503175832238604, 0.962245, 0.036420,-0.011870,-0.269477,0
1777503175842311725, 0.962245, 0.036420,-0.011870,-0.269477,0
1777503175852384903, 0.962245, 0.036420,-0.011870,-0.269477,0
1777503175862457525, 0.962245, 0.036420,-0.011870,-0.269477,0
1777503175872608849, 0.962245, 0.036420,-0.011870,-0.269477,0
1777503175883256222, 0.962214, 0.036423,-0.011869,-0.269587,0
1777503175893329196, 0.962214, 0.036423,-0.011869,-0.269587,0
1777503175903425336, 0.962214, 0.036423,-0.011869,-0.269587,0
1777503175913498384, 0.962214, 0.036423,-0.011869,-0.269587,0
1777503175923570876, 0.962214, 0.036423,-0.011869,-0.269587,0
1777503175942313639, 0.962177, 0.036410,-0.011855,-0.269719,0
1777503175952386242, 0.962177, 0.036410,-0.011855,-0.269719,0
1777503175962456864, 0.962177, 0.036410,-0.011855,-0.269719,0
1777503175972530004, 0.962177, 0.036410,-0.011855,-0.269719,0
1777503175982604737, 0.962177, 0.036410,-0.011855,-0.269719,0
1777503175993328072, 0.962148, 0.036404,-0.011846,-0.269826,0
1777503176003401916, 0.962148, 0.036404,-0.011846,-0.269826,0
1777503176013474797, 0.962148, 0.036404,-0.011846,-0.269826,0
1777503176023546679, 0.962148, 0.036404,-0.011846,-0.269826,0
1777503176033619078, 0.962148, 0.036404,-0.011846,-0.269826,0
1777503176052324842, 0.962111, 0.036433,-0.011855,-0.269953,0
1777503176062397186, 0.962111, 0.036433,-0.011855,-0.269953,0
1777503176072469919, 0.962111, 0.036433,-0.011855,-0.269953,0
1777503176082541892, 0.962111, 0.036433,-0.011855,-0.269953,0
1777503176092613829, 0.962111, 0.036433,-0.011855,-0.269953,0
1777503176103347535, 0.962081, 0.036409,-0.011845,-0.270063,0
1777503176113420453, 0.962081, 0.036409,-0.011845,-0.270063,0
1777503176123492686, 0.962081, 0.036409,-0.011845,-0.270063,0
1777503176133564919, 0.962081, 0.036409,-0.011845,-0.270063,0
1777503176143636911, 0.962081, 0.036409,-0.011845,-0.270063,0
1777503176161980772, 0.962049, 0.036429,-0.011857,-0.270176,0
1777503176172052542, 0.962049, 0.036429,-0.011857,-0.270176,0
1777503176182124219, 0.962049, 0.036429,-0.011857,-0.270176,0
1777503176192196712, 0.962049, 0.036429,-0.011857,-0.270176,0
1777503176202269167, 0.962049, 0.036429,-0.011857,-0.270176,0
1777503176212914559, 0.962007, 0.036474,-0.011882,-0.270316,0
1777503176222986773, 0.962007, 0.036474,-0.011882,-0.270316,0
1777503176233059062, 0.962007, 0.036474,-0.011882,-0.270316,0
1777503176243146035, 0.962007, 0.036474,-0.011882,-0.270316,0
1777503176253350618, 0.962007, 0.036474,-0.011882,-0.270316,0
1777503176271999790, 0.961975, 0.036500,-0.011890,-0.270425,0
1777503176282073078, 0.961975, 0.036500,-0.011890,-0.270425,0
1777503176292144682, 0.961975, 0.036500,-0.011890,-0.270425,0
1777503176302216563, 0.961975, 0.036500,-0.011890,-0.270425,0
1777503176312287926, 0.961975, 0.036500,-0.011890,-0.270425,0
1777503176323001372, 0.961942, 0.036449,-0.011853,-0.270552,0
1777503176333074012, 0.961942, 0.036449,-0.011853,-0.270552,0
1777503176343145356, 0.961942, 0.036449,-0.011853,-0.270552,0
1777503176353217738, 0.961942, 0.036449,-0.011853,-0.270552,0
1777503176363291897, 0.961942, 0.036449,-0.011853,-0.270552,0
1777503176382011715, 0.961924, 0.036167,-0.011675,-0.270662,0
1777503176392085282, 0.961924, 0.036167,-0.011675,-0.270662,0
1777503176402157070, 0.961924, 0.036167,-0.011675,-0.270662,0
1777503176412228618, 0.961924, 0.036167,-0.011675,-0.270662,0
1777503176422301832, 0.961924, 0.036167,-0.011675,-0.270662,0
1777503176433016131, 0.961889, 0.036085,-0.011620,-0.270799,0
1777503176443087956, 0.961889, 0.036085,-0.011620,-0.270799,0
1777503176453159782, 0.961889, 0.036085,-0.011620,-0.270799,0
1777503176463231126, 0.961889, 0.036085,-0.011620,-0.270799,0
1777503176473304544, 0.961889, 0.036085,-0.011620,-0.270799,0
1777503176492085010, 0.961859, 0.036103,-0.011623,-0.270905,0
1777503176502158040, 0.961859, 0.036103,-0.011623,-0.270905,0
1777503176512230587, 0.961859, 0.036103,-0.011623,-0.270905,0
1777503176522303468, 0.961859, 0.036103,-0.011623,-0.270905,0
1777503176532376035, 0.961859, 0.036103,-0.011623,-0.270905,0
1777503176543081796, 0.961822, 0.036074,-0.011610,-0.271040,0
1777503176553154474, 0.961822, 0.036074,-0.011610,-0.271040,0
1777503176563227244, 0.961822, 0.036074,-0.011610,-0.271040,0
1777503176573361013, 0.961822, 0.036074,-0.011610,-0.271040,0
1777503176583434653, 0.961822, 0.036074,-0.011610,-0.271040,0
1777503176602090843, 0.961791, 0.036050,-0.011596,-0.271152,0
1777503176612163650, 0.961791, 0.036050,-0.011596,-0.271152,0
1777503176622236605, 0.961791, 0.036050,-0.011596,-0.271152,0
1777503176632328894, 0.961791, 0.036050,-0.011596,-0.271152,0
1777503176642401942, 0.961791, 0.036050,-0.011596,-0.271152,0
1777503176653098259, 0.961755, 0.036023,-0.011572,-0.271287,0
1777503176663171121, 0.961755, 0.036023,-0.011572,-0.271287,0
1777503176673243910, 0.961755, 0.036023,-0.011572,-0.271287,0
1777503176683316513, 0.961755, 0.036023,-0.011572,-0.271287,0
1777503176693388968, 0.961755, 0.036023,-0.011572,-0.271287,0
1777503176712166731, 0.961726, 0.036010,-0.011558,-0.271392,0
1777503176722240167, 0.961726, 0.036010,-0.011558,-0.271392,0
1777503176732312808, 0.961726, 0.036010,-0.011558,-0.271392,0
1777503176742385504, 0.961726, 0.036010,-0.011558,-0.271392,0
1777503176752457570, 0.961726, 0.036010,-0.011558,-0.271392,0
1777503176763170646, 0.961687, 0.036024,-0.011557,-0.271528,0
1777503176773243601, 0.961687, 0.036024,-0.011557,-0.271528,0
1777503176783316390, 0.961687, 0.036024,-0.011557,-0.271528,0
1777503176793388660, 0.961687, 0.036024,-0.011557,-0.271528,0
1777503176803460430, 0.961687, 0.036024,-0.011557,-0.271528,0
1777503176822199767, 0.961654, 0.036044,-0.011570,-0.271641,0
1777503176832272389, 0.961654, 0.036044,-0.011570,-0.271641,0
1777503176842344900, 0.961654, 0.036044,-0.011570,-0.271641,0
1777503176852417207, 0.961654, 0.036044,-0.011570,-0.271641,0
1777503176862489384, 0.961654, 0.036044,-0.011570,-0.271641,0
1777503176873188923, 0.961605, 0.036341,-0.011749,-0.271766,0
1777503176883262508, 0.961605, 0.036341,-0.011749,-0.271766,0
1777503176893335426, 0.961605, 0.036341,-0.011749,-0.271766,0
1777503176903407511, 0.961605, 0.036341,-0.011749,-0.271766,0
1777503176913480152, 0.961605, 0.036341,-0.011749,-0.271766,0
1777503176932272729, 0.961574, 0.036216,-0.011681,-0.271897,0
1777503176942345591, 0.961574, 0.036216,-0.011681,-0.271897,0
1777503176952417787, 0.961574, 0.036216,-0.011681,-0.271897,0
1777503176962490502, 0.961574, 0.036216,-0.011681,-0.271897,0
1777503176972563068, 0.961574, 0.036216,-0.011681,-0.271897,0
1777503176983219237, 0.961545, 0.036136,-0.011627,-0.272011,0
1777503176993294989, 0.961545, 0.036136,-0.011627,-0.272011,0
1777503177003368555, 0.961545, 0.036136,-0.011627,-0.272011,0
1777503177013442825, 0.961545, 0.036136,-0.011627,-0.272011,0
1777503177023515484, 0.961545, 0.036136,-0.011627,-0.272011,0
1777503177042284747, 0.961508, 0.036141,-0.011612,-0.272142,0
1777503177052357276, 0.961508, 0.036141,-0.011612,-0.272142,0
1777503177062429880, 0.961508, 0.036141,-0.011612,-0.272142,0
1777503177072502353, 0.961508, 0.036141,-0.011612,-0.272142,0
1777503177082575198, 0.961508, 0.036141,-0.011612,-0.272142,0
1777503177093285700, 0.961476, 0.036159,-0.011619,-0.272252,0
1777503177103358747, 0.961476, 0.036159,-0.011619,-0.272252,0
1777503177113431499, 0.961476, 0.036159,-0.011619,-0.272252,0
1777503177123504010, 0.961476, 0.036159,-0.011619,-0.272252,0
1777503177133576447, 0.961476, 0.036159,-0.011619,-0.272252,0
1777503177151928826, 0.961446, 0.036156,-0.011618,-0.272360,0
1777503177162000874, 0.961446, 0.036156,-0.011618,-0.272360,0
1777503177172072737, 0.961446, 0.036156,-0.011618,-0.272360,0
1777503177182144507, 0.961446, 0.036156,-0.011618,-0.272360,0
1777503177192216054, 0.961446, 0.036156,-0.011618,-0.272360,0
1777503177202927223, 0.961409, 0.036159,-0.011612,-0.272488,0
1777503177213000734, 0.961409, 0.036159,-0.011612,-0.272488,0
1777503177223074411, 0.961409, 0.036159,-0.011612,-0.272488,0
1777503177233148237, 0.961409, 0.036159,-0.011612,-0.272488,0
1777503177243236322, 0.961409, 0.036159,-0.011612,-0.272488,0
1777503177261965548, 0.961374, 0.036183,-0.011630,-0.272609,0
1777503177272046410, 0.961374, 0.036183,-0.011630,-0.272609,0
1777503177282186068, 0.961374, 0.036183,-0.011630,-0.272609,0
1777503177292259913, 0.961374, 0.036183,-0.011630,-0.272609,0
1777503177302474366, 0.961374, 0.036183,-0.011630,-0.272609,0
1777503177312978445, 0.961336, 0.036207,-0.011634,-0.272740,0
1777503177323147103, 0.961336, 0.036207,-0.011634,-0.272740,0
1777503177333222521, 0.961336, 0.036207,-0.011634,-0.272740,0
1777503177343297420, 0.961336, 0.036207,-0.011634,-0.272740,0
1777503177353397005, 0.961336, 0.036207,-0.011634,-0.272740,0
1777503177371971807, 0.961304, 0.036208,-0.011642,-0.272851,0
1777503177382045077, 0.961304, 0.036208,-0.011642,-0.272851,0
1777503177392118107, 0.961304, 0.036208,-0.011642,-0.272851,0
1777503177402190025, 0.961304, 0.036208,-0.011642,-0.272851,0
1777503177412262906, 0.961304, 0.036208,-0.011642,-0.272851,0
1777503177422964890, 0.961265, 0.036196,-0.011648,-0.272990,0
1777503177433038456, 0.961265, 0.036196,-0.011648,-0.272990,0
1777503177443111041, 0.961265, 0.036196,-0.011648,-0.272990,0
1777503177453183181, 0.961265, 0.036196,-0.011648,-0.272990,0
1777503177463255526, 0.961265, 0.036196,-0.011648,-0.272990,0
1777503177482043195, 0.961235, 0.036206,-0.011645,-0.273095,0
1777503177492118928, 0.961235, 0.036206,-0.011645,-0.273095,0
1777503177502191384, 0.961235, 0.036206,-0.011645,-0.273095,0
1777503177512264413, 0.961235, 0.036206,-0.011645,-0.273095,0
1777503177522336350, 0.961235, 0.036206,-0.011645,-0.273095,0
1777503177533044259, 0.961199, 0.036192,-0.011619,-0.273223,0
1777503177543116937, 0.961199, 0.036192,-0.011619,-0.273223,0
1777503177553188836, 0.961199, 0.036192,-0.011619,-0.273223,0
1777503177563261236, 0.961199, 0.036192,-0.011619,-0.273223,0
1777503177573333969, 0.961199, 0.036192,-0.011619,-0.273223,0
1777503177592105121, 0.961166, 0.036206,-0.011619,-0.273338,0
1777503177602176520, 0.961166, 0.036206,-0.011619,-0.273338,0
1777503177612249013, 0.961166, 0.036206,-0.011619,-0.273338,0
1777503177622320542, 0.961166, 0.036206,-0.011619,-0.273338,0
1777503177632392757, 0.961166, 0.036206,-0.011619,-0.273338,0
1777503177643059352, 0.961127, 0.036215,-0.011621,-0.273474,0
1777503177653131992, 0.961127, 0.036215,-0.011621,-0.273474,0
1777503177663203781, 0.961127, 0.036215,-0.011621,-0.273474,0
1777503177673276051, 0.961127, 0.036215,-0.011621,-0.273474,0
1777503177683347932, 0.961127, 0.036215,-0.011621,-0.273474,0
1777503177702116065, 0.961095, 0.036244,-0.011641,-0.273584,0
1777503177712188761, 0.961095, 0.036244,-0.011641,-0.273584,0
1777503177722259105, 0.961095, 0.036244,-0.011641,-0.273584,0
1777503177732332098, 0.961095, 0.036244,-0.011641,-0.273584,0
1777503177742404331, 0.961095, 0.036244,-0.011641,-0.273584,0
1777503177753128221, 0.961057, 0.036252,-0.011645,-0.273715,0
1777503177763200640, 0.961057, 0.036252,-0.011645,-0.273715,0
1777503177773273095, 0.961057, 0.036252,-0.011645,-0.273715,0
1777503177783344791, 0.961057, 0.036252,-0.011645,-0.273715,0
1777503177793416931, 0.961057, 0.036252,-0.011645,-0.273715,0
1777503177812139695, 0.961026, 0.036246,-0.011627,-0.273826,0
1777503177822211650, 0.961026, 0.036246,-0.011627,-0.273826,0
1777503177832283494, 0.961026, 0.036246,-0.011627,-0.273826,0
1777503177842355338, 0.961026, 0.036246,-0.011627,-0.273826,0
1777503177852426256, 0.961026, 0.036246,-0.011627,-0.273826,0
1777503177863227591, 0.960990, 0.036222,-0.011606,-0.273955,0
1777503177873299713, 0.960990, 0.036222,-0.011606,-0.273955,0
1777503177883372131, 0.960990, 0.036222,-0.011606,-0.273955,0
1777503177893445790, 0.960990, 0.036222,-0.011606,-0.273955,0
1777503177903518023, 0.960990, 0.036222,-0.011606,-0.273955,0
1777503177922221990, 0.960958, 0.036207,-0.011590,-0.274069,0
1777503177932293445, 0.960958, 0.036207,-0.011590,-0.274069,0
1777503177942365252, 0.960958, 0.036207,-0.011590,-0.274069,0
1777503177952436263, 0.960958, 0.036207,-0.011590,-0.274069,0
1777503177962507589, 0.960958, 0.036207,-0.011590,-0.274069,0
1777503177973226461, 0.960921, 0.036206,-0.011581,-0.274202,0
1777503177983332175, 0.960921, 0.036206,-0.011581,-0.274202,0
1777503177993406686, 0.960921, 0.036206,-0.011581,-0.274202,0
1777503178003480030, 0.960921, 0.036206,-0.011581,-0.274202,0
1777503178013552300, 0.960921, 0.036206,-0.011581,-0.274202,0
1777503178032243583, 0.960885, 0.036206,-0.011590,-0.274325,0
1777503178042316334, 0.960885, 0.036206,-0.011590,-0.274325,0
1777503178052388826, 0.960885, 0.036206,-0.011590,-0.274325,0
1777503178062460763, 0.960885, 0.036206,-0.011590,-0.274325,0
1777503178072533107, 0.960885, 0.036206,-0.011590,-0.274325,0
1777503178083227647, 0.960855, 0.036207,-0.011579,-0.274432,0
1777503178093299991, 0.960855, 0.036207,-0.011579,-0.274432,0
1777503178103371650, 0.960855, 0.036207,-0.011579,-0.274432,0
1777503178113443439, 0.960855, 0.036207,-0.011579,-0.274432,0
1777503178123514635, 0.960855, 0.036207,-0.011579,-0.274432,0
1777503178141881496, 0.960823, 0.036219,-0.011584,-0.274540,0
1777503178151954080, 0.960823, 0.036219,-0.011584,-0.274540,0
1777503178162025091, 0.960823, 0.036219,-0.011584,-0.274540,0
1777503178172096584, 0.960823, 0.036219,-0.011584,-0.274540,0
1777503178182167761, 0.960823, 0.036219,-0.011584,-0.274540,0
1777503178192819986, 0.960785, 0.036220,-0.011593,-0.274675,0
1777503178202891812, 0.960785, 0.036220,-0.011593,-0.274675,0
1777503178212963842, 0.960785, 0.036220,-0.011593,-0.274675,0
1777503178223035204, 0.960785, 0.036220,-0.011593,-0.274675,0
1777503178233106326, 0.960785, 0.036220,-0.011593,-0.274675,0
1777503178251962366, 0.960754, 0.036228,-0.011592,-0.274783,0
1777503178262052598, 0.960754, 0.036228,-0.011592,-0.274783,0
1777503178272129554, 0.960754, 0.036228,-0.011592,-0.274783,0
1777503178282202231, 0.960754, 0.036228,-0.011592,-0.274783,0
1777503178292275298, 0.960754, 0.036228,-0.011592,-0.274783,0
1777503178302972892, 0.960717, 0.036232,-0.011585,-0.274911,0
1777503178313049422, 0.960717, 0.036232,-0.011585,-0.274911,0
1777503178323124803, 0.960717, 0.036232,-0.011585,-0.274911,0
1777503178333197832, 0.960717, 0.036232,-0.011585,-0.274911,0
1777503178343270954, 0.960717, 0.036232,-0.011585,-0.274911,0
1777503178361975273, 0.960685, 0.036230,-0.011578,-0.275022,0
1777503178372048062, 0.960685, 0.036230,-0.011578,-0.275022,0
1777503178382119629, 0.960685, 0.036230,-0.011578,-0.275022,0
1777503178392191139, 0.960685, 0.036230,-0.011578,-0.275022,0
1777503178402330909, 0.960685, 0.036230,-0.011578,-0.275022,0
1777503178412920468, 0.960648, 0.036229,-0.011577,-0.275152,0
1777503178422993997, 0.960648, 0.036229,-0.011577,-0.275152,0
1777503178433067601, 0.960648, 0.036229,-0.011577,-0.275152,0
1777503178443140889, 0.960648, 0.036229,-0.011577,-0.275152,0
1777503178453214289, 0.960648, 0.036229,-0.011577,-0.275152,0
1777503178471990422, 0.960619, 0.036223,-0.011577,-0.275254,0
1777503178482065785, 0.960619, 0.036223,-0.011577,-0.275254,0
1777503178492141962, 0.960619, 0.036223,-0.011577,-0.275254,0
1777503178502215992, 0.960619, 0.036223,-0.011577,-0.275254,0
1777503178512288317, 0.960619, 0.036223,-0.011577,-0.275254,0
1777503178522993301, 0.960583, 0.036191,-0.011560,-0.275385,0
1777503178533066553, 0.960583, 0.036191,-0.011560,-0.275385,0
1777503178543139397, 0.960583, 0.036191,-0.011560,-0.275385,0
1777503178553211797, 0.960583, 0.036191,-0.011560,-0.275385,0
1777503178563283585, 0.960583, 0.036191,-0.011560,-0.275385,0
1777503178582004034, 0.960553, 0.036160,-0.011533,-0.275494,0
1777503178592076545, 0.960553, 0.036160,-0.011533,-0.275494,0
1777503178602148963, 0.960553, 0.036160,-0.011533,-0.275494,0
1777503178612221140, 0.960553, 0.036160,-0.011533,-0.275494,0
1777503178622293688, 0.960553, 0.036160,-0.011533,-0.275494,0
1777503178633004894, 0.960518, 0.036142,-0.011514,-0.275620,0
1777503178643077998, 0.960518, 0.036142,-0.011514,-0.275620,0
1777503178653150453, 0.960518, 0.036142,-0.011514,-0.275620,0
1777503178663222649, 0.960518, 0.036142,-0.011514,-0.275620,0
1777503178673295123, 0.960518, 0.036142,-0.011514,-0.275620,0
1777503178692082793, 0.960487, 0.036147,-0.011508,-0.275727,0
1777503178702156266, 0.960487, 0.036147,-0.011508,-0.275727,0
1777503178712228222, 0.960487, 0.036147,-0.011508,-0.275727,0
1777503178722300862, 0.960487, 0.036147,-0.011508,-0.275727,0
1777503178732373318, 0.960487, 0.036147,-0.011508,-0.275727,0
1777503178743087320, 0.960451, 0.036141,-0.011499,-0.275855,0
1777503178753161090, 0.960451, 0.036141,-0.011499,-0.275855,0
1777503178763234693, 0.960451, 0.036141,-0.011499,-0.275855,0
1777503178773322185, 0.960451, 0.036141,-0.011499,-0.275855,0
1777503178783394826, 0.960451, 0.036141,-0.011499,-0.275855,0
1777503178802098089, 0.960418, 0.036143,-0.011494,-0.275970,0
1777503178812189581, 0.960418, 0.036143,-0.011494,-0.275970,0
1777503178822262592, 0.960418, 0.036143,-0.011494,-0.275970,0
1777503178832335011, 0.960418, 0.036143,-0.011494,-0.275970,0
1777503178842407466, 0.960418, 0.036143,-0.011494,-0.275970,0
1777503178853099783, 0.960380, 0.036134,-0.011484,-0.276104,0
1777503178863172498, 0.960380, 0.036134,-0.011484,-0.276104,0
1777503178873245138, 0.960380, 0.036134,-0.011484,-0.276104,0
1777503178883317408, 0.960380, 0.036134,-0.011484,-0.276104,0
1777503178893389901, 0.960380, 0.036134,-0.011484,-0.276104,0
1777503178912169645, 0.960348, 0.036153,-0.011487,-0.276213,0
1777503178922242933, 0.960348, 0.036153,-0.011487,-0.276213,0
1777503178932315703, 0.960348, 0.036153,-0.011487,-0.276213,0
1777503178942388011, 0.960348, 0.036153,-0.011487,-0.276213,0
1777503178952460318, 0.960348, 0.036153,-0.011487,-0.276213,0
1777503178963190986, 0.960310, 0.036168,-0.011488,-0.276343,0
1777503178973263756, 0.960310, 0.036168,-0.011488,-0.276343,0
1777503178983338212, 0.960310, 0.036168,-0.011488,-0.276343,0
1777503178993413926, 0.960310, 0.036168,-0.011488,-0.276343,0
1777503179003487696, 0.960310, 0.036168,-0.011488,-0.276343,0
1777503179022186349, 0.960278, 0.036181,-0.011485,-0.276453,0
1777503179032259545, 0.960278, 0.036181,-0.011485,-0.276453,0
1777503179042332611, 0.960278, 0.036181,-0.011485,-0.276453,0
1777503179052405567, 0.960278, 0.036181,-0.011485,-0.276453,0
1777503179062477948, 0.960278, 0.036181,-0.011485,-0.276453,0
1777503179073191135, 0.960240, 0.036188,-0.011484,-0.276581,0
1777503179083264628, 0.960240, 0.036188,-0.011484,-0.276581,0
1777503179093337787, 0.960240, 0.036188,-0.011484,-0.276581,0
1777503179103411761, 0.960240, 0.036188,-0.011484,-0.276581,0
1777503179113486383, 0.960240, 0.036188,-0.011484,-0.276581,0
1777503179132267016, 0.960203, 0.036185,-0.011479,-0.276709,0
1777503179142339378, 0.960203, 0.036185,-0.011479,-0.276709,0
1777503179152411704, 0.960203, 0.036185,-0.011479,-0.276709,0
1777503179162482974, 0.960203, 0.036185,-0.011479,-0.276709,0
1777503179172554781, 0.960203, 0.036185,-0.011479,-0.276709,0
1777503179182818642, 0.960172, 0.036184,-0.011483,-0.276819,0
1777503179192892190, 0.960172, 0.036184,-0.011483,-0.276819,0
1777503179202964330, 0.960172, 0.036184,-0.011483,-0.276819,0
1777503179213035489, 0.960172, 0.036184,-0.011483,-0.276819,0
1777503179223107519, 0.960172, 0.036184,-0.011483,-0.276819,0
1777503179241841337, 0.960142, 0.036180,-0.011481,-0.276922,0
1777503179251941255, 0.960142, 0.036180,-0.011481,-0.276922,0
1777503179262021933, 0.960142, 0.036180,-0.011481,-0.276922,0
1777503179272096703, 0.960142, 0.036180,-0.011481,-0.276922,0
1777503179282168640, 0.960142, 0.036180,-0.011481,-0.276922,0
1777503179292850291, 0.960104, 0.036184,-0.011482,-0.277055,0
1777503179302922913, 0.960104, 0.036184,-0.011482,-0.277055,0
1777503179312994757, 0.960104, 0.036184,-0.011482,-0.277055,0
1777503179323067120, 0.960104, 0.036184,-0.011482,-0.277055,0
1777503179333139205, 0.960104, 0.036184,-0.011482,-0.277055,0
1777503179351982411, 0.960074, 0.036190,-0.011494,-0.277159,0
1777503179362054885, 0.960074, 0.036190,-0.011494,-0.277159,0
1777503179372126692, 0.960074, 0.036190,-0.011494,-0.277159,0
1777503179382198610, 0.960074, 0.036190,-0.011494,-0.277159,0
1777503179392336954, 0.960074, 0.036190,-0.011494,-0.277159,0
1777503179402994549, 0.960036, 0.036192,-0.011499,-0.277287,0
1777503179413066356, 0.960036, 0.036192,-0.011499,-0.277287,0
1777503179423138089, 0.960036, 0.036192,-0.011499,-0.277287,0
1777503179433209823, 0.960036, 0.036192,-0.011499,-0.277287,0
1777503179443282111, 0.960036, 0.036192,-0.011499,-0.277287,0
1777503179461996801, 0.960005, 0.036175,-0.011501,-0.277398,0
1777503179472069386, 0.960005, 0.036175,-0.011501,-0.277398,0
1777503179482164952, 0.960005, 0.036175,-0.011501,-0.277398,0
1777503179492243092, 0.960005, 0.036175,-0.011501,-0.277398,0
1777503179502317048, 0.960005, 0.036175,-0.011501,-0.277398,0
1777503179513008439, 0.959966, 0.036194,-0.011504,-0.277530,0
1777503179523080894, 0.959966, 0.036194,-0.011504,-0.277530,0
1777503179533180849, 0.959966, 0.036194,-0.011504,-0.277530,0
1777503179543253601, 0.959966, 0.036194,-0.011504,-0.277530,0
1777503179553325241, 0.959966, 0.036194,-0.011504,-0.277530,0
1777503179572015339, 0.959932, 0.036234,-0.011520,-0.277642,0
1777503179582087516, 0.959932, 0.036234,-0.011520,-0.277642,0
1777503179592159083, 0.959932, 0.036234,-0.011520,-0.277642,0
1777503179602231186, 0.959932, 0.036234,-0.011520,-0.277642,0
1777503179612303790, 0.959932, 0.036234,-0.011520,-0.277642,0
1777503179623017033, 0.959894, 0.036255,-0.011534,-0.277768,0
1777503179633089044, 0.959894, 0.036255,-0.011534,-0.277768,0
1777503179643161129, 0.959894, 0.036255,-0.011534,-0.277768,0
1777503179653232676, 0.959894, 0.036255,-0.011534,-0.277768,0
1777503179663304650, 0.959894, 0.036255,-0.011534,-0.277768,0
1777503179682028451, 0.959862, 0.036277,-0.011549,-0.277876,0
1777503179692101480, 0.959862, 0.036277,-0.011549,-0.277876,0
