Time,fGPS_ts,estOrientQuaternion[0],estOrientQuaternion[1],estOrientQuaternion[2],estOrientQuaternion[3],estOrientQuaternion:valid,flag
1778781661758,  2677.561, 0.999498,-0.013488,-0.028486,-0.003352,1,0
1778781661758,  2677.581, 0.999498,-0.013536,-0.028458,-0.003366,1,0
1778781661759,  2677.606, 0.999497,-0.013547,-0.028491,-0.003368,1,0
1778781661759,  2677.631, 0.999500,-0.013544,-0.028368,-0.003387,1,0
1778781661759,  2677.651, 0.999499,-0.013528,-0.028412,-0.003389,1,0
1778781661759,  2677.681, 0.999499,-0.013527,-0.028408,-0.003396,1,0
1778781661759,  2677.701, 0.999498,-0.013478,-0.028460,-0.003381,1,0
1778781661759,  2677.726, 0.999503,-0.013444,-0.028322,-0.003381,1,0
1778781661759,  2677.751, 0.999502,-0.013430,-0.028342,-0.003376,1,0
1778781661759,  2677.771, 0.999501,-0.013488,-0.028354,-0.003381,1,0
1778781661759,  2677.791, 0.999501,-0.013462,-0.028375,-0.003378,1,0
1778781661773,  2697.371, 0.999887,-0.014276,-0.003534,-0.003177,1,0
1778781661795,  2697.391, 0.999887,-0.014263,-0.003540,-0.003173,1,0
1778781661817,  2697.411, 0.999887,-0.014296,-0.003547,-0.003173,1,0
1778781661844,  2697.441, 0.999887,-0.014278,-0.003496,-0.003178,1,0
1778781661865,  2697.461, 0.999887,-0.014297,-0.003491,-0.003177,1,0
1778781661888,  2697.486, 0.999887,-0.014290,-0.003472,-0.003181,1,0
1778781661914,  2697.511, 0.999886,-0.014313,-0.003476,-0.003177,1,0
1778781661935,  2697.531, 0.999888,-0.014307,-0.003004,-0.003169,1,0
1778781661958,  2697.556, 0.999888,-0.014287,-0.003025,-0.003166,1,0
1778781661984,  2697.581, 0.999888,-0.014303,-0.002989,-0.003165,1,0
1778781662005,  2697.601, 0.999888,-0.014288,-0.003002,-0.003161,1,0
1778781662028,  2697.626, 0.999889,-0.014282,-0.002950,-0.003166,1,0
1778781662054,  2697.651, 0.999889,-0.014272,-0.002982,-0.003166,1,0
1778781662075,  2697.671, 0.999888,-0.014304,-0.002951,-0.003172,1,0
1778781662098,  2697.696, 0.999889,-0.014260,-0.002943,-0.003167,1,0
1778781662124,  2697.721, 0.999888,-0.014298,-0.002916,-0.003170,1,0
1778781662146,  2697.741, 0.999890,-0.014286,-0.002497,-0.003160,1,0
1778781662168,  2697.766, 0.999890,-0.014316,-0.002449,-0.003162,1,0
1778781662194,  2697.791, 0.999890,-0.014297,-0.002446,-0.003156,1,0
1778781662216,  2697.811, 0.999890,-0.014312,-0.002463,-0.003157,1,0
1778781662238,  2697.836, 0.999890,-0.014294,-0.002428,-0.003157,1,0
1778781662264,  2697.861, 0.999890,-0.014302,-0.002419,-0.003156,1,0
1778781662286,  2697.881, 0.999890,-0.014291,-0.002401,-0.003161,1,0
1778781662308,  2697.906, 0.999890,-0.014291,-0.002411,-0.003159,1,0
1778781662334,  2697.931, 0.999891,-0.014287,-0.001935,-0.003155,1,0
1778781662356,  2697.951, 0.999891,-0.014270,-0.001955,-0.003152,1,0
1778781662379,  2697.976, 0.999891,-0.014291,-0.001916,-0.003155,1,0
1778781662404,  2698.001, 0.999891,-0.014281,-0.001925,-0.003148,1,0
1778781662426,  2698.021, 0.999891,-0.014303,-0.001877,-0.003154,1,0
1778781662449,  2698.046, 0.999891,-0.014295,-0.001894,-0.003147,1,0
1778781662474,  2698.071, 0.999891,-0.014332,-0.001861,-0.003154,1,0
1778781662496,  2698.091, 0.999891,-0.014286,-0.001844,-0.003150,1,0
1778781662519,  2698.116, 0.999891,-0.014302,-0.001815,-0.003155,1,0
1778781662544,  2698.141, 0.999892,-0.014270,-0.001396,-0.003146,1,0
1778781662566,  2698.161, 0.999892,-0.014280,-0.001384,-0.003144,1,0
1778781662593,  2698.191, 0.999893,-0.014246,-0.001353,-0.003146,1,0
1778781662615,  2698.211, 0.999892,-0.014280,-0.001363,-0.003151,1,0
1778781662636,  2698.231, 0.999892,-0.014285,-0.001325,-0.003155,1,0
1778781662663,  2698.261, 0.999892,-0.014288,-0.001318,-0.003150,1,0
1778781662685,  2698.281, 0.999892,-0.014272,-0.001284,-0.003155,1,0
1778781662706,  2698.301, 0.999892,-0.014263,-0.001298,-0.003155,1,0
1778781662733,  2698.331, 0.999893,-0.014282,-0.000788,-0.003148,1,0
1778781662755,  2698.351, 0.999893,-0.014268,-0.000807,-0.003148,1,0
1778781662776,  2698.371, 0.999893,-0.014287,-0.000763,-0.003155,1,0
1778781662803,  2698.401, 0.999893,-0.014271,-0.000776,-0.003149,1,0
1778781662825,  2698.421, 0.999893,-0.014295,-0.000731,-0.003153,1,0
1778781662846,  2698.441, 0.999893,-0.014250,-0.000731,-0.003149,1,0
1778781662873,  2698.471, 0.999893,-0.014284,-0.000698,-0.003146,1,0
1778781662895,  2698.491, 0.999893,-0.014261,-0.000703,-0.003140,1,0
1778781662916,  2698.511, 0.999893,-0.014285,-0.000683,-0.003143,1,0
1778781662943,  2698.541, 0.999893,-0.014257,-0.000217,-0.003133,1,0
1778781662965,  2698.561, 0.999893,-0.014282,-0.000215,-0.003136,1,0
1778781662986,  2698.581, 0.999893,-0.014272,-0.000178,-0.003138,1,0
1778781663014,  2698.611, 0.999893,-0.014278,-0.000162,-0.003136,1,0
1778781663035,  2698.631, 0.999893,-0.014263,-0.000146,-0.003136,1,0
1778781663057,  2698.651, 0.999893,-0.014256,-0.000166,-0.003132,1,0
1778781663084,  2698.681, 0.999893,-0.014263,-0.000107,-0.003134,1,0
1778781663105,  2698.701, 0.999894,-0.014251,-0.000099,-0.003132,1,0
1778781663128,  2698.726, 0.999893,-0.014284, 0.000382,-0.003128,1,0
1778781663154,  2698.751, 0.999893,-0.014266, 0.000359,-0.003122,1,0
1778781663175,  2698.771, 0.999893,-0.014260, 0.000402,-0.003130,1,0
1778781663198,  2698.796, 0.999894,-0.014236, 0.000397,-0.003125,1,0
1778781663224,  2698.821, 0.999893,-0.014294, 0.000419,-0.003122,1,0
1778781663245,  2698.841, 0.999893,-0.014269, 0.000436,-0.003120,1,0
1778781663268,  2698.866, 0.999893,-0.014269, 0.000480,-0.003118,1,0
1778781663294,  2698.891, 0.999893,-0.014258, 0.000458,-0.003125,1,0
1778781663315,  2698.911, 0.999893,-0.014280, 0.000434,-0.003120,1,0
1778781663338,  2698.936, 0.999893,-0.014240, 0.001023,-0.003118,1,0
