unix_time_ms,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag
1779392431496,416449.496000000,3,0.861097515,0.019961150,0.033004522,0.506974757,0
1779392431506,416449.506000000,3,0.861944854,0.020106152,0.032983582,0.505528331,0
1779392431526,416449.526000000,3,0.863092840,0.020162223,0.032949388,0.503565848,0
1779392431536,416449.536000000,3,0.862786889,0.020055931,0.032958534,0.504093587,0
1779392431556,416449.556000000,3,0.863413393,0.020176042,0.032947402,0.503015697,0
1779392431566,416449.566000000,3,0.861185253,0.020062417,0.033050410,0.506818771,0
1779392431586,416449.586000000,3,0.859566092,0.019798238,0.033076216,0.509568632,0
1779392431596,416449.596000000,3,0.856221259,0.019599775,0.033191949,0.515169263,0
1779392431616,416449.616000000,3,0.860160053,0.019994311,0.033089053,0.508556902,0
1779392431626,416449.626000000,3,0.864856780,0.020241940,0.032894496,0.500530839,0
1779392431636,416449.636000000,3,0.863734663,0.020088812,0.032931976,0.502468348,0
1779392431656,416449.656000000,3,0.860292137,0.019954421,0.033074178,0.508335948,0
1779392431666,416449.666000000,3,0.858350635,0.019850833,0.033157859,0.511606097,0
1779392431686,416449.686000000,3,0.865983069,0.020199805,0.032818690,0.498586357,0
1779392431696,416449.696000000,3,0.856660962,0.019612586,0.033176523,0.514438272,0
1779392431716,416449.716000000,3,0.856424510,0.019711999,0.033234388,0.514824331,0
1779392431726,416449.726000000,3,0.865255892,0.020220492,0.032877069,0.499842376,0
1779392431746,416449.746000000,3,0.859785557,0.019846611,0.033069666,0.509196699,0
1779392431756,416449.756000000,3,0.864450216,0.020241566,0.032904401,0.501231909,0
1779392431786,416449.786000000,3,0.861918449,0.019944508,0.033003025,0.505578458,0
1779392431796,416449.796000000,3,0.858183503,0.019732418,0.033152219,0.511891305,0
1779392431816,416449.816000000,3,0.861613929,0.020060202,0.033053089,0.506089509,0
1779392431826,416449.826000000,3,0.861713827,0.019986775,0.033027153,0.505923986,0
1779392431846,416449.846000000,3,0.859212279,0.019786723,0.033086002,0.510164678,0
1779392431856,416449.856000000,3,0.863595843,0.020154659,0.032934956,0.502704024,0
1779392431876,416449.876000000,3,0.859966099,0.019857379,0.033080384,0.508890569,0
1779392431886,416449.886000000,3,0.861332357,0.019887783,0.033015884,0.506577849,0
1779392431906,416449.906000000,3,0.862296224,0.020069340,0.032994669,0.504929662,0
1779392431916,416449.916000000,3,0.859514475,0.019898072,0.033108164,0.509649754,0
1779392431926,416449.926000000,3,0.861687183,0.019955073,0.033003271,0.505972087,0
1779392431946,416449.946000000,3,0.860221863,0.019857299,0.033042658,0.508460701,0
1779392431956,416449.956000000,3,0.864410996,0.020227507,0.032912660,0.501299500,0
1779392431976,416449.976000000,3,0.858422577,0.019756302,0.033161893,0.511488795,0
1779392431986,416449.986000000,3,0.865404427,0.020143721,0.032871667,0.499588728,0
1779392432006,416450.006000000,3,0.864584565,0.020222476,0.032920722,0.500999868,0
1779392432016,416450.016000000,3,0.860290110,0.019957373,0.033099614,0.508337617,0
1779392432036,416450.036000000,3,0.862066388,0.019914679,0.033008888,0.505327106,0
1779392432046,416450.046000000,3,0.857099771,0.019625481,0.033204172,0.513704538,0
1779392432056,416450.056000000,3,0.869299233,0.020518687,0.032758161,0.492772520,0
1779392432076,416450.076000000,3,0.856044233,0.019585058,0.033291865,0.515457511,0
1779392432086,416450.086000000,3,0.862750947,0.019955164,0.033010937,0.504155636,0
1779392432106,416450.106000000,3,0.859619498,0.019876860,0.033140969,0.509471238,0
1779392432116,416450.116000000,3,0.862553298,0.020088427,0.033033662,0.504486918,0
1779392432136,416450.136000000,3,0.861005127,0.019844018,0.033076305,0.507131457,0
1779392432146,416450.146000000,3,0.858646572,0.019736232,0.033164274,0.511113226,0
1779392432166,416450.166000000,3,0.860025525,0.019935245,0.033145741,0.508782864,0
1779392432176,416450.176000000,3,0.859601557,0.019818354,0.033142827,0.509503663,0
1779392432196,416450.196000000,3,0.856556714,0.019599242,0.033234801,0.514608443,0
1779392432206,416450.206000000,3,0.862038493,0.020055924,0.033051778,0.505366325,0
1779392432216,416450.216000000,3,0.856617630,0.019717852,0.033272754,0.514500260,0
1779392432236,416450.236000000,3,0.861014664,0.019845910,0.033080485,0.507115006,0
1779392432246,416450.246000000,3,0.854231715,0.019448744,0.033337176,0.518457890,0
1779392432266,416450.266000000,3,0.854790866,0.019589942,0.033356410,0.517528892,0
1779392432276,416450.276000000,3,0.860378027,0.019870117,0.033132453,0.508190095,0
1779392432296,416450.296000000,3,0.857350469,0.019658245,0.033229597,0.513283134,0
1779392432306,416450.306000000,3,0.864526272,0.020214044,0.032971304,0.501097441,0
1779392432326,416450.326000000,3,0.861882687,0.019979231,0.033067208,0.505633950,0
1779392432336,416450.336000000,3,0.860016942,0.019813556,0.033122137,0.508803725,0
1779392432346,416450.346000000,3,0.857925475,0.019737137,0.033202428,0.512320280,0
1779392432366,416450.366000000,3,0.856219351,0.019727131,0.033302441,0.515160501,0
1779392432376,416450.376000000,3,0.860460162,0.019924777,0.033125240,0.508049250,0
1779392432396,416450.396000000,3,0.857448339,0.019734973,0.033228967,0.513116777,0
1779392432406,416450.406000000,3,0.865879536,0.020359572,0.032915551,0.498753190,0
1779392432426,416450.426000000,3,0.858915865,0.019804036,0.033184182,0.510656655,0
1779392432436,416450.436000000,3,0.861590803,0.019938055,0.033062778,0.506133020,0
1779392432456,416450.456000000,3,0.865081847,0.020294502,0.032954574,0.500135601,0
1779392432466,416450.466000000,3,0.858455360,0.019843463,0.033218630,0.511426687,0
1779392432486,416450.486000000,3,0.863373578,0.020051027,0.032990195,0.503086090,0
1779392432496,416450.496000000,3,0.861472428,0.019987863,0.033068847,0.506332099,0
1779392432506,416450.506000000,3,0.865863204,0.020354040,0.032913193,0.498781919,0
1779392432526,416450.526000000,3,0.862896085,0.020055197,0.033022732,0.503902555,0
1779392432536,416450.536000000,3,0.861834109,0.019948417,0.033051640,0.505718887,0
1779392432556,416450.556000000,3,0.862767458,0.020133529,0.033063713,0.504116833,0
1779392432566,416450.566000000,3,0.859166682,0.019872298,0.033212475,0.510230064,0
1779392432586,416450.586000000,3,0.863044381,0.020002494,0.033036064,0.503649592,0
1779392432596,416450.596000000,3,0.858910382,0.019790150,0.033202991,0.510665059,0
1779392432616,416450.616000000,3,0.858640373,0.019823065,0.033234455,0.511115730,0
1779392432626,416450.626000000,3,0.863815308,0.020084621,0.033017922,0.502324164,0
1779392432636,416450.636000000,3,0.860980451,0.019868322,0.033116624,0.507169724,0
1779392432656,416450.656000000,3,0.865015447,0.020260343,0.032994598,0.500249207,0
1779392432666,416450.666000000,3,0.857038081,0.019704059,0.033304457,0.513797998,0
1779392432686,416450.686000000,3,0.864504576,0.020066397,0.032971833,0.501140833,0
1779392432696,416450.696000000,3,0.857849717,0.019698864,0.033238787,0.512446165,0
1779392432716,416450.716000000,3,0.858619332,0.019800529,0.033227291,0.511152446,0
1779392432726,416450.726000000,3,0.860784233,0.019849159,0.033128604,0.507502854,0
1779392432746,416450.746000000,3,0.858078957,0.019696767,0.033221662,0.512063324,0
1779392432756,416450.756000000,3,0.859822869,0.019880541,0.033182703,0.509125173,0
1779392432776,416450.776000000,3,0.858439744,0.019679502,0.033222366,0.511458874,0
1779392432786,416450.786000000,3,0.857275844,0.019584514,0.033250555,0.513409257,0
1779392432796,416450.796000000,3,0.857066035,0.019643787,0.033266719,0.513756096,0
1779392432816,416450.816000000,3,0.853434324,0.019473860,0.033435080,0.519762218,0
1779392432826,416450.826000000,3,0.859511435,0.019779058,0.033194911,0.509653747,0
1779392432846,416450.846000000,3,0.858083546,0.019732356,0.033262026,0.512051761,0
1779392432856,416450.856000000,3,0.859582365,0.019910952,0.033235755,0.509526432,0
1779392432876,416450.876000000,3,0.863714337,0.020056635,0.033056654,0.502496481,0
1779392432886,416450.886000000,3,0.864469111,0.020068977,0.033003014,0.501199841,0
1779392432906,416450.906000000,3,0.862126410,0.020057607,0.033137213,0.505210578,0
1779392432916,416450.916000000,3,0.857802868,0.019747511,0.033305813,0.512518287,0
1779392432926,416450.926000000,3,0.858866036,0.019717835,0.033254512,0.510739148,0
1779392432946,416450.946000000,3,0.860769689,0.019862704,0.033165600,0.507524550,0
1779392432956,416450.956000000,3,0.862644374,0.020062234,0.033115115,0.504326940,0
1779392432976,416450.976000000,3,0.861154914,0.019843837,0.033152461,0.506872237,0
1779392432986,416450.986000000,3,0.860585272,0.019769840,0.033163004,0.507840991,0
1779392433006,416451.006000000,3,0.864089429,0.020136889,0.033064831,0.501847386,0
1779392433016,416451.016000000,3,0.858419657,0.019734528,0.033285256,0.511486471,0
1779392433036,416451.036000000,3,0.862063527,0.019841816,0.033102814,0.505328655,0
1779392433046,416451.046000000,3,0.857096195,0.019584825,0.033303332,0.513705611,0
