unix_time_ms,GPS_ts_week,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag_sensor,flag_filter
1779140815204.000000000,2419,164833.204000000,3,0.794498205,0.013944737,-0.001583993,-0.607104421,0,0
1779140815214.000000000,2419,164833.214000000,3,0.789621949,0.013932968,-0.001691962,-0.613433123,0,0
1779140815234.000000000,2419,164833.234000000,3,0.789636731,0.013933571,-0.001693693,-0.613414109,0,0
1779140815244.000000000,2419,164833.244000000,3,0.797333717,0.013957909,-0.001513405,-0.603375375,0,0
1779140815254.000000000,2419,164833.254000000,3,0.791842580,0.013940422,-0.001644773,-0.610563993,0,0
1779140815274.000000000,2419,164833.274000000,3,0.796899617,0.013955698,-0.001522637,-0.603948712,0,0
1779140815284.000000000,2419,164833.284000000,3,0.787643075,0.013929080,-0.001730053,-0.615971923,0,0
1779140815304.000000000,2419,164833.304000000,3,0.794276595,0.013946265,-0.001570937,-0.607394278,0,0
1779140815314.000000000,2419,164833.314000000,3,0.791835308,0.013941863,-0.001628912,-0.610573351,0,0
1779140815334.000000000,2419,164833.334000000,3,0.792231202,0.013948487,-0.001620396,-0.610059559,0,0
1779140815344.000000000,2419,164833.344000000,3,0.789953291,0.013946661,-0.001672937,-0.613006234,0,0
1779140815364.000000000,2419,164833.364000000,3,0.793622315,0.013962544,-0.001585500,-0.608248532,0,0
1779140815374.000000000,2419,164833.374000000,3,0.798777640,0.013976116,-0.001466399,-0.601462245,0,0
1779140815384.000000000,2419,164833.384000000,3,0.799544632,0.013982299,-0.001443954,-0.600442171,0,0
1779140815404.000000000,2419,164833.404000000,3,0.791742504,0.013965778,-0.001623021,-0.610693276,0,0
1779140815414.000000000,2419,164833.414000000,3,0.796520829,0.013980091,-0.001512197,-0.604447544,0,0
1779140815434.000000000,2419,164833.434000000,3,0.790972114,0.013965754,-0.001639635,-0.611690640,0,0
1779140815444.000000000,2419,164833.444000000,3,0.793466389,0.013969279,-0.001583927,-0.608451784,0,0
1779140815464.000000000,2419,164833.464000000,3,0.788106620,0.013952923,-0.001703834,-0.615378320,0,0
1779140815474.000000000,2419,164833.474000000,3,0.790568411,0.013962181,-0.001646874,-0.612212300,0,0
1779140815494.000000000,2419,164833.494000000,3,0.796300590,0.013980044,-0.001515293,-0.604737699,0,0
1779140815504.000000000,2419,164833.504000000,3,0.795565009,0.013981633,-0.001534909,-0.605704963,0,0
1779140815524.000000000,2419,164833.524000000,3,0.797749877,0.013986282,-0.001482290,-0.602824509,0,0
1779140815534.000000000,2419,164833.534000000,3,0.791932940,0.013973686,-0.001615664,-0.610445976,0,0
1779140815544.000000000,2419,164833.544000000,3,0.799068928,0.013994480,-0.001452993,-0.601074815,0,0
1779140815564.000000000,2419,164833.564000000,3,0.799086273,0.013995210,-0.001452453,-0.601051807,0,0
1779140815574.000000000,2419,164833.574000000,3,0.795738637,0.013983410,-0.001526872,-0.605476856,0,0
