unix_time_ms_sensor,GPS_ts_week,GPS_ts_tow,scaledAccelX,scaledAccelY,scaledAccelZ,deltaVelX,deltaVelY,deltaVelZ,unix_time_ms_filter,fGPS_ts_week,fGPS_ts_tow,estLinAccelX,estLinAccelY,estLinAccelZ,estLinAccel_valid,estAngRateX,estAngRateY,estAngRateZ,estAngRate_valid,estGravityX,estGravityY,estGravityZ,estGravity_valid,flag_sensor,flag_filter
1779140527920.000000000,2419,164545.920000000,-0.006383108,0.042680882,-0.995037735,0.000007630,0.000358244,-0.010049985,1779140527920.000000000,2419,164545.920000000,-0.184554204,0.672851026,0.044606004,1,0.000096378,-0.024159674,0.003811889,1,-0.121230908,0.254423589,9.802599907,1,0,0
1779140527930.000000000,2419,164545.930000000,0.033926174,0.020523928,-0.988500059,0.000212020,0.000249648,-0.009709386,1779140527930.000000000,2419,164545.930000000,0.208692536,0.455439329,0.108697057,1,0.001468036,0.038632676,-0.006132361,1,-0.125221983,0.254219830,9.802554131,1,0,0
1779140527950.000000000,2419,164545.950000000,-0.007815404,-0.034729525,-1.008730888,-0.000130702,-0.000310137,-0.010029585,1779140527950.000000000,2419,164545.950000000,-0.198886782,-0.085507147,-0.089701518,1,0.004099765,0.020427452,-0.009303001,1,-0.122888796,0.255197525,9.802558899,1,0,0
1779140527960.000000000,2419,164545.960000000,0.023543499,-0.026816718,-0.970542848,0.000212095,-0.000340612,-0.009915511,1779140527960.000000000,2419,164545.960000000,0.105459109,-0.008252999,0.284764796,1,-0.007890040,0.026776120,-0.009685582,1,-0.126267090,0.254479140,9.802534103,1,0,0
1779140527980.000000000,2419,164545.980000000,-0.010653984,-0.073209204,-1.015009522,-0.000093327,-0.000810829,-0.010193830,1779140527980.000000000,2419,164545.980000000,-0.228273183,-0.462649703,-0.151298016,1,-0.004930048,0.009455130,-0.002439256,1,-0.124090306,0.255132556,9.802545547,1,0,0
1779140527990.000000000,2419,164545.990000000,0.015246291,-0.075913556,-1.001567364,0.000157333,-0.000850687,-0.009898962,1779140527990.000000000,2419,164545.990000000,0.024279112,-0.489303619,-0.019490808,1,0.001554902,0.005406449,0.005590674,1,-0.125400081,0.255204856,9.802526474,1,0,0
1779140528010.000000000,2419,164546.010000000,-0.004131304,0.006196397,-0.984851062,-0.000077657,0.000018128,-0.009837145,1779140528010.000000000,2419,164546.010000000,-0.164924502,0.315458149,0.144462049,1,-0.006148068,0.019441742,0.008603476,1,-0.125009894,0.254503816,9.802550316,1,0,0
1779140528020.000000000,2419,164546.020000000,0.012188897,0.015193098,-0.986871660,0.000182303,0.000146491,-0.009896686,1779140528020.000000000,2419,164546.020000000,-0.005315149,0.403511137,0.124646083,1,-0.002488378,-0.016343793,0.003409336,1,-0.124334678,0.254441410,9.802559853,1,0,0
1779140528040.000000000,2419,164546.040000000,0.012341403,0.010465295,-0.997528791,0.000078630,0.000110674,-0.010091270,1779140528040.000000000,2419,164546.040000000,-0.003085941,0.357484490,0.020135481,1,-0.002415095,0.016257325,-0.006808802,1,-0.124626569,0.254776955,9.802547455,1,0,0
1779140528050.000000000,2419,164546.050000000,0.013620575,0.000934160,-0.983803809,0.000176358,0.000048921,-0.009770991,1779140528050.000000000,2419,164546.050000000,0.009127939,0.264270484,0.154721335,1,0.007529627,-0.010806832,-0.008982795,1,-0.124114372,0.255340874,9.802539825,1,0,0
1779140528060.000000000,2419,164546.060000000,-0.000770092,-0.019752158,-1.012992740,0.000010255,-0.000170698,-0.010084158,1779140528060.000000000,2419,164546.060000000,-0.131251514,0.061798614,-0.131524593,1,-0.002228079,0.000317087,-0.010160800,1,-0.123717643,0.255427599,9.802542686,1,0,0
1779140528080.000000000,2419,164546.080000000,0.019579550,-0.067548618,-1.000703692,0.000225720,-0.000622242,-0.009987693,1779140528080.000000000,2419,164546.080000000,0.066963866,-0.406508923,-0.011037968,1,0.004908068,-0.016524997,-0.005062331,1,-0.124534450,0.256067932,9.802515030,1,0,0
1779140528090.000000000,2419,164546.090000000,0.011254594,-0.073823363,-0.999846637,0.000072695,-0.000685036,-0.010040366,1779140528090.000000000,2419,164546.090000000,-0.013905969,-0.467482388,-0.002639549,1,0.005407298,0.003791197,-0.000010571,1,-0.124394141,0.256646216,9.802501678,1,0,0
1779140528110.000000000,2419,164546.110000000,0.014435151,-0.034665171,-0.980125427,0.000153075,-0.000356439,-0.009803148,1779140528110.000000000,2419,164546.110000000,0.017238837,-0.083040103,0.190748215,1,0.001155911,-0.009624229,0.005570692,1,-0.124016799,0.256947368,9.802498817,1,0,0
1779140528120.000000000,2419,164546.120000000,0.019199507,-0.011048264,-0.986707747,0.000137957,-0.000119904,-0.009867813,1779140528120.000000000,2419,164546.120000000,0.064180866,0.147476226,0.126228467,1,-0.004983048,0.010102955,0.003800685,1,-0.124386542,0.255618364,9.802528381,1,0,0
1779140528140.000000000,2419,164546.140000000,0.007745779,-0.013433231,-1.016967416,0.000092391,-0.000107680,-0.010173328,1779140528140.000000000,2419,164546.140000000,-0.047473453,0.123472646,-0.170492679,1,0.001407205,-0.001747428,-0.000239981,1,-0.123379156,0.255251229,9.802551270,1,0,0
1779140528150.000000000,2419,164546.150000000,0.015519456,-0.010553105,-0.988433003,0.000124876,-0.000169668,-0.009901314,1779140528150.000000000,2419,164546.150000000,0.027917536,0.151489407,0.109330446,1,-0.002459864,0.013012522,0.000594280,1,-0.124681875,0.254903466,9.802543640,1,0,0
1779140528170.000000000,2419,164546.170000000,0.000827937,-0.013553986,-0.996839821,-0.000007702,-0.000131429,-0.009986253,1779140528170.000000000,2419,164546.170000000,-0.115389273,0.122635804,0.026881870,1,0.001977288,0.003376495,-0.002440714,1,-0.123615898,0.255615741,9.802538872,1,0,0
