unix_time_ms,fGPS_ts_week,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag_sensor,flag_filter
1779140528340.000000000,2419,164546.340000000,3,0.999897361,0.012820726,0.006391043,-0.000023203,1,0,0
1779140528350.000000000,2419,164546.350000000,3,0.999897540,0.012813201,0.006383155,0.000006104,1,0,0
1779140528370.000000000,2419,164546.370000000,3,0.999897718,0.012815606,0.006346894,0.000045577,1,0,0
1779140528380.000000000,2419,164546.380000000,3,0.999897599,0.012816536,0.006369785,0.000057653,1,0,0
1779140528400.000000000,2419,164546.400000000,3,0.999897718,0.012798182,0.006380302,0.000047061,1,0,0
1779140528410.000000000,2419,164546.410000000,3,0.999897480,0.012809831,0.006397955,0.000015687,1,0,0
1779140528430.000000000,2419,164546.430000000,3,0.999897361,0.012816141,0.006404549,-0.000053255,1,0,0
1779140528440.000000000,2419,164546.440000000,3,0.999897718,0.012786371,0.006404319,-0.000067521,1,0,0
1779140528460.000000000,2419,164546.460000000,3,0.999897778,0.012785904,0.006399652,-0.000071332,1,0,0
1779140528470.000000000,2419,164546.470000000,3,0.999897599,0.012798593,0.006400303,-0.000072930,1,0,0
1779140528480.000000000,2419,164546.480000000,3,0.999897838,0.012783856,0.006393255,-0.000074376,1,0,0
1779140528500.000000000,2419,164546.500000000,3,0.999897838,0.012777792,0.006409877,-0.000106047,1,0,0
1779140528510.000000000,2419,164546.510000000,3,0.999897718,0.012784361,0.006406769,-0.000129860,1,0,0
1779140528530.000000000,2419,164546.530000000,3,0.999897540,0.012802649,0.006403372,-0.000146182,1,0,0
1779140528540.000000000,2419,164546.540000000,3,0.999897540,0.012795488,0.006416288,-0.000134452,1,0,0
1779140528560.000000000,2419,164546.560000000,3,0.999897540,0.012804267,0.006396430,-0.000114737,1,0,0
1779140528570.000000000,2419,164546.570000000,3,0.999897540,0.012800056,0.006405683,-0.000104089,1,0,0
1779140528590.000000000,2419,164546.590000000,3,0.999897718,0.012786725,0.006410304,-0.000099679,1,0,0
1779140528600.000000000,2419,164546.600000000,3,0.999897659,0.012790284,0.006405617,-0.000110766,1,0,0
1779140528620.000000000,2419,164546.620000000,3,0.999897718,0.012786175,0.006406894,-0.000124693,1,0,0
1779140528630.000000000,2419,164546.630000000,3,0.999897838,0.012780868,0.006401747,-0.000128901,1,0,0
1779140528640.000000000,2419,164546.640000000,3,0.999897778,0.012781296,0.006405202,-0.000131931,1,0,0
1779140528660.000000000,2419,164546.660000000,3,0.999897718,0.012789499,0.006401199,-0.000133496,1,0,0
1779140528670.000000000,2419,164546.670000000,3,0.999897659,0.012786927,0.006410053,-0.000136582,1,0,0
1779140528690.000000000,2419,164546.690000000,3,0.999897659,0.012787811,0.006409331,-0.000149879,1,0,0
1779140528700.000000000,2419,164546.700000000,3,0.999897659,0.012791700,0.006403229,-0.000156136,1,0,0
1779140528720.000000000,2419,164546.720000000,3,0.999897301,0.012811227,0.006417649,-0.000162074,1,0,0
1779140528730.000000000,2419,164546.730000000,3,0.999897301,0.012814590,0.006417965,-0.000163861,1,0,0
1779140528750.000000000,2419,164546.750000000,3,0.999897242,0.012818785,0.006412277,-0.000169812,1,0,0
1779140528760.000000000,2419,164546.760000000,3,0.999897242,0.012816734,0.006415689,-0.000172425,1,0,0
1779140528770.000000000,2419,164546.770000000,3,0.999897242,0.012815792,0.006420765,-0.000175289,1,0,0
1779140528790.000000000,2419,164546.790000000,3,0.999897242,0.012820258,0.006415280,-0.000180642,1,0,0
1779140528800.000000000,2419,164546.800000000,3,0.999897301,0.012815583,0.006416338,-0.000180097,1,0,0
1779140528820.000000000,2419,164546.820000000,3,0.999897301,0.012813172,0.006419259,-0.000177727,1,0,0
1779140528830.000000000,2419,164546.830000000,3,0.999897301,0.012815001,0.006417439,-0.000178454,1,0,0
1779140528850.000000000,2419,164546.850000000,3,0.999897301,0.012816175,0.006413423,-0.000179877,1,0,0
1779140528860.000000000,2419,164546.860000000,3,0.999897301,0.012813895,0.006414373,-0.000181866,1,0,0
1779140528880.000000000,2419,164546.880000000,3,0.999897301,0.012810167,0.006418659,-0.000186540,1,0,0
1779140528890.000000000,2419,164546.890000000,3,0.999897420,0.012804702,0.006418114,-0.000187653,1,0,0
1779140528910.000000000,2419,164546.910000000,3,0.999897420,0.012803645,0.006417593,-0.000177524,1,0,0
1779140528920.000000000,2419,164546.920000000,3,0.999897182,0.012821041,0.006421503,-0.000173649,1,0,0
1779140528930.000000000,2419,164546.930000000,3,0.999897182,0.012819754,0.006422014,-0.000169768,1,0,0
1779140528950.000000000,2419,164546.950000000,3,0.999897182,0.012820981,0.006420165,-0.000168326,1,0,0
1779140528960.000000000,2419,164546.960000000,3,0.999897182,0.012819250,0.006426387,-0.000173379,1,0,0
1779140528980.000000000,2419,164546.980000000,3,0.999897122,0.012821859,0.006429783,-0.000182661,1,0,0
1779140528990.000000000,2419,164546.990000000,3,0.999897063,0.012818111,0.006439698,-0.000183651,1,0,0
1779140529010.000000000,2419,164547.010000000,3,0.999897182,0.012815474,0.006432964,-0.000179488,1,0,0
1779140529020.000000000,2419,164547.020000000,3,0.999897182,0.012814612,0.006433281,-0.000173843,1,0,0
1779140529040.000000000,2419,164547.040000000,3,0.999897122,0.012816186,0.006435638,-0.000179938,1,0,0
1779140529050.000000000,2419,164547.050000000,3,0.999897122,0.012813830,0.006440738,-0.000188414,1,0,0
1779140529060.000000000,2419,164547.060000000,3,0.999897122,0.012816228,0.006439597,-0.000199738,1,0,0
1779140529080.000000000,2419,164547.080000000,3,0.999897122,0.012818128,0.006437581,-0.000218558,1,0,0
1779140529090.000000000,2419,164547.090000000,3,0.999897003,0.012820007,0.006445477,-0.000224391,1,0,0
1779140529110.000000000,2419,164547.110000000,3,0.999897003,0.012822212,0.006440702,-0.000235227,1,0,0
1779140529120.000000000,2419,164547.120000000,3,0.999897361,0.012807578,0.006417730,-0.000240159,1,0,0
1779140529140.000000000,2419,164547.140000000,3,0.999897361,0.012810110,0.006412343,-0.000248000,1,0,0
1779140529150.000000000,2419,164547.150000000,3,0.999897301,0.012811804,0.006415702,-0.000256228,1,0,0
1779140529170.000000000,2419,164547.170000000,3,0.999897301,0.012810955,0.006415554,-0.000272622,1,0,0
1779140529180.000000000,2419,164547.180000000,3,0.999897242,0.012813430,0.006417902,-0.000280899,1,0,0
1779140529200.000000000,2419,164547.200000000,3,0.999897242,0.012818649,0.006414049,-0.000294501,1,0,0
1779140529210.000000000,2419,164547.210000000,3,0.999897242,0.012817202,0.006415040,-0.000299788,1,0,0
1779140529220.000000000,2419,164547.220000000,3,0.999897242,0.012816961,0.006418360,-0.000303420,1,0,0
1779140529240.000000000,2419,164547.240000000,3,0.999897301,0.012813346,0.006415570,-0.000302158,1,0,0
1779140529250.000000000,2419,164547.250000000,3,0.999897301,0.012814454,0.006412811,-0.000306022,1,0,0
1779140529270.000000000,2419,164547.270000000,3,0.999897301,0.012809553,0.006415869,-0.000310187,1,0,0
1779140529280.000000000,2419,164547.280000000,3,0.999897361,0.012805534,0.006417240,-0.000316735,1,0,0
1779140529300.000000000,2419,164547.300000000,3,0.999897361,0.012803090,0.006424374,-0.000329895,1,0,0
1779140529310.000000000,2419,164547.310000000,3,0.999897361,0.012801492,0.006423532,-0.000335650,1,0,0
1779140529330.000000000,2419,164547.330000000,3,0.999897599,0.012797304,0.006398528,-0.000346452,1,0,0
1779140529340.000000000,2419,164547.340000000,3,0.999897540,0.012800810,0.006394918,-0.000347943,1,0,0
1779140529350.000000000,2419,164547.350000000,3,0.999897540,0.012795261,0.006404178,-0.000348932,1,0,0
1779140529370.000000000,2419,164547.370000000,3,0.999897659,0.012790938,0.006400312,-0.000352867,1,0,0
1779140529380.000000000,2419,164547.380000000,3,0.999897540,0.012795294,0.006409130,-0.000356367,1,0,0
1779140529400.000000000,2419,164547.400000000,3,0.999897599,0.012789212,0.006413404,-0.000365063,1,0,0
1779140529410.000000000,2419,164547.410000000,3,0.999897718,0.012784751,0.006403914,-0.000372426,1,0,0
1779140529430.000000000,2419,164547.430000000,3,0.999897718,0.012779837,0.006409750,-0.000379330,1,0,0
1779140529440.000000000,2419,164547.440000000,3,0.999897718,0.012780556,0.006403675,-0.000383430,1,0,0
1779140529460.000000000,2419,164547.460000000,3,0.999897838,0.012773687,0.006405247,-0.000392347,1,0,0
1779140529470.000000000,2419,164547.470000000,3,0.999897897,0.012769263,0.006404035,-0.000397950,1,0,0
1779140529490.000000000,2419,164547.490000000,3,0.999897957,0.012764688,0.006402178,-0.000401969,1,0,0
1779140529500.000000000,2419,164547.500000000,3,0.999897897,0.012769481,0.006404376,-0.000405250,1,0,0
1779140529510.000000000,2419,164547.510000000,3,0.999897838,0.012769008,0.006409365,-0.000406995,1,0,0
1779140529530.000000000,2419,164547.530000000,3,0.999897599,0.012774773,0.006440728,-0.000414057,1,0,0
1779140529540.000000000,2419,164547.540000000,3,0.999897599,0.012774232,0.006439178,-0.000419657,1,0,0
1779140529560.000000000,2419,164547.560000000,3,0.999897599,0.012774359,0.006439961,-0.000424797,1,0,0
1779140529570.000000000,2419,164547.570000000,3,0.999897599,0.012773205,0.006435283,-0.000425471,1,0,0
1779140529590.000000000,2419,164547.590000000,3,0.999897718,0.012772032,0.006426591,-0.000425839,1,0,0
1779140529600.000000000,2419,164547.600000000,3,0.999897718,0.012771583,0.006427573,-0.000427328,1,0,0
1779140529620.000000000,2419,164547.620000000,3,0.999897778,0.012767267,0.006424316,-0.000428420,1,0,0
1779140529630.000000000,2419,164547.630000000,3,0.999897718,0.012768988,0.006424792,-0.000430381,1,0,0
1779140529640.000000000,2419,164547.640000000,3,0.999897838,0.012764753,0.006421034,-0.000430760,1,0,0
1779140529660.000000000,2419,164547.660000000,3,0.999897778,0.012767564,0.006420956,-0.000426455,1,0,0
1779140529670.000000000,2419,164547.670000000,3,0.999897718,0.012769783,0.006424997,-0.000424157,1,0,0
1779140529690.000000000,2419,164547.690000000,3,0.999897718,0.012770500,0.006424112,-0.000422026,1,0,0
1779140529700.000000000,2419,164547.700000000,3,0.999897718,0.012770608,0.006423921,-0.000425398,1,0,0
1779140529720.000000000,2419,164547.720000000,3,0.999897480,0.012778251,0.006450688,-0.000435686,1,0,0
1779140529730.000000000,2419,164547.730000000,3,0.999897420,0.012779208,0.006449592,-0.000437894,1,0,0
1779140529750.000000000,2419,164547.750000000,3,0.999897361,0.012781114,0.006454897,-0.000435138,1,0,0
1779140529760.000000000,2419,164547.760000000,3,0.999897361,0.012779161,0.006459493,-0.000430059,1,0,0
1779140529780.000000000,2419,164547.780000000,3,0.999897420,0.012777940,0.006455540,-0.000423381,1,0,0
1779140529790.000000000,2419,164547.790000000,3,0.999897480,0.012774381,0.006457134,-0.000419541,1,0,0
1779140529800.000000000,2419,164547.800000000,3,0.999897480,0.012772943,0.006457472,-0.000419990,1,0,0
1779140529820.000000000,2419,164547.820000000,3,0.999897480,0.012772929,0.006455670,-0.000423888,1,0,0
1779140529830.000000000,2419,164547.830000000,3,0.999897480,0.012770779,0.006457468,-0.000427644,1,0,0
1779140529850.000000000,2419,164547.850000000,3,0.999897540,0.012772909,0.006451969,-0.000426025,1,0,0
1779140529860.000000000,2419,164547.860000000,3,0.999897480,0.012777023,0.006454120,-0.000424418,1,0,0
1779140529880.000000000,2419,164547.880000000,3,0.999897480,0.012777315,0.006453702,-0.000421456,1,0,0
1779140529890.000000000,2419,164547.890000000,3,0.999897480,0.012776974,0.006449663,-0.000421803,1,0,0
1779140529910.000000000,2419,164547.910000000,3,0.999897420,0.012780741,0.006450293,-0.000425505,1,0,0
1779140529920.000000000,2419,164547.920000000,3,0.999897361,0.012786785,0.006450024,-0.000427643,1,0,0
1779140529930.000000000,2419,164547.930000000,3,0.999897301,0.012789167,0.006451583,-0.000429907,1,0,0
1779140529940.000000000,2419,164547.940000000,3,0.999897301,0.012789276,0.006449891,-0.000429843,1,0,0
