unix_time_ms,GPS_ts_week,GPS_ts_tow,GPS_valid,orientQ0,orientQ1,orientQ2,orientQ3,flag_sensor,flag_filter
1779140527920.000000000,2419,164545.920000000,3,0.902553380,0.014066264,-0.000401102,-0.430347979,0,0
1779140527930.000000000,2419,164545.930000000,3,0.902013719,0.014123009,-0.000215045,-0.431476384,0,0
1779140527950.000000000,2419,164545.950000000,3,0.900812089,0.014116360,-0.000380732,-0.433979630,0,0
1779140527960.000000000,2419,164545.960000000,3,0.900703251,0.014163871,-0.000210514,-0.434203863,0,0
1779140527980.000000000,2419,164545.980000000,3,0.900624633,0.014175647,-0.000354233,-0.434366524,0,0
1779140527990.000000000,2419,164545.990000000,3,0.899533749,0.014235015,-0.000342508,-0.436619222,0,0
1779140528010.000000000,2419,164546.010000000,3,0.898957789,0.014185643,-0.000378401,-0.437805414,0,0
1779140528020.000000000,2419,164546.020000000,3,0.894882262,0.014146531,-0.000526595,-0.446077734,0,0
1779140528040.000000000,2419,164546.040000000,3,0.898739874,0.014134410,-0.000389211,-0.438254178,0,0
1779140528050.000000000,2419,164546.050000000,3,0.900119960,0.014137552,-0.000371069,-0.435412616,0,0
1779140528060.000000000,2419,164546.060000000,3,0.898496032,0.014124777,-0.000446598,-0.438754201,0,0
1779140528080.000000000,2419,164546.080000000,3,0.899039686,0.014197526,-0.000408909,-0.437636673,0,0
1779140528090.000000000,2419,164546.090000000,3,0.900757432,0.014240461,-0.000383395,-0.434088945,0,0
1779140528110.000000000,2419,164546.110000000,3,0.902553380,0.014272570,-0.000350657,-0.430341303,0,0
1779140528120.000000000,2419,164546.120000000,3,0.901312232,0.014257649,-0.000338917,-0.432935178,0,0
1779140528140.000000000,2419,164546.140000000,3,0.901507795,0.014204468,-0.000358356,-0.432529598,0,0
1779140528150.000000000,2419,164546.150000000,3,0.900436461,0.014212626,-0.000323582,-0.434755325,0,0
1779140528170.000000000,2419,164546.170000000,3,0.895850778,0.014202424,-0.000533815,-0.444127679,0,0
1779140528180.000000000,2419,164546.180000000,3,0.896910310,0.014274054,-0.000514631,-0.441981941,0,0
1779140528190.000000000,2419,164546.190000000,3,0.898121834,0.014290584,-0.000568327,-0.439514250,0,0
1779140528210.000000000,2419,164546.210000000,3,0.898358285,0.014356519,-0.000555535,-0.439028502,0,0
1779140528220.000000000,2419,164546.220000000,3,0.899020493,0.014358181,-0.000489774,-0.437671006,0,0
1779140528240.000000000,2419,164546.240000000,3,0.903130054,0.014222878,-0.000269529,-0.429131448,0,0
1779140528250.000000000,2419,164546.250000000,3,0.900492430,0.014168367,-0.000346462,-0.434640855,0,0
1779140528270.000000000,2419,164546.270000000,3,0.899730682,0.014140614,-0.000439737,-0.436216146,0,0
1779140528280.000000000,2419,164546.280000000,3,0.900448442,0.014147616,-0.000281728,-0.434732646,0,0
1779140528300.000000000,2419,164546.300000000,3,0.899523854,0.014090325,-0.000356235,-0.436644316,0,0
1779140528310.000000000,2419,164546.310000000,3,0.900363505,0.014111795,-0.000206575,-0.434909582,0,0
1779140528330.000000000,2419,164546.330000000,3,0.900695026,0.014115735,-0.000302237,-0.434222579,0,0
1779140528340.000000000,2419,164546.340000000,3,0.902212381,0.014145395,-0.000217025,-0.431060016,0,0
1779140528350.000000000,2419,164546.350000000,3,0.901302934,0.014139492,-0.000253397,-0.432958573,0,0
1779140528370.000000000,2419,164546.370000000,3,0.899583340,0.014117871,-0.000337997,-0.436520755,0,0
1779140528380.000000000,2419,164546.380000000,3,0.899850428,0.014126318,-0.000310381,-0.435969859,0,0
1779140528400.000000000,2419,164546.400000000,3,0.899710238,0.014096665,-0.000284540,-0.436259985,0,0
1779140528410.000000000,2419,164546.410000000,3,0.897443533,0.014108482,-0.000339655,-0.440903634,0,0
1779140528430.000000000,2419,164546.430000000,3,0.904216945,0.014135964,-0.000121389,-0.426839352,0,0
1779140528440.000000000,2419,164546.440000000,3,0.897207141,0.014114570,-0.000340659,-0.441384286,0,0
1779140528460.000000000,2419,164546.460000000,3,0.898004532,0.014120801,-0.000321120,-0.439759493,0,0
1779140528470.000000000,2419,164546.470000000,3,0.897966743,0.014134821,-0.000327272,-0.439836115,0,0
1779140528480.000000000,2419,164546.480000000,3,0.900060654,0.014118301,-0.000257792,-0.435535848,0,0
1779140528500.000000000,2419,164546.500000000,3,0.899020851,0.014104783,-0.000261528,-0.437678635,0,0
1779140528510.000000000,2419,164546.510000000,3,0.903479338,0.014109834,-0.000119325,-0.428399503,0,0
1779140528530.000000000,2419,164546.530000000,3,0.898870230,0.014117627,-0.000260556,-0.437987387,0,0
1779140528540.000000000,2419,164546.540000000,3,0.895972252,0.014118072,-0.000338277,-0.443885475,0,0
1779140528560.000000000,2419,164546.560000000,3,0.901577532,0.014124660,-0.000179940,-0.432386845,0,0
1779140528570.000000000,2419,164546.570000000,3,0.899593115,0.014125348,-0.000234154,-0.436500549,0,0
1779140528590.000000000,2419,164546.590000000,3,0.897413313,0.014108750,-0.000291044,-0.440965056,0,0
1779140528600.000000000,2419,164546.600000000,3,0.903303206,0.014111752,-0.000104654,-0.428770632,0,0
1779140528620.000000000,2419,164546.620000000,3,0.899915516,0.014110635,-0.000214531,-0.435835779,0,0
1779140528630.000000000,2419,164546.630000000,3,0.900999188,0.014103517,-0.000181753,-0.433591485,0,0
1779140528640.000000000,2419,164546.640000000,3,0.898597717,0.014102182,-0.000255796,-0.438546836,0,0
1779140528660.000000000,2419,164546.660000000,3,0.897853613,0.014107224,-0.000286870,-0.440068036,0,0
1779140528670.000000000,2419,164546.670000000,3,0.900626779,0.014109880,-0.000187921,-0.434364378,0,0
1779140528690.000000000,2419,164546.690000000,3,0.899561048,0.014108835,-0.000221735,-0.436567128,0,0
1779140528700.000000000,2419,164546.700000000,3,0.899140596,0.014111484,-0.000243703,-0.437432349,0,0
1779140528720.000000000,2419,164546.720000000,3,0.901922524,0.014118181,-0.000147185,-0.431667119,0,0
1779140528730.000000000,2419,164546.730000000,3,0.897851169,0.014118643,-0.000279511,-0.440072685,0,0
1779140528750.000000000,2419,164546.750000000,3,0.902838945,0.014122220,-0.000124544,-0.429746926,0,0
1779140528760.000000000,2419,164546.760000000,3,0.899464607,0.014120277,-0.000230139,-0.436765552,0,0
1779140528770.000000000,2419,164546.770000000,3,0.902969003,0.014122440,-0.000110450,-0.429473609,0,0
1779140528790.000000000,2419,164546.790000000,3,0.896583259,0.014122010,-0.000324453,-0.442649931,0,0
1779140528800.000000000,2419,164546.800000000,3,0.901570559,0.014123132,-0.000161270,-0.432401597,0,0
1779140528820.000000000,2419,164546.820000000,3,0.900407553,0.014122588,-0.000195868,-0.434818059,0,0
1779140528830.000000000,2419,164546.830000000,3,0.902766705,0.014124296,-0.000121279,-0.429898560,0,0
1779140528850.000000000,2419,164546.850000000,3,0.902918577,0.014123701,-0.000119606,-0.429579556,0,0
1779140528860.000000000,2419,164546.860000000,3,0.899825394,0.014120557,-0.000217441,-0.436021596,0,0
1779140528880.000000000,2419,164546.880000000,3,0.898187935,0.014120256,-0.000263772,-0.439384848,0,0
1779140528890.000000000,2419,164546.890000000,3,0.898827970,0.014117810,-0.000241671,-0.438074231,0,0
1779140528910.000000000,2419,164546.910000000,3,0.900871694,0.014119780,-0.000175398,-0.433855802,0,0
1779140528920.000000000,2419,164546.920000000,3,0.900433064,0.014118313,-0.000191774,-0.434765399,0,0
1779140528930.000000000,2419,164546.930000000,3,0.901667714,0.014117403,-0.000150008,-0.432199091,0,0
1779140528950.000000000,2419,164546.950000000,3,0.898636699,0.014113549,-0.000248563,-0.438466579,0,0
1779140528960.000000000,2419,164546.960000000,3,0.896209896,0.014110740,-0.000319709,-0.443405598,0,0
1779140528980.000000000,2419,164546.980000000,3,0.902280629,0.014118514,-0.000124637,-0.430918187,0,0
1779140528990.000000000,2419,164546.990000000,3,0.904123962,0.014122101,-0.000055307,-0.427036822,0,0
1779140529010.000000000,2419,164547.010000000,3,0.899272621,0.014116185,-0.000219730,-0.437160671,0,0
1779140529020.000000000,2419,164547.020000000,3,0.896205723,0.014112829,-0.000317231,-0.443414003,0,0
1779140529040.000000000,2419,164547.040000000,3,0.900342107,0.014112320,-0.000180543,-0.434953988,0,0
1779140529050.000000000,2419,164547.050000000,3,0.901223302,0.014110584,-0.000144524,-0.433125317,0,0
1779140529060.000000000,2419,164547.060000000,3,0.902591228,0.014112494,-0.000101740,-0.430267394,0,0
1779140529080.000000000,2419,164547.080000000,3,0.899787545,0.014113791,-0.000196491,-0.436099946,0,0
1779140529090.000000000,2419,164547.090000000,3,0.901830614,0.014120243,-0.000124755,-0.431859016,0,0
1779140529110.000000000,2419,164547.110000000,3,0.903963745,0.014120949,-0.000059963,-0.427376032,0,0
1779140529120.000000000,2419,164547.120000000,3,0.902237356,0.014119504,-0.000113575,-0.431008697,0,0
1779140529140.000000000,2419,164547.140000000,3,0.900090456,0.014118453,-0.000189294,-0.435474187,0,0
1779140529150.000000000,2419,164547.150000000,3,0.902201653,0.014120875,-0.000117668,-0.431083351,0,0
1779140529170.000000000,2419,164547.170000000,3,0.900108337,0.014119144,-0.000185421,-0.435437292,0,0
1779140529180.000000000,2419,164547.180000000,3,0.902269900,0.014123125,-0.000113832,-0.430940419,0,0
1779140529200.000000000,2419,164547.200000000,3,0.900448859,0.014126479,-0.000180193,-0.434732527,0,0
1779140529210.000000000,2419,164547.210000000,3,0.903979778,0.014127241,-0.000063767,-0.427341789,0,0
1779140529220.000000000,2419,164547.220000000,3,0.900234222,0.014128298,-0.000184280,-0.435176581,0,0
1779140529240.000000000,2419,164547.240000000,3,0.900145769,0.014123832,-0.000188295,-0.435359776,0,0
1779140529250.000000000,2419,164547.250000000,3,0.897531092,0.014122222,-0.000275543,-0.440724939,0,0
1779140529270.000000000,2419,164547.270000000,3,0.898850620,0.014119351,-0.000227951,-0.438027680,0,0
1779140529280.000000000,2419,164547.280000000,3,0.901320696,0.014117286,-0.000144732,-0.432922363,0,0
1779140529300.000000000,2419,164547.300000000,3,0.900323570,0.014118809,-0.000169272,-0.434992254,0,0
1779140529310.000000000,2419,164547.310000000,3,0.901175022,0.014119061,-0.000142180,-0.433225363,0,0
1779140529330.000000000,2419,164547.330000000,3,0.896721125,0.014113936,-0.000283357,-0.442370802,0,0
1779140529340.000000000,2419,164547.340000000,3,0.901411116,0.014119282,-0.000136940,-0.432733864,0,0
1779140529350.000000000,2419,164547.350000000,3,0.897408962,0.014116776,-0.000255554,-0.440973759,0,0
1779140529370.000000000,2419,164547.370000000,3,0.900550485,0.014111314,-0.000153778,-0.434522420,0,0
1779140529380.000000000,2419,164547.380000000,3,0.898304403,0.014118362,-0.000218955,-0.439146787,0,0
1779140529400.000000000,2419,164547.400000000,3,0.897315562,0.014113699,-0.000242537,-0.441163838,0,0
1779140529410.000000000,2419,164547.410000000,3,0.900249779,0.014107443,-0.000153690,-0.435145289,0,0
1779140529430.000000000,2419,164547.430000000,3,0.899594009,0.014107390,-0.000166161,-0.436499387,0,0
1779140529440.000000000,2419,164547.440000000,3,0.899658501,0.014105700,-0.000169451,-0.436366498,0,0
1779140529460.000000000,2419,164547.460000000,3,0.898114622,0.014101277,-0.000211761,-0.439535350,0,0
1779140529470.000000000,2419,164547.470000000,3,0.899557650,0.014098818,-0.000163077,-0.436574548,0,0
1779140529490.000000000,2419,164547.490000000,3,0.902773201,0.014096404,-0.000053913,-0.429885894,0,0
