unix_time_ms,fGPS_ts_tow,fGPS_valid,estQ0,estQ1,estQ2,estQ3,estQ_valid,flag
1779390997362,415015.362000000,3,0.999623418,-0.001461838,0.027263133,-0.002748256,1,0
1779390997372,415015.372000000,3,0.999623597,-0.001478316,0.027256155,-0.002747734,1,0
1779390997392,415015.392000000,3,0.999623895,-0.001427205,0.027247241,-0.002753702,1,0
1779390997402,415015.402000000,3,0.999623537,-0.001404131,0.027262287,-0.002757995,1,0
1779390997432,415015.432000000,3,0.999623597,-0.001464205,0.027255841,-0.002758543,1,0
1779390997442,415015.442000000,3,0.999623597,-0.001451527,0.027256684,-0.002759974,1,0
1779390997462,415015.462000000,3,0.999623120,-0.001468789,0.027273651,-0.002760264,1,0
1779390997472,415015.472000000,3,0.999623239,-0.001502755,0.027267361,-0.002758068,1,0
1779390997482,415015.482000000,3,0.999623656,-0.001507799,0.027252935,-0.002754511,1,0
1779390997492,415015.492000000,3,0.999623775,-0.001484905,0.027249612,-0.002753322,1,0
1779390997502,415015.502000000,3,0.999623537,-0.001459993,0.027259463,-0.002755190,1,0
1779390997522,415015.522000000,3,0.999623477,-0.001500209,0.027258201,-0.002756518,1,0
1779390997532,415015.532000000,3,0.999623954,-0.001497216,0.027241265,-0.002757631,1,0
1779390997552,415015.552000000,3,0.999623835,-0.001425498,0.027248584,-0.002762159,1,0
1779390997562,415015.562000000,3,0.999623716,-0.001427278,0.027253624,-0.002764581,1,0
1779390997572,415015.572000000,3,0.999623895,-0.001452264,0.027246030,-0.002767952,1,0
1779390997592,415015.592000000,3,0.999624014,-0.001436362,0.027240830,-0.002771196,1,0
1779390997602,415015.602000000,3,0.999623656,-0.001413427,0.027255891,-0.002773609,1,0
1779390997622,415015.622000000,3,0.999623358,-0.001458912,0.027263151,-0.002773410,1,0
1779390997632,415015.632000000,3,0.999623597,-0.001465280,0.027254781,-0.002773232,1,0
1779390997652,415015.652000000,3,0.999623001,-0.001421354,0.027279081,-0.002772712,1,0
1779390997662,415015.662000000,3,0.999622762,-0.001445819,0.027286226,-0.002770909,1,0
1779390997682,415015.682000000,3,0.999623179,-0.001484063,0.027270146,-0.002763382,1,0
1779390997692,415015.692000000,3,0.999623299,-0.001455773,0.027267097,-0.002761919,1,0
1779390997712,415015.712000000,3,0.999623001,-0.001439618,0.027279805,-0.002764258,1,0
1779390997722,415015.722000000,3,0.999623239,-0.001468462,0.027268797,-0.002762986,1,0
1779390997732,415015.732000000,3,0.999623477,-0.001471822,0.027259775,-0.002765919,1,0
1779390997752,415015.752000000,3,0.999623120,-0.001429465,0.027274376,-0.002769609,1,0
1779390997762,415015.762000000,3,0.999622881,-0.001446218,0.027283419,-0.002769634,1,0
1779390997782,415015.782000000,3,0.999623179,-0.001483993,0.027270433,-0.002768327,1,0
1779390997792,415015.792000000,3,0.999623060,-0.001470634,0.027274024,-0.002769680,1,0
1779390997812,415015.812000000,3,0.999622405,-0.001503536,0.027296698,-0.002777902,1,0
1779390997822,415015.822000000,3,0.999622703,-0.001539383,0.027283562,-0.002779872,1,0
1779390997842,415015.842000000,3,0.999623477,-0.001489752,0.027257100,-0.002781862,1,0
1779390997852,415015.852000000,3,0.999623179,-0.001462400,0.027268561,-0.002783196,1,0
1779390997862,415015.862000000,3,0.999622703,-0.001495061,0.027284294,-0.002782674,1,0
1779390997882,415015.882000000,3,0.999622822,-0.001583026,0.027276078,-0.002778732,1,0
1779390997892,415015.892000000,3,0.999622881,-0.001556138,0.027275283,-0.002779294,1,0
1779390997912,415015.912000000,3,0.999622285,-0.001539961,0.027298098,-0.002782639,1,0
1779390997922,415015.922000000,3,0.999622107,-0.001575510,0.027301168,-0.002784116,1,0
1779390997942,415015.942000000,3,0.999622405,-0.001605070,0.027289044,-0.002784621,1,0
1779390997952,415015.952000000,3,0.999621630,-0.001590163,0.027318139,-0.002789264,1,0
1779390997972,415015.972000000,3,0.999621809,-0.001601898,0.027310882,-0.002789394,1,0
1779390997982,415015.982000000,3,0.999621928,-0.001608487,0.027306916,-0.002786812,1,0
1779390998002,415016.002000000,3,0.999621451,-0.001595165,0.027325148,-0.002787882,1,0
1779390998012,415016.012000000,3,0.999621272,-0.001606863,0.027330855,-0.002787305,1,0
1779390998022,415016.022000000,3,0.999622345,-0.001609283,0.027290532,-0.002788079,1,0
1779390998042,415016.042000000,3,0.999623358,-0.001536717,0.027257260,-0.002796452,1,0
